"dpd_ingredient","active_ingredient_code","basis_of_strength_ing","precise_ing","ccdd","top250name","ing_stem","hydrate","ntp_ing"
"SODIUM TETRADECYL SULFATE",6212,"SODIUM TETRADECYL SULFATE","SODIUM TETRADECYL SULFATE","","","sodium tetradecyl sulfate",FALSE,"sodium tetradecyl sulfate"
"Vilanterol (Vilanterol trifenatate)",22120,"Vilanterol","Vilanterol trifenatate","","","vilanterol (vilanterol trifenatate)",FALSE,"vilanterol (vilanterol trifenatate)"
"TIZANIDINE (TIZANIDINE HYDROCHLORIDE)",11821,"TIZANIDINE","TIZANIDINE HYDROCHLORIDE","","","tizanidine (tizanidine hydrochloride)",FALSE,"tizanidine (tizanidine hydrochloride)"
"PROCAINAMIDE HYDROCHLORIDE",9702,"PROCAINAMIDE HYDROCHLORIDE","PROCAINAMIDE HYDROCHLORIDE","","","procainamide hydrochloride",FALSE,"procainamide hydrochloride"
"POLYSORBATE 80",6497,"POLYSORBATE 80","POLYSORBATE 80","","","polysorbate 80",FALSE,"polysorbate 80"
"SOLIFENACIN SUCCINATE",18175,"SOLIFENACIN SUCCINATE","SOLIFENACIN SUCCINATE","Y","SOLIFENACIN","solifenacin",FALSE,"solifenacin succinate"
"TETRACAINE HYDROCHLORIDE",6788,"TETRACAINE HYDROCHLORIDE","TETRACAINE HYDROCHLORIDE","","","tetracaine hydrochloride",FALSE,"tetracaine hydrochloride"
"HYDROXYZINE HYDROCHLORIDE",8008,"HYDROXYZINE HYDROCHLORIDE","HYDROXYZINE HYDROCHLORIDE","Y","HYDROXYZINE","hydroxyzine",FALSE,"hydroxyzine hydrochloride"
"COLESTIPOL HYDROCHLORIDE",2118,"COLESTIPOL HYDROCHLORIDE","COLESTIPOL HYDROCHLORIDE","","","colestipol hydrochloride",FALSE,"colestipol hydrochloride"
"TOPOTECAN (TOPOTECAN HYDROCHLORIDE)",11431,"TOPOTECAN","TOPOTECAN HYDROCHLORIDE","","","topotecan",FALSE,"topotecan (topotecan hydrochloride)"
"GADOBENATE DIMEGLUMINE",12297,"GADOBENATE DIMEGLUMINE","GADOBENATE DIMEGLUMINE","","","gadobenate dimeglumine",FALSE,"gadobenate dimeglumine"
"CAFFEINE CITRATE",9357,"CAFFEINE CITRATE","CAFFEINE CITRATE","Y","CAFFEINE","caffeine",FALSE,"caffeine citrate"
"FOSINOPRIL SODIUM",1744,"FOSINOPRIL SODIUM","FOSINOPRIL SODIUM","Y","FOSINOPRIL","fosinopril",FALSE,"fosinopril sodium"
"AMOXICILLIN (AMOXICILLIN TRIHYDRATE)",11101,"AMOXICILLIN","AMOXICILLIN TRIHYDRATE","Y","AMOXICILLIN","amoxicillin",TRUE,"amoxicillin"
"PHENAZOPYRIDINE HYDROCHLORIDE",20246,"PHENAZOPYRIDINE HYDROCHLORIDE","PHENAZOPYRIDINE HYDROCHLORIDE","","","phenazopyridine hydrochloride",FALSE,"phenazopyridine hydrochloride"
"CANNABIDIOL (CANNABIS SATIVA EXTRACT)",14448,"CANNABIDIOL","CANNABIS SATIVA EXTRACT","","","cannabidiol (cannabis sativa extract)",FALSE,"cannabidiol (cannabis sativa extract)"
"EVOLOCUMAB",22637,"EVOLOCUMAB","EVOLOCUMAB","","","evolocumab",FALSE,"evolocumab"
"CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE, CIPROFLOXACIN)",93,"CIPROFLOXACIN","CIPROFLOXACIN HYDROCHLORIDE, CIPROFLOXACIN","Y","CIPROFLOXACIN","ciprofloxacin",FALSE,"ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin)"
"DIAZOXIDE",9557,"DIAZOXIDE","DIAZOXIDE","","","diazoxide",FALSE,"diazoxide"
"TERIPARATIDE",13330,"TERIPARATIDE","TERIPARATIDE","","","teriparatide",FALSE,"teriparatide"
"DOXORUBICIN HYDROCHLORIDE",2298,"DOXORUBICIN HYDROCHLORIDE","DOXORUBICIN HYDROCHLORIDE","","","doxorubicin hydrochloride",FALSE,"doxorubicin hydrochloride"
"DISODIUM EDETATE",3836,"DISODIUM EDETATE","DISODIUM EDETATE","","","disodium edetate",FALSE,"disodium edetate"
"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN",22570,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN","","","recombinant human papillomavirus type 31 l1 protein",FALSE,"recombinant human papillomavirus type 31 l1 protein"
"Azilsartan Medoxomil (Azilsartan Medoxomil Potassium)",21230,"Azilsartan Medoxomil","Azilsartan Medoxomil Potassium","","","azilsartan medoxomil (azilsartan medoxomil potassium)",FALSE,"azilsartan medoxomil (azilsartan medoxomil potassium)"
"ALANINE",2963,"ALANINE","ALANINE","","","alanine",FALSE,"alanine"
"GANCICLOVIR (GANCICLOVIR SODIUM)",135,"GANCICLOVIR","GANCICLOVIR SODIUM","","","ganciclovir (ganciclovir sodium)",FALSE,"ganciclovir (ganciclovir sodium)"
"PRAZIQUANTEL",2092,"PRAZIQUANTEL","PRAZIQUANTEL","","","praziquantel",FALSE,"praziquantel"
"TETANUS TOXOID",7935,"TETANUS TOXOID","TETANUS TOXOID","","","tetanus toxoid",FALSE,"tetanus toxoid"
"SENNOSIDES (SENNA)",5190,"SENNOSIDES","SENNA","","","sennosides (senna)",FALSE,"sennosides (senna)"
"CHLORTHALIDONE",10135,"CHLORTHALIDONE","CHLORTHALIDONE","","","chlorthalidone",FALSE,"chlorthalidone"
"CALCIPOTRIOL (CALCIPOTRIOL MONOHYDRATE)",894,"CALCIPOTRIOL","CALCIPOTRIOL MONOHYDRATE","","","calcipotriol (calcipotriol monohydrate)",TRUE,"calcipotriol (calcipotriol monohydrate)"
"MEPOLIZUMAB",12884,"MEPOLIZUMAB","MEPOLIZUMAB","","","mepolizumab",FALSE,"mepolizumab"
"AMANTADINE HYDROCHLORIDE",9905,"AMANTADINE HYDROCHLORIDE","AMANTADINE HYDROCHLORIDE","","","amantadine hydrochloride",FALSE,"amantadine hydrochloride"
"LISDEXAMFETAMINE DIMESYLATE",20437,"LISDEXAMFETAMINE DIMESYLATE","LISDEXAMFETAMINE DIMESYLATE","Y","LISDEXAMFETAMINE","lisdexamfetamine",FALSE,"lisdexamfetamine dimesylate"
"INSULIN",7326,"INSULIN","INSULIN","","","insulin",FALSE,"insulin"
"AMPHETAMINE SULFATE",8309,"AMPHETAMINE SULFATE","AMPHETAMINE SULFATE","Y","AMPHETAMINE","amphetamine",FALSE,"amphetamine sulfate"
"PEGASPARGASE",11706,"PEGASPARGASE","PEGASPARGASE","","","pegaspargase",FALSE,"pegaspargase"
"MEMANTINE HYDROCHLORIDE",13366,"MEMANTINE HYDROCHLORIDE","MEMANTINE HYDROCHLORIDE","","","memantine hydrochloride",FALSE,"memantine hydrochloride"
"MARAVIROC",20160,"MARAVIROC","MARAVIROC","","","maraviroc",FALSE,"maraviroc"
"PALONOSETRON (PALONOSETRON HYDROCHLORIDE)",21240,"PALONOSETRON","PALONOSETRON HYDROCHLORIDE","","","palonosetron (palonosetron hydrochloride)",FALSE,"palonosetron (palonosetron hydrochloride)"
"ALIROCUMAB",22706,"ALIROCUMAB","ALIROCUMAB","","","alirocumab",FALSE,"alirocumab"
"PENICILLIN G (PENICILLIN G SODIUM)",8447,"PENICILLIN G","PENICILLIN G SODIUM","","","penicillin g (penicillin g sodium)",FALSE,"penicillin g (penicillin g sodium)"
"Elvitegravir",21507,"Elvitegravir","Elvitegravir","","","elvitegravir",FALSE,"elvitegravir"
"RAMIPRIL",932,"RAMIPRIL","RAMIPRIL","Y","RAMIPRIL","ramipril",FALSE,"ramipril"
"MITOTANE",2100,"MITOTANE","MITOTANE","","","mitotane",FALSE,"mitotane"
"ALUMINUM HYDROXIDE (DRIED ALUMINUM HYDROXIDE GEL)",721,"ALUMINUM HYDROXIDE","DRIED ALUMINUM HYDROXIDE GEL","","","aluminum hydroxide (dried aluminum hydroxide gel)",FALSE,"aluminum hydroxide (dried aluminum hydroxide gel)"
"ERYTHROMYCIN (ERYTHROMYCIN LACTOBIONATE)",8618,"ERYTHROMYCIN","ERYTHROMYCIN LACTOBIONATE","Y","ERYTHROMYCIN","erythromycin",FALSE,"erythromycin (erythromycin lactobionate)"
"EVEROLIMUS",13238,"EVEROLIMUS","EVEROLIMUS","","","everolimus",FALSE,"everolimus"
"SODIUM SULFATE",7247,"SODIUM SULFATE","SODIUM SULFATE","","","sodium sulfate",FALSE,"sodium sulfate"
"ALLERGEN EXTRACT - ALUM PRECIPITATED",12020,"ALLERGEN EXTRACT - ALUM PRECIPITATED","ALLERGEN EXTRACT - ALUM PRECIPITATED","","","allergen extract - alum precipitated",FALSE,"allergen extract - alum precipitated"
"STANDARDIZED CAT HAIR ACETONE PRECIPITATED",256,"STANDARDIZED CAT HAIR ACETONE PRECIPITATED","STANDARDIZED CAT HAIR ACETONE PRECIPITATED","","","standardized cat hair acetone precipitated",FALSE,"standardized cat hair acetone precipitated"
"PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE)",11340,"PAROXETINE","PAROXETINE HYDROCHLORIDE HEMIHYDRATE","Y","PAROXETINE","paroxetine",TRUE,"paroxetine (paroxetine hydrochloride)"
"CARBON MONOXIDE",1938,"CARBON MONOXIDE","CARBON MONOXIDE","","","carbon monoxide",FALSE,"carbon monoxide"
"FESOTERODINE FUMARATE",21178,"FESOTERODINE FUMARATE","FESOTERODINE FUMARATE","","","fesoterodine fumarate",FALSE,"fesoterodine fumarate"
"DEXAMETHASONE (DEXAMETHASONE SODIUM METASULPHOBENZOATE)",7600,"DEXAMETHASONE","DEXAMETHASONE SODIUM METASULPHOBENZOATE","Y","DEXAMETHASONE","dexamethasone (base)",FALSE,"dexamethasone (dexamethasone sodium metasulphobenzoate)"
"GRANISETRON (GRANISETRON HYDROCHLORIDE)",11382,"GRANISETRON","GRANISETRON HYDROCHLORIDE","","","granisetron (granisetron hydrochloride)",FALSE,"granisetron (granisetron hydrochloride)"
"HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE)",7532,"HYDROCORTISONE","HYDROCORTISONE SODIUM SUCCINATE","Y","HYDROCORTISONE","hydrocortisone",FALSE,"hydrocortisone (hydrocortisone sodium succinate)"
"BIOTIN",4962,"BIOTIN","BIOTIN","","","biotin",FALSE,"biotin"
"CALCIUM CHLORIDE",51,"CALCIUM CHLORIDE","CALCIUM CHLORIDE","","","calcium chloride",FALSE,"calcium chloride"
"VASOPRESSIN",7387,"VASOPRESSIN","VASOPRESSIN","","","vasopressin",FALSE,"vasopressin"
"TETRACOSACTIDE (Tetracosactide zinc hydroxide)",7516,"TETRACOSACTIDE","Tetracosactide zinc hydroxide","","","tetracosactide (tetracosactide zinc hydroxide)",FALSE,"tetracosactide (tetracosactide zinc hydroxide)"
"FORMOTEROL FUMARATE DIHYDRATE",12633,"FORMOTEROL FUMARATE DIHYDRATE","FORMOTEROL FUMARATE DIHYDRATE","Y","FORMOTEROL","formoterol",TRUE,"formoterol fumarate"
"DOXYLAMINE SUCCINATE",10224,"DOXYLAMINE SUCCINATE","DOXYLAMINE SUCCINATE","Y","","doxylamine",FALSE,"doxylamine succinate"
"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y",19044,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y","","","meningococcal polysaccharide-diphtheria toxoid conjugate, group y",FALSE,"meningococcal polysaccharide-diphtheria toxoid conjugate, group y"
"INTERFERON BETA-1A",11746,"INTERFERON BETA-1A","INTERFERON BETA-1A","","","interferon beta-1a",FALSE,"interferon beta-1a"
"ACETYLCYSTEINE",10303,"ACETYLCYSTEINE","ACETYLCYSTEINE","","","acetylcysteine",FALSE,"acetylcysteine"
"PROTEASE",648,"PROTEASE","PROTEASE","","","protease",FALSE,"protease"
"AMIODARONE HYDROCHLORIDE",1400,"AMIODARONE HYDROCHLORIDE","AMIODARONE HYDROCHLORIDE","Y","AMIODARONE","amiodarone",FALSE,"amiodarone hydrochloride"
"Aclidinium bromide",22129,"Aclidinium bromide","Aclidinium bromide","","","aclidinium bromide",FALSE,"aclidinium bromide"
"SENNOSIDES",5190,"SENNOSIDES","SENNOSIDES","","","sennosides",FALSE,"sennosides"
"Pertuzumab",22051,"Pertuzumab","Pertuzumab","","","pertuzumab",FALSE,"pertuzumab"
"GENTAMICIN (GENTAMICIN SULFATE)",8632,"GENTAMICIN","GENTAMICIN SULFATE","","","gentamicin (gentamicin sulfate)",FALSE,"gentamicin (gentamicin sulfate)"
"CAPECITABINE",11787,"CAPECITABINE","CAPECITABINE","","","capecitabine",FALSE,"capecitabine"
"STANDARDIZED CAT PELT",11607,"STANDARDIZED CAT PELT","STANDARDIZED CAT PELT","","","standardized cat pelt",FALSE,"standardized cat pelt"
"PODOPHYLLOTOXIN",910,"PODOPHYLLOTOXIN","PODOPHYLLOTOXIN","","","podophyllotoxin",FALSE,"podophyllotoxin"
"LACTIC ACID",6777,"LACTIC ACID","LACTIC ACID","","","lactic acid",FALSE,"lactic acid"
"ABCIXIMAB",61,"ABCIXIMAB","ABCIXIMAB","","","abciximab",FALSE,"abciximab"
"L-CYSTEINE (L-CYSTEINE HYDROCHLORIDE)",5416,"L-CYSTEINE","L-CYSTEINE HYDROCHLORIDE","","","l-cysteine (l-cysteine hydrochloride)",FALSE,"l-cysteine (l-cysteine hydrochloride)"
"Ombitasvir",22554,"Ombitasvir","Ombitasvir","","","ombitasvir",FALSE,"ombitasvir"
"FIMBRIAE TYPES 2 AND 3 (FIM)",20594,"FIMBRIAE TYPES 2 AND 3","FIM","","","fimbriae types 2 and 3 (fim)",FALSE,"fimbriae types 2 and 3 (fim)"
"Canagliflozin",22295,"Canagliflozin","Canagliflozin","","","canagliflozin",FALSE,"canagliflozin"
"DESMOPRESSIN ACETATE",2155,"DESMOPRESSIN ACETATE","DESMOPRESSIN ACETATE","","","desmopressin acetate",FALSE,"desmopressin acetate"
"HYDROXOCOBALAMIN",4971,"HYDROXOCOBALAMIN","HYDROXOCOBALAMIN","","","hydroxocobalamin",FALSE,"hydroxocobalamin"
"HELIUM",2334,"HELIUM","HELIUM","","","helium",FALSE,"helium"
"KETOCONAZOLE",1855,"KETOCONAZOLE","KETOCONAZOLE","","","ketoconazole",FALSE,"ketoconazole"
"GOLIMUMAB",20450,"GOLIMUMAB","GOLIMUMAB","","","golimumab",FALSE,"golimumab"
"LANREOTIDE (LANREOTIDE ACETATE)",19728,"LANREOTIDE","LANREOTIDE ACETATE","","","lanreotide (lanreotide acetate)",FALSE,"lanreotide (lanreotide acetate)"
"PROXYMETACAINE HYDROCHLORIDE",20365,"PROXYMETACAINE HYDROCHLORIDE","PROXYMETACAINE HYDROCHLORIDE",NA,NA,NA,NA,NA
"HYDROXYETHYL STARCH 130/0.4",12794,"HYDROXYETHYL STARCH 130/0.4","HYDROXYETHYL STARCH 130/0.4","","","hydroxyethyl starch 130/0.4",FALSE,"hydroxyethyl starch 130/0.4"
"BENZYLPENICILLOYL-POLYLYSINE",8362,"BENZYLPENICILLOYL-POLYLYSINE","BENZYLPENICILLOYL-POLYLYSINE","","","benzylpenicilloyl-polylysine",FALSE,"benzylpenicilloyl-polylysine"
"AMCINONIDE",7508,"AMCINONIDE","AMCINONIDE","","","amcinonide",FALSE,"amcinonide"
"DICLOFENAC POTASSIUM",1205,"DICLOFENAC POTASSIUM","DICLOFENAC POTASSIUM","Y","DICLOFENAC","diclofenac",FALSE,"diclofenac potassium"
"NEOMYCIN SULFATE",8636,"NEOMYCIN SULFATE","NEOMYCIN SULFATE","","","neomycin sulfate",FALSE,"neomycin sulfate"
"DACARBAZINE",2264,"DACARBAZINE","DACARBAZINE",NA,NA,NA,NA,NA
"AMLODIPINE (AMLODIPINE BESYLATE)",11344,"AMLODIPINE","AMLODIPINE BESYLATE","Y","AMLODIPINE","amlodipine",FALSE,"amlodipine (amlodipine besylate)"
"Dapagliflozin (Dapagliflozin propanediol monohydrate)",22549,"Dapagliflozin","Dapagliflozin propanediol monohydrate","","","dapagliflozin (dapagliflozin propanediol monohydrate)",TRUE,"dapagliflozin (dapagliflozin propanediol monohydrate)"
"VERTEPORFIN",11996,"VERTEPORFIN","VERTEPORFIN","","","verteporfin",FALSE,"verteporfin"
"ETAFEDRIN HYDROCHLORIDE",8936,"ETAFEDRIN HYDROCHLORIDE","ETAFEDRIN HYDROCHLORIDE","Y","","etafedrin",FALSE,"etafedrin hydrochloride"
"NORGESTIMATE",7492,"NORGESTIMATE","NORGESTIMATE","Y","NORGESTIMATE","norgestimate",FALSE,"norgestimate"
"MUPIROCIN (MUPIROCIN CALCIUM DIHYDRATE)",1832,"MUPIROCIN","MUPIROCIN CALCIUM DIHYDRATE","","","mupirocin (mupirocin calcium dihydrate)",TRUE,"mupirocin (mupirocin calcium dihydrate)"
"FENTANYL",10075,"FENTANYL","FENTANYL","Y","FENTANYL","fentanyl",FALSE,"fentanyl"
"RASAGILINE (RASAGILINE MESYLATE)",19840,"RASAGILINE","RASAGILINE MESYLATE","","","rasagiline (rasagiline mesylate)",FALSE,"rasagiline (rasagiline mesylate)"
"TRYPTOPHAN",10238,"TRYPTOPHAN","TRYPTOPHAN","","","tryptophan",FALSE,"tryptophan"
"BUTAMBEN",5954,"BUTAMBEN","BUTAMBEN","","","butamben",FALSE,"butamben"
"HAEMAGGLUTININ-STRAIN A(H1N1)",744,"HAEMAGGLUTININ-STRAIN A","H1N1","","","haemagglutinin-strain a(h1n1)",FALSE,"haemagglutinin-strain a(h1n1)"
"BEPOTASTINE BESILATE",22757,"BEPOTASTINE BESILATE","BEPOTASTINE BESILATE","","","bepotastine besilate",FALSE,"bepotastine besilate"
"TRYPAN BLUE",18848,"TRYPAN BLUE","TRYPAN BLUE","","","trypan blue",FALSE,"trypan blue"
"L-PHENYLALANINE HYDROCHLORIDE",750,"L-PHENYLALANINE HYDROCHLORIDE","L-PHENYLALANINE HYDROCHLORIDE","","","l-phenylalanine hydrochloride",FALSE,"l-phenylalanine hydrochloride"
"TIOTROPIUM (TIOTROPIUM BROMIDE MONOHYDRATE)",13057,"TIOTROPIUM","TIOTROPIUM BROMIDE MONOHYDRATE","Y","TIOTROPIUM BROMIDE","tiotropium",TRUE,"tiotropium (tiotropium bromide)"
"DESLORATADINE",12210,"DESLORATADINE","DESLORATADINE","","","desloratadine",FALSE,"desloratadine"
"Aflibercept",22163,"Aflibercept","Aflibercept","","","aflibercept",FALSE,"aflibercept"
"VESPULA SPP VENOM PROTEIN EXTRACT",7637,"VESPULA SPP VENOM PROTEIN EXTRACT","VESPULA SPP VENOM PROTEIN EXTRACT","","","vespula spp venom protein extract",FALSE,"vespula spp venom protein extract"
"SEVELAMER HYDROCHLORIDE",11777,"SEVELAMER HYDROCHLORIDE","SEVELAMER HYDROCHLORIDE","","","sevelamer hydrochloride",FALSE,"sevelamer hydrochloride"
"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F",20531,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F","","","pneumococcal polysaccharide serotype 19f",FALSE,"pneumococcal polysaccharide serotype 19f"
"LEVETIRACETAM",13107,"LEVETIRACETAM","LEVETIRACETAM","Y","LEVETIRACETAM","levetiracetam",FALSE,"levetiracetam"
"LEVOMILNACIPRAN (LEVOMILNACIPRAN HYDROCHLORIDE)",22602,"LEVOMILNACIPRAN","LEVOMILNACIPRAN HYDROCHLORIDE","","","levomilnacipran (levomilnacipran hydrochloride)",FALSE,"levomilnacipran (levomilnacipran hydrochloride)"
"VARENICLINE (VARENICLINE TARTRATE)",20097,"VARENICLINE","VARENICLINE TARTRATE","Y","VARENICLINE","varenicline",FALSE,"varenicline (varenicline tartrate)"
"Guanfacine (GUANFACINE HYDROCHLORIDE)",22124,"Guanfacine","GUANFACINE HYDROCHLORIDE","","","guanfacine (guanfacine hydrochloride)",FALSE,"guanfacine (guanfacine hydrochloride)"
"SULFISOXAZOLE (SULFISOXAZOLE ACETYL)",8178,"SULFISOXAZOLE","SULFISOXAZOLE ACETYL","","","sulfisoxazole (sulfisoxazole acetyl)",FALSE,"sulfisoxazole (sulfisoxazole acetyl)"
"VALPROIC ACID (DIVALPROEX SODIUM)",2115,"VALPROIC ACID","DIVALPROEX SODIUM","Y","DIVALPROEX","valproic acid (divalproex)",FALSE,"valproic acid (divalproex sodium)"
"GRAMICIDIN",8523,"GRAMICIDIN","GRAMICIDIN","","","gramicidin",FALSE,"gramicidin"
"AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE HEMIETHANOLATE)",424,"AZITHROMYCIN","AZITHROMYCIN MONOHYDRATE HEMIETHANOLATE","Y","AZITHROMYCIN","azithromycin",TRUE,"azithromycin (azithromycin hemiethanolate)"
"DICLOFENAC SODIUM",2013,"DICLOFENAC SODIUM","DICLOFENAC SODIUM","Y","DICLOFENAC","diclofenac",FALSE,"diclofenac sodium"
"DROSPIRENONE",13375,"DROSPIRENONE","DROSPIRENONE","Y","DROSPIRENONE","drospirenone",FALSE,"drospirenone"
"CICLOPIROX",12378,"CICLOPIROX","CICLOPIROX","Y","CICLOPIROX","ciclopirox",FALSE,"ciclopirox"
"PREDNISOLONE SODIUM PHOSPHATE",7627,"PREDNISOLONE SODIUM PHOSPHATE","PREDNISOLONE SODIUM PHOSPHATE","Y","PREDNISOLONE","prednisolone",FALSE,"prednisolone sodium phosphate"
"CALCIPOTRIOL",894,"CALCIPOTRIOL","CALCIPOTRIOL","","","calcipotriol",FALSE,"calcipotriol"
"APRACLONIDINE (APRACLONIDINE HYDROCHLORIDE)",11372,"APRACLONIDINE","APRACLONIDINE HYDROCHLORIDE","","","apraclonidine (apraclonidine hydrochloride)",FALSE,"apraclonidine (apraclonidine hydrochloride)"
"BISMUTH SUBSALICYLATE",6404,"BISMUTH SUBSALICYLATE","BISMUTH SUBSALICYLATE","","","bismuth subsalicylate",FALSE,"bismuth subsalicylate"
"ONDANSETRON",11104,"ONDANSETRON","ONDANSETRON","","","ondansetron",FALSE,"ondansetron"
"BRIMONIDINE TARTRATE",11710,"BRIMONIDINE TARTRATE","BRIMONIDINE TARTRATE","","","brimonidine tartrate",FALSE,"brimonidine tartrate"
"BISMUTH DIPROPYLACETATE",4161,"BISMUTH DIPROPYLACETATE","BISMUTH DIPROPYLACETATE","","","bismuth dipropylacetate",FALSE,"bismuth dipropylacetate"
"NELFINAVIR (NELFINAVIR MESYLATE)",11789,"NELFINAVIR","NELFINAVIR MESYLATE","","","nelfinavir (nelfinavir mesylate)",FALSE,"nelfinavir (nelfinavir mesylate)"
"VORINOSTAT",20475,"VORINOSTAT","VORINOSTAT","","","vorinostat",FALSE,"vorinostat"
"RILUZOLE",12026,"RILUZOLE","RILUZOLE","","","riluzole",FALSE,"riluzole"
"Pembrolizumab",22604,"Pembrolizumab","Pembrolizumab","","","pembrolizumab",FALSE,"pembrolizumab"
"DACTINOMYCIN",8486,"DACTINOMYCIN","DACTINOMYCIN","","","dactinomycin",FALSE,"dactinomycin"
"RILPIVIRINE (RILPIVIRINE HYDROCHLORIDE)",20874,"RILPIVIRINE","RILPIVIRINE HYDROCHLORIDE","","","rilpivirine (rilpivirine hydrochloride)",FALSE,"rilpivirine (rilpivirine hydrochloride)"
"PIZOTIFEN (PIZOTIFEN MALATE)",12057,"PIZOTIFEN","PIZOTIFEN MALATE","","","pizotifen (pizotifen malate)",FALSE,"pizotifen (pizotifen malate)"
"ALLERGEN EXTRACT - DIAGNOSTIC",12022,"ALLERGEN EXTRACT - DIAGNOSTIC","ALLERGEN EXTRACT - DIAGNOSTIC","","","allergen extract - diagnostic",FALSE,"allergen extract - diagnostic"
"BRETYLIUM TOSYLATE",5917,"BRETYLIUM TOSYLATE","BRETYLIUM TOSYLATE","","","bretylium tosylate",FALSE,"bretylium tosylate"
"TITANIUM DIOXIDE",727,"TITANIUM DIOXIDE","TITANIUM DIOXIDE","","","titanium dioxide",FALSE,"titanium dioxide"
"ACETAMINOPHEN",270,"ACETAMINOPHEN","ACETAMINOPHEN","Y","ACETAMINOPHEN","acetaminophen",FALSE,"acetaminophen"
"ALDESLEUKIN",278,"ALDESLEUKIN","ALDESLEUKIN","","","aldesleukin",FALSE,"aldesleukin"
"BISACODYL",10193,"BISACODYL","BISACODYL","","","bisacodyl",FALSE,"bisacodyl"
"Alogliptin (Alogliptin benzoate)",22181,"Alogliptin","Alogliptin benzoate","","","alogliptin (alogliptin benzoate)",FALSE,"alogliptin (alogliptin benzoate)"
"SODIUM NITRITE",9134,"SODIUM NITRITE","SODIUM NITRITE","","","sodium nitrite",FALSE,"sodium nitrite"
"VITAMIN K1",4918,"VITAMIN K1","VITAMIN K1","","","vitamin K1",FALSE,"vitamin K1"
"OXALIPLATIN",20139,"OXALIPLATIN","OXALIPLATIN","","","oxaliplatin",FALSE,"oxaliplatin"
"KETOPROFEN",2327,"KETOPROFEN","KETOPROFEN","","","ketoprofen",FALSE,"ketoprofen"
"CLOZAPINE",1196,"CLOZAPINE","CLOZAPINE","Y","CLOZAPINE","clozapine",FALSE,"clozapine"
"BRIVARACETAM",22702,"BRIVARACETAM","BRIVARACETAM","","","brivaracetam",FALSE,"brivaracetam"
"SCOPOLAMINE HYDROBROMIDE",9011,"SCOPOLAMINE HYDROBROMIDE","SCOPOLAMINE HYDROBROMIDE","","","scopolamine hydrobromide",FALSE,"scopolamine hydrobromide"
"STREPTOZOCIN",8564,"STREPTOZOCIN","STREPTOZOCIN","","","streptozocin",FALSE,"streptozocin"
"SILICONE",6410,"SILICONE","SILICONE","","","silicone",FALSE,"silicone"
"DORNASE ALFA",650,"DORNASE ALFA","DORNASE ALFA","","","dornase alfa",FALSE,"dornase alfa"
"C1 Esterase Inhibitor (Human)",20597,"C1 Esterase Inhibitor","Human","","","c1 esterase inhibitor (human)",FALSE,"c1 esterase inhibitor (human)"
"FOSAMPRENAVIR (FOSAMPRENAVIR CALCIUM)",13372,"FOSAMPRENAVIR","FOSAMPRENAVIR CALCIUM","","","fosamprenavir (fosamprenavir calcium)",FALSE,"fosamprenavir (fosamprenavir calcium)"
"ATOVAQUONE",8317,"ATOVAQUONE","ATOVAQUONE","","","atovaquone",FALSE,"atovaquone"
"VALSARTAN",11702,"VALSARTAN","VALSARTAN","Y","VALSARTAN","valsartan",FALSE,"valsartan"
"IRINOTECAN HYDROCHLORIDE",11461,"IRINOTECAN HYDROCHLORIDE","IRINOTECAN HYDROCHLORIDE","","","irinotecan hydrochloride",FALSE,"irinotecan hydrochloride"
"COPPER (COPPER SULFATE)",582,"COPPER","COPPER SULFATE","","","copper (copper sulfate)",FALSE,"copper (copper sulfate)"
"OXCARBAZEPINE",11984,"OXCARBAZEPINE","OXCARBAZEPINE","","","oxcarbazepine",FALSE,"oxcarbazepine"
"PIRFENIDONE",21466,"PIRFENIDONE","PIRFENIDONE","","","pirfenidone",FALSE,"pirfenidone"
"IODINE (ETHIODIZED OIL)",7218,"IODINE","ETHIODIZED OIL","","","iodine (ethiodized oil)",FALSE,"iodine (ethiodized oil)"
"SODIUM IODIDE",9240,"SODIUM IODIDE","SODIUM IODIDE","","","sodium iodide",FALSE,"sodium iodide"
"NIMODIPINE",1910,"NIMODIPINE","NIMODIPINE","","","nimodipine",FALSE,"nimodipine"
