ccdd	top250name	dpd_ingredient	ing_stem	hydrate	ntp_ing
		OSIMERTINIB (OSIMERTINIB MESYLATE)	OSIMERTINIB (OSIMERTINIB MESYLATE)	FALSE	OSIMERTINIB (OSIMERTINIB MESYLATE)
		Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain)	Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain)	FALSE	Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain)
		OXALIPLATIN	OXALIPLATIN	FALSE	OXALIPLATIN
		OXAPROZIN	OXAPROZIN	FALSE	OXAPROZIN
Y	OXAZEPAM	OXAZEPAM	OXAZEPAM	FALSE	OXAZEPAM
		OXCARBAZEPINE	OXCARBAZEPINE	FALSE	OXCARBAZEPINE
		OXETACAINE	OXETACAINE	FALSE	OXETACAINE
		OXTRIPHYLLINE	OXTRIPHYLLINE	FALSE	OXTRIPHYLLINE
		OXYBENZONE	OXYBENZONE	FALSE	OXYBENZONE
Y	OXYBUTYNIN	OXYBUTYNIN CHLORIDE	OXYBUTYNIN	FALSE	OXYBUTYNIN CHLORIDE
Y	OXYCODONE	OXYCODONE HYDROCHLORIDE	OXYCODONE	FALSE	OXYCODONE HYDROCHLORIDE
		OXYGEN	OXYGEN	FALSE	OXYGEN
		OXYMETAZOLINE HYDROCHLORIDE	OXYMETAZOLINE HYDROCHLORIDE	FALSE	OXYMETAZOLINE HYDROCHLORIDE
		OXYQUINOLINE SULFATE	OXYQUINOLINE SULFATE	FALSE	OXYQUINOLINE SULFATE
		OXYTOCIN	OXYTOCIN	FALSE	OXYTOCIN
		PACLITAXEL	PACLITAXEL	FALSE	PACLITAXEL
		PACLITAXEL (TAXUS CANADENSIS)	PACLITAXEL (TAXUS CANADENSIS)	FALSE	PACLITAXEL (TAXUS CANADENSIS)
		PADIMATE O	PADIMATE O	FALSE	PADIMATE O
		PALBOCICLIB	PALBOCICLIB	FALSE	PALBOCICLIB
		PALIPERIDONE	PALIPERIDONE	FALSE	PALIPERIDONE
		PALIPERIDONE (Paliperidone Palmitate)	PALIPERIDONE (Paliperidone Palmitate)	FALSE	PALIPERIDONE (Paliperidone Palmitate)
		PALIVIZUMAB	PALIVIZUMAB	FALSE	PALIVIZUMAB
		PALONOSETRON (PALONOSETRON HYDROCHLORIDE)	PALONOSETRON (PALONOSETRON HYDROCHLORIDE)	FALSE	PALONOSETRON (PALONOSETRON HYDROCHLORIDE)
		PAMABROM	PAMABROM	FALSE	PAMABROM
		PAMIDRONATE DISODIUM	PAMIDRONATE DISODIUM	FALSE	PAMIDRONATE DISODIUM
		PANCURONIUM BROMIDE	PANCURONIUM BROMIDE	FALSE	PANCURONIUM BROMIDE
		PANITUMUMAB	PANITUMUMAB	FALSE	PANITUMUMAB
Y	PANTOPRAZOLE	PANTOPRAZOLE (Pantoprazole magnesium hemipentahydrate)	PANTOPRAZOLE	TRUE	PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM)
Y	PANTOPRAZOLE	PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM)	PANTOPRAZOLE	FALSE	PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM)
Y	PANTOPRAZOLE	PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)	PANTOPRAZOLE	TRUE	PANTOPRAZOLE (PANTOPRAZOLE SODIUM)
Y	PANTOPRAZOLE	PANTOPRAZOLE (PANTOPRAZOLE SODIUM)	PANTOPRAZOLE	FALSE	PANTOPRAZOLE (PANTOPRAZOLE SODIUM)
		PAPAVERINE HYDROCHLORIDE	PAPAVERINE HYDROCHLORIDE	FALSE	PAPAVERINE HYDROCHLORIDE
		PARACHLOROPHENOL	PARACHLOROPHENOL	FALSE	PARACHLOROPHENOL
		Paritaprevir	Paritaprevir	FALSE	Paritaprevir
		PAROMOMYCIN (PAROMOMYCIN SULFATE)	PAROMOMYCIN (PAROMOMYCIN SULFATE)	FALSE	PAROMOMYCIN (PAROMOMYCIN SULFATE)
Y	PAROXETINE	PAROXETINE (PAROXETINE HYDROCHLORIDE ACETONE SOLVATE)	PAROXETINE	FALSE	PAROXETINE (PAROXETINE HYDROCHLORIDE)
Y	PAROXETINE	PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE)	PAROXETINE	TRUE	PAROXETINE (PAROXETINE HYDROCHLORIDE)
Y	PAROXETINE	PAROXETINE (PAROXETINE HYDROCHLORIDE)	PAROXETINE	FALSE	PAROXETINE (PAROXETINE HYDROCHLORIDE)
Y	PAROXETINE	"PAROXETINE (PAROXETINE HYDROCHLORIDE, ISOPROPYL SOLVATE)"	PAROXETINE	FALSE	PAROXETINE (PAROXETINE HYDROCHLORIDE)
		PASIREOTIDE (Pasireotide diaspartate)	PASIREOTIDE (Pasireotide diaspartate)	FALSE	PASIREOTIDE (Pasireotide diaspartate)
		PASIREOTIDE (Pasireotide Pamoate)	PASIREOTIDE (Pasireotide Pamoate)	FALSE	PASIREOTIDE (Pasireotide Pamoate)
		PATENT BLUE SODIUM	PATENT BLUE SODIUM	FALSE	PATENT BLUE SODIUM
		Pazopanib (Pazopanib Hydrochloride)	Pazopanib (Pazopanib Hydrochloride)	FALSE	Pazopanib (Pazopanib Hydrochloride)
		PEANUT OIL	PEANUT OIL	FALSE	PEANUT OIL
		PECTIN	PECTIN	FALSE	PECTIN
		PEGASPARGASE	PEGASPARGASE	FALSE	PEGASPARGASE
		PEGFILGRASTIM	PEGFILGRASTIM	FALSE	PEGFILGRASTIM
		PEGINTERFERON ALFA-2A	PEGINTERFERON ALFA-2A	FALSE	PEGINTERFERON ALFA-2A
		PEGINTERFERON ALFA-2B	PEGINTERFERON ALFA-2B	FALSE	PEGINTERFERON ALFA-2B
		PEGINTERFERON BETA-1A	PEGINTERFERON BETA-1A	FALSE	PEGINTERFERON BETA-1A
		PEGVISOMANT	PEGVISOMANT	FALSE	PEGVISOMANT
		Pembrolizumab	Pembrolizumab	FALSE	Pembrolizumab
		PEMETREXED (PEMETREXED DISODIUM)	PEMETREXED (PEMETREXED DISODIUM)	FALSE	PEMETREXED (PEMETREXED DISODIUM)
		PENICILLIN G (PENICILLIN G SODIUM)	PENICILLIN G (PENICILLIN G SODIUM)	FALSE	PENICILLIN G (PENICILLIN G SODIUM)
		PENICILLIN G BENZATHINE	PENICILLIN G BENZATHINE	FALSE	PENICILLIN G BENZATHINE
		PENICILLIN G SODIUM	PENICILLIN G SODIUM	FALSE	PENICILLIN G SODIUM
Y	PENICILLIN V	PENICILLIN V POTASSIUM	PENICILLIN V	FALSE	PENICILLIN V POTASSIUM
		PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)	PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)	FALSE	PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)
		PENTAZOCINE (PENTAZOCINE LACTATE)	PENTAZOCINE (PENTAZOCINE LACTATE)	FALSE	PENTAZOCINE (PENTAZOCINE LACTATE)
		PENTOSAN POLYSULFATE SODIUM	PENTOSAN POLYSULFATE SODIUM	FALSE	PENTOSAN POLYSULFATE SODIUM
		PENTOXIFYLLINE	PENTOXIFYLLINE	FALSE	PENTOXIFYLLINE
		Perampanel	Perampanel	FALSE	Perampanel
		PERFLUTREN	PERFLUTREN	FALSE	PERFLUTREN
		PERICIAZINE	PERICIAZINE	FALSE	PERICIAZINE
Y	PERINDOPRIL	PERINDOPRIL ARGININE	PERINDOPRIL	FALSE	PERINDOPRIL ARGININE
Y	PERINDOPRIL	PERINDOPRIL ERBUMINE	PERINDOPRIL	FALSE	PERINDOPRIL ERBUMINE
		PERMETHRIN	PERMETHRIN	FALSE	PERMETHRIN
		PERPHENAZINE	PERPHENAZINE	FALSE	PERPHENAZINE
		PERTACTIN	PERTACTIN	FALSE	PERTACTIN
		PERTACTIN ADSORBED	PERTACTIN ADSORBED	FALSE	PERTACTIN ADSORBED
		PERTUSSIS TOXOID	PERTUSSIS TOXOID	FALSE	PERTUSSIS TOXOID
		PERTUSSIS TOXOID ADSORBED	PERTUSSIS TOXOID ADSORBED	FALSE	PERTUSSIS TOXOID ADSORBED
		Pertuzumab	Pertuzumab	FALSE	Pertuzumab
		PETROLATUM	PETROLATUM	FALSE	PETROLATUM
		PHENAZOPYRIDINE HYDROCHLORIDE	PHENAZOPYRIDINE HYDROCHLORIDE	FALSE	PHENAZOPYRIDINE HYDROCHLORIDE
		PHENELZINE (PHENELZINE SULFATE)	PHENELZINE (PHENELZINE SULFATE)	FALSE	PHENELZINE (PHENELZINE SULFATE)
		PHENIRAMINE MALEATE	PHENIRAMINE MALEATE	FALSE	PHENIRAMINE MALEATE
		PHENOBARBITAL	PHENOBARBITAL	FALSE	PHENOBARBITAL
		PHENOBARBITAL SODIUM	PHENOBARBITAL SODIUM	FALSE	PHENOBARBITAL SODIUM
		PHENOL	PHENOL	FALSE	PHENOL
		PHENTOLAMINE MESYLATE	PHENTOLAMINE MESYLATE	FALSE	PHENTOLAMINE MESYLATE
		PHENYLALANINE	PHENYLALANINE	FALSE	PHENYLALANINE
		PHENYLEPHRINE (PHENYLEPHRINE HYDROCHLORIDE)	PHENYLEPHRINE (PHENYLEPHRINE HYDROCHLORIDE)	FALSE	PHENYLEPHRINE (PHENYLEPHRINE HYDROCHLORIDE)
		PHENYLEPHRINE HYDROCHLORIDE	PHENYLEPHRINE HYDROCHLORIDE	FALSE	PHENYLEPHRINE HYDROCHLORIDE
		PHENYLTOLOXAMINE	PHENYLTOLOXAMINE	FALSE	PHENYLTOLOXAMINE
Y	PHENYTOIN	PHENYTOIN	PHENYTOIN (BASE)	FALSE	PHENYTOIN
Y	PHENYTOIN	PHENYTOIN SODIUM	PHENYTOIN SODIUM	FALSE	PHENYTOIN SODIUM
		PHOSPHOLIPID	PHOSPHOLIPID	FALSE	PHOSPHOLIPID
		P-HYDROXYEPHEDRINE HYDROCHLORIDE	P-HYDROXYEPHEDRINE HYDROCHLORIDE	FALSE	P-HYDROXYEPHEDRINE HYDROCHLORIDE
		PILOCARPINE HYDROCHLORIDE	PILOCARPINE HYDROCHLORIDE	FALSE	PILOCARPINE HYDROCHLORIDE
		PILOCARPINE NITRATE	PILOCARPINE NITRATE	FALSE	PILOCARPINE NITRATE
		PIMECROLIMUS	PIMECROLIMUS	FALSE	PIMECROLIMUS
		PIMOZIDE	PIMOZIDE	FALSE	PIMOZIDE
		PINAVERIUM BROMIDE	PINAVERIUM BROMIDE	FALSE	PINAVERIUM BROMIDE
		PINDOLOL	PINDOLOL	FALSE	PINDOLOL
Y	PIOGLITAZONE	PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE)	PIOGLITAZONE	FALSE	PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE)
		PIPERACILLIN (PIPERACILLIN SODIUM)	PIPERACILLIN (PIPERACILLIN SODIUM)	FALSE	PIPERACILLIN (PIPERACILLIN SODIUM)
		PIPERAZINE	PIPERAZINE	FALSE	PIPERAZINE
		PIPERONYL BUTOXIDE	PIPERONYL BUTOXIDE	FALSE	PIPERONYL BUTOXIDE
		PIPRADROL HYDROCHLORIDE	PIPRADROL HYDROCHLORIDE	FALSE	PIPRADROL HYDROCHLORIDE
		PIRFENIDONE	PIRFENIDONE	FALSE	PIRFENIDONE
		PIROXICAM	PIROXICAM	FALSE	PIROXICAM
		PITCHER PLANT	PITCHER PLANT	FALSE	PITCHER PLANT
		PIZOTIFEN (PIZOTIFEN MALATE)	PIZOTIFEN (PIZOTIFEN MALATE)	FALSE	PIZOTIFEN (PIZOTIFEN MALATE)
		Plerixafor	Plerixafor	FALSE	Plerixafor
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9N	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9N	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9N
		PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V	FALSE	PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V
		PODOPHYLLIN	PODOPHYLLIN	FALSE	PODOPHYLLIN
		PODOPHYLLOTOXIN	PODOPHYLLOTOXIN	FALSE	PODOPHYLLOTOXIN
		POLISTES SPP VENOM PROTEIN EXTRACT	POLISTES SPP VENOM PROTEIN EXTRACT	FALSE	POLISTES SPP VENOM PROTEIN EXTRACT
		POLLEN	POLLEN	FALSE	POLLEN
		POLLEN AND NON POLLEN	POLLEN AND NON POLLEN	FALSE	POLLEN AND NON POLLEN
		POLYCARBOPHIL (CALCIUM POLYCARBOPHIL)	POLYCARBOPHIL (CALCIUM POLYCARBOPHIL)	FALSE	POLYCARBOPHIL (CALCIUM POLYCARBOPHIL)
		POLYETHYLENE GLYCOL 3350	POLYETHYLENE GLYCOL 3350	FALSE	POLYETHYLENE GLYCOL 3350
		POLYETHYLENE GLYCOL 400	POLYETHYLENE GLYCOL 400	FALSE	POLYETHYLENE GLYCOL 400
		POLYMYXIN B (POLYMYXIN B SULFATE)	POLYMYXIN B (POLYMYXIN B SULFATE)	FALSE	POLYMYXIN B (POLYMYXIN B SULFATE)
		POLYMYXIN B SULFATE	POLYMYXIN B SULFATE	FALSE	POLYMYXIN B SULFATE
		POLYSORBATE 80	POLYSORBATE 80	FALSE	POLYSORBATE 80
		POLYVINYL ALCOHOL	POLYVINYL ALCOHOL	FALSE	POLYVINYL ALCOHOL
		Pomalidomide	Pomalidomide	FALSE	Pomalidomide
		Ponatinib (Ponatinib Hydrochloride)	Ponatinib (Ponatinib Hydrochloride)	FALSE	Ponatinib (Ponatinib Hydrochloride)
		PORACTANT ALFA	PORACTANT ALFA	FALSE	PORACTANT ALFA
		POSACONAZOLE	POSACONAZOLE	FALSE	POSACONAZOLE
		"POTASSIUM (POTASSIUM CHLORIDE, POTASSIUM CITRATE)"	"POTASSIUM (POTASSIUM CHLORIDE, POTASSIUM CITRATE)"	FALSE	"POTASSIUM (POTASSIUM CHLORIDE, POTASSIUM CITRATE)"
		POTASSIUM ACETATE	POTASSIUM ACETATE	FALSE	POTASSIUM ACETATE
		POTASSIUM CHLORIDE	POTASSIUM CHLORIDE	FALSE	POTASSIUM CHLORIDE
		POTASSIUM CITRATE	POTASSIUM CITRATE	FALSE	POTASSIUM CITRATE
		POTASSIUM PHOSPHATE DIBASIC	POTASSIUM PHOSPHATE DIBASIC	FALSE	POTASSIUM PHOSPHATE DIBASIC
		POTASSIUM PHOSPHATE MONOBASIC	POTASSIUM PHOSPHATE MONOBASIC	FALSE	POTASSIUM PHOSPHATE MONOBASIC
		POVIDONE	POVIDONE	FALSE	POVIDONE
Y	PRAMIPEXOLE	PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE	PRAMIPEXOLE	TRUE	PRAMIPEXOLE DIHYDROCHLORIDE
		PRAMOXINE HYDROCHLORIDE	PRAMOXINE HYDROCHLORIDE	FALSE	PRAMOXINE HYDROCHLORIDE
		Prasugrel (Prasugrel Hydrochloride)	Prasugrel (Prasugrel Hydrochloride)	FALSE	Prasugrel (Prasugrel Hydrochloride)
Y	PRAVASTATIN	PRAVASTATIN SODIUM	PRAVASTATIN	FALSE	PRAVASTATIN SODIUM
		PRAZIQUANTEL	PRAZIQUANTEL	FALSE	PRAZIQUANTEL
		PRAZOSIN (PRAZOSIN HYDROCHLORIDE)	PRAZOSIN (PRAZOSIN HYDROCHLORIDE)	FALSE	PRAZOSIN (PRAZOSIN HYDROCHLORIDE)
		PREDNICARBATE	PREDNICARBATE	FALSE	PREDNICARBATE
Y	PREDNISOLONE	PREDNISOLONE (PREDNISOLONE SODIUM PHOSPHATE)	PREDNISOLONE	FALSE	PREDNISOLONE (PREDNISOLONE SODIUM PHOSPHATE)
Y	PREDNISOLONE	PREDNISOLONE ACETATE	PREDNISOLONE	FALSE	PREDNISOLONE ACETATE
Y	PREDNISOLONE	PREDNISOLONE SODIUM PHOSPHATE	PREDNISOLONE	FALSE	PREDNISOLONE SODIUM PHOSPHATE
Y	PREDNISONE	PREDNISONE	PREDNISONE	FALSE	PREDNISONE
Y	PREGABALIN	PREGABALIN	PREGABALIN	FALSE	PREGABALIN
		PRILOCAINE	PRILOCAINE	FALSE	PRILOCAINE
		PRILOCAINE HYDROCHLORIDE	PRILOCAINE HYDROCHLORIDE	FALSE	PRILOCAINE HYDROCHLORIDE
		PRIMAQUINE PHOSPHATE	PRIMAQUINE PHOSPHATE	FALSE	PRIMAQUINE PHOSPHATE
		PRIMIDONE	PRIMIDONE	FALSE	PRIMIDONE
		PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	FALSE	PROCAINAMIDE HYDROCHLORIDE
		PROCARBAZINE (PROCARBAZINE HYDROCHLORIDE)	PROCARBAZINE (PROCARBAZINE HYDROCHLORIDE)	FALSE	PROCARBAZINE (PROCARBAZINE HYDROCHLORIDE)
		PROCHLORPERAZINE	PROCHLORPERAZINE	FALSE	PROCHLORPERAZINE
		PROCHLORPERAZINE (PROCHLORPERAZINE MALEATE)	PROCHLORPERAZINE (PROCHLORPERAZINE MALEATE)	FALSE	PROCHLORPERAZINE (PROCHLORPERAZINE MALEATE)
		PROCHLORPERAZINE (PROCHLORPERAZINE MESYLATE)	PROCHLORPERAZINE (PROCHLORPERAZINE MESYLATE)	FALSE	PROCHLORPERAZINE (PROCHLORPERAZINE MESYLATE)
Y	PROCYCLIDINE	PROCYCLIDINE HYDROCHLORIDE	PROCYCLIDINE	FALSE	PROCYCLIDINE HYDROCHLORIDE
Y	PROGESTERONE	PROGESTERONE	PROGESTERONE	FALSE	PROGESTERONE
		PROGUANIL HYDROCHLORIDE	PROGUANIL HYDROCHLORIDE	FALSE	PROGUANIL HYDROCHLORIDE
		PROLINE	PROLINE	FALSE	PROLINE
		PROMETHAZINE (PROMETHAZINE HYDROCHLORIDE)	PROMETHAZINE (PROMETHAZINE HYDROCHLORIDE)	FALSE	PROMETHAZINE (PROMETHAZINE HYDROCHLORIDE)
		PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	FALSE	PROMETHAZINE HYDROCHLORIDE
		PROPAFENONE HYDROCHLORIDE	PROPAFENONE HYDROCHLORIDE	FALSE	PROPAFENONE HYDROCHLORIDE
		PROPIVERINE HYDROCHLORIDE	PROPIVERINE HYDROCHLORIDE	FALSE	PROPIVERINE HYDROCHLORIDE
		PROPOFOL	PROPOFOL	FALSE	PROPOFOL
Y	PROPRANOLOL	PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL	FALSE	PROPRANOLOL HYDROCHLORIDE
		PROPYL ALCOHOL	PROPYL ALCOHOL	FALSE	PROPYL ALCOHOL
		PROPYLENE GLYCOL	PROPYLENE GLYCOL	FALSE	PROPYLENE GLYCOL
		PROPYLTHIOURACIL	PROPYLTHIOURACIL	FALSE	PROPYLTHIOURACIL
		PROTAMINE SULFATE	PROTAMINE SULFATE	FALSE	PROTAMINE SULFATE
		PROTEASE	PROTEASE	FALSE	PROTEASE
		PROTEIN C	PROTEIN C	FALSE	PROTEIN C
		PROTEIN S	PROTEIN S	FALSE	PROTEIN S
		Prucalopride (Prucalopride Succinate)	Prucalopride (Prucalopride Succinate)	FALSE	Prucalopride (Prucalopride Succinate)
		PSEUDOEPHEDRINE HYDROCHLORIDE	PSEUDOEPHEDRINE HYDROCHLORIDE	FALSE	PSEUDOEPHEDRINE HYDROCHLORIDE
		PSEUDOEPHEDRINE SULFATE	PSEUDOEPHEDRINE SULFATE	FALSE	PSEUDOEPHEDRINE SULFATE
		PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN	PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN	FALSE	PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN
		PYRANTEL (PYRANTEL PAMOATE)	PYRANTEL (PYRANTEL PAMOATE)	FALSE	PYRANTEL (PYRANTEL PAMOATE)
		PYRAZINAMIDE	PYRAZINAMIDE	FALSE	PYRAZINAMIDE
		PYRETHRINS	PYRETHRINS	FALSE	PYRETHRINS
		PYRIDOSTIGMINE BROMIDE	PYRIDOSTIGMINE BROMIDE	FALSE	PYRIDOSTIGMINE BROMIDE
		PYRIDOXINE HYDROCHLORIDE	PYRIDOXINE HYDROCHLORIDE	FALSE	PYRIDOXINE HYDROCHLORIDE
		PYRILAMINE MALEATE	PYRILAMINE MALEATE	FALSE	PYRILAMINE MALEATE
		PYRITHIONE ZINC	PYRITHIONE ZINC	FALSE	PYRITHIONE ZINC
Y	QUETIAPINE	QUETIAPINE (QUETIAPINE FUMARATE)	QUETIAPINE	FALSE	QUETIAPINE (QUETIAPINE FUMARATE)
		QUINAGOLIDE (QUINAGOLIDE HYDROCHLORIDE)	QUINAGOLIDE (QUINAGOLIDE HYDROCHLORIDE)	FALSE	QUINAGOLIDE (QUINAGOLIDE HYDROCHLORIDE)
Y	QUINAPRIL	QUINAPRIL (QUINAPRIL HYDROCHLORIDE)	QUINAPRIL	FALSE	QUINAPRIL (QUINAPRIL HYDROCHLORIDE)
		QUINIDINE SULFATE	QUINIDINE SULFATE	FALSE	QUINIDINE SULFATE
Y	QUININE	QUININE SULFATE	QUININE SULFATE	FALSE	QUININE SULFATE
Y	RABEPRAZOLE SODIUM	RABEPRAZOLE SODIUM	RABEPRAZOLE	FALSE	RABEPRAZOLE SODIUM
		RABIES IMMUNE GLOBULIN HUMAN	RABIES IMMUNE GLOBULIN HUMAN	FALSE	RABIES IMMUNE GLOBULIN HUMAN
		RABIES VACCINE INACTIVATED (HUMAN DIPLOID-CELL CULTURE)	RABIES VACCINE INACTIVATED (HUMAN DIPLOID-CELL CULTURE)	FALSE	RABIES VACCINE INACTIVATED (HUMAN DIPLOID-CELL CULTURE)
		RABIES VACCINE INACTIVATED (PURIFIED CHICK EMBRYO CELL CULTURE)	RABIES VACCINE INACTIVATED (PURIFIED CHICK EMBRYO CELL CULTURE)	FALSE	RABIES VACCINE INACTIVATED (PURIFIED CHICK EMBRYO CELL CULTURE)
		RALOXIFENE HYDROCHLORIDE	RALOXIFENE HYDROCHLORIDE	FALSE	RALOXIFENE HYDROCHLORIDE
		RALTEGRAVIR (RALTEGRAVIR POTASSIUM)	RALTEGRAVIR (RALTEGRAVIR POTASSIUM)	FALSE	RALTEGRAVIR (RALTEGRAVIR POTASSIUM)
		RALTITREXED (RALTITREXED DISODIUM)	RALTITREXED (RALTITREXED DISODIUM)	FALSE	RALTITREXED (RALTITREXED DISODIUM)
Y	RAMIPRIL	RAMIPRIL	RAMIPRIL	FALSE	RAMIPRIL
		RAMUCIRUMAB	RAMUCIRUMAB	FALSE	RAMUCIRUMAB
		RANIBIZUMAB	RANIBIZUMAB	FALSE	RANIBIZUMAB
Y	RANITIDINE	RANITIDINE (RANITIDINE HYDROCHLORIDE)	RANITIDINE	FALSE	RANITIDINE (RANITIDINE HYDROCHLORIDE)
		RASAGILINE (RASAGILINE MESYLATE)	RASAGILINE (RASAGILINE MESYLATE)	FALSE	RASAGILINE (RASAGILINE MESYLATE)
