"ccdd","top250name","dpd_ingredient","ing_stem","hydrate","ntp_ing","CCDD.status","Comments","DPD_Ingredient_FR","ing_stem_fr","ntp_ing_fr"
"","","MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C","meningococcal polysaccharide vaccine grp c","FALSE","meningococcal polysaccharide vaccine grp c","Immunologic","","Vaccin polysaccharidique contre le méningocoque du grp C","meningococcal polysaccharide vaccine grp c","meningococcal polysaccharide vaccine grp c"
"","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP A","meningococcal polysaccharide-diphtheria toxoid conjugate, group a","FALSE","meningococcal polysaccharide-diphtheria toxoid conjugate, group a","Immunologic","","Conjugué polysaccharide méningococcique-anatoxine diphtérique, groupe A","meningococcal polysaccharide-diphtheria toxoid conjugate, group a","meningococcal polysaccharide-diphtheria toxoid conjugate, group a"
"","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C","meningococcal polysaccharide-diphtheria toxoid conjugate, group c","FALSE","meningococcal polysaccharide-diphtheria toxoid conjugate, group c","Immunologic","","Conjugué polysaccharide méningococcique-anatoxine diphtérique, groupe C","meningococcal polysaccharide-diphtheria toxoid conjugate, group c","meningococcal polysaccharide-diphtheria toxoid conjugate, group c"
"","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135","meningococcal polysaccharide-diphtheria toxoid conjugate, group w 135","FALSE","meningococcal polysaccharide-diphtheria toxoid conjugate, group w 135","Immunologic","","Conjugué polysaccharide méningococcique-anatoxine diphtérique, groupe w 135","meningococcal polysaccharide-diphtheria toxoid conjugate, group w 135","meningococcal polysaccharide-diphtheria toxoid conjugate, group w 135"
"","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y","meningococcal polysaccharide-diphtheria toxoid conjugate, group y","FALSE","meningococcal polysaccharide-diphtheria toxoid conjugate, group y","Immunologic","","Conjugué polysaccharide méningococcique-anatoxine diphtérique, groupe Y","meningococcal polysaccharide-diphtheria toxoid conjugate, group y","meningococcal polysaccharide-diphtheria toxoid conjugate, group y"
"Y","","MENOTROPINS","menotropins","FALSE","menotropins","Released","","Ménotropines","ménotropines","ménotropines"
"Y","","MENTHOL","menthol","FALSE","menthol","Released","Combination only","Menthol","menthol","menthol"
"Y","MEPERIDINE","MEPERIDINE (MEPERIDINE HYDROCHLORIDE)","meperidine","FALSE","meperidine (meperidine hydrochloride)","Released","","","mépéridine","mépéridine (chlorhydrate de mépéridine)"
"Y","MEPERIDINE","MEPERIDINE HYDROCHLORIDE","meperidine","FALSE","meperidine hydrochloride","Released","","Chlorhydrate de mépéridine","mépéridine","chlorhydrate de mépéridine"
"Y","","MEPIVACAINE HYDROCHLORIDE","mepivacaine","FALSE","mepivacaine hydrochloride","Released","","Chlorhydrate de mépivacaïne","mépivacaïne","chlorhydrate de mépivacaïne"
"Y","MEPOLIZUMAB","MEPOLIZUMAB","mepolizumab","FALSE","mepolizumab","Released","","","mépolizumab","mépolizumab"
"","","MERADIMATE","meradimate","FALSE","meradimate","Sunscreen","","Méradimate","meradimate","meradimate"
"Y","","MERCAPTOPURINE","mercaptopurine","FALSE","mercaptopurine","Released","","Mercaptopurine","mercaptopurine","mercaptopurine"
"Y","","MEROPENEM","meropenem","FALSE","meropenem","Released","","Méropénem","méropénem","méropénem"
"Y","","MEROPENEM (MEROPENEM TRIHYDRATE)","meropenem","TRUE","meropenem","Released","","Méropénem (Méropénem Trihydraté)","méropénem","méropénem"
"Y","MESALAZINE","MESALAZINE","mesalazine","FALSE","mesalazine","Released","","Mésalazine","mésalazine","mésalazine"
"Y","","MESNA","mesna","FALSE","mesna","Released","","Mesna","mesna","mesna"
"Y","METFORMIN","METFORMIN HYDROCHLORIDE","metformin","FALSE","metformin hydrochloride","Released","","Chlorhydrate de metformine","metformine","chlorhydrate de metformine"
"Y","","METHACHOLINE CHLORIDE","methacholine","FALSE","methacholine chloride","Released","","Chlorure de méthacholine","méthacholine","chlorure de méthacholine"
"Y","METHADONE","METHADONE HYDROCHLORIDE","methadone","FALSE","methadone hydrochloride","Released","","Chlorhydrate de méthadone","méthadone","chlorhydrate de méthadone"
"Y","","METHAZOLAMIDE","methazolamide","FALSE","methazolamide","Released","","Méthazolamide","méthazolamide","méthazolamide"
"Y","","METHENAMINE MANDELATE","methenamine","FALSE","methenamine mandelate","No live products","","Mandélate de méthénamine","méthénamine","mandélate de méthénamine"
"","","METHIONINE","methionine","FALSE","methionine","TPN","","Méhionine","methionine","methionine"
"Y","","METHOCARBAMOL","methocarbamol","FALSE","methocarbamol","Released","","Méthocarbamol","méthocarbamol","méthocarbamol"
"Y","METHOTREXATE","METHOTREXATE","methotrexate","FALSE","methotrexate","Released","","Méthotrexate","méthotrexate","méthotrexate"
"Y","METHOTREXATE","METHOTREXATE (METHOTREXATE SODIUM)","methotrexate","FALSE","methotrexate (methotrexate sodium)","Released","","Méthotrexate (Méthotrexate sodique)","méthotrexate","méthotrexate (méthotrexate sodique)"
"Y","","METHOTREXATE (METHOTREXATE DISODIUM)","methotrexate","FALSE","methotrexate (methotrexate disodium)","Released","","Méthotrexate (MÉTHOTREXATE DISODIQUE)","méthotrexate","méthotrexate (méthotrexate disodique)"
"Y","","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE HYDROCHLORIDE)","methotrimeprazine","FALSE","methotrimeprazine (methotrimeprazine hydrochloride)","Released","","Méthotriméprazine (Chlorhydrate de méthotriméprazine)","méthotriméprazine","méthotriméprazine (chlorhydrate de méthotriméprazine)"
"Y","","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE MALEATE)","methotrimeprazine","FALSE","methotrimeprazine (methotrimeprazine maleate)","Released","","Méthotriméprazine (Maléate de méthotriméprazine)","méthotriméprazine","méthotriméprazine (maléate de méthotriméprazine)"
"Y","","METHOXSALEN","methoxsalen","FALSE","methoxsalen","Released","","Méthoxsalène","méthoxsalène","méthoxsalène"
"","","METHOXYFLURANE","methoxyflurane","FALSE","methoxyflurane","Anaesthetic","","Méthoxyflurane","méthoxyflurane","méthoxyflurane"
"Y","","METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)","aminolevulinic acid","FALSE","methyl aminolevulinate (methyl aminolevulinate hydrochloride)","Released","","Aminolévulinate méthylique (Chlorhydrate d'aminolévulinate méthylique)","acide aminolévulinique","aminolévulinate méthylique (chlorhydrate d'aminolévulinate méthylique)"
"","","METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL","methyl heptyl colamino formylmethyl pyridinium chl","FALSE","methyl heptyl colamino formylmethyl pyridinium chl","No live products","","Chlorure de méthyl heptyl colamino formylméthyl pyridinium","methyl heptyl colamino formylmethyl pyridinium chl","methyl heptyl colamino formylmethyl pyridinium chl"
"Y","","METHYLDOPA","methyldopa","FALSE","methyldopa","Released","","Méthyldopa","méthyldopa","méthyldopa"
"Y","","METHYLENE BLUE","methylene blue","FALSE","methylene blue","Released","","Bleu de méthylène","bleu de méthylène","bleu de méthylène"
"Y","","METHYLNALTREXONE BROMIDE","methylnaltrexone","FALSE","methylnaltrexone bromide","Released","","Bromure de méthylnaltrexone","méthylnaltrexone","bromure de méthylnaltrexone"
"Y","METHYLPHENIDATE","METHYLPHENIDATE HYDROCHLORIDE","methylphenidate","FALSE","methylphenidate hydrochloride","Released","","Chlorhydrate de méthylphénidate","méthylphénidate","chlorhydrate de méthylphénidate"
"Y","","METHYLPREDNISOLONE","methylprednisolone (base)","FALSE","methylprednisolone","Released","","Méthylprednisolone","méthylprednisolone (base)","méthylprednisolone"
"Y","","METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE)","methylprednisolone (base)","FALSE","methylprednisolone (methylprednisolone sodium succinate)","Released","","Méthylprednisolone (Succinate sodique de méthylprednisolone)","méthylprednisolone (base)","méthylprednisolone (succinate sodique de méthylprednisolone)"
"Y","","METHYLPREDNISOLONE ACETATE","methylprednisolone acetate","FALSE","methylprednisolone acetate","Released","","Acétate de méthylprednisolone","acétate de méthylprednisolone","acétate de méthylprednisolone"
"Y","METOCLOPRAMIDE","METOCLOPRAMIDE HYDROCHLORIDE","metoclopramide","FALSE","metoclopramide hydrochloride","Released","","Chlorhydrate de métoclopramide","métoclopramide","chlorhydrate de métoclopramide"
"Y","","METOLAZONE","metolazone","FALSE","metolazone","Released","","Métolazone","métolazone","métolazone"
"Y","METOPROLOL","METOPROLOL TARTRATE","metoprolol","FALSE","metoprolol tartrate","Released","","Tartrate de métoprolol","métoprolol","tartrate de métoprolol"
"Y","METRONIDAZOLE","METRONIDAZOLE","metronidazole","FALSE","metronidazole","Released","","Métronidazole","métronidazole","métronidazole"
"Y","","MEXILETINE HYDROCHLORIDE","mexiletine","FALSE","mexiletine hydrochloride","Released","","Chlorhydrate de mexilétine","mexilétine","chlorhydrate de mexilétine"
"Y","","MICAFUNGIN SODIUM","micafungin","FALSE","micafungin sodium","Released","","Micafungine sodique","micafungine","micafungine sodique"
"Y","","MICONAZOLE NITRATE","miconazole","FALSE","miconazole nitrate","Released","","Nitrate de miconazole","miconazole","nitrate de miconazole"
"Y","","MIDAZOLAM","midazolam","FALSE","midazolam","Released","","Midazolam","midazolam","midazolam"
"Y","","MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)","midazolam","FALSE","midazolam (midazolam hydrochloride)","Released","","Midazolam (Chlorhydrate de midazolam)","midazolam","midazolam (chlorhydrate de midazolam)"
"Y","","MIDODRINE HYDROCHLORIDE","midodrine","FALSE","midodrine hydrochloride","Released","","Chlorhydrate de midodrine","midodrine","chlorhydrate de midodrine"
"Y","","MIFEPRISTONE","mifepristone","FALSE","mifepristone","Released","","MIFÉPRISTONE","mifépristone","mifépristone"
"Y","","MIGALASTAT (MIGALASTAT HYDROCHLORIDE)","migalastat","FALSE","migalastat (migalastat hydrochloride)","Released","","Migalastat (Chlorhydrate de Migalastat)","migalastat","migalastat (chlorhydrate de migalastat)"
"Y","","MIGLUSTAT","miglustat","FALSE","miglustat","Released","","Miglustat","miglustat","miglustat"
"Y","","MILRINONE (MILRINONE LACTATE)","milrinone","FALSE","milrinone (milrinone lactate)","Released","","Milrinone (Lactate de milrinone)","milrinone","milrinone (lactate de milrinone)"
"Y","","MINERAL OIL","mineral oil heavy","FALSE","mineral oil heavy","Released","Combinations only,Dermatologicals","Huile minérale","huile minérale lourde","huile minérale lourde"
"Y","","MINERAL OIL LIGHT","mineral oil light","FALSE","mineral oil light","Released","Artificial tears","Huile minérale  légère","huile minérale légère","huile minérale légère"
"Y","MINOCYCLINE","MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE)","minocycline","FALSE","minocycline (minocycline hydrochloride)","Released","","Minocycline (Chlorhydrate de minocycline)","minocycline","minocycline (chlorhydrate de minocycline)"
"Y","MINOXIDIL","MINOXIDIL","minoxidil","FALSE","minoxidil","Released","","Minoxidil","minoxidil","minoxidil"
"Y","","MIRABEGRON","mirabegron","FALSE","mirabegron","Released","","Mirabégron","mirabégron","mirabégron"
"Y","MIRTAZAPINE","MIRTAZAPINE","mirtazapine","FALSE","mirtazapine","Released","","Mirtazapine","mirtazapine","mirtazapine"
"Y","MISOPROSTOL","MISOPROSTOL","misoprostol","FALSE","misoprostol","Released","","Misoprostol","misoprostol","misoprostol"
"Y","","MITOMYCIN","mitomycin","FALSE","mitomycin","Released","","Mitomycine","mitomycine","mitomycine"
"Y","","MITOTANE","mitotane","FALSE","mitotane","Released","","Mitotane","mitotane","mitotane"
"Y","","MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)","mitoxantrone","FALSE","mitoxantrone (mitoxantrone hydrochloride)","Released","","Mitoxantrone (Chlorhydrate de mitoxantrone)","mitoxantrone","mitoxantrone (chlorhydrate de mitoxantrone)"
"Y","","MOCLOBEMIDE","moclobemide","FALSE","moclobemide","Released","","Moclobémide","moclobémide","moclobémide"
"Y","","MODAFINIL","modafinil","FALSE","modafinil","Released","","Modafinil","modafinil","modafinil"
"","","MODIFIED RAGWEED TYROSINE ADSORBATE","modified ragweed tyrosine adsorbate","FALSE","modified ragweed tyrosine adsorbate","Allergen","","","modified ragweed tyrosine adsorbate","modified ragweed tyrosine adsorbate"
"","","MODIFIED VACCINIA VIRUS (ANKARA-BAVARIAN NORDIC)","modified vaccinia virus (ankara-bavarian nordic)","FALSE","modified vaccinia virus (ankara-bavarian nordic)","Immunologic","","Virus Modifié de la Vaccine (Ankara-Bavarian Nordic)","modified vaccinia virus (ankara-bavarian nordic)","modified vaccinia virus (ankara-bavarian nordic)"
"Y","MOMETASONE","MOMETASONE FUROATE","mometasone","FALSE","mometasone furoate","Released","","Furoate de mométasone","mométasone","furoate de mométasone"
"Y","MOMETASONE","MOMETASONE FUROATE (MOMETASONE FUROATE MONOHYDRATE)","mometasone","TRUE","mometasone furoate","Released","","Furoate de mométasone (Furoate de mométasone monohydraté)","mométasone","furoate de mométasone"
"Y","MONTELUKAST","MONTELUKAST (MONTELUKAST SODIUM)","montelukast","FALSE","montelukast (montelukast sodium)","Released","","Montélukast (Montélukast sodique)","montélukast","montélukast (montélukast sodique)"
"Y","","MOROCTOCOG ALFA","moroctocog alfa","FALSE","moroctocog alfa","Released","","Moroctocog alfa","moroctocog alfa","moroctocog alfa"
"Y","MORPHINE","MORPHINE HYDROCHLORIDE","morphine","FALSE","morphine hydrochloride","Released","","Chlorhydrate de morphine","morphine","chlorhydrate de morphine"
"Y","MORPHINE","MORPHINE SULFATE","morphine","FALSE","morphine sulfate","Released","","Sulfate de morphine","morphine","sulfate de morphine"
"Y","MOXIFLOXACIN","MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE)","moxifloxacin","FALSE","moxifloxacin (moxifloxacin hydrochloride)","Released","","Moxifloxacine (Chlorhydrate de moxifloxacine)","moxifloxacine","moxifloxacine (chlorhydrate de moxifloxacine)"
"","","MUMPS VIRUS VACCINE LIVE ATTENUATED (JERYL LYNN STRAIN)","mumps virus vaccine live attenuated (jeryl lynn strain)","FALSE","mumps virus vaccine live attenuated (jeryl lynn strain)","Immunologic","","Vaccin contre les oreillons vivant atténué (souche jeryl lynn)","mumps virus vaccine live attenuated (jeryl lynn strain)","mumps virus vaccine live attenuated (jeryl lynn strain)"
"Y","MUPIROCIN","MUPIROCIN","mupirocin","FALSE","mupirocin","Released","","Mupirocine","mupirocine","mupirocine"
"Y","MUPIROCIN","MUPIROCIN (MUPIROCIN CALCIUM)","mupirocin","FALSE","mupirocin (mupirocin calcium)","Released","","Mupirocine (Mupirocine calcique)","mupirocine","mupirocine (mupirocine calcique)"
"Y","MUPIROCIN","MUPIROCIN (MUPIROCIN CALCIUM DIHYDRATE)","mupirocin","TRUE","mupirocin (mupirocin calcium)","Released","","","mupirocine","mupirocine (mupirocine calcique)"
"Y","","MYCOPHENOLATE MOFETIL","mycophenolic acid","FALSE","mycophenolate mofetil","Released","","Mofétilmycophénolate","acide mycophénolique","mycophénolate mofétil"
"Y","","MYCOPHENOLATE MOFETIL (MYCOPHENOLATE MOFETIL HYDROCHLORIDE)","mycophenolic acid","FALSE","mycophenolate mofetil (mycophenolate mofetil hydrochloride)","Released","","Mofétilmycophénolate (Chlorhydrate de mofétilmycophénolate)","acide mycophénolique","mycophénolate mofétil (chlorhydrate de mycophénolate mofétil)"
"Y","","MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)","mycophenolic acid","FALSE","mycophenolic acid (mycophenolate sodium)","Released","","Acide mycophénolique (Mycophénolate sodique)","acide mycophénolique","acide mycophénolique (mycophénolate sodique)"
"Y","","MYROXYLON BALSAMUM","myroxylon balsamum","FALSE","myroxylon balsamum","Released","Friar's Balsam Combination only","Myroxylon balsamum","myroxylon balsamum","myroxylon balsamum"
"Y","","NABILONE","nabilone","FALSE","nabilone","Released","","Nabilone","nabilone","nabilone"
"Y","","NABUMETONE","nabumetone","FALSE","nabumetone","Released","","Nabumétone","nabumétone","nabumétone"
"","","N-ACETYL-L-TYROSINE","n-acetyl-l-tyrosine","FALSE","n-acetyl-l-tyrosine","No live products","","N-acétyl-l-tyrosine","n-acetyl-l-tyrosine","n-acetyl-l-tyrosine"
"Y","NADOLOL","NADOLOL","nadolol","FALSE","nadolol","Released","","Nadolol","nadolol","nadolol"
"Y","","NADROPARIN CALCIUM","nadroparin","FALSE","nadroparin calcium","Released","","Nadroparine calcique","nadroparine","nadroparine calcique"
"Y","","NAFARELIN (NAFARELIN ACETATE)","nafarelin","FALSE","nafarelin (nafarelin acetate)","Released","","Nafaréline (Acétate de nafaréline)","nafaréline","nafaréline (acétate de nafaréline)"
"Y","","NALBUPHINE HYDROCHLORIDE","nalbuphine","FALSE","nalbuphine hydrochloride","Released","","Chlorhydrate de nalbuphine","nalbuphine","chlorhydrate de nalbuphine"
"Y","","NALOXEGOL (NALOXEGOL OXALATE)","naloxegol","FALSE","naloxegol (naloxegol oxalate)","Released","","Naloxégol (Oxalate de Naloxégol)","naloxégol","naloxégol (oxalate de naloxégol)"
"Y","NALOXONE","NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE)","naloxone","TRUE","naloxone (naloxone hydrochloride)","Released","","Naloxone (Chlorhydrate dihydraté de naloxone)","naloxone","naloxone (chlorhydrate de naloxone)"
"Y","NALOXONE","NALOXONE HYDROCHLORIDE","naloxone","FALSE","naloxone hydrochloride","Released","","Chlorhydrate de naloxone","naloxone","chlorhydrate de naloxone"
"Y","NALOXONE","NALOXONE HYDROCHLORIDE (NALOXONE HYDROCHLORIDE DIHYDRATE)","naloxone","TRUE","naloxone hydrochloride","Released","","Chlorhydrate de naloxone (Chlorhydrate dihydraté de naloxone)","naloxone","chlorhydrate de naloxone"
"Y","","NALTREXONE HYDROCHLORIDE","naltrexone","FALSE","naltrexone hydrochloride","Released","","Chlorhydrate de naltrexone","naltrexone","chlorhydrate de naltrexone"
"Y","","NAPHAZOLINE HYDROCHLORIDE","naphazoline","FALSE","naphazoline hydrochloride","Released","","Chlorhydrate de naphazoline","naphazoline","chlorhydrate de naphazoline"
