"drug_code","ccdd","n_ing","ai_code_set","tm_formal_name","str_set","precise_ing_set","ntp_ing_group","ntp_ing_formal_name","mp_ing_formal_name"
18200,FALSE,6,"47, 51, 42, 49, 53, 55","acetic acid and calcium chloride and dextrose and magnesium chloride and potassium chloride and sodium chloride","5.41 G per L, 6.24 G per L, 45 G per L, 2.14 G per L, 5.02 G per L, 263 G per L","ACETIC ACID, CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","acetic acid, calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium chloride","acetic acid 5.41 g per l and calcium chloride 6.24 g per l and dextrose 45 g per l and magnesium chloride 2.14 g per l and potassium chloride 5.02 g per l and sodium chloride 263 g per l","acetic acid 5.41 g per l and calcium chloride 6.24 g per l and dextrose 45 g per l and magnesium chloride 2.14 g per l and potassium chloride 5.02 g per l and sodium chloride 263 g per l"
18202,FALSE,6,"47, 51, 42, 49, 53, 55","acetic acid and calcium chloride and dextrose and magnesium chloride and potassium chloride and sodium chloride","10.8 G per L, 7.49 G per L, 90 G per L, 1.61 G per L, 3.35 G per L, 263 G per L","ACETIC ACID, CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","acetic acid, calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium chloride","acetic acid 10.8 g per l and calcium chloride 7.49 g per l and dextrose 90 g per l and magnesium chloride 1.61 g per l and potassium chloride 3.35 g per l and sodium chloride 263 g per l","acetic acid 10.8 g per l and calcium chloride 7.49 g per l and dextrose 90 g per l and magnesium chloride 1.61 g per l and potassium chloride 3.35 g per l and sodium chloride 263 g per l"
18206,FALSE,6,"47, 51, 42, 49, 53, 55","acetic acid and calcium chloride and dextrose and magnesium chloride and potassium chloride and sodium chloride","10.8 G per L, 7.49 G per L, 45 G per L, 1.61 G per L, 3.35 G per L, 263 G per L","ACETIC ACID, CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","acetic acid, calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium chloride","acetic acid 10.8 g per l and calcium chloride 7.49 g per l and dextrose 45 g per l and magnesium chloride 1.61 g per l and potassium chloride 3.35 g per l and sodium chloride 263 g per l","acetic acid 10.8 g per l and calcium chloride 7.49 g per l and dextrose 45 g per l and magnesium chloride 1.61 g per l and potassium chloride 3.35 g per l and sodium chloride 263 g per l"
18208,FALSE,1,"774","chloroxylenol","0.6 %","CHLOROXYLENOL","chloroxylenol","chloroxylenol 0.6 %","chloroxylenol 0.6 %"
18209,FALSE,1,"11389","leucovorin (leucovorin calcium)","10 MG per ML","LEUCOVORIN CALCIUM","leucovorin (leucovorin calcium)","leucovorin (leucovorin calcium) 10 mg per mL","leucovorin (leucovorin calcium) 10 mg per mL"
18212,TRUE,1,"14088","mesalazine","500 MG","MESALAZINE","mesalazine","mesalazine 500 mg","mesalazine 500 mg"
18214,TRUE,1,"14088","mesalazine","500 MG","MESALAZINE","mesalazine","mesalazine 500 mg","mesalazine 500 mg"
18227,FALSE,1,"6425","dicyclomine hydrochloride","10 MG","DICYCLOMINE HYDROCHLORIDE","dicyclomine hydrochloride","dicyclomine hydrochloride 10 mg","dicyclomine hydrochloride 10 mg"
18228,FALSE,1,"11372","apraclonidine (apraclonidine hydrochloride)","0.5 %","APRACLONIDINE HYDROCHLORIDE","apraclonidine (apraclonidine hydrochloride)","apraclonidine (apraclonidine hydrochloride) 0.5 %","apraclonidine (apraclonidine hydrochloride) 0.5 %"
18230,TRUE,1,"9401","pentazocine","50 MG","PENTAZOCINE HYDROCHLORIDE","pentazocine (pentazocine hydrochloride)","pentazocine (pentazocine hydrochloride) 50 mg","pentazocine (pentazocine hydrochloride) 50 mg"
18235,FALSE,1,"269","dalteparin sodium","10000 UNIT per ML","DALTEPARIN SODIUM","dalteparin sodium","dalteparin sodium 10000 unit per mL","dalteparin sodium 10000 unit per mL"
18239,TRUE,1,"2013","diclofenac","75 MG","DICLOFENAC SODIUM","diclofenac sodium","diclofenac sodium 75 mg","diclofenac sodium 75 mg"
18240,TRUE,2,"7531, 8746","hydrocortisone and zinc sulfate","0.5 %, 0.5 %","HYDROCORTISONE ACETATE, ZINC SULFATE","hydrocortisone acetate, zinc sulfate","hydrocortisone acetate 0.5 % and zinc sulfate 0.5 %","hydrocortisone acetate 0.5 % and zinc sulfate 0.5 %"
18242,FALSE,1,"8632","gentamicin (gentamicin sulfate)","1 MG per ML","GENTAMICIN SULFATE","gentamicin (gentamicin sulfate)","gentamicin (gentamicin sulfate) 1 mg per mL","gentamicin (gentamicin sulfate) 1 mg per mL"
18243,FALSE,1,"8632","gentamicin (gentamicin sulfate)","1.6 MG per ML","GENTAMICIN SULFATE","gentamicin (gentamicin sulfate)","gentamicin (gentamicin sulfate) 1.6 mg per mL","gentamicin (gentamicin sulfate) 1.6 mg per mL"
18268,FALSE,6,"47, 51, 42, 49, 53, 55","acetic acid and calcium chloride and dextrose and magnesium chloride and potassium chloride and sodium chloride","10.8 G per L, 7.49 G per L, 90 G per L, 1.61 G per L, 6.7 G per L, 263 G per L","ACETIC ACID, CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","acetic acid, calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium chloride","acetic acid 10.8 g per l and calcium chloride 7.49 g per l and dextrose 90 g per l and magnesium chloride 1.61 g per l and potassium chloride 6.7 g per l and sodium chloride 263 g per l","acetic acid 10.8 g per l and calcium chloride 7.49 g per l and dextrose 90 g per l and magnesium chloride 1.61 g per l and potassium chloride 6.7 g per l and sodium chloride 263 g per l"
18285,TRUE,1,"8626","framycetin","1 %","FRAMYCETIN SULFATE","framycetin sulfate","framycetin sulfate 1 %","framycetin sulfate 1 %"
18289,FALSE,1,"2155","desmopressin acetate","15 MCG per ML","DESMOPRESSIN ACETATE","desmopressin acetate","desmopressin acetate 15 mcg per mL","desmopressin acetate 15 mcg per mL"
18290,TRUE,3,"10290, 3033, 9192","sodium citrate and sodium lauryl sulfoacetate and sorbitol","90 MG per ML, 9 MG per ML, 625 MG per ML","SODIUM CITRATE, SODIUM LAURYL SULFOACETATE, SORBITOL","sodium citrate, sodium lauryl sulfoacetate, sorbitol","sodium citrate 90 mg per mL and sodium lauryl sulfoacetate 9 mg per mL and sorbitol 625 mg per mL","sodium citrate 90 mg per mL and sodium lauryl sulfoacetate 9 mg per mL and sorbitol 625 mg per mL"
18306,FALSE,1,"269","dalteparin sodium","5000 UNIT per 0.2 ML","DALTEPARIN SODIUM","dalteparin sodium","dalteparin sodium 5000 unit per 0.2 mL","dalteparin sodium 5000 unit per 0.2 mL"
18307,FALSE,1,"269","dalteparin sodium","2500 UNIT per 0.2 ML","DALTEPARIN SODIUM","dalteparin sodium","dalteparin sodium 2500 unit per 0.2 mL","dalteparin sodium 2500 unit per 0.2 mL"
18310,FALSE,1,"51","calcium chloride","7.45 G per PCK","CALCIUM CHLORIDE","calcium chloride","calcium chloride 7.45 g per pck","calcium chloride 7.45 g per pck"
18314,FALSE,1,"278","aldesleukin","22000000 UNIT per VIAL","ALDESLEUKIN","aldesleukin","aldesleukin 22000000 unit per vial","aldesleukin 22000000 unit per vial"
18315,TRUE,1,"20280","hydromorphone","2 MG per ML","HYDROMORPHONE HYDROCHLORIDE","hydromorphone hydrochloride","hydromorphone hydrochloride 2 mg per mL","hydromorphone hydrochloride 2 mg per mL"
18316,TRUE,1,"9118","meperidine","50 MG","MEPERIDINE HYDROCHLORIDE","meperidine hydrochloride","meperidine hydrochloride 50 mg","meperidine hydrochloride 50 mg"
18319,FALSE,1,"42","dextrose","222.7 G per PCK","DEXTROSE","dextrose","dextrose 222.7 g per pck","dextrose 222.7 g per pck"
18321,FALSE,1,"51","calcium chloride","14.9 G per PCK","CALCIUM CHLORIDE","calcium chloride","calcium chloride 14.9 g per pck","calcium chloride 14.9 g per pck"
18323,TRUE,1,"20280","hydromorphone","10 MG per ML","HYDROMORPHONE HYDROCHLORIDE","hydromorphone hydrochloride","hydromorphone hydrochloride 10 mg per mL","hydromorphone hydrochloride 10 mg per mL"
18324,TRUE,1,"20280","hydromorphone","50 MG per ML","HYDROMORPHONE HYDROCHLORIDE","hydromorphone hydrochloride","hydromorphone hydrochloride 50 mg per mL","hydromorphone hydrochloride 50 mg per mL"
18325,TRUE,1,"20280","hydromorphone","20 MG per ML","HYDROMORPHONE HYDROCHLORIDE","hydromorphone hydrochloride","hydromorphone hydrochloride 20 mg per mL","hydromorphone hydrochloride 20 mg per mL"
18330,FALSE,1,"3336","primaquine phosphate","26.3 MG","PRIMAQUINE PHOSPHATE","primaquine phosphate","primaquine phosphate 26.3 mg","primaquine phosphate 26.3 mg"
18334,FALSE,1,"20241","cocaine hydrochloride","100 MG per ML","COCAINE HYDROCHLORIDE","cocaine hydrochloride","cocaine hydrochloride 100 mg per mL","cocaine hydrochloride 100 mg per mL"
18349,TRUE,1,"150","acetylsalicylic acid","80 MG","ACETYLSALICYLIC ACID","acetylsalicylic acid","acetylsalicylic acid 80 mg","acetylsalicylic acid 80 mg"
18355,TRUE,1,"10040","oxybutynin","5 MG","OXYBUTYNIN CHLORIDE","oxybutynin chloride","oxybutynin chloride 5 mg","oxybutynin chloride 5 mg"
18366,TRUE,1,"2192","clonazepam","2 MG","CLONAZEPAM","clonazepam","clonazepam 2 mg","clonazepam 2 mg"
18371,FALSE,1,"1988","tranexamic acid","100 MG per ML","TRANEXAMIC ACID","tranexamic acid","tranexamic acid 100 mg per mL","tranexamic acid 100 mg per mL"
18417,FALSE,1,"6214","indigo carmine","0.8 %","INDIGO CARMINE","indigo carmine","indigo carmine 0.8 %","indigo carmine 0.8 %"
18418,FALSE,1,"5920","indocyanine green","25 MG per VIAL","INDOCYANINE GREEN","indocyanine green","indocyanine green 25 mg per vial","indocyanine green 25 mg per vial"
18421,TRUE,1,"8642","doxycycline","100 MG","DOXYCYCLINE HYCLATE","doxycycline (doxycycline hyclate)","doxycycline (doxycycline hyclate) 100 mg","doxycycline (doxycycline hyclate) 100 mg"
18442,FALSE,2,"774, 2813","chloroxylenol and triclosan","0.15 %, 0.15 %","CHLOROXYLENOL, TRICLOSAN","chloroxylenol, triclosan","chloroxylenol 0.15 % and triclosan 0.15 %","chloroxylenol 0.15 % and triclosan 0.15 %"
18480,FALSE,1,"215","dexrazoxane","250 MG per VIAL","DEXRAZOXANE","dexrazoxane","dexrazoxane 250 mg per vial","dexrazoxane 250 mg per vial"
18481,FALSE,1,"215","dexrazoxane","500 MG per VIAL","DEXRAZOXANE","dexrazoxane","dexrazoxane 500 mg per vial","dexrazoxane 500 mg per vial"
18484,FALSE,1,"3289","soybean oil","10 %","SOYBEAN OIL","soybean oil","soybean oil 10 %","soybean oil 10 %"
18485,FALSE,1,"2274","maprotiline hydrochloride","75 MG","MAPROTILINE HYDROCHLORIDE","maprotiline hydrochloride","maprotiline hydrochloride 75 mg","maprotiline hydrochloride 75 mg"
18486,FALSE,1,"2274","maprotiline hydrochloride","50 MG","MAPROTILINE HYDROCHLORIDE","maprotiline hydrochloride","maprotiline hydrochloride 50 mg","maprotiline hydrochloride 50 mg"
18489,FALSE,1,"2274","maprotiline hydrochloride","25 MG","MAPROTILINE HYDROCHLORIDE","maprotiline hydrochloride","maprotiline hydrochloride 25 mg","maprotiline hydrochloride 25 mg"
18491,FALSE,1,"954","ofloxacin","0.3 %","OFLOXACIN","ofloxacin","ofloxacin 0.3 %","ofloxacin 0.3 %"
18493,TRUE,1,"14088","mesalazine","1 G","MESALAZINE","mesalazine","mesalazine 1 g","mesalazine 1 g"
18494,TRUE,1,"14088","mesalazine","4 G per 100 ML","MESALAZINE","mesalazine","mesalazine 4 g per 100 mL","mesalazine 4 g per 100 mL"
18496,TRUE,1,"14088","mesalazine","1 G per 100 ML","MESALAZINE","mesalazine","mesalazine 1 g per 100 mL","mesalazine 1 g per 100 mL"
18500,TRUE,1,"7554","progesterone","100 MG","PROGESTERONE","progesterone","progesterone 100 mg","progesterone 100 mg"
18504,FALSE,1,"20259","epirubicin hydrochloride","2 MG per ML","EPIRUBICIN HYDROCHLORIDE","epirubicin hydrochloride","epirubicin hydrochloride 2 mg per mL","epirubicin hydrochloride 2 mg per mL"
18509,TRUE,1,"14088","mesalazine","4 G per 60 G","MESALAZINE","mesalazine","mesalazine 4 g per 60 g","mesalazine 4 g per 60 g"
18510,TRUE,1,"14088","mesalazine","2 G per 60 G","MESALAZINE","mesalazine","mesalazine 2 g per 60 g","mesalazine 2 g per 60 g"
18513,FALSE,2,"2329, 2333","nitrous oxide and oxygen","50 %, 50 %","NITROUS OXIDE, OXYGEN","nitrous oxide, oxygen","nitrous oxide 50 % and oxygen 50 %","nitrous oxide 50 % and oxygen 50 %"
18515,TRUE,1,"180","lansoprazole","15 MG","LANSOPRAZOLE","lansoprazole","lansoprazole 15 mg","lansoprazole 15 mg"
18516,TRUE,1,"180","lansoprazole","30 MG","LANSOPRAZOLE","lansoprazole","lansoprazole 30 mg","lansoprazole 30 mg"
18539,TRUE,2,"2609, 6492","ibuprofen and pseudoephedrine hydrochloride","200 MG, 30 MG","IBUPROFEN, PSEUDOEPHEDRINE HYDROCHLORIDE","ibuprofen, pseudoephedrine hydrochloride","ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg","ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg"
18549,FALSE,1,"2497","pancuronium bromide","2 MG per ML","PANCURONIUM BROMIDE","pancuronium bromide","pancuronium bromide 2 mg per mL","pancuronium bromide 2 mg per mL"
18550,FALSE,15,"42, 8865, 10237, 2959, 938, 944, 751, 8700, 750, 935, 941, 897, 939, 7217, 10238","dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine hydrochloride and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and methionine and tryptophan","20 G per 100 ML, 1.04 G per 100 ML, 220 MG per 100 ML, 1.04 G per 100 ML, 520 MG per 100 ML, 240 MG per 100 ML, 310 MG per 100 ML, 290 MG per 100 ML, 310 MG per 100 ML, 210 MG per 100 ML, 210 MG per 100 ML, 20 MG per 100 ML, 230 MG per 100 ML, 290 MG per 100 ML, 90 MG per 100 ML","DEXTROSE, GLYCINE, HISTIDINE, L-ALANINE, L-ARGININE, L-ISOLEUCINE, L-LEUCINE HYDROCHLORIDE, L-LYSINE HYDROCHLORIDE, L-PHENYLALANINE HYDROCHLORIDE, L-PROLINE, L-THREONINE, L-TYROSINE, L-VALINE, METHIONINE, TRYPTOPHAN","dextrose, glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine hydrochloride, l-lysine hydrochloride, l-phenylalanine hydrochloride, l-proline, l-threonine, l-tyrosine, l-valine, methionine, tryptophan","dextrose 20 g per 100 mL and glycine 1.04 g per 100 mL and histidine 220 mg per 100 mL and l-alanine 1.04 g per 100 mL and l-arginine 520 mg per 100 mL and l-isoleucine 240 mg per 100 mL and l-leucine hydrochloride 310 mg per 100 mL and l-lysine hydrochloride 290 mg per 100 mL and l-phenylalanine hydrochloride 310 mg per 100 mL and l-proline 210 mg per 100 mL and l-threonine 210 mg per 100 mL and l-tyrosine 20 mg per 100 mL and l-valine 230 mg per 100 mL and methionine 290 mg per 100 mL and tryptophan 90 mg per 100 mL","dextrose 20 g per 100 mL and glycine 1.04 g per 100 mL and histidine 220 mg per 100 mL and l-alanine 1.04 g per 100 mL and l-arginine 520 mg per 100 mL and l-isoleucine 240 mg per 100 mL and l-leucine hydrochloride 310 mg per 100 mL and l-lysine hydrochloride 290 mg per 100 mL and l-phenylalanine hydrochloride 310 mg per 100 mL and l-proline 210 mg per 100 mL and l-threonine 210 mg per 100 mL and l-tyrosine 20 mg per 100 mL and l-valine 230 mg per 100 mL and methionine 290 mg per 100 mL and tryptophan 90 mg per 100 mL"
18552,FALSE,1,"2118","colestipol hydrochloride","5 G per PCK","COLESTIPOL HYDROCHLORIDE","colestipol hydrochloride","colestipol hydrochloride 5 g per pck","colestipol hydrochloride 5 g per pck"
18554,FALSE,3,"755, 12049, 33","avobenzone and octinoxate and oxybenzone","2 %, 7.5 %, 3 %","AVOBENZONE, OCTINOXATE, OXYBENZONE","avobenzone, octinoxate, oxybenzone","avobenzone 2 % and octinoxate 7.5 % and oxybenzone 3 %","avobenzone 2 % and octinoxate 7.5 % and oxybenzone 3 %"
18556,TRUE,1,"20280","hydromorphone","3 MG","HYDROMORPHONE HYDROCHLORIDE","hydromorphone hydrochloride","hydromorphone hydrochloride 3 mg","hydromorphone hydrochloride 3 mg"
18558,TRUE,1,"20280","hydromorphone","6 MG","HYDROMORPHONE HYDROCHLORIDE","hydromorphone hydrochloride","hydromorphone hydrochloride 6 mg","hydromorphone hydrochloride 6 mg"
18602,FALSE,7,"4955, 4959, 5015, 5898, 5008, 5040, 11171","choline and inositol and nicotinamide and pipradrol hydrochloride and pyridoxine hydrochloride and thiamine hydrochloride and vitamin B2","2.222 MG per ML, 2.222 MG per ML, 1.111 MG per ML, 0.044 MG per ML, 0.042 MG per ML, 0.222 MG per ML, 0.111 MG per ML","CHOLINE, INOSITOL, NICOTINAMIDE, PIPRADROL HYDROCHLORIDE, PYRIDOXINE HYDROCHLORIDE, THIAMINE HYDROCHLORIDE, VITAMIN B2","choline, inositol, nicotinamide, pipradrol hydrochloride, pyridoxine hydrochloride, thiamine hydrochloride, vitamin B2","choline 2.222 mg per mL and inositol 2.222 mg per mL and nicotinamide 1.111 mg per mL and pipradrol hydrochloride 0.044 mg per mL and pyridoxine hydrochloride 0.042 mg per mL and thiamine hydrochloride 0.222 mg per mL and vitamin b2 0.111 mg per mL","choline 2.222 mg per mL and inositol 2.222 mg per mL and nicotinamide 1.111 mg per mL and pipradrol hydrochloride 0.044 mg per mL and pyridoxine hydrochloride 0.042 mg per mL and thiamine hydrochloride 0.222 mg per mL and vitamin b2 0.111 mg per mL"
18611,FALSE,1,"10123","droperidol","2.5 MG per ML","DROPERIDOL","droperidol","droperidol 2.5 mg per mL","droperidol 2.5 mg per mL"
18614,TRUE,1,"10110","verapamil","2.5 MG per ML","VERAPAMIL HYDROCHLORIDE","verapamil hydrochloride","verapamil hydrochloride 2.5 mg per mL","verapamil hydrochloride 2.5 mg per mL"
18627,FALSE,1,"2118","colestipol hydrochloride","1 G","COLESTIPOL HYDROCHLORIDE","colestipol hydrochloride","colestipol hydrochloride 1 g","colestipol hydrochloride 1 g"
18634,FALSE,2,"6438, 6441","piperonyl butoxide and pyrethrins","3 %, 0.33 %","PIPERONYL BUTOXIDE, PYRETHRINS","piperonyl butoxide, pyrethrins","piperonyl butoxide 3 % and pyrethrins 0.33 %","piperonyl butoxide 3 % and pyrethrins 0.33 %"
18639,FALSE,1,"11164","tamoxifen (tamoxifen citrate)","20 MG","TAMOXIFEN CITRATE","tamoxifen (tamoxifen citrate)","tamoxifen (tamoxifen citrate) 20 mg","tamoxifen (tamoxifen citrate) 20 mg"
18640,TRUE,1,"7419","estradiol","2 MG","ESTRADIOL","estradiol","estradiol 2 mg","estradiol 2 mg"
18644,FALSE,17,"8872, 8865, 10237, 2959, 938, 9397, 944, 943, 193, 942, 935, 941, 939, 7217, 1353, 9927, 10238","glutamic acid and glycine and histidine and l-alanine and l-arginine and l-aspartic acid and l-isoleucine and l-leucine and l-lysine (l-lysine acetate) and l-phenylalanine and l-proline and l-threonine and l-valine and methionine and n-acetyl-l-tyrosine and serine and tryptophan","738 MG per 100 ML, 500 MG per 100 ML, 300 MG per 100 ML, 993 MG per 100 ML, 1.018 G per 100 ML, 700 MG per 100 ML, 660 MG per 100 ML, 1 G per 100 ML, 1.05 G per 100 ML, 298 MG per 100 ML, 722 MG per 100 ML, 400 MG per 100 ML, 500 MG per 100 ML, 172 MG per 100 ML, 270 MG per 100 ML, 530 MG per 100 ML, 200 MG per 100 ML","GLUTAMIC ACID, GLYCINE, HISTIDINE, L-ALANINE, L-ARGININE, L-ASPARTIC ACID, L-ISOLEUCINE, L-LEUCINE, L-LYSINE ACETATE, L-PHENYLALANINE, L-PROLINE, L-THREONINE, L-VALINE, METHIONINE, N-ACETYL-L-TYROSINE, SERINE, TRYPTOPHAN","glutamic acid, glycine, histidine, l-alanine, l-arginine, l-aspartic acid, l-isoleucine, l-leucine, l-lysine (l-lysine acetate), l-phenylalanine, l-proline, l-threonine, l-valine, methionine, n-acetyl-l-tyrosine, serine, tryptophan","glutamic acid 738 mg per 100 mL and glycine 500 mg per 100 mL and histidine 300 mg per 100 mL and l-alanine 993 mg per 100 mL and l-arginine 1.018 g per 100 mL and l-aspartic acid 700 mg per 100 mL and l-isoleucine 660 mg per 100 mL and l-leucine 1 g per 100 mL and l-lysine (l-lysine acetate) 1.05 g per 100 mL and l-phenylalanine 298 mg per 100 mL and l-proline 722 mg per 100 mL and l-threonine 400 mg per 100 mL and l-valine 500 mg per 100 mL and methionine 172 mg per 100 mL and n-acetyl-l-tyrosine 270 mg per 100 mL and serine 530 mg per 100 mL and tryptophan 200 mg per 100 mL","glutamic acid 738 mg per 100 mL and glycine 500 mg per 100 mL and histidine 300 mg per 100 mL and l-alanine 993 mg per 100 mL and l-arginine 1.018 g per 100 mL and l-aspartic acid 700 mg per 100 mL and l-isoleucine 660 mg per 100 mL and l-leucine 1 g per 100 mL and l-lysine (l-lysine acetate) 1.05 g per 100 mL and l-phenylalanine 298 mg per 100 mL and l-proline 722 mg per 100 mL and l-threonine 400 mg per 100 mL and l-valine 500 mg per 100 mL and methionine 172 mg per 100 mL and n-acetyl-l-tyrosine 270 mg per 100 mL and serine 530 mg per 100 mL and tryptophan 200 mg per 100 mL"
18647,FALSE,1,"3289","soybean oil","20 %","SOYBEAN OIL","soybean oil","soybean oil 20 %","soybean oil 20 %"
18663,FALSE,1,"2333","oxygen","100 %","OXYGEN","oxygen","oxygen 100 %","oxygen 100 %"
18664,FALSE,1,"11253","pyrantel (pyrantel pamoate)","50 MG per ML","PYRANTEL PAMOATE","pyrantel (pyrantel pamoate)","pyrantel (pyrantel pamoate) 50 mg per mL","pyrantel (pyrantel pamoate) 50 mg per mL"
18674,FALSE,1,"2298","doxorubicin hydrochloride","2 MG per ML","DOXORUBICIN HYDROCHLORIDE","doxorubicin hydrochloride","doxorubicin hydrochloride 2 mg per mL","doxorubicin hydrochloride 2 mg per mL"
