ccdd,top250name,dpd_ingredient,ing_stem,hydrate,ntp_ing,CCDD.Status,comments_do.not.use.commas.or.special.characters,index_num,dpd_ingredient_FR,ing_stem_fr,ntp_ing_fr
Y,,EFLORNITHINE HYDROCHLORIDE,eflornithine,FALSE,eflornithine hydrochloride,Released,,573,Chlorhydrate d'éflornithine,éflornithine,chlorhydrate d'éflornithine
Y,,ELAGOLIX (ELAGOLIX SODIUM),elagolix,FALSE,elagolix (elagolix sodium),Released,,574,élagolix (Sodium de élagolix),élagolix,élagolix (élagolix sodique)
Y,,ELBASVIR,elbasvir,FALSE,elbasvir,Released,Combinations only,575,Elbasvir,elbasvir,elbasvir
Y,,ELETRIPTAN (ELETRIPTAN HYDROBROMIDE),eletriptan,FALSE,eletriptan (eletriptan hydrobromide),Released,,576,Élétriptan (Bromhydrate d'élétriptan),élétriptan,élétriptan (bromhydrate d'élétriptan)
Y,,ELIGLUSTAT (ELIGLUSTAT TARTRATE),eliglustat,FALSE,eliglustat (eliglustat tartrate),Released,,577,Éliglustat (Tartrate d'éliglustat),éliglustat,éliglustat (tartrate d'éliglustat)
Y,,Elosulfase Alfa,elosulfase alfa,FALSE,elosulfase alfa,Released,,578,Élosulfase Alfa,élosulfase alfa,élosulfase alfa
Y,,ELTROMBOPAG (ELTROMBOPAG OLAMINE),eltrombopag,FALSE,eltrombopag (eltrombopag olamine),Released,,579,Eltrombopag (Eltrombopag Olamine),eltrombopag,eltrombopag (eltrombopag olamine)
Y,,ELUXADOLINE,eluxadoline,FALSE,eluxadoline,Released,,580,ELUXADOLINE,éluxadoline,éluxadoline
Y,,Elvitegravir,elvitegravir,FALSE,elvitegravir,Released,Combination only,581,Elvitegravir,elvitégravir,elvitégravir
Y,,EMPAGLIFLOZIN,empagliflozin,FALSE,empagliflozin,Released,,582,EMPAGLIFLOZINE,empagliflozin,empagliflozin
Y,,EMTRICITABINE,emtricitabine,FALSE,emtricitabine,Released,Combination only,583,Emtricitabine,emtricitabine,emtricitabine
Y,ENALAPRIL,ENALAPRIL MALEATE,enalapril,FALSE,enalapril maleate,Released,,584,Maléate d'énalapril,énalapril,maléate d'énalapril
Y,ENALAPRIL,ENALAPRIL SODIUM,enalapril,FALSE,enalapril sodium,Released,,585,Énalapril sodique,énalapril,énalapril sodique
Y,ENALAPRIL,ENALAPRIL SODIUM (ENALAPRIL MALEATE),enalapril,FALSE,enalapril sodium (enalapril maleate),Released,,586,Énalapril sodique (Maléate d'énalapril),énalapril,énalapril sodique (maléate d'énalapril)
Y,,ENALAPRILAT,enalaprilat,FALSE,enalaprilat,Released,,587,Énalaprilate,énalaprilate,énalaprilate
Y,,ENFUVIRTIDE,enfuvirtide,FALSE,enfuvirtide,Released,,588,Enfuvirtide,enfuvirtide,enfuvirtide
Y,,ENOXAPARIN SODIUM,enoxaparin,FALSE,enoxaparin sodium,Released,,589,Énoxaparine sodique,énoxaparine,énoxaparine sodique
Y,,ENSULIZOLE,ensulizole,FALSE,ensulizole,Sunscreen,Y flag added back,590,Ensulizole,ensulizole,ensulizole
Y,,ENTACAPONE,entacapone,FALSE,entacapone,Released,,591,Entacapone,entacapone,entacapone
Y,,ENTECAVIR,entecavir,FALSE,entecavir,Released,,592,Entécavir,entécavir,entécavir
Y,,ENTECAVIR (ENTECAVIR MONOHYDRATE),entecavir,TRUE,entecavir,Released,,593,Entécavir (ENTÉCAVIR MONOHYDRATÉ),entécavir,entécavir
,,ENZACAMENE,enzacamene,FALSE,enzacamene,Sunscreen,,594,Enzacamène,enzacamene,enzacamene
Y,,Enzalutamide,enzalutamide,FALSE,enzalutamide,Released,,595,Enzalutamide,enzalutamide,enzalutamide
Y,EPHEDRINE,EPHEDRINE SULFATE,ephedrine,FALSE,ephedrine sulfate,Released,,596,Sulfate d'éphédrine,éphédrine,sulfate d'éphédrine
Y,EPINEPHRINE,EPINEPHRINE,epinephrine,FALSE,epinephrine,Released,,597,Épinéphrine,épinéphrine,épinéphrine
Y,EPINEPHRINE,EPINEPHRINE (EPINEPHRINE BITARTRATE),epinephrine,FALSE,epinephrine (epinephrine bitartrate),Released,,598,Épinéphrine (Bitartrate d'épinéphrine),épinéphrine,épinéphrine (bitartrate d'épinéphrine)
Y,EPINEPHRINE,EPINEPHRINE (EPINEPHRINE HYDROCHLORIDE),epinephrine,FALSE,epinephrine (epinephrine hydrochloride),Released,,599,Épinéphrine (Chlorhydrate d'épinéphrine),épinéphrine,épinéphrine (chlorhydrate d'épinéphrine)
Y,EPINEPHRINE,EPINEPHRINE BITARTRATE,epinephrine,FALSE,epinephrine bitartrate,Released,,600,Bitartrate d'épinéphrine,épinéphrine,bitartrate d'épinéphrine
Y,EPINEPHRINE,EPINEPHRINE RACEMIC,epinephrine,FALSE,epinephrine racemic,Released,Product not now a medicine,601,Épinéphrine racémique,épinéphrine,épinéphrine racémique
Y,,EPIRUBICIN HYDROCHLORIDE,epirubicin,FALSE,epirubicin hydrochloride,Released,,602,Chlorhydrate d'épirubicine,épirubicine,chlorhydrate d'épirubicine
Y,EPLERENONE,EPLERENONE,eplerenone,FALSE,eplerenone,Released,,603,Éplérénone,éplérénone,éplérénone
Y,,EPOETIN ALFA,epoetin alfa,FALSE,epoetin alfa,Released,,604,Époétine alpha,époétine alfa,époétine alfa
Y,,EPOPROSTENOL (EPOPROSTENOL SODIUM),epoprostenol,FALSE,epoprostenol (epoprostenol sodium),Released,,605,Époprosténol (Époprosténol sodique),époprosténol,époprosténol (époprosténol sodique)
Y,,EPROSARTAN (EPROSARTAN MESYLATE),eprosartan,FALSE,eprosartan (eprosartan mesylate),Released,,606,Éprosartan (Mésylate d'éprosartan),éprosartan,éprosartan (mésylate d'éprosartan)
Y,,EPTACOG ALFA (ACTIVATED),eptacog alfa (activated),FALSE,eptacog alfa (activated),Issue - in QA,,607,Eptacog alfa (activé),eptacog alfa (activé),eptacog alfa (activé)
Y,,EPTIFIBATIDE,eptifibatide,FALSE,eptifibatide,Released,,608,Eptifibatide,eptifibatide,eptifibatide
Y,,ERGOLOID MESYLATES,ergoloid mesylates,FALSE,ergoloid mesylates,Released,,609,Mésylates d'ergoloïdes,mésylates d'ergoloïdes,mésylates d'ergoloïdes
Y,,ERGONOVINE MALEATE,ergonovine,FALSE,ergonovine maleate,Released,,610,Maléate d'ergonovine,ergonovine,maléate d'ergonovine
Y,,ERGOTAMINE TARTRATE,ergotamine,FALSE,ergotamine tartrate,Released,Combination only,611,Ergotamine tartrate,ergotamine,tartrate d'ergotamine
Y,,Eribulin Mesylate,eribulin,FALSE,eribulin mesylate,Released,,612,Mésylate d'Éribuline,mésylate d'éribuline,mésylate d'éribuline
Y,,ERLOTINIB (ERLOTINIB HYDROCHLORIDE),erlotinib,FALSE,erlotinib (erlotinib hydrochloride),Released,,613,Erlotinib (Chlorhydrate d'erlotinib),erlotinib,erlotinib (chlorhydrate d'erlotinib)
Y,,ERTAPENEM (ERTAPENEM SODIUM),ertapenem,FALSE,ertapenem (ertapenem sodium),Released,,614,Ertapénem (Ertapénem sodique),ertapénem,ertapénem (ertapénem sodique)
Y,,ERTUGLIFLOZIN,ertugliflozin,FALSE,ertugliflozin,Released,,615,Ertugliflozine,ertugliflozine,ertugliflozine
Y,ERYTHROMYCIN,ERYTHROMYCIN,erythromycin,FALSE,erythromycin,Released,,616,Érythromycine,érythromycine,érythromycine
Y,ERYTHROMYCIN,ERYTHROMYCIN (ERYTHROMYCIN ESTOLATE),erythromycin,FALSE,erythromycin (erythromycin estolate),Released,,617,Érythromycine (Estolate d'érythromycine),érythromycine,érythromycine (estolate d'érythromycine)
Y,ERYTHROMYCIN,ERYTHROMYCIN (ERYTHROMYCIN ETHYLSUCCINATE),erythromycin,FALSE,erythromycin (erythromycin ethylsuccinate),Released,,618,Érythromycine (Éthylsuccinate d'érythromycine),érythromycine,érythromycine (éthylsuccinate d'érythromycine)
Y,ERYTHROMYCIN,ERYTHROMYCIN (ERYTHROMYCIN LACTOBIONATE),erythromycin,FALSE,erythromycin (erythromycin lactobionate),Released,,619,Érythromycine (Lactobionate d'érythromycine),érythromycine,érythromycine (lactobionate d'érythromycine)
Y,ERYTHROMYCIN,ERYTHROMYCIN (ERYTHROMYCIN STEARATE),erythromycin,FALSE,erythromycin (erythromycin stearate),Released,,620,Érythromycine (Stéarate d'érythromycine),érythromycine,érythromycine (stéarate d'érythromycine)
,,ERYTHROSINE,erythrosine,FALSE,erythrosine,No live products,,621,Érythrosine,erythrosine,erythrosine
Y,ESCITALOPRAM,ESCITALOPRAM,escitalopram,FALSE,escitalopram,Released,,622,Escitalopram,escitalopram,escitalopram
Y,ESCITALOPRAM,ESCITALOPRAM (ESCITALOPRAM OXALATE),escitalopram,FALSE,escitalopram (escitalopram oxalate),Released,,623,Escitalopram (Oxalate d'escitalopram),escitalopram,escitalopram (oxalate d'escitalopram)
Y,ESCULIN,ESCULIN,esculin,FALSE,esculin,Issue - in QA,Combination only,624,Esculine,esculine,esculine
Y,,Eslicarbazepine acetate,eslicarbazepine,FALSE,eslicarbazepine acetate,Released,,625,Acétate d'eslicarbazépine,eslicarbazépine,acétate d'eslicarbazépine
Y,ESMOLOL,ESMOLOL HYDROCHLORIDE,esmolol,FALSE,esmolol hydrochloride,Released,,626,Chlorhydrate d'esmolol,esmolol,chlorhydrate d'esmolol
Y,ESOMEPRAZOLE,ESOMEPRAZOLE (Esomeprazole magnesium dihydrate),esomeprazole,TRUE,esomeprazole (esomeprazole magnesium),Released,,627,Ésoméprazole (Magnesium d'esomeprazole dihydraté),ésoméprazole,ésoméprazole (ésoméprazole magnésien)
Y,ESOMEPRAZOLE,ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE),esomeprazole,TRUE,esomeprazole (esomeprazole magnesium),Released,,628,Ésoméprazole (Ésoméprazole magnésien trihydraté),ésoméprazole,ésoméprazole (ésoméprazole magnésien)
Y,ESOMEPRAZOLE,ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM),esomeprazole,FALSE,esomeprazole (esomeprazole magnesium),Released,,629,Ésoméprazole (Ésoméprazole magnésien),ésoméprazole,ésoméprazole (ésoméprazole magnésien)
Y,ESTRADIOL,ESTRADIOL,estradiol,FALSE,estradiol,Released,,630,Estradiol,estradiol,estradiol
Y,ESTRADIOL,ESTRADIOL (ESTRADIOL HEMIHYDRATE),estradiol,TRUE,estradiol,Released,,631,Estradiol (Hémihydrate d'estradiol),estradiol,estradiol
Y,,ESTRAMUSTINE PHOSPHATE SODIUM,estramustine,FALSE,estramustine phosphate sodium,Released,,632,Phosphate sodique d'estramustine,estramustine,phosphate sodique d'estramustine
Y,,ESTRONE,estrone,FALSE,estrone,Released,,633,Estrone,estrone,estrone
Y,,ETAFEDRIN HYDROCHLORIDE,etafedrin,FALSE,etafedrin hydrochloride,Issue - in QA,Combination only,634,Chlorhydrate d'étafédrine,étafédrine,chlorhydrate d'étafédrine
Y,,ETANERCEPT,etanercept,FALSE,etanercept,Issue - in QA,,635,Étanercept,étanercept,étanercept
Y,ETHACRYNIC ACID,ETHACRYNATE SODIUM (ETHACRYNIC ACID),ethacrynic acid,FALSE,ethacrynic acid (ethacrynate sodium),Released,,636,,acide éthacrynique,acide éthacrynique (éthacrynate sodique)
Y,ETHACRYNIC ACID,ETHACRYNIC ACID,ethacrynic acid,FALSE,ethacrynic acid,Released,,637,Acide éthacrynique,acide éthacrynique,acide éthacrynique
Y,ETHACRYNIC ACID,ETHACRYNIC ACID (ETHACRYNATE SODIUM),ethacrynic acid,FALSE,ethacrynic acid (ethacrynate sodium),Released,,638,Acide éthacrynique (Éthacrynate sodique),acide éthacrynique,acide éthacrynique (éthacrynate sodique)
Y,,ETHAMBUTOL HYDROCHLORIDE,ethambutol,FALSE,ethambutol hydrochloride,Released,,639,Chlorhydrate d'éthambutol,éthambutol,chlorhydrate d'éthambutol
Y,ETHINYL ESTRADIOL,ETHINYL ESTRADIOL,ethinyl estradiol,FALSE,ethinyl estradiol,Released,,640,Éthinylestradiol,éthinylestradiol,éthinylestradiol
Y,,ETHOPROPAZINE (ETHOPROPAZINE HYDROCHLORIDE),ethopropazine,FALSE,ethopropazine (ethopropazine hydrochloride),Released,,641,Éthopropazine (Chlorhydrate d'éthopropazine),éthopropazine,éthopropazine (chlorhydrate d'éthopropazine)
Y,,ETHOSUXIMIDE,ethosuximide,FALSE,ethosuximide,Released,,642,Éthosuximide,éthosuximide,éthosuximide
Y,,ETHYNODIOL DIACETATE,ethynodiol,FALSE,ethynodiol diacetate,Released,Combination only,643,Diacétate d'éthynodiol,éthynodiol,diacétate d'éthynodiol
Y,,ETIDRONATE DISODIUM,etidronate,FALSE,etidronate disodium,Released,,644,Étidronate disodique,étidronate,étidronate disodique
Y,,ETODOLAC,etodolac,FALSE,etodolac,Released,,645,Étodolac,étodolac,étodolac
Y,ETONOGESTREL,ETONOGESTREL,etonogestrel,FALSE,etonogestrel,Released,Combination only,646,Étonogestrel,étonogestrel,étonogestrel
Y,,ETOPOSIDE,etoposide,FALSE,etoposide,Released,,647,Étoposide,étoposide,étoposide
Y,,ETRAVIRINE,etravirine,FALSE,etravirine,Released,,648,Étravirine,étravirine,étravirine
Y,,EUCALYPTOL,eucalyptol,FALSE,eucalyptol,Released,,649,Eucalyptol,eucalyptol,eucalyptol
Y,,EVEROLIMUS,everolimus,FALSE,everolimus,Released,,650,Évérolimus,évérolimus,évérolimus
Y,,EVOLOCUMAB,evolocumab,FALSE,evolocumab,Released,,651,ÉVOLOCUMAB,évolocumab,évolocumab
Y,,EXEMESTANE,exemestane,FALSE,exemestane,Released,,652,Exémestane,exémestane,exémestane
Y,,EXENATIDE,exenatide,FALSE,exenatide,Released,,653,Exénatide,exénatide,exénatide
Y,EZETIMIBE,EZETIMIBE,ezetimibe,FALSE,ezetimibe,Released,,654,Ézétimibe,ézétimibe,ézétimibe
Y,,FACTOR XIII,factor xiii,FALSE,factor xiii,To Do,,655,Facteur XIII,facteur XIII,facteur XIII
Y,,FAMCICLOVIR,famciclovir,FALSE,famciclovir,Released,,656,Famciclovir,famciclovir,famciclovir
Y,,FAMOTIDINE,famotidine,FALSE,famotidine,Released,,657,Famotidine,famotidine,famotidine
Y,,FAMPRIDINE,fampridine,FALSE,fampridine,Released,,658,Fampridine,fampridine,fampridine
Y,,FEBUXOSTAT,febuxostat,FALSE,febuxostat,Released,,659,Fébuxostat,fébuxostat,fébuxostat
Y,FELODIPINE,FELODIPINE,felodipine,FALSE,felodipine,Released,,660,Félodipine,félodipine,félodipine
Y,FENOFIBRATE,FENOFIBRATE,fenofibrate,FALSE,fenofibrate,Released,,661,Fénofibrate,fénofibrate,fénofibrate
Y,FENTANYL,FENTANYL,fentanyl,FALSE,fentanyl,Released,,662,Fentanyl,fentanyl,fentanyl
Y,FENTANYL,FENTANYL (FENTANYL CITRATE),fentanyl,FALSE,fentanyl (fentanyl citrate),Released,,663,Fentanyl (Citrate de fentanyl),fentanyl,fentanyl (citrate de fentanyl)
Y,,FESOTERODINE FUMARATE,fesoterodine,FALSE,fesoterodine fumarate,Released,,664,Fumarate de Fésotérodine,fésotérodine,fumarate de fésotérodine
Y,,FEXOFENADINE HYDROCHLORIDE,fexofenadine,FALSE,fexofenadine hydrochloride,Released,,665,Chlorhydrate de fexofénadine,fexofénadine,chlorhydrate de fexofénadine
Y,,FIBRINOGEN (HUMAN),fibrinogen (human),FALSE,fibrinogen (human),To Do,,666,Fibrinogène (humaine),fibrinogène (humaine),fibrinogène (humaine)
Y,,Fidaxomicin,fidaxomicin,FALSE,fidaxomicin,Released,,667,Fidaxomicine,fidaxomicine,fidaxomicine
,,FILAMENTOUS HAEMAGGLUTININ,filamentous haemagglutinin,FALSE,filamentous haemagglutinin,Immunologic,,668,Hémagglutinine filamenteuse,hémagglutinine filamenteuse,hémagglutinine filamenteuse
,,FILAMENTOUS HAEMAGGLUTININ ADSORBED,filamentous haemagglutinin adsorbed,FALSE,filamentous haemagglutinin adsorbed,Immunologic,,669,Hémagglutinine filamenteuse adsorbée,,
Y,,FILGRASTIM,filgrastim,FALSE,filgrastim,Released,,670,FILGRASTIM,filgrastim,filgrastim
Y,,FILGRASTIM (R-METHUG-CSF),filgrastim,FALSE,filgrastim,Released,,671,,filgrastim,filgrastim
,,FIMBRIAE,fimbriae,FALSE,fimbriae,Immunologic,,672,Fimbriae,fimbriae,fimbriae
,,FIMBRIAE TYPES 2 AND 3 (FIM),fimbriae types 2 and 3 (fim),FALSE,fimbriae types 2 and 3 (fim),Immunologic,,673,Fimbriae Types 2 et 3 (FIM),fimbriae types 2 and 3 (fim),fimbriae types 2 and 3 (fim)
Y,FINASTERIDE,FINASTERIDE,finasteride,FALSE,finasteride,Released,,674,Finastéride,finastéride,finastéride
Y,,Fingolimod (Fingolimod Hydrochloride),fingolimod,FALSE,fingolimod (fingolimod hydrochloride),Released,,675,Fingolimod (Chlorhydrate de Fingolimod),fingolimod,fingolimod (chlorhydrate de fingolimod)
Y,,FISH OIL,fish oil,FALSE,fish oil,,,676,Huile de poisson,huile de poisson,huile de poisson
Y,,FLAVOXATE HYDROCHLORIDE,flavoxate hydrochloride,FALSE,flavoxate hydrochloride,No live products,,677,Chlorhydrate de flavoxate,flavoxate,chlorhydrate de flavoxate
Y,,FLECAINIDE ACETATE,flecainide,FALSE,flecainide acetate,Released,,678,Acétate de flécaïnide,flécaïnide,acétate de flécaïnide
Y,,FLOCTAFENINE,floctafenine,FALSE,floctafenine,Released,,679,Floctafénine,floctafénine,floctafénine
Y,FLUCONAZOLE,FLUCONAZOLE,fluconazole,FALSE,fluconazole,Released,,680,Fluconazole,fluconazole,fluconazole
Y,,FLUDARABINE PHOSPHATE,fludarabine,FALSE,fludarabine phosphate,Released,,681,Phosphate de fludarabine,fludarabine,phosphate de fludarabine
Y,,FLUDROCORTISONE 21-ACETATE,fludrocortisone,FALSE,fludrocortisone acetate,Released,,682,21-acétate de fludrocortisone,fludrocortisone,acétate de fludrocortisone
Y,,FLUMAZENIL,flumazenil,FALSE,flumazenil,Released,,683,Flumazénil,flumazénil,flumazénil
Y,,FLUMETHASONE PIVALATE,flumethasone,FALSE,flumethasone pivalate,Released,,684,Pivalate de fluméthasone,fluméthasone,pivalate de fluméthasone
Y,,FLUNARIZINE (FLUNARIZINE HYDROCHLORIDE),flunarizine,FALSE,flunarizine (flunarizine hydrochloride),Released,,685,Flunarizine (Chlorhydrate de flunarizine),flunarizine,flunarizine (chlorhydrate de flunarizine)
Y,,FLUNISOLIDE,flunisolide,FALSE,flunisolide,No live products,,686,Flunisolide,flunisolide,flunisolide
Y,,FLUOCINOLONE ACETONIDE,fluocinolone,FALSE,fluocinolone acetonide,Released,,687,Acétonide de fluocinolone,fluocinolone,acétonide de fluocinolone
Y,,FLUOCINONIDE,fluocinonide,FALSE,fluocinonide,Released,,688,Fluocinonide,fluocinonide,fluocinonide
Y,,FLUORESCEIN (FLUORESCEIN SODIUM),fluorescein,FALSE,fluorescein (fluorescein sodium),Released,,689,Fluorescéine (Fluoroscéine sodique),fluorescéine,fluorescéine (fluoroscéine sodique)
Y,,FLUORESCEIN SODIUM,fluorescein,FALSE,fluorescein sodium,Released,,690,Fluoroscéine sodique,fluorescéine,fluoroscéine sodique
Y,,FLUOROMETHOLONE,fluorometholone (base),FALSE,fluorometholone,Released,,691,Fluorométholone,fluorométholone (base),fluorométholone
Y,,FLUOROMETHOLONE ACETATE,fluorometholone acetate,FALSE,fluorometholone acetate,Released,,692,Acétate de fluorométholone,acétate de fluorométholone,acétate de fluorométholone
Y,,FLUOROURACIL,fluorouracil,FALSE,fluorouracil,Released,,693,Fluorouracil,fluorouracil,fluorouracil
Y,FLUOXETINE,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),fluoxetine,FALSE,fluoxetine (fluoxetine hydrochloride),Released,,694,Fluoxétine (Chlorhydrate de fluoxétine),fluoxétine,fluoxétine (chlorhydrate de fluoxétine)
Y,,FLUPENTIXOL (FLUPENTIXOL DIHYDROCHLORIDE),flupentixol,FALSE,flupentixol (flupentixol dihydrochloride),Released,,695,Flupentixol (Dichlorhydrate de flupentixol),flupentixol,flupentixol (dichlorhydrate de flupentixol)
Y,,FLUPENTIXOL DECANOATE,flupentixol,FALSE,flupentixol decanoate,Released,,696,Décanoate de flupentixol,flupentixol,décanoate de flupentixol
Y,,FLUPHENAZINE DECANOATE,fluphenazine,FALSE,fluphenazine decanoate,Released,,697,Décanoate de fluphénazine,fluphénazine,décanoate de fluphénazine
Y,,FLUPHENAZINE HYDROCHLORIDE,fluphenazine,FALSE,fluphenazine hydrochloride,Released,,698,Chlorhydrate de fluphénazine,fluphénazine,chlorhydrate de fluphénazine
Y,FLURAZEPAM,FLURAZEPAM HYDROCHLORIDE,flurazepam,FALSE,flurazepam hydrochloride,Released,,699,Chlorhydrate de flurazépam,flurazépam,chlorhydrate de flurazépam
Y,,FLURBIPROFEN,flurbiprofen,FALSE,flurbiprofen,Released,,700,Flurbiprofène,flurbiprofène,flurbiprofène
Y,,FLUTAMIDE,flutamide,FALSE,flutamide,Released,,701,Flutamide,flutamide,flutamide
Y,FLUTICASONE,FLUTICASONE FUROATE,fluticasone,FALSE,fluticasone furoate,Released,,702,Furoate de fluticasone,fluticasone,furoate de fluticasone
Y,FLUTICASONE,FLUTICASONE PROPIONATE,fluticasone,FALSE,fluticasone propionate,Released,,703,Propionate de fluticasone,fluticasone,propionate de fluticasone
Y,,FLUVASTATIN (FLUVASTATIN SODIUM),fluvastatin,FALSE,fluvastatin (fluvastatin sodium),Released,,704,Fluvastatine (Fluvastatine sodique),fluvastatine,fluvastatine (fluvastatine sodique)
Y,,FLUVOXAMINE MALEATE,fluvoxamine,FALSE,fluvoxamine maleate,Released,,705,Maléate de fluvoxamine,fluvoxamine,maléate de fluvoxamine
Y,FOLIC ACID,FOLIC ACID,folic acid,FALSE,folic acid,Released,,706,Acide folique,acide folique,acide folique
Y,FOLIC ACID,FOLIC ACID (SODIUM FOLATE),folic acid,FALSE,folic acid (sodium folate),Released,,707,Acide folique (Folate sodique),acide folique,acide folique (folate sodique)
Y,,FOLLITROPIN ALFA,follitropin alfa,FALSE,follitropin alfa,Released,,708,Follitropine alfa,follitropine alfa,follitropine alfa
Y,,FOLLITROPIN BETA,follitropin beta,FALSE,follitropin beta,Released,,709,Follitropine bêta,follitropine bêta,follitropine bêta
Y,,FOLLITROPIN DELTA,follitropin delta,FALSE,follitropin delta,Released,,710,Follitropine delta,follitropine delta,follitropine delta
Y,,FOMEPIZOLE,fomepizole,FALSE,fomepizole,Released,,711,Fomépizole,fomépizole,fomépizole
Y,,FONDAPARINUX SODIUM,fondaparinux,FALSE,fondaparinux sodium,Released,,712,Fondaparinux sodique,fondaparinux,fondaparinux sodique
Y,FORMOTEROL,FORMOTEROL FUMARATE,formoterol,FALSE,formoterol fumarate,Released,,713,Fumarate de formotérol,formotérol,fumarate de formotérol
Y,FORMOTEROL,FORMOTEROL FUMARATE DIHYDRATE,formoterol,TRUE,formoterol fumarate,Released,,714,Fumarate de formotérol dihydraté,formotérol,fumarate de formotérol
Y,,FOSAMPRENAVIR (FOSAMPRENAVIR CALCIUM),fosamprenavir,FALSE,fosamprenavir (fosamprenavir calcium),Released,,715,Fosamprénavir (fosamprénavir calcique),fosamprénavir,fosamprénavir (fosamprénavir calcique)
Y,,FOSAPREPITANT (FOSAPREPITANT DIMEGLUMINE),fosaprepitant,FALSE,fosaprepitant (fosaprepitant dimeglumine),Released,,716,Fosaprépitant (Fosaprépitant diméglumine),fosaprépitant,fosaprépitant (fosaprépitant diméglumine)
Y,,FOSFOMYCIN (FOSFOMYCIN TROMETHAMINE),fosfomycin,FALSE,fosfomycin (fosfomycin tromethamine),Released,,717,Fosfomycine (Trométhamine de fosfomycine),fosfomycine,fosfomycine (trométhamine de fosfomycine)
