drug_code,unit_of_presentation,uop_size,uop_unit_of_measure,calculation,uop_size_insert,DIN,Product_and_Company_Name,X,index_num,unit_of_presentation_fr
87637,vial,4,mL,Y,N,2390981,TOPOTECAN INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
88140,vial,1,mL,Y,N,2396378,TOPOTECAN HYDROCHLORIDE FOR INJECTION ACCORD HEALTHCARE INC,,1,fiole
88140,vial,4,mL,Y,N,2396378,TOPOTECAN HYDROCHLORIDE FOR INJECTION ACCORD HEALTHCARE INC,,1,fiole
18371,ampoule,5,mL,Y,N,2064413,CYKLOKAPRON 100 MG/ML PFIZER CANADA INC,,7,ampoule
18371,ampoule,10,mL,Y,N,2064413,CYKLOKAPRON 100 MG/ML PFIZER CANADA INC,,7,ampoule
70531,vial,5,mL,Y,N,2246365,TRANEXAMIC ACID INJECTION BP SANDOZ CANADA INCORPORATED,,1,fiole
70531,vial,10,mL,Y,N,2246365,TRANEXAMIC ACID INJECTION BP SANDOZ CANADA INCORPORATED,,1,fiole
70531,vial,50,mL,N,Y,2246365,TRANEXAMIC ACID INJECTION BP SANDOZ CANADA INCORPORATED,,1,fiole
87251,vial,5,mL,Y,N,2386933,TRANEXAMIC ACID INJECTION BP STERIMAX INC,,1,fiole
87251,vial,10,mL,Y,N,2386933,TRANEXAMIC ACID INJECTION BP STERIMAX INC,,1,fiole
87251,vial,50,mL,N,Y,2386933,TRANEXAMIC ACID INJECTION BP STERIMAX INC,,1,fiole
87801,vial,5,mL,Y,N,2392763,TRANEXAMIC ACID INJECTION OMEGA LABORATORIES LTD,,1,fiole
87801,vial,10,mL,Y,N,2392763,TRANEXAMIC ACID INJECTION OMEGA LABORATORIES LTD,,1,fiole
87801,vial,50,mL,N,Y,2392763,TRANEXAMIC ACID INJECTION OMEGA LABORATORIES LTD,,1,fiole
94449,vial,5,mL,Y,N,2457431,ERFA-TRANEXAMIC ERFA CANADA 2012 INC,,1,fiole
94449,vial,10,mL,Y,N,2457431,ERFA-TRANEXAMIC ERFA CANADA 2012 INC,,1,fiole
94449,vial,50,mL,N,Y,2457431,ERFA-TRANEXAMIC ERFA CANADA 2012 INC,,1,fiole
70735,vial,20,mL,Y,N,2246552,REMODULIN UNITED THERAPEUTICS CORPORATION,,1,fiole
70736,vial,20,mL,Y,N,2246553,REMODULIN UNITED THERAPEUTICS CORPORATION,,1,fiole
70737,vial,20,mL,Y,N,2246554,REMODULIN UNITED THERAPEUTICS CORPORATION,,1,fiole
70738,vial,20,mL,Y,N,2246555,REMODULIN UNITED THERAPEUTICS CORPORATION,,1,fiole
87478,syringe,1,mL,Y,N,2389282,DECAPEPTYL FERRING INC,,4,seringue
76514,syringe,0.5,mL,N,Y,2279525,D.O.R.C. VISION BLUE DUTCH OPHTHALMIC RESEARCH CENTER INTERNATIONAL BV,,4,seringue
80608,syringe,0.5,mL,N,N,2320673,STELARA JANSSEN INC,,4,seringue
80608,vial,0.5,mL,N,N,2320673,STELARA JANSSEN INC,,1,fiole
80609,syringe,1,mL,N,N,2320681,STELARA JANSSEN INC,,4,seringue
94698,vial,26,mL,Y,N,2459671,STELARA JANSSEN INC,,1,fiole
31359,vial,1,mL,Y,N,2139502,VASOPRESSIN INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
72248,vial,2,mL,Y,N,2247938,VASOPRESSIN INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
72248,vial,5,mL,Y,N,2247938,VASOPRESSIN INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
44270,vial,10,mL,Y,N,2183056,VINBLASTINE SULFATE INJECTION PFIZER CANADA INC,,1,fiole
88636,vial,10,mL,Y,N,2401460,VINBLASTINE SULPHATE INJECTION TEVA CANADA LIMITED,,1,fiole
19756,vial,1,mL,Y,N,2143305,VINCRISTINE SULFATE INJECTION TEVA CANADA LIMITED,,1,fiole
19756,vial,2,mL,Y,N,2143305,VINCRISTINE SULFATE INJECTION TEVA CANADA LIMITED,,1,fiole
19756,vial,5,mL,Y,N,2143305,VINCRISTINE SULFATE INJECTION TEVA CANADA LIMITED,,1,fiole
44267,vial,2,mL,Y,N,2183013,VINCRISTINE SULFATE INJECTION USP PFIZER CANADA INC,,1,fiole
44267,vial,5,mL,Y,N,2183013,VINCRISTINE SULFATE INJECTION USP PFIZER CANADA INC,,1,fiole
74301,vial,1,mL,Y,N,2257777,VINORELBINE TARTRATE FOR INJECTION PFIZER CANADA INC,,1,fiole
74301,vial,5,mL,Y,N,2257777,VINORELBINE TARTRATE FOR INJECTION PFIZER CANADA INC,,1,fiole
75143,vial,1,mL,Y,N,2265990,VINORELBINE INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
75143,vial,5,mL,Y,N,2265990,VINORELBINE INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
75669,vial,1,mL,Y,N,2271214,VINORELBINE TARTRATE FOR INJECTION TEVA CANADA LIMITED,,1,fiole
75669,vial,5,mL,Y,N,2271214,VINORELBINE TARTRATE FOR INJECTION TEVA CANADA LIMITED,,1,fiole
91557,vial,1,mL,Y,N,2431130,VINORELBINE INJECTION USP GENERIC MEDICAL PARTNERS INC,,1,fiole
91557,vial,5,mL,Y,N,2431130,VINORELBINE INJECTION USP GENERIC MEDICAL PARTNERS INC,,1,fiole
84117,vial,50,mL,N,Y,2355981,ASCOR L 500 MCGUFF PHARMACEUTICALS INC,,1,fiole
69229,vial,50,mL,N,Y,2245214,VITAMIN C MYLAN PHARMACEUTICALS ULC,,1,fiole
9992,ampoule,2,mL,Y,N,780634,VITAMIN C SANDOZ CANADA INCORPORATED,,7,ampoule
9993,ampoule,0.5,mL,Y,N,781878,VITAMIN K1 INJ 1MG/0.5ML USP SANDOZ CANADA INCORPORATED,,7,ampoule
9994,ampoule,1,mL,Y,N,804312,VITAMIN K1 INJ 10MG/ML USP SANDOZ CANADA INCORPORATED,,7,ampoule
227,vial,10,mL,Y,N,38172,QUELICIN PFIZER CANADA INC,,1,fiole
227,vial,20,mL,Y,N,38172,QUELICIN PFIZER CANADA INC,,1,fiole
2526,vial,10,mL,Y,N,296163,QUELICIN PFIZER CANADA INC,,1,fiole
8042,vial,10,mL,Y,N,727520,HEPARIN LEO 100UNIT/ML LEO PHARMA INC,,1,fiole
67875,applicator,1.5,mL,N,Y,2243933,LEVULAN KERASTICK DUSA PHARMACEUTICALS INC,,12,applicateur
78032,syringe,6,mL,N,Y,2294990,INSTILLAGEL PENDOPHARM DIVISION OF PHARMASCIENCE INC,,4,seringue
78032,syringe,11,mL,N,Y,2294990,INSTILLAGEL PENDOPHARM DIVISION OF PHARMASCIENCE INC,,4,seringue
16225,vial,10,mL,Y,N,2091178,MICRO PLUS 5 CONCENTRATE SANDOZ CANADA INCORPORATED,,1,fiole
5708,vial,5,mL,Y,N,569046,TRACE ELEMENTS INJECTION USP PFIZER CANADA INC,,1,fiole
2744,cartridge,1.8,mL,N,Y,393711,ISOCAINE HCL INJ 2% NOVOCOL PHARMACEUTICAL OF CANADA INC,,2,cartouche
83536,cartridge,1.03,mL,N,N,2350122,SAIZEN EMD SERONO A DIVISION OF EMD INC CANADA,,2,cartouche
83537,cartridge,1.5,mL,Y,N,2350130,SAIZEN EMD SERONO A DIVISION OF EMD INC CANADA,,2,cartouche
83538,cartridge,2.5,mL,Y,N,2350149,SAIZEN EMD SERONO A DIVISION OF EMD INC CANADA,,2,cartouche
97124,vial,5,mL,N,N,2480697,HERCEPTIN SC HOFFMANN-LA ROCHE LIMITED,,1,fiole
95820,vial,1,mL,Y,N,2469413,HYDROMORPHONE HYDROCHLORIDE INJECTION HP 50 STERIMAX INC,,1,fiole
95820,vial,50,mL,N,Y,2469413,HYDROMORPHONE HYDROCHLORIDE INJECTION HP 50 STERIMAX INC,,1,fiole
10492,syringe,2.5,mL,N,N,860786,PREPIDIL GEL PFIZER CANADA INC,,4,seringue
11830,syringe,3,g,N,N,1919679,PROSTIN E2 VAGINAL GEL PFIZER CANADA INC,,4,seringue
11831,syringe,3,g,N,N,1919687,PROSTIN E2 VAGINAL GEL PFIZER CANADA INC,,4,seringue
1214,vial,20,mL,Y,N,224391,KETALAR ERFA CANADA 2012 INC,,1,fiole
1215,vial,10,mL,Y,N,224405,KETALAR ERFA CANADA 2012 INC,,1,fiole
70995,vial,2,mL,Y,N,2246795,KETAMINE HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
70995,vial,20,mL,Y,N,2246795,KETAMINE HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
70996,vial,2,mL,Y,N,2246796,KETAMINE HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
70996,vial,10,mL,Y,N,2246796,KETAMINE HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
77184,vial,15,mL,N,N,2286386,TYSABRI BIOGEN CANADA INC,,1,fiole
49701,vial,10,mL,Y,N,2230592,NEOSTIGMINE OMEGA OMEGA LABORATORIES LTD,,1,fiole
49702,vial,1,mL,Y,N,2230593,NEOSTIGMINE OMEGA OMEGA LABORATORIES LTD,,1,fiole
49702,vial,10,mL,Y,N,2230593,NEOSTIGMINE OMEGA OMEGA LABORATORIES LTD,,1,fiole
87274,vial,5,mL,Y,N,2387166,NEOSTIGMINE OMEGA OMEGA LABORATORIES LTD,,1,fiole
11641,vial,4,mL,Y,N,893285,NOREPINEPHRINE BITARTRATE INJ 1MG/ML USP SANDOZ CANADA INCORPORATED,,1,fiole
65651,ampoule,4,mL,Y,N,2241981,LEVOPHED PFIZER CANADA INC,,7,ampoule
91910,vial,40,mL,Y,N,2434806,GAZYVA HOFFMANN-LA ROCHE LIMITED,,1,fiole
89546,vial,0.2,mL,N,Y,2410818,JETREA THROMBOGENICS NV,,1,fiole
93860,vial,0.3,mL,N,Y,2452154,JETREA THROMBOGENICS NV,,1,fiole
9915,ampoule,1,mL,Y,N,839191,SANDOSTATIN 50MCG/ML NOVARTIS PHARMACEUTICALS CANADA INC,,7,ampoule
9916,ampoule,1,mL,Y,N,839205,SANDOSTATIN 100MCG/ML NOVARTIS PHARMACEUTICALS CANADA INC,,7,ampoule
19627,vial,5,mL,Y,N,2049392,SANDOSTATIN 200MCG/ML NOVARTIS PHARMACEUTICALS CANADA INC,,1,fiole
72996,vial,1,mL,Y,N,2248639,OCTREOTIDE ACETATE OMEGA 50MCG/ML OMEGA LABORATORIES LTD,,1,fiole
72997,vial,1,mL,Y,N,2248640,OCTREOTIDE ACETATE OMEGA 100MCG/ML OMEGA LABORATORIES LTD,,1,fiole
72998,vial,1,mL,Y,N,2248641,OCTREOTIDE ACETATE OMEGA 500MCG/ML OMEGA LABORATORIES LTD,,1,fiole
72999,vial,5,mL,Y,N,2248642,OCTREOTIDE ACETATE OMEGA 200MCG/ML OMEGA LABORATORIES LTD,,1,fiole
89787,syringe,1,mL,Y,N,2413191,OCPHYL PENDOPHARM DIVISION OF PHARMASCIENCE INC,,4,seringue
78161,vial,10,mL,Y,N,2296284,ELOXATIN SANOFI-AVENTIS CANADA INC,,1,fiole
91937,vial,10,mL,Y,N,2435071,OXALIPLATIN INJECTION TEVA CANADA LIMITED,,1,fiole
91937,vial,20,mL,Y,N,2435071,OXALIPLATIN INJECTION TEVA CANADA LIMITED,,1,fiole
91937,vial,40,mL,Y,N,2435071,OXALIPLATIN INJECTION TEVA CANADA LIMITED,,1,fiole
92050,vial,10,mL,Y,N,2436167,OXALIPLATIN INJECTION ACCORD HEALTHCARE INC,,1,fiole
92050,vial,20,mL,Y,N,2436167,OXALIPLATIN INJECTION ACCORD HEALTHCARE INC,,1,fiole
92050,vial,40,mL,Y,N,2436167,OXALIPLATIN INJECTION ACCORD HEALTHCARE INC,,1,fiole
92127,vial,10,mL,Y,N,2436957,OXALIPLATIN INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
92127,vial,20,mL,Y,N,2436957,OXALIPLATIN INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
92127,vial,30,mL,Y,N,2436957,OXALIPLATIN INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
92127,vial,40,mL,Y,N,2436957,OXALIPLATIN INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
92996,vial,10,mL,Y,N,2444763,OXALIPLATIN PFIZER CANADA INC,,1,fiole
92996,vial,20,mL,Y,N,2444763,OXALIPLATIN PFIZER CANADA INC,,1,fiole
92996,vial,40,mL,Y,N,2444763,OXALIPLATIN PFIZER CANADA INC,,1,fiole
4293,ampoule,1,mL,Y,N,497398,OXYTOCIN INJECTION USP PFIZER CANADA INC,,7,ampoule
4293,ampoule,5,mL,Y,N,497398,OXYTOCIN INJECTION USP PFIZER CANADA INC,,7,ampoule
31361,vial,1,mL,Y,N,2139561,OXYTOCIN INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
31361,vial,10,mL,Y,N,2139561,OXYTOCIN INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
160,vial,2,mL,N,N,9881,PAPAVERINE HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
92274,vial,1,mL,Y,N,2438364,SYNAGIS ABBVIE CORPORATION,,1,fiole
92275,vial,0.5,mL,N,N,2438372,SYNAGIS ABBVIE CORPORATION,,1,fiole
79412,vial,5,mL,N,N,2308487,VECTIBIX AMGEN CANADA INC,,1,fiole
79414,vial,20,mL,N,N,2308509,VECTIBIX AMGEN CANADA INC,,1,fiole
89797,ampoule,1,mL,Y,N,2413299,SIGNIFOR NOVARTIS PHARMACEUTICALS CANADA INC,,7,ampoule
89798,ampoule,1,mL,Y,N,2413302,SIGNIFOR NOVARTIS PHARMACEUTICALS CANADA INC,,7,ampoule
89799,ampoule,1,mL,Y,N,2413310,SIGNIFOR NOVARTIS PHARMACEUTICALS CANADA INC,,7,ampoule
94965,vial,5,mL,Y,N,2461900,ONCASPAR SHIRE PHARMA CANADA ULC,,1,fiole
73463,syringe,0.6,mL,Y,N,2249790,NEULASTA AMGEN CANADA INC,,4,seringue
94388,vial,4,mL,Y,N,2456869,KEYTRUDA MERCK CANADA INC,,1,fiole
88984,vial,14,mL,N,N,2405016,PERJETA HOFFMANN-LA ROCHE LIMITED,,1,fiole
78939,ampoule,1,mL,Y,N,2304082,PHENOBARBITAL SODIUM INJECTION USP SANDOZ CANADA INCORPORATED,,7,ampoule
78940,ampoule,1,mL,Y,N,2304090,PHENOBARBITAL SODIUM INJECTION USP SANDOZ CANADA INCORPORATED,,7,ampoule
67670,vial,1,mL,Y,N,2243737,PHENTOLAMINE MESYLATE INJECTION SANDOZ STANDARD SANDOZ CANADA INCORPORATED,,1,fiole
86284,vial,1.2,mL,Y,N,2377225,MOZOBIL SANOFI-AVENTIS CANADA INC,,1,fiole
65204,vial,1.5,mL,Y,N,2241551,CUROSURF CHIESI FARMACEUTICI S.P.A.,,1,fiole
65204,vial,3,mL,Y,N,2241551,CUROSURF CHIESI FARMACEUTICI S.P.A.,,1,fiole
68347,vial,50,mL,Y,N,2244379,PMS-PROPOFOL PHARMASCIENCE INC,,1,fiole
68347,vial,100,mL,Y,N,2244379,PMS-PROPOFOL PHARMASCIENCE INC,,1,fiole
68347,ampoule,20,mL,Y,N,2244379,PMS-PROPOFOL PHARMASCIENCE INC,,7,ampoule
92203,vial,20,mL,Y,N,2437643,PROPOFOL INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
92203,vial,50,mL,Y,N,2437643,PROPOFOL INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
92203,vial,100,mL,Y,N,2437643,PROPOFOL INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
92233,vial,20,mL,Y,N,2437961,ACT PROPOFOL ACTAVIS PHARMA COMPANY,,1,fiole
92233,vial,50,mL,Y,N,2437961,ACT PROPOFOL ACTAVIS PHARMA COMPANY,,1,fiole
92233,vial,100,mL,Y,N,2437961,ACT PROPOFOL ACTAVIS PHARMA COMPANY,,1,fiole
95676,vial,20,mL,Y,N,2468336,PROPOFOL BAXTER CORPORATION,,1,fiole
95676,vial,50,mL,Y,N,2468336,PROPOFOL BAXTER CORPORATION,,1,fiole
95676,vial,100,mL,Y,N,2468336,PROPOFOL BAXTER CORPORATION,,1,fiole
19443,vial,5,mL,Y,N,2139537,PROTAMINE SULFATE INJECTION USP FRESENIUS KABI CANADA LTD,,1,fiole
19443,vial,25,mL,Y,N,2139537,PROTAMINE SULFATE INJECTION USP FRESENIUS KABI CANADA LTD,,1,fiole
51049,vial,5,mL,Y,N,2231674,PROTAMINE SULFATE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
51049,vial,25,mL,Y,N,2231674,PROTAMINE SULFATE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
10526,vial,10,mL,Y,N,453811,HEPARIN LEO INJ 1000UNIT/ML LEO PHARMA INC,,1,fiole
43006,vial,2,mL,Y,N,2205963,DEXIRON LUITPOLD PHARMACEUTICALS INC,,1,fiole
67648,vial,5,mL,Y,N,2243716,VENOFER LUITPOLD PHARMACEUTICALS INC,,1,fiole
67236,vial,5,mL,Y,N,2243333,FERRLECIT SANOFI-AVENTIS CANADA INC,,1,fiole
3088,vial,10,mL,Y,N,392618,MAGNESIUM SULFATE INJ 20% USP SANDOZ CANADA INCORPORATED,,1,fiole
19701,vial,10,mL,Y,N,2139499,MAGNESIUM SULFATE INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
19701,vial,50,mL,N,Y,2139499,MAGNESIUM SULFATE INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
95963,ampoule,1,mL,Y,N,2470632,TRIAMCINOLONE HEXACETONIDE INJECTABLE SUSPENSION MEDEXUS INC,,7,ampoule
93939,vial,5,mL,Y,N,2452995,BRIVLERA UCB CANADA INC,,1,fiole
96526,ampoule,1,mL,Y,N,2474980,MORPHINE SULFATE INJECTION BP STERIMAX,,7,ampoule
96302,syringe,1.5,mL,N,N,2473623,SILIQ VALEANT CANADA LP/VALEANT CANADA S.E.C.,,4,seringue
96392,vial,5,mL,N,N,2473925,MAR-CIDOFOVIR MARCAN PHARMACEUTICALS INC,,1,fiole
97159,vial,2,mL,N,N,2480948,TAKHZYRO SHIRE PHARMA CANADA ULC,,1,fiole
18903,vial,5,mL,Y,N,2144344,CARNITOR LEADIANT BIOSCIENCES INC,,,fiole
69230,vial,30,mL,Y,N,2245215,PYRIDOXINE HYDROCHLORIDE INJECTION USP MYLAN PHARMACEUTICALS ULC,,,fiole
89357,vial,10,mL,Y,N,2408813,CISATRACURIUM OMEGA MULTIDOSE OMEGA LABORATORIES LTD,,,fiole
91035,vial,10,mL,Y,N,2425718,CISATRACURIUM BESYLATE INJECTION PFIZER CANADA ULC,,,fiole
10015,vial,10,mL,Y,N,12882,FLUOROURACIL INJECTION SANDOZ CANADA INCORPORATED,,,fiole
10015,vial,100,mL,N,Y,12882,FLUOROURACIL INJECTION SANDOZ CANADA INCORPORATED,,,fiole
42841,vial,100,mL,N,Y,2182742,FLUOROURACIL INJECTION USP PFIZER CANADA ULC,,,fiole
89810,vial,100,mL,N,Y,2413450,FLUOROURACIL INJECTION USP ACCORD HEALTHCARE INC,,,fiole
93552,vial,10,mL,Y,N,2449692,TARO-OXALIPLATIN TARO PHARMACEUTICALS INC,,,fiole
93552,vial,20,mL,Y,N,2449692,TARO-OXALIPLATIN TARO PHARMACEUTICALS INC,,,fiole
93552,vial,40,mL,Y,N,2449692,TARO-OXALIPLATIN TARO PHARMACEUTICALS INC,,,fiole
92374,ampoule,10,mL,Y,N,2439379,ROPIVACAINE HYDROCHLORIDE INJECTION USP FRESENIUS KABI CANADA LTD,,,ampoule
92374,ampoule,20,mL,Y,N,2439379,ROPIVACAINE HYDROCHLORIDE INJECTION USP FRESENIUS KABI CANADA LTD,,,ampoule
92374,bag,100,mL,Y,N,2439379,ROPIVACAINE HYDROCHLORIDE INJECTION USP FRESENIUS KABI CANADA LTD,,,bag
92374,bag,200,mL,Y,N,2439379,ROPIVACAINE HYDROCHLORIDE INJECTION USP FRESENIUS KABI CANADA LTD,,,bag
50032,vial,1,mL,Y,N,2230770,METHYLENE BLUE INJECTION USP OMEGA LABORATORIES LTD,,,fiole
50032,vial,5,mL,Y,N,2230770,METHYLENE BLUE INJECTION USP OMEGA LABORATORIES LTD,,,fiole
91597,ampoule,5,mL,Y,N,2431548,METHYLENE BLUE INJECTION TELIGENT OU,,,ampoule
69524,vial,3,mL,Y,N,2245464,BLES BLES BIOCHEMICALS INC,,,fiole
69524,vial,4,mL,Y,N,2245464,BLES BLES BIOCHEMICALS INC,,,fiole
69524,vial,5,mL,Y,N,2245464,BLES BLES BIOCHEMICALS INC,,,fiole
14476,vial,20,mL,Y,N,2018950,DIPRIVAN 1% ASPEN PHARMACARE CANADA INC.,,,fiole
14476,vial,50,mL,Y,N,2018950,DIPRIVAN 1% ASPEN PHARMACARE CANADA INC.,,,fiole
14476,vial,100,mL,Y,N,2018950,DIPRIVAN 1% ASPEN PHARMACARE CANADA INC.,,,fiole
87223,vial,100,mL,Y,N,2386666,SEACALPHYX SEAFORD PHARMACEUTICALS INC,,,fiole
91283,vial,50,mL,Y,N,2428393,SODIUM THIOSULFATE INJECTION USP HOPE PHARMACEUTICALS LTD,,,fiole
4432,ampoule,1,mL,Y,N,521515,VITAMIN B12 SANDOZ CANADA INCORPORATED,,,ampoule
4432,vial,10,mL,Y,N,521515,VITAMIN B12 SANDOZ CANADA INCORPORATED,,,fiole
4432,vial,30,mL,Y,N,521515,VITAMIN B12 SANDOZ CANADA INCORPORATED,,,fiole
13324,vial,10,mL,Y,N,1987003,CYANOCOBALAMIN INJECTION USP STERIMAX INC,,,fiole
13324,vial,30,mL,Y,N,1987003,CYANOCOBALAMIN INJECTION USP STERIMAX INC,,,fiole
65140,ampoule,1,mL,Y,N,2241500,VITAMIN B12 SANDOZ CANADA INCORPORATED,,,ampoule
89842,vial,10,mL,Y,N,2413795,CYANOCOBALAMIN INJECTION USP MYLAN PHARMACEUTICALS ULC,,,fiole
89842,vial,30,mL,Y,N,2413795,CYANOCOBALAMIN INJECTION USP MYLAN PHARMACEUTICALS ULC,,,fiole
90475,vial,10,mL,Y,N,2420147,JAMP-CYANOCOBALAMIN JAMP PHARMA CORPORATION,,,fiole
90475,vial,30,mL,Y,N,2420147,JAMP-CYANOCOBALAMIN JAMP PHARMA CORPORATION,,,fiole
95136,ampoule,1,mL,Y,N,2463393,CYANOCOBALAMIN INJECTION USP TELIGENT OU,,,ampoule
81048,cartridge,1.5,mL,N,N,2325063,OMNITROPE SANDOZ CANADA INCORPORATED,,,cartouche
81049,cartridge,1.5,mL,N,N,2325071,OMNITROPE SANDOZ CANADA INCORPORATED,,,cartouche
82048,pen,1.5,mL,N,N,2334852,NORDITROPIN NORDIFLEX NOVO NORDISK CANADA INC,,,stylo
82049,pen,1.5,mL,N,N,2334860,NORDITROPIN NORDIFLEX NOVO NORDISK CANADA INC,,,stylo
82050,pen,1.5,mL,N,N,2334879,NORDITROPIN NORDIFLEX NOVO NORDISK CANADA INC,,,stylo
86186,pen,2,mL,N,N,2376393,NUTROPIN AQ NUSPIN 10 HOFFMANN-LA ROCHE LIMITED,,,stylo
88398,pen,2,mL,N,N,2399083,NUTROPIN AQ NUSPIN 20 HOFFMANN-LA ROCHE LIMITED,,,stylo
88400,pen,2,mL,N,N,2399091,NUTROPIN AQ NUSPIN 5 HOFFMANN-LA ROCHE LIMITED,,,stylo
94695,cartridge,1.5,mL,N,N,2459647,OMNITROPE SANDOZ CANADA INCORPORATED,,,cartouche
97029,syringe,1,mL,Y,N,2479613,AIMOVIG NOVARTIS PHARMACEUTICALS CANADA INC,,,seringue
96866,vial,1,mL,Y,N,2477777,MONOFERRIC PHARMACOSMOS A/S,,,fiole
96866,vial,5,mL,Y,N,2477777,MONOFERRIC PHARMACOSMOS A/S,,,fiole
96866,vial,10,mL,Y,N,2477777,MONOFERRIC PHARMACOSMOS A/S,,,fiole
1740,bag,500,mL,N,Y,38016,MANNITOL INJECTION USP ICU MEDICAL CANADA INC,,,bag
1181,vial,50,mL,N,Y,38024,MANNITOL INJECTION USP PFIZER CANADA ULC,,,fiole
10517,bag,1000,mL,N,Y,60410,OSMITROL 10% INJ USP BAXTER CORPORATION,,,bag
10516,bag,500,mL,N,Y,60437,OSMITROL 20% INJ USP BAXTER CORPORATION,,,bag
15491,bottle,2000,mL,N,Y,1963953,RESECTISOL (5% MANNITOL IRRIGATION) B. BRAUN MEDICAL INC,,,bouteille
67055,vial,50,mL,N,Y,2243176,MANNITOL INJECTION FRESENIUS KABI CANADA LTD,,,fiole
3823,bag,3000,mL,N,Y,498807,SORBITOL MANNITOL IRRIGATION ICU MEDICAL CANADA INC,,,bag
9829,bag,3000,mL,N,Y,799963,CYSTOSOL W 3% HEXITOLS BAXTER CORPORATION,,,bag
95899,vial,10,mL,Y,N,2470047,MILRINONE LACTATE INJECTION AURO PHARMA INC,,,fiole
95899,vial,20,mL,Y,N,2470047,MILRINONE LACTATE INJECTION AURO PHARMA INC,,,fiole
94743,syringe,5,mL,Y,N,2460130,TEVA-FULVESTRANT INJECTION SINGLE USE PRE-FILLED SYRINGE TEVA CANADA LIMITED,,,seringue
95633,vial,2,mL,Y,N,2467976,DEXMEDETOMIDINE HYDROCHLORIDE FOR INJECTION SINGLE-USE MDA INC,,,fiole
95863,vial,5,mL,Y,N,2469774,ROCURONIUM BROMIDE INJECTION MDA INC,,,fiole
55838,ampoule,5,mL,Y,N,2234470,ATGAM PFIZER CANADA ULC,,,ampoule
97398,syringe,5,mL,Y,N,2483610,FULVESTRANT INJECTION SANDOZ CANADA INCORPORATED,,,seringue
96212,vial,5,mL,N,N,2472805,ZOLEDRONIC ACID FOR INJECTION MARCAN PHARMACEUTICALS INC,,,fiole
65586,vial,20,mL,N,N,2241916,MARCAINE E PFIZER CANADA ULC,,,fiole
16162,vial,20,mL,Y,N,1976184,SENSORCAINE WITH EPINEPHRINE ASPEN PHARMACARE CANADA INC.,,,fiole
16163,vial,20,mL,Y,N,1976206,SENSORCAINE WITH EPINEPHRINE ASPEN PHARMACARE CANADA INC.,,,fiole
65585,vial,20,mL,N,N,2241915,MARCAINE E PFIZER CANADA ULC,,,fiole
90632,cartridge,1.7,mL,N,N,2421666,ORAVERSE SEPTODONT,,,cartouche
96479,syringe,0.6,mL,N,N,2474565,LAPELGA APOTEX INC,,,seringue
97163,vial,2,mL,N,N,2481073,AMIKACIN SULFATE INJECTION USP MARCAN PHARMACEUTICALS INC,,,fiole
97376,syringe,0.9,mL,N,N,2483327,ACTEMRA HOFFMANN-LA ROCHE LIMITED,,,seringue
95553,vial,10,mL,N,N,2467135,ONIVYDE SERVIER CANADA INC,,,fiole
80560,vial,5,mL,Y,N,2320150,PACLITAXEL INJECTION USP SANDOZ CANADA INCORPORATED,,,fiole
80560,vial,25,mL,Y,N,2320150,PACLITAXEL INJECTION USP SANDOZ CANADA INCORPORATED,,,fiole
80560,vial,50,mL,N,Y,2320150,PACLITAXEL INJECTION USP SANDOZ CANADA INCORPORATED,,,fiole
80560,vial,100,mL,N,Y,2320150,PACLITAXEL INJECTION USP SANDOZ CANADA INCORPORATED,,,fiole
87681,vial,5,mL,Y,N,2391465,PACLITAXEL INJECTION USP ACCORD HEALTHCARE INC,,,fiole
87681,vial,50,mL,N,Y,2391465,PACLITAXEL INJECTION USP ACCORD HEALTHCARE INC,,,fiole
68340,vial,5,mL,Y,N,2244372,PACLITAXEL FOR INJECTION BIOLYSE PHARMA CORPORATION,,,fiole
68340,vial,25,mL,Y,N,2244372,PACLITAXEL FOR INJECTION BIOLYSE PHARMA CORPORATION,,,fiole
