"","ccdd","top250name","dpd_ingredient","ing_stem","hydrate","ntp_ing"
"1047","Y","MINOCYCLINE","MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE)","MINOCYCLINE",FALSE,"MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE)"
"1048","","","MINOXIDIL","MINOXIDIL",FALSE,"MINOXIDIL"
"1049","Y","MIRTAZAPINE","MIRTAZAPINE","MIRTAZAPINE",FALSE,"MIRTAZAPINE"
"1050","Y","MISOPROSTOL","MISOPROSTOL","MISOPROSTOL",FALSE,"MISOPROSTOL"
"1051","","","MITOMYCIN","MITOMYCIN",FALSE,"MITOMYCIN"
"1052","","","MITOTANE","MITOTANE",FALSE,"MITOTANE"
"1053","","","MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)","MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)",FALSE,"MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)"
"1054","","","MOCLOBEMIDE","MOCLOBEMIDE",FALSE,"MOCLOBEMIDE"
"1055","","","MODAFINIL","MODAFINIL",FALSE,"MODAFINIL"
"1056","","","MODIFIED RAGWEED TYROSINE ADSORBATE","MODIFIED RAGWEED TYROSINE ADSORBATE",FALSE,"MODIFIED RAGWEED TYROSINE ADSORBATE"
"1057","Y","MOMETASONE","MOMETASONE FUROATE","MOMETASONE",FALSE,"MOMETASONE FUROATE"
"1058","Y","MOMETASONE","MOMETASONE FUROATE (MOMETASONE FUROATE MONOHYDRATE)","MOMETASONE",TRUE,"MOMETASONE FUROATE (MOMETASONE FUROATE MONOHYDRATE)"
"1059","Y","MONTELUKAST","MONTELUKAST (MONTELUKAST SODIUM)","MONTELUKAST",FALSE,"MONTELUKAST (MONTELUKAST SODIUM)"
"1060","","","MOROCTOCOG ALFA","MOROCTOCOG ALFA",FALSE,"MOROCTOCOG ALFA"
"1061","Y","MORPHINE","MORPHINE HYDROCHLORIDE","MORPHINE",FALSE,"MORPHINE HYDROCHLORIDE"
"1062","Y","MORPHINE","MORPHINE SULFATE","MORPHINE",FALSE,"MORPHINE SULFATE"
"1063","Y","MOXIFLOXACIN","MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE)","MOXIFLOXACIN",FALSE,"MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE)"
"1064","","","MUMPS VIRUS VACCINE LIVE ATTENUATED (JERYL LYNN STRAIN)","MUMPS VIRUS VACCINE LIVE ATTENUATED (JERYL LYNN STRAIN)",FALSE,"MUMPS VIRUS VACCINE LIVE ATTENUATED (JERYL LYNN STRAIN)"
"1065","","","MUPIROCIN","MUPIROCIN",FALSE,"MUPIROCIN"
"1066","","","MUPIROCIN (MUPIROCIN CALCIUM DIHYDRATE)","MUPIROCIN (MUPIROCIN CALCIUM DIHYDRATE)",TRUE,"MUPIROCIN (MUPIROCIN CALCIUM DIHYDRATE)"
"1067","","","MYCOPHENOLATE MOFETIL","MYCOPHENOLATE MOFETIL",FALSE,"MYCOPHENOLATE MOFETIL"
"1068","","","MYCOPHENOLATE MOFETIL (MYCOPHENOLATE MOFETIL HYDROCHLORIDE)","MYCOPHENOLATE MOFETIL (MYCOPHENOLATE MOFETIL HYDROCHLORIDE)",FALSE,"MYCOPHENOLATE MOFETIL (MYCOPHENOLATE MOFETIL HYDROCHLORIDE)"
"1069","","","MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)","MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)",FALSE,"MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)"
"1070","","","MYROXYLON BALSAMUM","MYROXYLON BALSAMUM",FALSE,"MYROXYLON BALSAMUM"
"1071","","","Mirabegron","Mirabegron",FALSE,"Mirabegron"
"1072","","","Modified Vaccinia Virus (Ankara-Bavarian Nordic)","Modified Vaccinia Virus (Ankara-Bavarian Nordic)",FALSE,"Modified Vaccinia Virus (Ankara-Bavarian Nordic)"
"1073","","","N-ACETYL-L-TYROSINE","N-ACETYL-L-TYROSINE",FALSE,"N-ACETYL-L-TYROSINE"
"1074","","","NABILONE","NABILONE",FALSE,"NABILONE"
"1075","","","NABUMETONE","NABUMETONE",FALSE,"NABUMETONE"
"1076","","","NADOLOL","NADOLOL",FALSE,"NADOLOL"
"1077","","","NAFARELIN (NAFARELIN ACETATE)","NAFARELIN (NAFARELIN ACETATE)",FALSE,"NAFARELIN (NAFARELIN ACETATE)"
"1078","","","NALBUPHINE HYDROCHLORIDE","NALBUPHINE",FALSE,"NALBUPHINE HYDROCHLORIDE"
"1079","Y","NALOXONE","NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE)","NALOXONE",TRUE,"NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE)"
"1080","Y","NALOXONE","NALOXONE HYDROCHLORIDE","NALOXONE",FALSE,"NALOXONE HYDROCHLORIDE"
"1081","Y","NALOXONE","NALOXONE HYDROCHLORIDE (NALOXONE HYDROCHLORIDE DIHYDRATE)","NALOXONE",TRUE,"NALOXONE HYDROCHLORIDE (NALOXONE HYDROCHLORIDE DIHYDRATE)"
"1082","","","NALTREXONE HYDROCHLORIDE","NALTREXONE HYDROCHLORIDE",FALSE,"NALTREXONE HYDROCHLORIDE"
"1083","","","NAPHAZOLINE HYDROCHLORIDE","NAPHAZOLINE HYDROCHLORIDE",FALSE,"NAPHAZOLINE HYDROCHLORIDE"
"1084","","","NAPHAZOLINE NITRATE","NAPHAZOLINE NITRATE",FALSE,"NAPHAZOLINE NITRATE"
"1085","Y","NAPROXEN","NAPROXEN","NAPROXEN",FALSE,"NAPROXEN"
"1086","Y","NAPROXEN","NAPROXEN SODIUM","NAPROXEN",FALSE,"NAPROXEN SODIUM"
"1087","","","NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE)","NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE)",FALSE,"NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE)"
"1088","","","NATALIZUMAB","NATALIZUMAB",FALSE,"NATALIZUMAB"
"1089","","","NEDOCROMIL SODIUM","NEDOCROMIL SODIUM",FALSE,"NEDOCROMIL SODIUM"
"1090","","","NELARABINE","NELARABINE",FALSE,"NELARABINE"
"1091","","","NELFINAVIR (NELFINAVIR MESYLATE)","NELFINAVIR (NELFINAVIR MESYLATE)",FALSE,"NELFINAVIR (NELFINAVIR MESYLATE)"
"1092","","","NEOMYCIN (NEOMYCIN SULFATE)","NEOMYCIN (NEOMYCIN SULFATE)",FALSE,"NEOMYCIN (NEOMYCIN SULFATE)"
"1093","","","NEOMYCIN SULFATE","NEOMYCIN SULFATE",FALSE,"NEOMYCIN SULFATE"
"1094","","","NEON","NEON",FALSE,"NEON"
"1095","","","NEOSTIGMINE BROMIDE","NEOSTIGMINE BROMIDE",FALSE,"NEOSTIGMINE BROMIDE"
"1096","","","NEOSTIGMINE METHYLSULFATE","NEOSTIGMINE METHYLSULFATE",FALSE,"NEOSTIGMINE METHYLSULFATE"
"1097","","","NEVIRAPINE","NEVIRAPINE",FALSE,"NEVIRAPINE"
"1098","","","NICOTINAMIDE","NICOTINAMIDE",FALSE,"NICOTINAMIDE"
"1099","","","NICOTINIC ACID","NICOTINIC ACID",FALSE,"NICOTINIC ACID"
"1100","Y","NIFEDIPINE","NIFEDIPINE","NIFEDIPINE",FALSE,"NIFEDIPINE"
"1101","","","NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)","NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)",TRUE,"NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)"
"1102","","","NILUTAMIDE","NILUTAMIDE",FALSE,"NILUTAMIDE"
"1103","","","NIMODIPINE","NIMODIPINE",FALSE,"NIMODIPINE"
"1104","","","NINTEDANIB (NINTEDANIB ESILATE)","NINTEDANIB (NINTEDANIB ESILATE)",FALSE,"NINTEDANIB (NINTEDANIB ESILATE)"
"1105","","","NITISINONE","NITISINONE",FALSE,"NITISINONE"
"1106","","","NITRAZEPAM","NITRAZEPAM",FALSE,"NITRAZEPAM"
"1107","","","NITRIC OXIDE","NITRIC OXIDE",FALSE,"NITRIC OXIDE"
"1108","Y","NITROFURANTOIN","NITROFURANTOIN","NITROFURANTOIN",FALSE,"NITROFURANTOIN"
"1109","","","NITROGEN","NITROGEN",FALSE,"NITROGEN"
"1110","Y","NITROGLYCERIN","NITROGLYCERIN","NITROGLYCERIN",FALSE,"NITROGLYCERIN"
"1111","","","NITROUS OXIDE","NITROUS OXIDE",FALSE,"NITROUS OXIDE"
"1112","","","NIVOLUMAB","NIVOLUMAB",FALSE,"NIVOLUMAB"
"1113","","","NIZATIDINE","NIZATIDINE",FALSE,"NIZATIDINE"
"1114","","","NON POLLEN","NON POLLEN",FALSE,"NON POLLEN"
"1115","Y","NORELGESTROMIN","NORELGESTROMIN","NORELGESTROMIN",FALSE,"NORELGESTROMIN"
"1116","","","NOREPINEPHRINE (NOREPINEPHRINE BITARTRATE)","NOREPINEPHRINE (NOREPINEPHRINE BITARTRATE)",FALSE,"NOREPINEPHRINE (NOREPINEPHRINE BITARTRATE)"
"1117","Y","NORETHINDRONE","NORETHINDRONE","NORETHINDRONE",FALSE,"NORETHINDRONE"
"1118","Y","NORETHINDRONE","NORETHINDRONE ACETATE","NORETHINDRONE",FALSE,"NORETHINDRONE ACETATE"
"1119","","","NORFLOXACIN","NORFLOXACIN",FALSE,"NORFLOXACIN"
"1120","Y","NORGESTIMATE","NORGESTIMATE","NORGESTIMATE",FALSE,"NORGESTIMATE"
"1121","","","NORMETHADONE HYDROCHLORIDE","NORMETHADONE HYDROCHLORIDE",FALSE,"NORMETHADONE HYDROCHLORIDE"
"1122","Y","NORTRIPTYLINE","NORTRIPTYLINE (NORTRIPTYLINE HYDROCHLORIDE)","NORTRIPTYLINE",FALSE,"NORTRIPTYLINE (NORTRIPTYLINE HYDROCHLORIDE)"
"1123","","","NYLIDRIN HYDROCHLORIDE","NYLIDRIN HYDROCHLORIDE",FALSE,"NYLIDRIN HYDROCHLORIDE"
"1124","Y","NYSTATIN","NYSTATIN","NYSTATIN",FALSE,"NYSTATIN"
"1125","","","Naloxegol (Naloxegol oxalate)","Naloxegol (Naloxegol oxalate)",FALSE,"Naloxegol (Naloxegol oxalate)"
"1126","","","Nebivolol (Nebivolol Hydrochloride)","Nebivolol (Nebivolol Hydrochloride)",FALSE,"Nebivolol (Nebivolol Hydrochloride)"
"1127","","","Nonacog Gamma","Nonacog Gamma",FALSE,"Nonacog Gamma"
"1128","","","OBETICHOLIC ACID","OBETICHOLIC ACID",FALSE,"OBETICHOLIC ACID"
"1129","","","OCRIPLASMIN","OCRIPLASMIN",FALSE,"OCRIPLASMIN"
"1130","","","OCTINOXATE","OCTINOXATE",FALSE,"OCTINOXATE"
"1131","","","OCTISALATE","OCTISALATE",FALSE,"OCTISALATE"
"1132","","","OCTOCRYLENE","OCTOCRYLENE",FALSE,"OCTOCRYLENE"
"1133","","","OCTREOTIDE (OCTREOTIDE ACETATE)","OCTREOTIDE (OCTREOTIDE ACETATE)",FALSE,"OCTREOTIDE (OCTREOTIDE ACETATE)"
"1134","","","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE",FALSE,"OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE"
"1135","","","OFLOXACIN","OFLOXACIN",FALSE,"OFLOXACIN"
"1136","","","OIL OF TURPENTINE","OIL OF TURPENTINE",FALSE,"OIL OF TURPENTINE"
"1137","Y","OLANZAPINE","OLANZAPINE","OLANZAPINE",FALSE,"OLANZAPINE"
"1138","Y","OLANZAPINE","OLANZAPINE (OLANZAPINE TARTRATE)","OLANZAPINE",FALSE,"OLANZAPINE (OLANZAPINE TARTRATE)"
"1139","","","OLAPARIB","OLAPARIB",FALSE,"OLAPARIB"
"1140","","","OLIVE OIL","OLIVE OIL",FALSE,"OLIVE OIL"
"1141","Y","OLMESARTAN MEDOXOMIL","OLMESARTAN MEDOXOMIL","OLMESARTAN",FALSE,"OLMESARTAN MEDOXOMIL"
"1142","Y","OLOPATADINE","OLOPATADINE (OLOPATADINE HYDROCHLORIDE)","OLOPATADINE",FALSE,"OLOPATADINE (OLOPATADINE HYDROCHLORIDE)"
"1143","","","OLSALAZINE SODIUM","OLSALAZINE SODIUM",FALSE,"OLSALAZINE SODIUM"
"1144","","","OMALIZUMAB","OMALIZUMAB",FALSE,"OMALIZUMAB"
"1145","Y","OMEPRAZOLE","OMEPRAZOLE","OMEPRAZOLE",FALSE,"OMEPRAZOLE"
"1146","Y","OMEPRAZOLE","OMEPRAZOLE (OMEPRAZOLE MAGNESIUM)","OMEPRAZOLE",FALSE,"OMEPRAZOLE (OMEPRAZOLE MAGNESIUM)"
"1147","","","ONDANSETRON","ONDANSETRON",FALSE,"ONDANSETRON"
"1148","","","ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)",TRUE,"ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)"
"1149","","","ONDANSETRON (ONDANSETRON HYDROCHLORIDE)","ONDANSETRON (ONDANSETRON HYDROCHLORIDE)",FALSE,"ONDANSETRON (ONDANSETRON HYDROCHLORIDE)"
"1150","","","OPIUM","OPIUM",FALSE,"OPIUM"
"1151","","","ORCIPRENALINE SULFATE","ORCIPRENALINE SULFATE",FALSE,"ORCIPRENALINE SULFATE"
"1152","","","ORLISTAT","ORLISTAT",FALSE,"ORLISTAT"
"1153","","","ORPHENADRINE CITRATE","ORPHENADRINE CITRATE",FALSE,"ORPHENADRINE CITRATE"
"1154","","","OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)","OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)",FALSE,"OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)"
"1155","","","OSIMERTINIB (OSIMERTINIB MESYLATE)","OSIMERTINIB (OSIMERTINIB MESYLATE)",FALSE,"OSIMERTINIB (OSIMERTINIB MESYLATE)"
"1156","","","OXALIPLATIN","OXALIPLATIN",FALSE,"OXALIPLATIN"
"1157","","","OXAPROZIN","OXAPROZIN",FALSE,"OXAPROZIN"
"1158","Y","OXAZEPAM","OXAZEPAM","OXAZEPAM",FALSE,"OXAZEPAM"
"1159","","","OXCARBAZEPINE","OXCARBAZEPINE",FALSE,"OXCARBAZEPINE"
"1160","","","OXETACAINE","OXETACAINE",FALSE,"OXETACAINE"
"1161","","","OXTRIPHYLLINE","OXTRIPHYLLINE",FALSE,"OXTRIPHYLLINE"
"1162","","","OXYBENZONE","OXYBENZONE",FALSE,"OXYBENZONE"
"1163","Y","OXYBUTYNIN","OXYBUTYNIN CHLORIDE","OXYBUTYNIN",FALSE,"OXYBUTYNIN CHLORIDE"
"1164","Y","OXYCODONE","OXYCODONE HYDROCHLORIDE","OXYCODONE",FALSE,"OXYCODONE HYDROCHLORIDE"
"1165","","","OXYGEN","OXYGEN",FALSE,"OXYGEN"
"1166","","","OXYMETAZOLINE HYDROCHLORIDE","OXYMETAZOLINE HYDROCHLORIDE",FALSE,"OXYMETAZOLINE HYDROCHLORIDE"
"1167","","","OXYQUINOLINE SULFATE","OXYQUINOLINE SULFATE",FALSE,"OXYQUINOLINE SULFATE"
"1168","","","OXYTOCIN","OXYTOCIN",FALSE,"OXYTOCIN"
"1169","","","Obinutuzumab","Obinutuzumab",FALSE,"Obinutuzumab"
"1170","","","Olodaterol (OLODATEROL HYDROCHLORIDE)","Olodaterol (OLODATEROL HYDROCHLORIDE)",FALSE,"Olodaterol (OLODATEROL HYDROCHLORIDE)"
"1171","","","Ombitasvir","Ombitasvir",FALSE,"Ombitasvir"
"1172","","","OnabotulinumtoxinA","OnabotulinumtoxinA",FALSE,"OnabotulinumtoxinA"
"1173","","","Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain)","Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain)",FALSE,"Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain)"
"1174","","","P-HYDROXYEPHEDRINE HYDROCHLORIDE","P-HYDROXYEPHEDRINE HYDROCHLORIDE",FALSE,"P-HYDROXYEPHEDRINE HYDROCHLORIDE"
"1175","","","PACLITAXEL","PACLITAXEL",FALSE,"PACLITAXEL"
"1176","","","PACLITAXEL (TAXUS CANADENSIS)","PACLITAXEL (TAXUS CANADENSIS)",FALSE,"PACLITAXEL (TAXUS CANADENSIS)"
"1177","","","PADIMATE O","PADIMATE O",FALSE,"PADIMATE O"
"1178","","","PALBOCICLIB","PALBOCICLIB",FALSE,"PALBOCICLIB"
"1179","","","PALIPERIDONE","PALIPERIDONE",FALSE,"PALIPERIDONE"
"1180","","","PALIPERIDONE (Paliperidone Palmitate)","PALIPERIDONE (Paliperidone Palmitate)",FALSE,"PALIPERIDONE (Paliperidone Palmitate)"
"1181","","","PALIVIZUMAB","PALIVIZUMAB",FALSE,"PALIVIZUMAB"
"1182","","","PALONOSETRON (PALONOSETRON HYDROCHLORIDE)","PALONOSETRON (PALONOSETRON HYDROCHLORIDE)",FALSE,"PALONOSETRON (PALONOSETRON HYDROCHLORIDE)"
"1183","","","PAMABROM","PAMABROM",FALSE,"PAMABROM"
"1184","","","PAMIDRONATE DISODIUM","PAMIDRONATE DISODIUM",FALSE,"PAMIDRONATE DISODIUM"
"1185","","","PANCURONIUM BROMIDE","PANCURONIUM BROMIDE",FALSE,"PANCURONIUM BROMIDE"
"1186","","","PANITUMUMAB","PANITUMUMAB",FALSE,"PANITUMUMAB"
"1187","Y","PANTOPRAZOLE","PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM)","PANTOPRAZOLE",FALSE,"PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM)"
"1188","Y","PANTOPRAZOLE","PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)","PANTOPRAZOLE",TRUE,"PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)"
"1189","Y","PANTOPRAZOLE","PANTOPRAZOLE (PANTOPRAZOLE SODIUM)","PANTOPRAZOLE",FALSE,"PANTOPRAZOLE (PANTOPRAZOLE SODIUM)"
"1190","Y","PANTOPRAZOLE","PANTOPRAZOLE (Pantoprazole magnesium hemipentahydrate)","PANTOPRAZOLE",TRUE,"PANTOPRAZOLE (Pantoprazole magnesium hemipentahydrate)"
"1191","","","PAPAVERINE HYDROCHLORIDE","PAPAVERINE HYDROCHLORIDE",FALSE,"PAPAVERINE HYDROCHLORIDE"
"1192","","","PARACHLOROPHENOL","PARACHLOROPHENOL",FALSE,"PARACHLOROPHENOL"
"1193","","","PAROMOMYCIN (PAROMOMYCIN SULFATE)","PAROMOMYCIN (PAROMOMYCIN SULFATE)",FALSE,"PAROMOMYCIN (PAROMOMYCIN SULFATE)"
"1194","Y","PAROXETINE","PAROXETINE (PAROXETINE HYDROCHLORIDE ACETONE SOLVATE)","PAROXETINE",FALSE,"PAROXETINE (PAROXETINE HYDROCHLORIDE ACETONE SOLVATE)"
"1195","Y","PAROXETINE","PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE)","PAROXETINE",TRUE,"PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE)"
"1196","Y","PAROXETINE","PAROXETINE (PAROXETINE HYDROCHLORIDE)","PAROXETINE",FALSE,"PAROXETINE (PAROXETINE HYDROCHLORIDE)"
"1197","Y","PAROXETINE","PAROXETINE (PAROXETINE HYDROCHLORIDE, ISOPROPYL SOLVATE)","PAROXETINE",FALSE,"PAROXETINE (PAROXETINE HYDROCHLORIDE, ISOPROPYL SOLVATE)"
"1198","","","PASIREOTIDE (Pasireotide Pamoate)","PASIREOTIDE (Pasireotide Pamoate)",FALSE,"PASIREOTIDE (Pasireotide Pamoate)"
"1199","","","PASIREOTIDE (Pasireotide diaspartate)","PASIREOTIDE (Pasireotide diaspartate)",FALSE,"PASIREOTIDE (Pasireotide diaspartate)"
"1200","","","PATENT BLUE SODIUM","PATENT BLUE SODIUM",FALSE,"PATENT BLUE SODIUM"
"1201","","","PEANUT OIL","PEANUT OIL",FALSE,"PEANUT OIL"
"1202","","","PECTIN","PECTIN",FALSE,"PECTIN"
"1203","","","PEGASPARGASE","PEGASPARGASE",FALSE,"PEGASPARGASE"
"1204","","","PEGFILGRASTIM","PEGFILGRASTIM",FALSE,"PEGFILGRASTIM"
"1205","","","PEGINTERFERON ALFA-2A","PEGINTERFERON ALFA-2A",FALSE,"PEGINTERFERON ALFA-2A"
"1206","","","PEGINTERFERON ALFA-2B","PEGINTERFERON ALFA-2B",FALSE,"PEGINTERFERON ALFA-2B"
"1207","","","PEGINTERFERON BETA-1A","PEGINTERFERON BETA-1A",FALSE,"PEGINTERFERON BETA-1A"
"1208","","","PEGVISOMANT","PEGVISOMANT",FALSE,"PEGVISOMANT"
"1209","","","PEMETREXED (PEMETREXED DISODIUM)","PEMETREXED (PEMETREXED DISODIUM)",FALSE,"PEMETREXED (PEMETREXED DISODIUM)"
"1210","","","PENICILLIN G (PENICILLIN G SODIUM)","PENICILLIN G (PENICILLIN G SODIUM)",FALSE,"PENICILLIN G (PENICILLIN G SODIUM)"
"1211","","","PENICILLIN G BENZATHINE","PENICILLIN G BENZATHINE",FALSE,"PENICILLIN G BENZATHINE"
"1212","","","PENICILLIN G SODIUM","PENICILLIN G SODIUM",FALSE,"PENICILLIN G SODIUM"
"1213","Y","PENICILLIN V","PENICILLIN V POTASSIUM","PENICILLIN V",FALSE,"PENICILLIN V POTASSIUM"
"1214","","","PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)","PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)",FALSE,"PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)"
"1215","","","PENTAZOCINE (PENTAZOCINE LACTATE)","PENTAZOCINE (PENTAZOCINE LACTATE)",FALSE,"PENTAZOCINE (PENTAZOCINE LACTATE)"
"1216","","","PENTOSAN POLYSULFATE SODIUM","PENTOSAN POLYSULFATE SODIUM",FALSE,"PENTOSAN POLYSULFATE SODIUM"
"1217","","","PENTOXIFYLLINE","PENTOXIFYLLINE",FALSE,"PENTOXIFYLLINE"
"1218","","","PERFLUTREN","PERFLUTREN",FALSE,"PERFLUTREN"
"1219","","","PERICIAZINE","PERICIAZINE",FALSE,"PERICIAZINE"
"1220","Y","PERINDOPRIL","PERINDOPRIL ARGININE","PERINDOPRIL",FALSE,"PERINDOPRIL ARGININE"
"1221","Y","PERINDOPRIL","PERINDOPRIL ERBUMINE","PERINDOPRIL",FALSE,"PERINDOPRIL ERBUMINE"
"1222","","","PERMETHRIN","PERMETHRIN",FALSE,"PERMETHRIN"
"1223","","","PERPHENAZINE","PERPHENAZINE",FALSE,"PERPHENAZINE"
"1224","","","PERTACTIN","PERTACTIN",FALSE,"PERTACTIN"
"1225","","","PERTACTIN ADSORBED","PERTACTIN ADSORBED",FALSE,"PERTACTIN ADSORBED"
"1226","","","PERTUSSIS TOXOID","PERTUSSIS TOXOID",FALSE,"PERTUSSIS TOXOID"
"1227","","","PERTUSSIS TOXOID ADSORBED","PERTUSSIS TOXOID ADSORBED",FALSE,"PERTUSSIS TOXOID ADSORBED"
"1228","","","PETROLATUM","PETROLATUM",FALSE,"PETROLATUM"
"1229","","","PHENAZOPYRIDINE HYDROCHLORIDE","PHENAZOPYRIDINE HYDROCHLORIDE",FALSE,"PHENAZOPYRIDINE HYDROCHLORIDE"
"1230","","","PHENELZINE (PHENELZINE SULFATE)","PHENELZINE (PHENELZINE SULFATE)",FALSE,"PHENELZINE (PHENELZINE SULFATE)"
"1231","","","PHENIRAMINE MALEATE","PHENIRAMINE MALEATE",FALSE,"PHENIRAMINE MALEATE"
"1232","","","PHENOBARBITAL","PHENOBARBITAL",FALSE,"PHENOBARBITAL"
"1233","","","PHENOBARBITAL SODIUM","PHENOBARBITAL SODIUM",FALSE,"PHENOBARBITAL SODIUM"
"1234","","","PHENOL","PHENOL",FALSE,"PHENOL"
"1235","","","PHENTOLAMINE MESYLATE","PHENTOLAMINE MESYLATE",FALSE,"PHENTOLAMINE MESYLATE"
"1236","","","PHENYLALANINE","PHENYLALANINE",FALSE,"PHENYLALANINE"
"1237","","","PHENYLEPHRINE (PHENYLEPHRINE HYDROCHLORIDE)","PHENYLEPHRINE (PHENYLEPHRINE HYDROCHLORIDE)",FALSE,"PHENYLEPHRINE (PHENYLEPHRINE HYDROCHLORIDE)"
"1238","","","PHENYLEPHRINE HYDROCHLORIDE","PHENYLEPHRINE HYDROCHLORIDE",FALSE,"PHENYLEPHRINE HYDROCHLORIDE"
"1239","","","PHENYLTOLOXAMINE","PHENYLTOLOXAMINE",FALSE,"PHENYLTOLOXAMINE"
"1240","Y","PHENYTOIN","PHENYTOIN","PHENYTOIN (BASE)",FALSE,"PHENYTOIN"
"1241","Y","PHENYTOIN","PHENYTOIN SODIUM","PHENYTOIN SODIUM",FALSE,"PHENYTOIN SODIUM"
"1242","","","PHOSPHOLIPID","PHOSPHOLIPID",FALSE,"PHOSPHOLIPID"
"1243","","","PILOCARPINE HYDROCHLORIDE","PILOCARPINE HYDROCHLORIDE",FALSE,"PILOCARPINE HYDROCHLORIDE"
"1244","","","PILOCARPINE NITRATE","PILOCARPINE NITRATE",FALSE,"PILOCARPINE NITRATE"
"1245","","","PIMECROLIMUS","PIMECROLIMUS",FALSE,"PIMECROLIMUS"
"1246","","","PIMOZIDE","PIMOZIDE",FALSE,"PIMOZIDE"
"1247","","","PINAVERIUM BROMIDE","PINAVERIUM BROMIDE",FALSE,"PINAVERIUM BROMIDE"
"1248","","","PINDOLOL","PINDOLOL",FALSE,"PINDOLOL"
"1249","Y","PIOGLITAZONE","PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE)","PIOGLITAZONE",FALSE,"PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE)"
"1250","","","PIPERACILLIN (PIPERACILLIN SODIUM)","PIPERACILLIN (PIPERACILLIN SODIUM)",FALSE,"PIPERACILLIN (PIPERACILLIN SODIUM)"
"1251","","","PIPERAZINE","PIPERAZINE",FALSE,"PIPERAZINE"
"1252","","","PIPERONYL BUTOXIDE","PIPERONYL BUTOXIDE",FALSE,"PIPERONYL BUTOXIDE"
"1253","","","PIPRADROL HYDROCHLORIDE","PIPRADROL HYDROCHLORIDE",FALSE,"PIPRADROL HYDROCHLORIDE"
"1254","","","PIRFENIDONE","PIRFENIDONE",FALSE,"PIRFENIDONE"
"1255","","","PIROXICAM","PIROXICAM",FALSE,"PIROXICAM"
"1256","","","PITCHER PLANT","PITCHER PLANT",FALSE,"PITCHER PLANT"
"1257","","","PIZOTIFEN (PIZOTIFEN MALATE)","PIZOTIFEN (PIZOTIFEN MALATE)",FALSE,"PIZOTIFEN (PIZOTIFEN MALATE)"
"1258","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1"
"1259","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A"
"1260","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A"
