"tm_formal_name","ccdd","n_dins","n_ntps","status","tm_status_effective_time","tm_code"
"regorafenib",FALSE,1,1,"active",2013-04-02,NA
"avobenzone and drometrizole trisiloxane and homosalate and octisalate and octocrylene and terephthalylidene dicamphor sulfonic acid",FALSE,10,2,"active",2013-04-08,NA
"dimethyl fumarate",FALSE,2,1,"active",2013-04-12,NA
"linagliptin and metformin",FALSE,3,1,"active",2013-04-17,NA
"metformin and saxagliptin",FALSE,3,1,"active",2013-04-26,NA
"avobenzone and homosalate and octinoxate and octisalate and octocrylene and oxybenzone",FALSE,7,3,"active",2013-05-01,NA
"stiripentol",FALSE,4,2,"active",2013-05-01,NA
"fish oil and medium chain triglycerides (mct) and olive oil and soybean oil",FALSE,1,1,"active",2013-05-08,NA
"pertuzumab",FALSE,1,1,"active",2013-05-08,NA
"pertuzumab and trastuzumab",FALSE,1,3,"active",2013-05-09,NA
"perampanel",FALSE,6,1,"active",2013-05-17,NA
"octinoxate and octisalate and titanium dioxide and zinc oxide",FALSE,10,3,"active",2013-05-20,NA
"benzalkonium and lidocaine",FALSE,1,1,"active",2013-05-27,NA
"adenine and citric acid monohydrate and dextrose and sodium chloride and sodium citrate dihydrate and sodium phosphate monobasic, monohydrate",FALSE,1,1,"active",2013-05-31,NA
"homosalate and octisalate and octocrylene and titanium dioxide",FALSE,2,1,"active",2013-06-03,NA
"enzalutamide",FALSE,1,1,"active",2013-06-07,NA
"avobenzone and drometrizole trisiloxane and octocrylene",FALSE,1,1,"active",2013-06-18,NA
"ensulizole and octocrylene",FALSE,1,1,"active",2013-06-18,NA
"rotigotine",FALSE,6,1,"active",2013-06-27,NA
"avobenzone and ensulizole and homosalate and octisalate and octocrylene",FALSE,2,1,"active",2013-07-02,NA
"ensulizole and octinoxate and octisalate and zinc oxide",FALSE,1,1,"active",2013-07-04,NA
"ulipristal acetate",FALSE,2,1,"active",2013-07-04,NA
"calcium chloride and dextrose and magnesium chloride and potassium chloride and sodium chloride and sodium lactate",FALSE,8,1,"active",2013-07-05,NA
"acyclovir and hydrocortisone",FALSE,1,1,"active",2013-07-26,NA
"guanfacine (guanfacine hydrochloride)",FALSE,4,1,"active",2013-08-06,NA
"vismodegib",FALSE,1,1,"active",2013-08-09,NA
"darbepoetin alfa",FALSE,13,1,"active",2013-08-16,NA
"meningococcal polysaccharide antigen group a and meningococcal polysaccharide antigen group c and meningococcal polysaccharide antigen group w-135 and meningococcal polysaccharide antigen group y and tetanus toxoid",FALSE,1,2,"active",2013-08-22,NA
"dabrafenib (dabrafenib mesylate)",FALSE,2,1,"active",2013-08-28,NA
"trametinib",FALSE,2,1,"active",2013-08-28,NA
"arsenic trioxide",FALSE,1,1,"active",2013-09-09,NA
"aclidinium bromide",FALSE,1,1,"active",2013-09-13,NA
"riociguat",FALSE,5,1,"active",2013-09-25,NA
"trastuzumab emtansine",FALSE,1,1,"active",2013-10-09,NA
"rifaximin",FALSE,1,1,"active",2013-11-07,NA
"dolutegravir (dolutegravir sodium)",FALSE,3,1,"active",2013-11-08,NA
"benzoyl peroxide and salicylic acid",FALSE,1,3,"active",2013-11-15,NA
"teriflunomide",FALSE,1,1,"active",2013-11-15,NA
"ocriplasmin",FALSE,1,1,"active",2013-11-20,NA
"simeprevir (simeprevir sodium)",FALSE,1,1,"active",2013-11-25,NA
"pasireotide (pasireotide diaspartate)",FALSE,3,1,"active",2013-11-26,NA
"fluticasone and vilanterol (vilanterol trifenatate)",FALSE,2,1,"active",2013-11-29,NA
"bacitracin and polymyxin b sulfate",FALSE,1,1,"active",2013-12-09,NA
"methoxsalen",FALSE,1,1,"active",2013-12-09,NA
"aflibercept",FALSE,1,1,"active",2013-12-23,NA
"galsulfase",FALSE,1,1,"active",2014-01-01,NA
"sofosbuvir",FALSE,1,1,"active",2014-01-06,NA
"avobenzone and bemotrizinol and octisalate and octocrylene",FALSE,1,1,"active",2014-01-13,NA
"magnesium hydroxide and simethicone and NA",FALSE,1,1,"active",2014-01-14,NA
"macitentan",FALSE,1,1,"active",2014-01-15,NA
"homosalate and octinoxate and octocrylene and oxybenzone and titanium dioxide",FALSE,1,1,"active",2014-01-16,NA
"afatinib (afatinib dimaleate)",FALSE,3,1,"active",2014-01-17,NA
"cetylpyridinium chloride and sodium fluoride",FALSE,1,1,"active",2014-01-20,NA
"cisatracurium (cisatracurium besylate)",FALSE,3,1,"active",2014-01-20,NA
"homosalate and meradimate and octinoxate and octocrylene and zinc oxide",FALSE,1,1,"active",2014-01-22,NA
"dextrose (dextrose monohydrate)",FALSE,1,1,"active",2014-01-29,NA
"ensulizole and octinoxate and octisalate and titanium dioxide and zinc oxide",FALSE,1,1,"active",2014-01-31,NA
"avobenzone and homosalate and octocrylene",FALSE,20,3,"active",2014-02-01,NA
"octinoxate and octisalate and oxybenzone and titanium dioxide and zinc oxide",FALSE,2,1,"active",2014-02-01,NA
"romidepsin",FALSE,1,2,"active",2014-02-05,NA
"pomalidomide",FALSE,4,1,"active",2014-02-24,NA
"outer membrane vesicles (neisseria meningitidis group b nz98/254 strain) and recombinant neisseria meningitidis group b fhbp fusion protein and recombinant neisseria meningitidis group b nada protein and recombinant neisseria meningitidis group b nhba fusion protein",FALSE,1,1,"active",2014-02-26,NA
"insulin biosynthetic human br",FALSE,1,1,"active",2014-03-03,NA
"glycopyrronium (glycopyrronium bromide) and indacaterol (indacaterol maleate)",FALSE,1,2,"active",2014-03-05,NA
"umeclidinium (umeclidinium bromide) and vilanterol (vilanterol trifenatate)",FALSE,1,1,"active",2014-03-14,NA
"avobenzone and homosalate and octinoxate and octisalate and octocrylene",FALSE,8,5,"active",2014-03-18,NA
"bosutinib",FALSE,2,1,"active",2014-03-24,NA
"brimonidine (brimonidine tartrate)",FALSE,1,1,"active",2014-03-24,NA
"lidocaine and menthol",FALSE,1,1,"active",2014-03-28,NA
"factor xiii",FALSE,2,1,"active",2014-04-03,NA
"ensulizole and octinoxate and zinc oxide",FALSE,2,2,"active",2014-04-24,NA
"linaclotide",FALSE,2,1,"active",2014-04-29,NA
"alogliptin (alogliptin benzoate)",FALSE,3,1,"active",2014-04-30,NA
"alogliptin (alogliptin benzoate) and metformin",FALSE,3,1,"active",2014-04-30,NA
"lomitapide (lomitapide mesylate)",FALSE,3,1,"active",2014-05-06,NA
"measles virus vaccine live attenuated (edmonston b strain) and mumps virus vaccine live attenuated (jeryl lynn strain) and rubella virus vaccine live attenuated (wistar ra27/3 strain) and varicella-zoster virus vaccine live attenuated (oka/merck strain)",FALSE,1,1,"active",2014-05-09,NA
"canagliflozin",FALSE,2,1,"active",2014-05-28,NA
"standardized kentucky blue/june grass pollen and standardized meadow fescue grass pollen and standardized orchard grass pollen and standardized perennial rye grass pollen and standardized redtop grass pollen and standardized sweet vernal grass pollen and standardized timothy grass pollen",FALSE,2,1,"active",2014-06-02,NA
"tofacitinib (tofacitinib citrate)",FALSE,1,1,"active",2014-06-03,NA
"sinecatechins",FALSE,1,1,"active",2014-07-04,NA
"icatibant (icatibant acetate)",FALSE,1,1,"active",2014-07-14,NA
"efinaconazole",FALSE,1,1,"active",2014-07-21,NA
"eslicarbazepine acetate",FALSE,4,1,"active",2014-08-07,NA
"frovatriptan (frovatriptan succinate monohydrate)",FALSE,1,1,"active",2014-08-11,NA
"acetaminophen and dextromethorphan hydrobromide and doxylamine and phenylephrine",FALSE,2,2,"active",2014-08-15,NA
"elosulfase alfa",FALSE,1,1,"active",2014-08-27,NA
"cobicistat and darunavir (darunavir ethanolate)",FALSE,1,1,"active",2014-08-28,NA
"homosalate and octinoxate and oxybenzone and titanium dioxide",FALSE,1,1,"active",2014-09-02,NA
"taliglucerase alfa",FALSE,1,1,"active",2014-09-08,NA
"octinoxate and octisalate and octocrylene and titanium dioxide",FALSE,1,1,"active",2014-09-17,NA
"influenza virus type a (h1n1) and influenza virus type a (h3n2) and influenza virus type b (victoria) and influenza virus type b (yamagata)",FALSE,1,1,"active",2014-10-10,NA
"ledipasvir and sofosbuvir",FALSE,1,1,"active",2014-10-16,NA
"dolutegravir (dolutegravir sodium) and lamivudine and NA",FALSE,1,1,"active",2014-10-22,NA
"homosalate and octisalate and octocrylene and oxybenzone and titanium dioxide",FALSE,1,1,"active",2014-10-27,NA
"vortioxetine (vortioxetine hydrobromide)",FALSE,3,1,"active",2014-10-28,NA
"ibrutinib",FALSE,1,1,"active",2014-11-19,NA
"apremilast",FALSE,2,2,"active",2014-11-27,NA
"obinutuzumab",FALSE,1,1,"active",2014-11-28,NA
"acetaminophen and diphenhydramine hydrochloride and phenylephrine",FALSE,3,1,"active",2014-12-04,NA
"ensulizole and octinoxate and titanium dioxide",FALSE,1,1,"active",2014-12-29,NA
"octinoxate and octocrylene and zinc oxide",FALSE,4,2,"active",2014-12-29,NA
"dasabuvir (dasabuvir sodium monohydrate) and ombitasvir and paritaprevir and ritonavir",FALSE,1,2,"active",2015-01-06,NA
"avobenzone and homosalate and octinoxate",FALSE,2,1,"active",2015-01-12,NA
"dapagliflozin (dapagliflozin propanediol monohydrate)",FALSE,2,1,"active",2015-01-16,NA
"sodium phenylbutyrate",FALSE,1,1,"active",2015-01-27,NA
"avobenzone and homosalate and octocrylene and oxybenzone",FALSE,2,1,"active",2015-02-01,NA
"brimonidine tartrate and NA",FALSE,1,1,"active",2015-02-17,NA
"siltuximab",FALSE,2,1,"active",2015-03-03,NA
"avobenzone and homosalate and octinoxate and octisalate",FALSE,6,3,"active",2015-03-16,NA
"octinoxate and octocrylene and titanium dioxide and zinc oxide",FALSE,3,3,"active",2015-03-16,NA
"recombinant human papillomavirus type 11 l1 protein and recombinant human papillomavirus type 16 l1 protein and recombinant human papillomavirus type 18 l1 protein and recombinant human papillomavirus type 31 l1 protein and recombinant human papillomavirus type 33 l1 protein and recombinant human papillomavirus type 45 l1 protein and recombinant human papillomavirus type 52 l1 protein and recombinant human papillomavirus type 58 l1 protein and recombinant human papillomavirus type 6 l1 protein",FALSE,1,1,"active",2015-03-18,NA
"vancomycin hydrochloride",FALSE,1,1,"active",2015-03-18,NA
"azelastine hydrochloride and fluticasone",FALSE,1,1,"active",2015-03-31,NA
"avobenzone and bemotrizinol and bisoctrizole and octocrylene and titanium dioxide",FALSE,4,2,"active",2015-04-07,NA
"secukinumab",FALSE,1,1,"active",2015-04-10,NA
"idelalisib",FALSE,2,1,"active",2015-04-21,NA
"vedolizumab",FALSE,1,1,"active",2015-04-21,NA
"avobenzone and homosalate and octinoxate and octocrylene and oxybenzone",FALSE,2,1,"active",2015-04-23,NA
"umeclidinium (umeclidinium bromide)",FALSE,1,1,"active",2015-04-27,NA
"deferiprone",FALSE,3,2,"active",2015-04-28,NA
"ceritinib",FALSE,1,1,"active",2015-04-29,NA
"ensulizole and octinoxate and oxybenzone and titanium dioxide and zinc oxide",FALSE,1,1,"active",2015-05-06,NA
"glycerine and sodium carboxymethyl cellulose",FALSE,2,1,"active",2015-05-15,NA
"ivermectin",FALSE,1,1,"active",2015-05-25,NA
"olodaterol (olodaterol hydrochloride) and tiotropium",FALSE,1,1,"active",2015-05-29,NA
"pembrolizumab",FALSE,1,1,"active",2015-06-01,NA
"modified vaccinia virus (ankara-bavarian nordic)",FALSE,1,1,"active",2015-06-15,NA
"tesamorelin (tesamorelin acetate)",FALSE,1,2,"active",2015-06-23,NA
"nintedanib (nintedanib esilate)",FALSE,2,1,"active",2015-06-29,NA
"aclidinium bromide and formoterol",FALSE,1,1,"active",2015-07-09,NA
"pasireotide (pasireotide pamoate)",FALSE,3,2,"active",2015-08-04,NA
"empagliflozin",FALSE,2,1,"active",2015-08-11,NA
"varicella zoster immune globulin human",FALSE,1,1,"active",2015-08-14,NA
"ponatinib (ponatinib hydrochloride)",FALSE,2,1,"active",2015-08-21,NA
"naloxegol (naloxegol oxalate)",FALSE,2,1,"active",2015-08-27,NA
"carglumic acid",FALSE,1,1,"active",2015-09-08,NA
"daclatasvir (daclatasvir dihydrochloride)",FALSE,2,1,"active",2015-09-08,NA
"ramucirumab",FALSE,1,1,"active",2015-09-10,NA
"haemagglutinin-strain a(h1n1) and haemagglutinin-strain a(h3n2) and haemagglutinin-strain b (victoria) and haemagglutinin-strain b (yamagata)",FALSE,2,1,"active",2015-09-14,NA
"alanine and arginine and calcium chloride and dextrose and fish oil and glycine and histidine and isoleucine and leucine and lysine (lysine acetate) and magnesium sulfate and medium chain triglycerides (mct) and methionine and nitrogen and olive oil and phenylalanine and potassium chloride and proline and serine and sodium acetate trihydrate and sodium glycerophosphate and soybean oil and taurine and threonine and tryptophan and tyrosine and valine and zinc sulfate heptahydrate",FALSE,1,1,"active",2015-09-15,NA
"alanine and arginine and dextrose and fish oil and glycine and histidine and isoleucine and leucine and lysine (lysine acetate) and medium chain triglycerides (mct) and methionine and nitrogen and olive oil and phenylalanine and proline and serine and soybean oil and taurine and threonine and tryptophan and tyrosine and valine",FALSE,1,1,"active",2015-09-15,NA
"collagen and fibrinogen (human) and thrombin (human)",FALSE,1,1,"active",2015-09-18,NA
"bromfenac (bromfenac sodium sesquihydrate)",FALSE,1,1,"active",2015-09-25,NA
"peginterferon beta-1a",FALSE,2,2,"active",2015-09-25,NA
"evolocumab",FALSE,2,1,"active",2015-09-28,NA
"lidocaine and tetracaine",FALSE,1,1,"active",2015-09-28,NA
"corynebacterium diphtheriae crm-197 protein and meningococcal group c oligosaccharide",FALSE,1,1,"active",2015-10-07,NA
"asfotase alfa",FALSE,4,1,"active",2015-10-20,NA
"nivolumab",FALSE,2,1,"active",2015-10-23,NA
"levomilnacipran (levomilnacipran hydrochloride)",FALSE,4,1,"active",2015-11-19,NA
"dulaglutide",FALSE,2,1,"active",2015-11-24,NA
"ombitasvir and paritaprevir and ritonavir",FALSE,1,1,"active",2015-11-24,NA
"entecavir (entecavir monohydrate)",FALSE,1,1,"active",2015-12-01,NA
"hexaminolevulinate hydrochloride",FALSE,1,2,"active",2015-12-14,NA
"simoctocog alfa and water",FALSE,4,2,"active",2015-12-22,NA
"prilocaine hydrochloride",FALSE,1,1,"active",2015-12-23,NA
"acetic acid and calcium chloride and dextrose and magnesium chloride and potassium chloride",FALSE,9,1,"active",2016-01-04,NA
"telavancin (telavancin hydrochloride)",FALSE,1,1,"active",2016-01-06,NA
"dimethicone and white petrolatum",FALSE,1,1,"active",2016-01-08,NA
"ceftolozane (ceftolozane sulfate) and tazobactam (tazobactam sodium)",FALSE,1,1,"active",2016-01-12,NA
"elbasvir and grazoprevir",FALSE,1,1,"active",2016-01-25,NA
"deoxycholic acid",FALSE,1,1,"active",2016-01-27,NA
"ivacaftor and lumacaftor",FALSE,2,1,"active",2016-01-27,NA
"cobicistat and elvitegravir and emtricitabine and tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,1,1,"active",2016-02-03,NA
"dapagliflozin (dapagliflozin propanediol monohydrate) and metformin",FALSE,2,1,"active",2016-02-08,NA
"atazanavir (atazanavir sulfate) and cobicistat",FALSE,1,1,"active",2016-02-11,NA
"carfilzomib",FALSE,3,1,"active",2016-02-11,NA
"homosalate and octocrylene and oxybenzone and titanium dioxide",FALSE,2,1,"active",2016-02-15,NA
"fluorouracil and salicylic acid",FALSE,1,1,"active",2016-02-19,NA
"sugammadex (sugammadex sodium)",FALSE,1,1,"active",2016-02-19,NA
"avobenzone and drometrizole trisiloxane and homosalate and octisalate and octocrylene and oxybenzone",FALSE,3,1,"active",2016-02-22,NA
"sodium bicarbonate and sodium chloride",FALSE,1,2,"active",2016-02-22,NA
"diphenhydramine hydrochloride and naproxen",FALSE,1,1,"active",2016-02-24,NA
"avobenzone and bemotrizinol and bisoctrizole and octisalate and octocrylene",FALSE,1,1,"active",2016-03-01,NA
"lanolin and mineral oil and white petrolatum",FALSE,1,1,"active",2016-03-01,NA
"avobenzone and homosalate and octisalate and octocrylene and terephthalylidene dicamphor sulfonic acid",FALSE,1,1,"active",2016-03-07,NA
"mepolizumab",FALSE,1,1,"active",2016-03-14,NA
"blinatumomab",FALSE,1,1,"active",2016-03-17,NA
"lenvatinib (lenvatinib mesylate)",FALSE,4,1,"active",2016-03-31,NA
"amlodipine and perindopril",FALSE,3,1,"active",2016-04-05,NA
"cobimetinib (cobimetinib fumarate)",FALSE,1,1,"active",2016-04-06,NA
"palbociclib",FALSE,3,1,"active",2016-04-19,NA
"selexipag",FALSE,8,1,"active",2016-04-21,NA
"asunaprevir",FALSE,1,1,"active",2016-04-22,NA
"alirocumab",FALSE,4,1,"active",2016-04-29,NA
"octinoxate and octocrylene and oxybenzone and zinc oxide",FALSE,1,1,"active",2016-04-29,NA
"brivaracetam",FALSE,5,1,"active",2016-05-02,NA
"olaparib",FALSE,1,1,"active",2016-05-16,NA
"cocoa butter and phenylephrine",FALSE,1,1,"active",2016-05-20,NA
"idarucizumab",FALSE,1,1,"active",2016-05-24,NA
"emtricitabine and tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,2,1,"active",2016-06-03,NA
"magnesium chloride and sodium bicarbonate and sodium chloride",FALSE,1,2,"active",2016-06-18,NA
"canagliflozin and metformin",FALSE,6,1,"active",2016-06-28,NA
"daratumumab",FALSE,2,1,"active",2016-07-12,NA
"beta-carotene and calcium (calcium carbonate) and copper (cupric oxide) and d-pantothenic acid (calcium d-pantothenate) and folic acid and iodine (potassium iodide) and iron (ferrous fumarate) and magnesium (magnesium oxide) and nicotinamide and vitamin B12 (cyanocobalamin) and vitamin B1 (thiamine mononitrate) and vitamin B2 (riboflavin) and vitamin B6 (pyridoxine hydrochloride) and vitamin C (ascorbic acid) and vitamin D3 and vitamin E (dl-alpha tocopheryl acetate) and zinc (zinc oxide)",FALSE,2,1,"active",2016-07-15,NA
"osimertinib (osimertinib mesylate)",FALSE,2,1,"active",2016-07-19,NA
"sodium nitrite",FALSE,1,1,"active",2016-07-20,NA
"homosalate and octinoxate and octocrylene and titanium dioxide and zinc oxide",FALSE,1,1,"active",2016-07-26,NA
"sofosbuvir and velpatasvir",FALSE,1,1,"active",2016-08-02,NA
"empagliflozin and metformin",FALSE,6,1,"active",2016-08-03,NA
"ixekizumab",FALSE,2,1,"active",2016-08-11,NA
"adenine and dextrose and mannitol and sodium chloride",FALSE,1,1,"active",2016-08-22,NA
"citric acid and dextrose and sodium citrate dihydrate and sodium phosphate monobasic",FALSE,1,1,"active",2016-08-22,NA
"ixazomib (ixazomib citrate)",FALSE,3,1,"active",2016-09-21,NA
"sulfur hexafluoride",FALSE,1,1,"active",2016-09-22,NA
"avobenzone and homosalate and octisalate and octocrylene and titanium dioxide",FALSE,3,1,"active",2016-09-30,NA
"alectinib (alectinib hydrochloride)",FALSE,1,1,"active",2016-10-14,NA
"nitisinone",FALSE,10,2,"active",2016-10-20,NA
"venetoclax",FALSE,4,2,"active",2016-10-31,NA
"glycerol phenylbutyrate",FALSE,1,1,"active",2016-11-03,NA
"antihemophilic factor (recombinant) porcine sequence",FALSE,1,1,"active",2016-11-30,NA
"bilastine",FALSE,1,1,"active",2016-12-02,NA
"poractant alfa",FALSE,1,1,"active",2016-12-19,NA
"reslizumab",FALSE,1,1,"active",2016-12-19,NA
"bazedoxifene (bazedoxifene acetate) and conjugated estrogens",FALSE,1,1,"active",2016-12-20,NA
"empagliflozin and linagliptin",FALSE,2,1,"active",2016-12-21,NA
"mifepristone and misoprostol",FALSE,1,3,"active",2017-01-10,NA
"rupatadine (rupatadine fumarate)",FALSE,2,2,"active",2017-01-16,NA
"sarilumab",FALSE,2,1,"active",2017-02-08,NA
"alanine and arginine and calcium chloride and dextrose and fish oil and glycine and histidine and isoleucine and leucine and lysine (lysine acetate) and magnesium sulfate and medium chain triglycerides (mct) and methionine and olive oil and phenylalanine and potassium chloride and proline and serine and sodium acetate trihydrate and sodium glycerophosphate and soybean oil and taurine and threonine and tryptophan and tyrosine and valine and zinc sulfate heptahydrate",FALSE,1,1,"active",2017-02-14,NA
"ivabradine (ivabradine hydrochloride)",FALSE,2,1,"active",2017-03-17,NA
"emtricitabine and rilpivirine (rilpivirine hydrochloride) and tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,1,1,"active",2017-03-20,NA
"octinoxate and octisalate and oxybenzone and zinc oxide",FALSE,1,1,"active",2017-03-20,NA
"bepotastine besilate",FALSE,1,1,"active",2017-03-23,NA
"daclizumab beta",FALSE,1,1,"active",2017-03-30,NA
"propiverine hydrochloride",FALSE,3,2,"active",2017-04-13,NA
"nonacog gamma",FALSE,3,2,"active",2017-04-18,NA
"brexpiprazole",FALSE,6,1,"active",2017-04-19,NA
"eluxadoline",FALSE,2,1,"active",2017-04-24,NA
"edoxaban (edoxaban tosylate)",FALSE,3,1,"active",2017-04-25,NA
"atezolizumab",FALSE,1,1,"active",2017-05-02,NA
"ciprofloxacin and fluocinolone acetonide",FALSE,1,1,"active",2017-05-08,NA
"homosalate and octinoxate and octisalate and zinc oxide",FALSE,1,1,"active",2017-05-23,NA
"obeticholic acid",FALSE,2,1,"active",2017-05-26,NA
"vitamin A (retinyl palmitate) and vitamin E (dl-alpha tocopheryl acetate)",FALSE,2,1,"active",2017-05-26,NA
"pegaspargase",FALSE,1,1,"active",2017-06-01,NA
"tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,1,1,"active",2017-06-20,NA
