"","dpd_ingredient","extract","drug_code","active_ingredient_code","ingredient_supplied_ind","strength","strength_unit","strength_type","dosage_value","base","dosage_unit","notes","hydrate","ccdd","top250name","ing_stem","strength_w_unit_w_dosage_if_exists","mp_ingredient_name"
"675","TRETINOIN","active",12753,5054,"I","0.01","%","","","N","","Historic Freeform Text: RETINOIC ACID",FALSE,"","","TRETINOIN","0.01 %","tretinoin 0.01 %"
"676","TRETINOIN","active",12754,5054,"I","0.025","%","","","N","","Historic Freeform Text: RETINOIC ACID",FALSE,"","","TRETINOIN","0.025 %","tretinoin 0.025 %"
"677","MINOXIDIL","active",12757,2011,"I","20","MG","","","N","ML","HISTORIC FREEFORM TEXT: MINOXIDIL",FALSE,"","","MINOXIDIL","20 MG per ML","minoxidil 20 mg per mL"
"678","PRAMOXINE HYDROCHLORIDE","active",12763,6343,"I","20","MG","","","N","","Historic Freeform Text: PRAMOXINE HCL.",FALSE,"","","PRAMOXINE HYDROCHLORIDE","20 MG","pramoxine hydrochloride 20 mg"
"679","ZINC SULFATE","active",12763,8746,"I","10","MG","","","N","","Historic Freeform Text: ZINC SULFATE",FALSE,"","","ZINC SULFATE","10 MG","zinc sulfate 10 mg"
"680","PRAMOXINE HYDROCHLORIDE","active",12764,6343,"I","1","%","","","N","","",FALSE,"","","PRAMOXINE HYDROCHLORIDE","1 %","pramoxine hydrochloride 1 %"
"681","ZINC SULFATE","active",12764,8746,"I","0.5","%","","","N","","",FALSE,"","","ZINC SULFATE","0.5 %","zinc sulfate 0.5 %"
"682","CLARITHROMYCIN","active",12779,8318,"I","250","MG","","","N","","",FALSE,"Y","CLARITHROMYCIN","CLARITHROMYCIN","250 MG","clarithromycin 250 mg"
"683","DEXTROSE","active",12787,42,"I","10","G","","100","N","ML","Historic Freeform Text: DEXTROSE",FALSE,"","","DEXTROSE","10 G per 100 ML","dextrose 10 g per 100 mL"
"684","SODIUM CHLORIDE","active",12787,55,"I","900","MG","","100","N","ML","Historic Freeform Text: SODIUM CHLORIDE",FALSE,"","","SODIUM CHLORIDE","900 MG per 100 ML","sodium chloride 900 mg per 100 mL"
"685","DEXTROMETHORPHAN HYDROBROMIDE","active",12788,10247,"I","3","MG","","","N","ML","HISTORIC FREEFORM TEXT: DEXTROMETHORPHAN HBR",FALSE,"","","DEXTROMETHORPHAN HYDROBROMIDE","3 MG per ML","dextromethorphan hydrobromide 3 mg per mL"
"686","MINERAL OIL","active",1281,7140,"I","0.25","ML","","","N","ML","HISTORIC FREEFORM TEXT: PETROLATUM LIQUID",FALSE,"","","MINERAL OIL","0.25 ML per ML","mineral oil 0.25 mL per mL"
"687","MAGNESIUM HYDROXIDE","active",1281,720,"I","60","MG","","","N","ML","HISTORIC FREEFORM TEXT: MAGNESIUM HYDROXIDE",FALSE,"","","MAGNESIUM HYDROXIDE","60 MG per ML","magnesium hydroxide 60 mg per mL"
"688","WARFARIN SODIUM","active",12818,9054,"I","1","MG","","","N","","HISTORIC FREEFORM TEXT: WARFARIN SODIUM",FALSE,"Y","WARFARIN","WARFARIN","1 MG","warfarin sodium 1 mg"
"689","WARFARIN SODIUM","active",12819,9054,"I","5","MG","","","N","","HISTORIC FREEFORM TEXT: WARFARIN SODIUM",FALSE,"Y","WARFARIN","WARFARIN","5 MG","warfarin sodium 5 mg"
"690","CALCITONIN (SALMON SYNTHETIC)","active",12837,13186,"I","200","UNIT","","","N","ML","HISTORIC FREEFORM TEXT: CALCITONIN SALMON SYNTHETIC",FALSE,"","","CALCITONIN (SALMON SYNTHETIC)","200 UNIT per ML","calcitonin (salmon synthetic) 200 unit per mL"
"691","ZIDOVUDINE","active",12839,1185,"I","100","MG","","","N","","Historic Freeform Text: ZIDOVUDINE",FALSE,"","","ZIDOVUDINE","100 MG","zidovudine 100 mg"
"692","GOLD SODIUM THIOMALATE","active",12845,6469,"I","50","MG","","","N","ML","Historic Freeform Text: GOLD SODIUM THIOMALATE",FALSE,"","","GOLD SODIUM THIOMALATE","50 MG per ML","gold sodium thiomalate 50 mg per mL"
"693","GOLD SODIUM THIOMALATE","active",12846,6469,"I","25","MG","","","N","ML","Historic Freeform Text: GOLD SODIUM THIOMALATE",FALSE,"","","GOLD SODIUM THIOMALATE","25 MG per ML","gold sodium thiomalate 25 mg per mL"
"694","BETAMETHASONE (BETAMETHASONE VALERATE)","active",1285,7610,"I","1","MG","","","N","G","HISTORIC FREEFORM TEXT: BETAMETHASONE VALERATE ((BETAMETHASONE EQ))",FALSE,"Y","BETAMETHASONE","BETAMETHASONE (BASE)","1 MG per G","betamethasone (betamethasone valerate) 1 mg per g"
"695","GENTAMICIN (GENTAMICIN SULFATE)","active",1285,8632,"I","1","MG","","","N","G","HISTORIC FREEFORM TEXT: GENTAMICIN SULFATE ((GENTAMICIN EQ))",FALSE,"","","GENTAMICIN (GENTAMICIN SULFATE)","1 MG per G","gentamicin (gentamicin sulfate) 1 mg per g"
"696","PREDNISONE","active",1286,7566,"I","50","MG","","","N","","",FALSE,"Y","PREDNISONE","PREDNISONE","50 MG","prednisone 50 mg"
"697","CHLORHEXIDINE GLUCONATE","active",12861,626,"I","0.5","%","","","N","","Historic Freeform Text: CHLORHEXIDINE GLUCONATE",FALSE,"Y","CHLORHEXIDINE","CHLORHEXIDINE","0.5 %","chlorhexidine gluconate 0.5 %"
"698","ISOPROPYL ALCOHOL","active",12861,8881,"I","70","%","","","N","","Historic Freeform Text: ISOPROPYL ALCOHOL",FALSE,"","","ISOPROPYL ALCOHOL","70 %","isopropyl alcohol 70 %"
"699","TRIAMCINOLONE ACETONIDE","active",12862,7588,"I","1","MG","","","N","G","Historic Freeform Text: TRIAMCINOLONE ACETONIDE",FALSE,"Y","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE","1 MG per G","triamcinolone acetonide 1 mg per g"
"700","NYSTATIN","active",12862,8508,"I","100000","UNIT","","","N","G","Historic Freeform Text: NYSTATIN",FALSE,"Y","NYSTATIN","NYSTATIN","100000 UNIT per G","nystatin 100000 unit per g"
"701","GRAMICIDIN","active",12862,8523,"I","0.25","MG","","","N","G","HISTORIC FREEFORM TEXT: GRAMICIDIN",FALSE,"","","GRAMICIDIN","0.25 MG per G","gramicidin 0.25 mg per g"
"702","NEOMYCIN (NEOMYCIN SULFATE)","active",12862,8638,"I","2.5","MG","","","N","G","HISTORIC FREEFORM TEXT: NEOMYCIN SULFATE ((BASE EQ))",FALSE,"","","NEOMYCIN (NEOMYCIN SULFATE)","2.5 MG per G","neomycin (neomycin sulfate) 2.5 mg per g"
"703","CETRIMONIUM BROMIDE","active",12864,7145,"I","0.5","%","","","N","%","Historic Freeform Text: CETRIMONIUM BROMIDE",FALSE,"","","CETRIMONIUM BROMIDE","0.5 %","cetrimonium bromide 0.5 %"
"704","GLYBURIDE","active",12865,4007,"I","2.5","MG","","","N","","Historic Freeform Text: GLYBURIDE",FALSE,"Y","GLYBURIDE","GLYBURIDE","2.5 MG","glyburide 2.5 mg"
"705","ERYTHROMYCIN","active",12875,8618,"I","5","MG","","","N","G","Historic Freeform Text: ERYTHROMYCIN",FALSE,"Y","ERYTHROMYCIN","ERYTHROMYCIN","5 MG per G","erythromycin 5 mg per g"
"706","BISACODYL","active",12877,10193,"I","10","MG","","","N","","HISTORIC FREEFORM TEXT: BISACODYL",FALSE,"","","BISACODYL","10 MG","bisacodyl 10 mg"
"707","TIMOLOL MALEATE","active",12879,2292,"I","20","MG","","","N","","Historic Freeform Text: TIMOLOL MALEATE",FALSE,"Y","TIMOLOL","TIMOLOL","20 MG","timolol maleate 20 mg"
"708","TIMOLOL MALEATE","active",12880,2292,"I","10","MG","","","N","","Historic Freeform Text: TIMOLOL MALEATE",FALSE,"Y","TIMOLOL","TIMOLOL","10 MG","timolol maleate 10 mg"
"709","BETHANECHOL CHLORIDE","active",12887,5440,"I","50","MG","","","N","","HISTORIC FREEFORM TEXT: BETHANECHOL CHLORIDE",FALSE,"","","BETHANECHOL CHLORIDE","50 MG","bethanechol chloride 50 mg"
"710","PHENYLEPHRINE (PHENYLEPHRINE HYDROCHLORIDE)","active",12889,6500,"I","10","MG","","","Y","ML","Historic Freeform Text: PHENYLEPHRINE HCL ((PHENYLEPHRINE EQ))",FALSE,"","","PHENYLEPHRINE (PHENYLEPHRINE HYDROCHLORIDE)","10 MG per ML","phenylephrine (phenylephrine hydrochloride) 10 mg per mL"
"711","FLUOXETINE (FLUOXETINE HYDROCHLORIDE)","active",19074,11130,"I","10","MG","","","N","","",FALSE,"Y","FLUOXETINE","FLUOXETINE","10 MG","fluoxetine (fluoxetine hydrochloride) 10 mg"
"712","NORETHINDRONE","active",1290,7500,"I","0.35","MG","","","N","","HISTORIC FREEFORM TEXT: NORETHINDRONE",FALSE,"Y","NORETHINDRONE","NORETHINDRONE","0.35 MG","norethindrone 0.35 mg"
"713","PYRANTEL (PYRANTEL PAMOATE)","active",12925,11253,"I","50","MG","","","N","ML","Historic Freeform Text: PYRANTEL PAMOATE ((BASE EQ))",FALSE,"","","PYRANTEL (PYRANTEL PAMOATE)","50 MG per ML","pyrantel (pyrantel pamoate) 50 mg per mL"
"714","PYRANTEL (PYRANTEL PAMOATE)","active",12926,11253,"I","125","MG","","","N","","Historic Freeform Text: PYRANTEL PAMOATE ((BASE EQ))",FALSE,"","","PYRANTEL (PYRANTEL PAMOATE)","125 MG","pyrantel (pyrantel pamoate) 125 mg"
"715","CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE)","active",1293,8017,"I","50","MG","","","N","","CHLORPROMAZINE HYDROCHLORIDE 55.8 MG CHANGED TO CHLORPROMAZINE 50MG INFORMATION FROM MICROFICHE DURI",FALSE,"","","CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE)","50 MG","chlorpromazine (chlorpromazine hydrochloride) 50 mg"
"716","AMLODIPINE (AMLODIPINE BESYLATE)","active",12938,11344,"I","5","MG","","","Y","","HISTORIC FREEFORM TEXT: AMLODIPINE BESYLATE ((BASE EQ))",FALSE,"Y","AMLODIPINE","AMLODIPINE","5 MG","amlodipine (amlodipine besylate) 5 mg"
"717","AMLODIPINE (AMLODIPINE BESYLATE)","active",12939,11344,"I","10","MG","","","Y","","HISTORIC FREEFORM TEXT: AMLODIPINE BESYLATE ((BASE EQ))",FALSE,"Y","AMLODIPINE","AMLODIPINE","10 MG","amlodipine (amlodipine besylate) 10 mg"
"718","CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE)","active",1294,8017,"I","25","MG","","","N","","CHLORPROMAZINE HYDROCHLORIDE 27.9 MG CHANGED TO CHLORPROMAZINE 25MG INFORMATION FROM MICROFICHE DURI",FALSE,"","","CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE)","25 MG","chlorpromazine (chlorpromazine hydrochloride) 25 mg"
"719","ACETAMINOPHEN","active",12942,270,"I","325","MG","","","N","","Historic Freeform Text: ACETAMINOPHEN",FALSE,"Y","ACETAMINOPHEN","ACETAMINOPHEN","325 MG","acetaminophen 325 mg"
"720","METHOCARBAMOL","active",12942,6340,"I","400","MG","","","N","","Historic Freeform Text: METHOCARBAMOL",FALSE,"","","METHOCARBAMOL","400 MG","methocarbamol 400 mg"
"721","CODEINE PHOSPHATE","active",12942,9131,"I","8","MG","","","N","","Historic Freeform Text: CODEINE PHOSPHATE",FALSE,"Y","CODEINE","CODEINE","8 MG","codeine phosphate 8 mg"
"722","ACETYLSALICYLIC ACID","active",12944,150,"I","325","MG","","","N","","Historic Freeform Text: ACETYLSALICYLIC ACID",FALSE,"","","ACETYLSALICYLIC ACID","325 MG","acetylsalicylic acid 325 mg"
"723","METHOCARBAMOL","active",12944,6340,"I","400","MG","","","N","","Historic Freeform Text: METHOCARBAMOL",FALSE,"","","METHOCARBAMOL","400 MG","methocarbamol 400 mg"
"724","CODEINE PHOSPHATE","active",12944,9131,"I","16.2","MG","","","N","","Historic Freeform Text: CODEINE PHOSPHATE",FALSE,"Y","CODEINE","CODEINE","16.2 MG","codeine phosphate 16.2 mg"
"725","ACETYLSALICYLIC ACID","active",12946,150,"I","325","MG","","","N","","Historic Freeform Text: ACETYLSALICYLIC ACID",FALSE,"","","ACETYLSALICYLIC ACID","325 MG","acetylsalicylic acid 325 mg"
"726","METHOCARBAMOL","active",12946,6340,"I","400","MG","","","N","","Historic Freeform Text: METHOCARBAMOL",FALSE,"","","METHOCARBAMOL","400 MG","methocarbamol 400 mg"
"727","CODEINE PHOSPHATE","active",12946,9131,"I","32.4","MG","","","N","","Historic Freeform Text: CODEINE PHOSPHATE",FALSE,"Y","CODEINE","CODEINE","32.4 MG","codeine phosphate 32.4 mg"
"728","LANOLIN","active",12947,6974,"I","3","%","","","N","","Historic Freeform Text: LANOLIN",FALSE,"","","LANOLIN","3 %","lanolin 3 %"
"729","MINERAL OIL","active",12947,7140,"I","91.7","%","","","N","","Historic Freeform Text: PETROLATUM LIQUID",FALSE,"","","MINERAL OIL","91.7 %","mineral oil 91.7 %"
"730","CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE)","active",1295,8017,"I","100","MG","","","N","","CHLORPROMAZINE HYDROCHLORIDE 111.6 MG CHANGED TO CHLORPROMAZINE 1000MG INFORMATION FROM MICROFICHE D",FALSE,"","","CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE)","100 MG","chlorpromazine (chlorpromazine hydrochloride) 100 mg"
"731","CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE)","active",12953,93,"I","0.3","%","","","N","W/V","HISTORIC FREEFORM TEXT: CIPROFLOXACIN HCL ((BASE EQ))",FALSE,"Y","CIPROFLOXACIN","CIPROFLOXACIN","0.3 %","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 %"
"732","DEXAMETHASONE","active",12967,7600,"I","0.5","MG","","5","N","ML","Historic Freeform Text: DEXAMETHASONE",FALSE,"Y","DEXAMETHASONE","DEXAMETHASONE (BASE)","0.5 MG per 5 ML","dexamethasone 0.5 mg per 5 mL"
"733","MORPHINE SULFATE","active",12968,9117,"I","0.5","MG","","","N","ML","Historic Freeform Text: MORPHINE SULFATE",FALSE,"Y","MORPHINE","MORPHINE","0.5 MG per ML","morphine sulfate 0.5 mg per mL"
"734","ETHINYL ESTRADIOL","active",12988,7426,"I","0.035","MG","","","N","","Historic Freeform Text: ETHYNYL ESTRADIOL",FALSE,"Y","ETHINYL ESTRADIOL","ETHINYL ESTRADIOL","0.035 MG","ethinyl estradiol 0.035 mg"
"735","NORGESTIMATE","active",12988,7492,"I","0.25","MG","","","N","","Historic Freeform Text: NORGESTIMATE",FALSE,"Y","NORGESTIMATE","NORGESTIMATE","0.25 MG","norgestimate 0.25 mg"
"736","PHENYTOIN SODIUM","active",1299,10207,"I","100","MG","","","N","","Historic Freeform Text: DIPHENYLHYDANTOIN SODIUM",FALSE,"Y","PHENYTOIN","PHENYTOIN SODIUM","100 MG","phenytoin sodium 100 mg"
"737","MORPHINE SULFATE","active",12990,9117,"I","2","MG","","","N","ML","Historic Freeform Text: MORPHINE SULFATE",FALSE,"Y","MORPHINE","MORPHINE","2 MG per ML","morphine sulfate 2 mg per mL"
"738","MORPHINE SULFATE","active",12991,9117,"I","10","MG","","","N","ML","Historic Freeform Text: MORPHINE SULFATE",FALSE,"Y","MORPHINE","MORPHINE","10 MG per ML","morphine sulfate 10 mg per mL"
"739","MORPHINE SULFATE","active",12992,9117,"I","15","MG","","1","N","ML","Historic Freeform Text: MORPHINE SULFATE",FALSE,"Y","MORPHINE","MORPHINE","15 MG per 1 ML","morphine sulfate 15 mg per 1 mL"
"740","APRACLONIDINE (APRACLONIDINE HYDROCHLORIDE)","active",12993,11372,"I","1","%","","","N","%","Historic Freeform Text: APRACLONIDINE HCL ((BASE EQ))",FALSE,"","","APRACLONIDINE (APRACLONIDINE HYDROCHLORIDE)","1 %","apraclonidine (apraclonidine hydrochloride) 1 %"
"741","ASPARAGINASE","active",12995,2433,"I","10000","UNIT","","","N","VIAL","OURCE OF ASPARAGINASE: ESCHERISHIA COLI",FALSE,NA,NA,NA,"10000 UNIT per VIAL",NA
"742","NYSTATIN","active",12996,8508,"I","100000","UNIT","","4.5","N","G","HISTORIC FREEFORM TEXT: NYSTATIN",FALSE,"Y","NYSTATIN","NYSTATIN","100000 UNIT per 4.5 G","nystatin 100000 unit per 4.5 g"
"743","METRONIDAZOLE","active",12996,9880,"I","500","MG","","4.5","N","G","HISTORIC FREEFORM TEXT: METRONIDAZOLE",FALSE,"Y","METRONIDAZOLE","METRONIDAZOLE","500 MG per 4.5 G","metronidazole 500 mg per 4.5 g"
"744","METRONIDAZOLE","active",12997,9880,"I","10","%","","","N","","Historic Freeform Text: METRONIDAZOLE",FALSE,"Y","METRONIDAZOLE","METRONIDAZOLE","10 %","metronidazole 10 %"
"745","ETHINYL ESTRADIOL","active",12998,7426,"I","0.035","MG","","","N","","HISTORIC FREEFORM TEXT: ETHYNYL ESTRADIOL",FALSE,"Y","ETHINYL ESTRADIOL","ETHINYL ESTRADIOL","0.035 MG","ethinyl estradiol 0.035 mg"
"746","NORGESTIMATE","active",12998,7492,"I","0.25","MG","","","N","","HISTORIC FREEFORM TEXT: NORGESTIMATE",FALSE,"Y","NORGESTIMATE","NORGESTIMATE","0.25 MG","norgestimate 0.25 mg"
"747","CHLORHEXIDINE GLUCONATE","active",13003,626,"I","4","%","","","N","","Historic Freeform Text: CHLORHEXIDINE GLUCONATE",FALSE,"Y","CHLORHEXIDINE","CHLORHEXIDINE","4 %","chlorhexidine gluconate 4 %"
"748","BETAMETHASONE (BETAMETHASONE DIPROPIONATE)","active",13005,7610,"I","0.05","%","","","N","","HISTORIC FREEFORM TEXT: BETAMETHASONE DIPROPIONATE ((BASE EQ))",FALSE,"Y","BETAMETHASONE","BETAMETHASONE (BASE)","0.05 %","betamethasone (betamethasone dipropionate) 0.05 %"
"749","TIMOLOL MALEATE","active",13021,2292,"I","5","MG","","","N","","Historic Freeform Text: TIMOLOL MALEATE",FALSE,"Y","TIMOLOL","TIMOLOL","5 MG","timolol maleate 5 mg"
"750","DEXTROSE","active",13033,42,"I","5","G","","100","N","ML","Historic Freeform Text: DEXTROSE",FALSE,"","","DEXTROSE","5 G per 100 ML","dextrose 5 g per 100 mL"
"751","SODIUM CHLORIDE","active",13033,55,"I","450","MG","","100","N","ML","Historic Freeform Text: SODIUM CHLORIDE",FALSE,"","","SODIUM CHLORIDE","450 MG per 100 ML","sodium chloride 450 mg per 100 mL"
"752","DEXTROSE","active",13034,42,"I","3.3","G","","100","N","ML","Historic Freeform Text: DEXTROSE",FALSE,"","","DEXTROSE","3.3 G per 100 ML","dextrose 3.3 g per 100 mL"
"753","POTASSIUM CHLORIDE","active",13034,53,"I","150","MG","","100","N","ML","Historic Freeform Text: POTASSIUM CHLORIDE",FALSE,"","","POTASSIUM CHLORIDE","150 MG per 100 ML","potassium chloride 150 mg per 100 mL"
"754","SODIUM CHLORIDE","active",13034,55,"I","300","MG","","100","N","ML","Historic Freeform Text: SODIUM CHLORIDE",FALSE,"","","SODIUM CHLORIDE","300 MG per 100 ML","sodium chloride 300 mg per 100 mL"
"755","MEDROXYPROGESTERONE ACETATE","active",13037,7538,"I","2.5","MG","","","N","","",FALSE,"Y","MEDROXYPROGESTERONE","MEDROXYPROGESTERONE","2.5 MG","medroxyprogesterone acetate 2.5 mg"
"756","DOCUSATE SODIUM","active",13039,9152,"I","20","MG","","5","N","ML","Historic Freeform Text: DIOCTYL SODIUM SULFOSUCCINATE",FALSE,"","","DOCUSATE SODIUM","20 MG per 5 ML","docusate sodium 20 mg per 5 mL"
"757","CHLOROXYLENOL","active",13062,774,"I","0.5","%","","","N","","Historic Freeform Text: CHLOROXYLENOL",FALSE,"","","CHLOROXYLENOL","0.5 %","chloroxylenol 0.5 %"
"758","PHENYTOIN SODIUM","active",13063,10207,"I","50","MG","","","N","ML","Historic Freeform Text: PHENYTOIN SODIUM",FALSE,"Y","PHENYTOIN","PHENYTOIN SODIUM","50 MG per ML","phenytoin sodium 50 mg per mL"
"759","DIMETHICONE","active",13074,433,"I","25","MG","","5","N","ML","HISTORIC FREEFORM TEXT: DIMETHICONE",FALSE,"","","DIMETHICONE","25 MG per 5 ML","dimethicone 25 mg per 5 mL"
"760","MAGNESIUM HYDROXIDE","active",13074,720,"I","200","MG","","5","N","ML","HISTORIC FREEFORM TEXT: MAGNESIUM HYDROXIDE",FALSE,"","","MAGNESIUM HYDROXIDE","200 MG per 5 ML","magnesium hydroxide 200 mg per 5 mL"
"761","ALUMINUM HYDROXIDE","active",13074,721,"I","200","MG","","5","N","ML","HISTORIC FREEFORM TEXT: ALUMINUM HYDROXIDE",FALSE,"","","ALUMINUM HYDROXIDE","200 MG per 5 ML","aluminum hydroxide 200 mg per 5 mL"
"762","PREDNISOLONE SODIUM PHOSPHATE","active",13075,7627,"I","1","%","","","N","","Historic Freeform Text: PREDNISOLONE PHOSPHATE SODIUM",FALSE,"Y","PREDNISOLONE","PREDNISOLONE","1 %","prednisolone sodium phosphate 1 %"
"763","MORPHINE SULFATE","active",13077,9117,"I","1","MG","","","N","ML","Historic Freeform Text: MORPHINE SULFATE",FALSE,"Y","MORPHINE","MORPHINE","1 MG per ML","morphine sulfate 1 mg per mL"
"764","MORPHINE SULFATE","active",13078,9117,"I","2","MG","","","N","ML","Historic Freeform Text: MORPHINE SULFATE",FALSE,"Y","MORPHINE","MORPHINE","2 MG per ML","morphine sulfate 2 mg per mL"
"765","MORPHINE SULFATE","active",13079,9117,"I","5","MG","","","N","ML","HISTORIC FREEFORM TEXT: MORPHINE SULFATE",FALSE,"Y","MORPHINE","MORPHINE","5 MG per ML","morphine sulfate 5 mg per mL"
"766","SPIRAMYCIN","active",13090,8589,"I","750000","UNIT","","","N","","Historic Freeform Text: SPIRAMYCIN",FALSE,"","","SPIRAMYCIN","750000 UNIT","spiramycin 750000 unit"
"767","DIAZEPAM","active",13092,9418,"I","1","MG","","","N","ML","Historic Freeform Text: DIAZEPAM",FALSE,"Y","DIAZEPAM","DIAZEPAM","1 MG per ML","diazepam 1 mg per mL"
"768","HYDROCORTISONE ACETATE","active",13115,7531,"I","25","MG","","","N","G","HISTORIC FREEFORM TEXT: HYDROCORTISONE ACETATE",FALSE,"Y","HYDROCORTISONE","HYDROCORTISONE","25 MG per G","hydrocortisone acetate 25 mg per g"
"769","CHLORAMPHENICOL","active",13116,16112,"I","2.5","MG","","","N","ML","HISTORIC FREEFORM TEXT: CHLORAMPHENICOL",FALSE,"","","CHLORAMPHENICOL","2.5 MG per ML","chloramphenicol 2.5 mg per mL"
"770","CHLORAMPHENICOL","active",13117,16112,"I","10","MG","","","N","G","HISTORIC FREEFORM TEXT: CHLORAMPHENICOL",FALSE,"","","CHLORAMPHENICOL","10 MG per G","chloramphenicol 10 mg per g"
"771","ACETAMINOPHEN","active",13120,270,"I","500","MG","","","N","","Historic Freeform Text: ACETAMINOPHEN",FALSE,"Y","ACETAMINOPHEN","ACETAMINOPHEN","500 MG","acetaminophen 500 mg"
"772","PSEUDOEPHEDRINE HYDROCHLORIDE","active",13120,6492,"I","30","MG","","","N","","Historic Freeform Text: PSEUDOEPHEDRINE HCL.",FALSE,"","","PSEUDOEPHEDRINE HYDROCHLORIDE","30 MG","pseudoephedrine hydrochloride 30 mg"
"773","KETOROLAC TROMETHAMINE","active",13121,1241,"I","0.5","%","","","N","","HISTORIC FREEFORM TEXT: KETOROLAC TROMETHAMINE",FALSE,"Y","KETOROLAC","KETOROLAC","0.5 %","ketorolac tromethamine 0.5 %"
"774","METOLAZONE","active",13126,8133,"I","2.5","MG","","","N","","Historic Freeform Text: METOLAZONE",FALSE,"","","METOLAZONE","2.5 MG","metolazone 2.5 mg"
"775","YOHIMBINE HYDROCHLORIDE","active",13132,20371,"I","6","MG","","","N","","HISTORIC FREEFORM TEXT: YOHIMBINE HCL",FALSE,"","","YOHIMBINE HYDROCHLORIDE","6 MG","yohimbine hydrochloride 6 mg"
"776","CLOXACILLIN SODIUM","active",13134,8411,"I","1","G","","","N","VIAL","Historic Freeform Text: CLOXACILLIN SODIUM",FALSE,"","","CLOXACILLIN SODIUM","1 G per VIAL","cloxacillin sodium 1 g per vial"
"777","TETANUS PROTEIN","active",13140,7652,"I","30","MCG","","0.5","N","ML","HISTORIC FREEFORM TEXT: TETANUS PROTEIN 20 MCG PER SINGLE-DOSE VIAL, 5 VIALS PER KIT  STRENGTH VALUE",FALSE,"","","TETANUS PROTEIN","30 MCG per 0.5 ML","tetanus protein 30 mcg per 0.5 mL"
"778","HAEMOPHILUS INFLUENZAE TYPE B-PRP","active",13140,7795,"I","10","MCG","","0.5","N","ML","HISTORIC FREEFORM TEXT: POLYRIBOSE RIBITAL PHOSPHATE POLYSACCHARIDE (PRP) 10 MCG PER SINGLE-DOSE VIA",FALSE,"","","HAEMOPHILUS INFLUENZAE TYPE B-PRP","10 MCG per 0.5 ML","haemophilus influenzae type b-prp 10 mcg per 0.5 mL"
"779","GOLD SODIUM THIOMALATE","active",13156,6469,"I","10","MG","","","N","ML","HISTORIC FREEFORM TEXT: GOLD SODIUM THIOMALATE",FALSE,"","","GOLD SODIUM THIOMALATE","10 MG per ML","gold sodium thiomalate 10 mg per mL"
"780","PERICIAZINE","active",13159,13098,"I","10","MG","","","N","ML","Historic Freeform Text: PERICYAZINE",FALSE,"","","PERICIAZINE","10 MG per ML","periciazine 10 mg per mL"
"781","BENZOCAINE","active",13347,8903,"I","18","%","","","N","","Historic Freeform Text: BENZOCAINE",FALSE,"","","BENZOCAINE","18 %","benzocaine 18 %"
"782","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE HYDROCHLORIDE)","active",13163,8029,"I","25","MG","","","Y","ML","HISTORIC FREEFORM TEXT: METHOTRIMEPRAZINE HCL ((BASE EQ))",FALSE,"","","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE HYDROCHLORIDE)","25 MG per ML","methotrimeprazine (methotrimeprazine hydrochloride) 25 mg per mL"
"783","HYPROMELLOSE","active",13167,12399,"I","0.3","%","","","N","W/V","HISTORIC FREEFORM TEXT: HYDROXYPROPYLMETHYLCELLULOSE",FALSE,"","","HYPROMELLOSE","0.3 %","hypromellose 0.3 %"
"784","DEXTRAN 70","active",13167,710,"I","0.1","%","","","N","W/V","2016.02.19. ACTIVE INGREDIENT REVISED TO DEXTRAN 70 FROM DEXTRAN AS REQUESTED BY TAIWO WOMILOJU, NNH",FALSE,"","","DEXTRAN 70","0.1 %","dextran 70 0.1 %"
