"formal_description_ntp","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code","en_display","fr_display"
"lamotrigine 150 mg oral tablet",TRUE,9,FALSE,1995-12-31,9000746,NA,NA
"lamotrigine 25 mg oral tablet",TRUE,9,FALSE,1995-12-31,9000747,NA,NA
"lansoprazole 15 mg gastro-resistant capsule",TRUE,11,FALSE,1995-12-31,9000748,NA,NA
"lansoprazole 30 mg gastro-resistant capsule",TRUE,13,FALSE,1995-12-31,9000749,NA,NA
"lorazepam 0.5 mg sublingual tablet",TRUE,2,FALSE,1995-12-31,9000750,NA,NA
"losartan potassium 25 mg oral tablet",TRUE,18,FALSE,1995-12-31,9000751,NA,NA
"losartan potassium 50 mg oral tablet",TRUE,18,FALSE,1995-12-31,9000752,NA,NA
"medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial",TRUE,2,FALSE,1995-12-31,9000753,NA,NA
"mesalazine 1 g per 100 mL rectal liquid",TRUE,1,FALSE,1995-12-31,9000754,NA,NA
"mesalazine 1 g per 100 mL rectal solution",TRUE,1,FALSE,1995-12-31,9000755,NA,NA
"mesalazine 1 g suppository",TRUE,1,FALSE,1995-12-31,9000756,NA,NA
"mesalazine 2 g per 60 g rectal suspension",TRUE,1,FALSE,1995-12-31,9000757,NA,NA
"mesalazine 4 g per 100 mL rectal liquid",TRUE,1,FALSE,1995-12-31,9000758,NA,NA
"mesalazine 4 g per 100 mL rectal solution",TRUE,1,FALSE,1995-12-31,9000759,NA,NA
"mesalazine 4 g per 60 g rectal suspension",TRUE,1,FALSE,1995-12-31,9000760,NA,NA
"mesalazine 500 mg gastro-resistant tablet",TRUE,1,FALSE,1995-12-31,9000761,NA,NA
"mesalazine 500 mg suppository",TRUE,1,FALSE,1995-12-31,9000762,NA,NA
"metformin hydrochloride 850 mg oral tablet",TRUE,20,FALSE,1995-12-31,9000763,NA,NA
"methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial",TRUE,4,FALSE,1995-12-31,9000764,NA,NA
"methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial",TRUE,3,FALSE,1995-12-31,9000765,NA,NA
"methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial",TRUE,5,FALSE,1995-12-31,9000766,NA,NA
"metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial",TRUE,2,FALSE,1995-12-31,9000767,NA,NA
"metoclopramide hydrochloride 150 mg per 30 mL solution for injection vial",TRUE,2,FALSE,1995-12-31,9000768,NA,NA
"metoclopramide hydrochloride 50 mg per 10 mL solution for injection vial",TRUE,2,FALSE,1995-12-31,9000769,NA,NA
"metronidazole 1 % cutaneous cream",TRUE,1,FALSE,1995-12-31,9000770,NA,NA
"morphine sulfate 15 mg prolonged-release oral capsule",TRUE,1,FALSE,1995-12-31,9000771,NA,NA
"morphine sulfate 200 mg prolonged-release oral capsule",TRUE,1,FALSE,1995-12-31,9000772,NA,NA
"naloxone hydrochloride 0.4 mg per mL solution for injection",TRUE,2,FALSE,1995-12-31,9000773,NA,NA
"naloxone hydrochloride 1 mg per mL solution for injection",TRUE,1,FALSE,1995-12-31,9000774,NA,NA
"naproxen 375 mg gastro-resistant tablet",TRUE,7,FALSE,1995-12-31,9000775,NA,NA
"naproxen 500 mg gastro-resistant tablet",TRUE,7,FALSE,1995-12-31,9000776,NA,NA
"naproxen 750 mg prolonged-release oral tablet",TRUE,2,FALSE,1995-12-31,9000777,NA,NA
"nifedipine 10 mg oral tablet",TRUE,1,FALSE,1995-12-31,9000778,NA,NA
"nifedipine 20 mg prolonged-release oral tablet",TRUE,3,FALSE,1995-12-31,9000779,NA,NA
"nitroglycerin 18 mg per 6.7 sq cm transdermal patch",TRUE,1,FALSE,1995-12-31,9000780,NA,NA
"nitroglycerin 36 mg per 13.3 sq cm transdermal patch",TRUE,1,FALSE,1995-12-31,9000781,NA,NA
"nitroglycerin 54 mg per 20 sq cm transdermal patch",TRUE,1,FALSE,1995-12-31,9000782,NA,NA
"oxybutynin chloride 5 mg oral tablet",TRUE,8,FALSE,1995-12-31,9000783,NA,NA
"prednisolone sodium phosphate 0.5 % NA",TRUE,1,FALSE,1995-12-31,9000784,NA,NA
"prednisolone sodium phosphate 0.5 % ophthalmic drops",TRUE,1,FALSE,1995-12-31,9000785,NA,NA
"progesterone 100 mg oral capsule",TRUE,2,FALSE,1995-12-31,9000786,NA,NA
"propranolol hydrochloride 60 mg prolonged-release oral capsule",TRUE,1,FALSE,1995-12-31,9000787,NA,NA
"salbutamol (salbutamol sulfate) 2 mg oral tablet",TRUE,1,FALSE,1995-12-31,9000788,NA,NA
"salbutamol (salbutamol sulfate) 4 mg oral tablet",TRUE,1,FALSE,1995-12-31,9000789,NA,NA
"salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial",TRUE,5,FALSE,1995-12-31,9000790,NA,NA
"sertraline (sertraline hydrochloride) 25 mg oral capsule",TRUE,21,FALSE,1995-12-31,9000791,NA,NA
"timolol (timolol maleate) 0.25 % prolonged-release eye drops",TRUE,1,FALSE,1995-12-31,9000792,NA,NA
"timolol (timolol maleate) 0.5 % prolonged-release eye drops",TRUE,1,FALSE,1995-12-31,9000793,NA,NA
"trazodone hydrochloride 150 mg oral tablet",TRUE,5,FALSE,1995-12-31,9000794,NA,NA
"valproic acid 250 mg oral capsule",TRUE,6,FALSE,1995-12-31,9000795,NA,NA
"ipratropium bromide 42 mcg per actuation nasal spray",TRUE,1,FALSE,1996-02-02,9000796,NA,NA
"ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 1 mg oral tablet",TRUE,2,FALSE,1996-08-14,9000797,NA,NA
"folic acid (sodium folate) 5 mg per mL solution for injection",TRUE,1,FALSE,1996-08-14,9000798,NA,NA
"simvastatin 40 mg oral tablet",TRUE,21,FALSE,1996-08-14,9000799,NA,NA
"tacrolimus 1 mg oral capsule",TRUE,2,FALSE,1996-08-14,9000800,NA,NA
"tacrolimus 5 mg oral capsule",TRUE,2,FALSE,1996-08-14,9000801,NA,NA
"tacrolimus 5 mg per mL solution for injection",TRUE,1,FALSE,1996-08-14,9000802,NA,NA
"pravastatin sodium 40 mg oral tablet",TRUE,15,FALSE,1996-08-21,9000803,NA,NA
"dexamethasone 0.5 mg oral tablet",TRUE,4,FALSE,1996-08-26,9000804,NA,NA
"benzoyl peroxide 5 % cutaneous gel",TRUE,7,FALSE,1996-08-29,9000805,NA,NA
"codeine phosphate 3.3 mg per 5 mL and guaifenesin 100 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL oral liquid",TRUE,1,FALSE,1996-08-30,9000806,NA,NA
"acetaminophen 650 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck oral powder",TRUE,2,FALSE,1996-09-04,9000807,NA,NA
"oxybutynin chloride 1 mg per mL syrup",TRUE,3,FALSE,1996-09-04,9000808,NA,NA
"dexamethasone 0.75 mg oral tablet",TRUE,2,FALSE,1996-09-05,9000809,NA,NA
"dexamethasone 4 mg oral tablet",TRUE,6,FALSE,1996-09-05,9000810,NA,NA
"chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % swab",TRUE,2,FALSE,1996-09-09,9000811,NA,NA
"diltiazem hydrochloride 300 mg modified-release oral capsule",TRUE,4,FALSE,1996-09-12,9000812,NA,NA
"nystatin 100000 unit per mL oral drops",TRUE,1,FALSE,1996-09-12,9000813,NA,NA
"diltiazem hydrochloride 60 mg prolonged-release oral capsule",TRUE,1,FALSE,1996-09-19,9000814,NA,NA
"diltiazem hydrochloride 90 mg prolonged-release oral capsule",TRUE,1,FALSE,1996-09-19,9000815,NA,NA
"azithromycin 100 mg per 5 mL powder for oral suspension",TRUE,4,FALSE,1996-09-26,9000816,NA,NA
"azithromycin 200 mg per 5 mL powder for oral solution",TRUE,1,FALSE,1996-09-26,9000817,NA,NA
"fenofibrate 100 mg oral capsule",TRUE,1,FALSE,1996-10-02,9000818,NA,NA
"propranolol hydrochloride 1 mg per mL solution for injection",TRUE,1,FALSE,1996-10-04,9000819,NA,NA
"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",TRUE,23,FALSE,1996-10-10,9000820,NA,NA
"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",TRUE,25,FALSE,1996-10-10,9000821,NA,NA
"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",TRUE,20,FALSE,1996-10-11,9000822,NA,NA
"ketorolac tromethamine 10 mg per 1 mL solution for injection ampoule",TRUE,1,FALSE,1996-10-16,9000823,NA,NA
"morphine sulfate 50 mg prolonged-release oral capsule",TRUE,1,FALSE,1996-10-23,9000824,NA,NA
"morphine sulfate 20 mg prolonged-release oral capsule",TRUE,1,FALSE,1996-10-25,9000825,NA,NA
"chlorhexidine gluconate 0.12 % mouthwash",TRUE,7,FALSE,1996-10-30,9000826,NA,NA
"chlorhexidine gluconate 0.12 % oral liquid",TRUE,4,FALSE,1996-10-30,9000827,NA,NA
"lisinopril 40 mg oral tablet",TRUE,1,FALSE,1996-10-30,9000828,NA,NA
"olanzapine 7.5 mg oral tablet",TRUE,15,FALSE,1996-11-04,9000829,NA,NA
"benzoyl peroxide 50 mg per g and erythromycin 30 mg per g cutaneous gel",TRUE,1,FALSE,1996-11-05,9000830,NA,NA
"diclofenac sodium 75 mg and misoprostol 200 mcg oral tablet",TRUE,2,FALSE,1996-11-11,9000831,NA,NA
"olanzapine 10 mg oral tablet",TRUE,15,FALSE,1996-11-14,9000832,NA,NA
"olanzapine 5 mg oral tablet",TRUE,15,FALSE,1996-11-14,9000833,NA,NA
"insulin lispro 100 unit per mL solution for injection 10 mL vial",TRUE,1,FALSE,1996-11-15,9000834,NA,NA
"hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",TRUE,14,FALSE,1996-11-22,9000835,NA,NA
"acetaminophen 325 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin c 50 mg per pck oral powder",TRUE,1,FALSE,1996-11-26,9000836,NA,NA
"acetaminophen 500 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin c 50 mg per pck oral powder",TRUE,1,FALSE,1996-11-26,9000837,NA,NA
"acetaminophen 500 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin c 50 mg per pck powder for oral solution",TRUE,1,FALSE,1996-11-26,9000838,NA,NA
"insulin lispro 100 unit per mL solution for injection 3 mL cartridge",TRUE,1,FALSE,1996-11-27,9000839,NA,NA
"metronidazole 0.75 % cutaneous cream",TRUE,1,FALSE,1996-12-02,9000840,NA,NA
"ciclopirox olamine 1 % cutaneous cream",TRUE,1,FALSE,1996-12-03,9000841,NA,NA
"furosemide 10 mg per mL oral solution",TRUE,1,FALSE,1996-12-04,9000842,NA,NA
"valproic acid 500 mg gastro-resistant capsule",TRUE,4,FALSE,1996-12-13,9000843,NA,NA
"dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone (hydrocortisone acetate) 5 mg suppository",TRUE,1,FALSE,1996-12-30,9000844,NA,NA
"benzoyl peroxide 5 % cutaneous liquid",TRUE,1,FALSE,1996-12-31,9000845,NA,NA
"benzoyl peroxide 5 % lotion",TRUE,9,FALSE,1996-12-31,9000846,NA,NA
"carbamazepine 100 mg per 5 mL oral suspension",TRUE,2,FALSE,1996-12-31,9000847,NA,NA
"chlorhexidine gluconate 4 % medicated sponge",TRUE,1,FALSE,1996-12-31,9000848,NA,NA
"dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops",TRUE,3,FALSE,1996-12-31,9000849,NA,NA
"hydromorphone hydrochloride 12 mg prolonged-release oral capsule",TRUE,1,FALSE,1996-12-31,9000850,NA,NA
"hydromorphone hydrochloride 24 mg prolonged-release oral capsule",TRUE,1,FALSE,1996-12-31,9000851,NA,NA
"levothyroxine sodium 100 mcg oral tablet",TRUE,2,FALSE,1996-12-31,9000852,NA,NA
"levothyroxine sodium 112 mcg oral tablet",TRUE,1,FALSE,1996-12-31,9000853,NA,NA
"levothyroxine sodium 125 mcg oral tablet",TRUE,1,FALSE,1996-12-31,9000854,NA,NA
"levothyroxine sodium 175 mcg oral tablet",TRUE,1,FALSE,1996-12-31,9000855,NA,NA
"levothyroxine sodium 200 mcg oral tablet",TRUE,2,FALSE,1996-12-31,9000856,NA,NA
"levothyroxine sodium 25 mcg oral tablet",TRUE,1,FALSE,1996-12-31,9000857,NA,NA
"levothyroxine sodium 300 mcg oral tablet",TRUE,2,FALSE,1996-12-31,9000858,NA,NA
"levothyroxine sodium 75 mcg oral tablet",TRUE,1,FALSE,1996-12-31,9000859,NA,NA
"levothyroxine sodium 88 mcg oral tablet",TRUE,1,FALSE,1996-12-31,9000860,NA,NA
"naproxen 25 mg per mL oral suspension",TRUE,1,FALSE,1996-12-31,9000861,NA,NA
"omeprazole (omeprazole magnesium) 20 mg gastro-resistant tablet",TRUE,16,FALSE,1996-12-31,9000862,NA,NA
"salbutamol (salbutamol sulfate) 1.25 mg per 2.5 mL inhalation solution unit dose vial",TRUE,4,FALSE,1996-12-31,9000863,NA,NA
"triamcinolone acetonide 55 mcg per actuation nasal spray",TRUE,3,FALSE,1996-12-31,9000864,NA,NA
"valacyclovir (valacyclovir hydrochloride) 500 mg oral tablet",TRUE,16,FALSE,1996-12-31,9000865,NA,NA
"acetaminophen 1 g per 30 mL and dextromethorphan hydrobromide 30 mg per 30 mL and doxylamine succinate 12.5 mg per 30 mL and pseudoephedrine hydrochloride 60 mg per 30 mL oral liquid",TRUE,1,FALSE,1997-01-09,9000866,NA,NA
"dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository",TRUE,3,FALSE,1997-01-23,9000867,NA,NA
"budesonide 3 mg prolonged-release oral capsule",TRUE,1,FALSE,1997-01-30,9000868,NA,NA
"paroxetine (paroxetine hydrochloride) 10 mg oral tablet",TRUE,14,FALSE,1997-01-31,9000869,NA,NA
"dibucaine hydrochloride 5 mg per g and esculin 10 mg per g and framycetin sulfate 10 mg per g and hydrocortisone (hydrocortisone acetate) 5 mg per g rectal ointment",TRUE,1,FALSE,1997-02-03,9000870,NA,NA
"sumatriptan (sumatriptan succinate) 100 mg oral tablet",TRUE,13,FALSE,1997-02-11,9000871,NA,NA
"budesonide 100 mcg per actuation nasal spray",TRUE,1,FALSE,1997-02-12,9000872,NA,NA
"sumatriptan (sumatriptan hemisulfate) 20 mg nasal spray",TRUE,1,FALSE,1997-02-19,9000873,NA,NA
"sumatriptan (sumatriptan hemisulfate) 5 mg nasal spray",TRUE,1,FALSE,1997-02-19,9000874,NA,NA
"metoclopramide hydrochloride 1 mg per mL oral solution",TRUE,1,FALSE,1997-02-25,9000875,NA,NA
"atorvastatin (atorvastatin calcium) 10 mg oral tablet",TRUE,16,FALSE,1997-03-05,9000876,NA,NA
"atorvastatin (atorvastatin calcium) 20 mg oral tablet",TRUE,16,FALSE,1997-03-05,9000877,NA,NA
"atorvastatin (atorvastatin calcium) 40 mg oral tablet",TRUE,15,FALSE,1997-03-05,9000878,NA,NA
"pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet",TRUE,23,FALSE,1997-03-05,9000879,NA,NA
"cetirizine hydrochloride 10 mg oral tablet",TRUE,8,FALSE,1997-03-06,9000880,NA,NA
"cetirizine hydrochloride 5 mg oral tablet",TRUE,3,FALSE,1997-03-06,9000881,NA,NA
"codeine (codeine monohydrate, codeine sulfate trihydrate) 50 mg prolonged-release oral tablet",TRUE,1,FALSE,1997-03-13,9000882,NA,NA
"ciclopirox olamine 1 % lotion",TRUE,1,FALSE,1997-03-24,9000883,NA,NA
"clobazam 10 mg oral tablet",TRUE,5,FALSE,1997-03-24,9000884,NA,NA
"ramipril 10 mg oral capsule",TRUE,17,FALSE,1997-03-24,9000885,NA,NA
"topiramate 100 mg oral tablet",TRUE,20,FALSE,1997-03-25,9000886,NA,NA
"topiramate 200 mg oral tablet",TRUE,19,FALSE,1997-03-25,9000887,NA,NA
"topiramate 25 mg oral tablet",TRUE,20,FALSE,1997-03-25,9000888,NA,NA
"triamcinolone acetonide 10 mg per mL suspension for injection",TRUE,1,FALSE,1997-03-26,9000889,NA,NA
"diltiazem hydrochloride 120 mg modified-release oral capsule",TRUE,4,FALSE,1997-03-27,9000890,NA,NA
"diltiazem hydrochloride 180 mg modified-release oral capsule",TRUE,4,FALSE,1997-03-27,9000891,NA,NA
"diltiazem hydrochloride 240 mg modified-release oral capsule",TRUE,4,FALSE,1997-03-27,9000892,NA,NA
"betamethasone (betamethasone sodium phosphate) 5 mg per 100 mL rectal liquid",TRUE,1,FALSE,1997-04-01,9000893,NA,NA
"diltiazem hydrochloride 25 mg per 5 mL solution for injection vial",TRUE,2,FALSE,1997-04-10,9000894,NA,NA
"diltiazem hydrochloride 50 mg per 10 mL solution for injection vial",TRUE,2,FALSE,1997-04-10,9000895,NA,NA
"ramipril 2.5 mg oral capsule",TRUE,17,FALSE,1997-04-21,9000896,NA,NA
"ramipril 5 mg oral capsule",TRUE,17,FALSE,1997-04-21,9000897,NA,NA
"omeprazole (omeprazole magnesium) 10 mg gastro-resistant tablet",TRUE,4,FALSE,1997-04-28,9000898,NA,NA
"nitrofurantoin 50 mg oral capsule",TRUE,1,FALSE,1997-05-02,9000899,NA,NA
"tobramycin (tobramycin sulfate) 40 mg per mL solution for injection",TRUE,2,FALSE,1997-05-21,9000900,NA,NA
"ramipril 1.25 mg oral capsule",TRUE,13,FALSE,1997-05-28,9000901,NA,NA
"diltiazem hydrochloride 360 mg prolonged-release oral capsule",TRUE,6,FALSE,1997-06-09,9000902,NA,NA
"budesonide 0.25 mg per 2 mL nebuliser suspension unit dose vial",TRUE,1,FALSE,1997-06-16,9000903,NA,NA
"fluoxetine (fluoxetine hydrochloride) 20 mg per 5 mL oral solution",TRUE,4,FALSE,1997-06-16,9000904,NA,NA
"salbutamol 2.5 mg per 2.5 mL inhalation solution unit dose vial",TRUE,1,FALSE,1997-06-25,9000905,NA,NA
"acetaminophen 500 mg and methocarbamol 400 mg oral tablet",TRUE,10,FALSE,1997-07-07,9000906,NA,NA
"formoterol fumarate 12 mcg inhalation powder capsule",TRUE,1,FALSE,1997-07-08,9000907,NA,NA
"hydrocortisone 10 mg per mL and neomycin (neomycin sulfate) 3.5 mg per mL and polymyxin b (polymyxin b sulfate) 10000 unit per mL otic drops",TRUE,1,FALSE,1997-07-08,9000908,NA,NA
"estradiol 0.5 mg oral tablet",TRUE,2,FALSE,1997-07-10,9000909,NA,NA
"azithromycin 600 mg oral tablet",TRUE,2,FALSE,1997-07-21,9000910,NA,NA
"ipratropium bromide 0.2 mg per mL and salbutamol (salbutamol sulfate) 1 mg per mL inhalation solution",TRUE,1,FALSE,1997-07-25,9000911,NA,NA
"latanoprost 50 mcg per mL ophthalmic drops",TRUE,8,FALSE,1997-07-28,9000912,NA,NA
"methotrexate (methotrexate sodium) 20 mg per 2 mL solution for injection vial",TRUE,1,FALSE,1997-07-30,9000913,NA,NA
"morphine sulfate 30 mg suppository",TRUE,1,FALSE,1997-08-04,9000914,NA,NA
"morphine sulfate 5 mg suppository",TRUE,1,FALSE,1997-08-04,9000915,NA,NA
"acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg oral tablet",TRUE,7,FALSE,1997-08-06,9000916,NA,NA
"acetaminophen 160 mg per 5 mL and chlorpheniramine maleate 1 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral suspension",TRUE,2,FALSE,1997-08-11,9000917,NA,NA
"acetaminophen 160 mg per 5 mL and chlorpheniramine maleate 1 mg per 5 mL and dextromethorphan hydrobromide 7.5 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral suspension",TRUE,4,FALSE,1997-08-12,9000918,NA,NA
"haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial",TRUE,1,FALSE,1997-08-17,9000919,NA,NA
"benztropine mesylate 0.4 mg per mL oral solution",TRUE,1,FALSE,1997-08-20,9000920,NA,NA
"donepezil hydrochloride 10 mg oral tablet",TRUE,21,FALSE,1997-08-20,9000921,NA,NA
"donepezil hydrochloride 5 mg oral tablet",TRUE,21,FALSE,1997-08-20,9000922,NA,NA
"furosemide 500 mg oral tablet",TRUE,1,FALSE,1997-08-20,9000923,NA,NA
"chlorhexidine gluconate 0.05 % medicated sponge",TRUE,1,FALSE,1997-09-03,9000924,NA,NA
"budesonide 64 mcg per actuation nasal spray",TRUE,2,FALSE,1997-09-17,9000925,NA,NA
"ranitidine (ranitidine hydrochloride) 75 mg oral tablet",TRUE,6,FALSE,1997-09-26,9000926,NA,NA
"terazosin (terazosin hydrochloride) 10 mg oral tablet",TRUE,7,FALSE,1997-09-26,9000927,NA,NA
"terazosin (terazosin hydrochloride) 1 mg oral tablet",TRUE,7,FALSE,1997-09-26,9000928,NA,NA
"terazosin (terazosin hydrochloride) 2 mg oral tablet",TRUE,7,FALSE,1997-09-26,9000929,NA,NA
"terazosin (terazosin hydrochloride) 5 mg oral tablet",TRUE,7,FALSE,1997-09-26,9000930,NA,NA
"acetaminophen 160 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral suspension",TRUE,1,FALSE,1997-10-08,9000931,NA,NA
"triamcinolone acetonide 0.5 % cutaneous cream",TRUE,1,FALSE,1997-10-21,9000932,NA,NA
"methylphenidate hydrochloride 5 mg oral tablet",TRUE,5,FALSE,1997-10-24,9000933,NA,NA
"ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial",TRUE,1,FALSE,1997-10-29,9000934,NA,NA
"ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial",TRUE,1,FALSE,1997-10-29,9000935,NA,NA
"ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial",TRUE,1,FALSE,1997-10-29,9000936,NA,NA
"ibuprofen 100 mg per 5 mL oral suspension",TRUE,5,FALSE,1997-11-03,9000937,NA,NA
"indomethacin 50 mg suppository",TRUE,1,FALSE,1997-11-17,9000938,NA,NA
"valproic acid (sodium valproate) 250 mg per 5 mL syrup",TRUE,3,FALSE,1997-11-20,9000939,NA,NA
"diclofenac sodium 25 mg oral tablet",TRUE,2,FALSE,1997-11-28,9000940,NA,NA
"diclofenac sodium 50 mg oral tablet",TRUE,2,FALSE,1997-11-28,9000941,NA,NA
"estradiol 3.8 mg transdermal patch",TRUE,1,FALSE,1997-12-01,9000942,NA,NA
"estradiol 7.6 mg transdermal patch",TRUE,1,FALSE,1997-12-01,9000943,NA,NA
"ipratropium bromide 125 mcg per 1 mL and ipratropium bromide 125 mcg per 1 mL inhalation solution unit dose vial",TRUE,1,FALSE,1997-12-04,9000944,NA,NA
"ipratropium bromide 250 mcg per 2 mL and ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial",TRUE,2,FALSE,1997-12-04,9000945,NA,NA
"olanzapine 2.5 mg oral tablet",TRUE,15,FALSE,1997-12-08,9000946,NA,NA
"quetiapine (quetiapine fumarate) 100 mg oral tablet",TRUE,21,FALSE,1997-12-10,9000947,NA,NA
"quetiapine (quetiapine fumarate) 200 mg oral tablet",TRUE,21,FALSE,1997-12-10,9000948,NA,NA
"quetiapine (quetiapine fumarate) 25 mg oral tablet",TRUE,21,FALSE,1997-12-10,9000949,NA,NA
"valsartan 160 mg oral capsule",TRUE,1,FALSE,1997-12-15,9000950,NA,NA
"valsartan 80 mg oral capsule",TRUE,1,FALSE,1997-12-15,9000951,NA,NA
"ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet",TRUE,8,FALSE,1998-01-07,9000952,NA,NA
"trandolapril 1 mg oral capsule",TRUE,1,FALSE,1998-01-07,9000953,NA,NA
"trandolapril 2 mg oral capsule",TRUE,1,FALSE,1998-01-14,9000954,NA,NA
"losartan potassium 100 mg oral tablet",TRUE,18,FALSE,1998-01-16,9000955,NA,NA
"hydrocortisone acetate 0.5 % and pramoxine hydrochloride 1 % and zinc sulfate 0.5 % cutaneous ointment",TRUE,1,FALSE,1998-01-23,9000956,NA,NA
"trandolapril 0.5 mg oral capsule",TRUE,1,FALSE,1998-01-28,9000957,NA,NA
"acyclovir (acyclovir sodium) 500 mg per vial powder for solution for injection",TRUE,1,FALSE,1998-02-04,9000958,NA,NA
"olopatadine (olopatadine hydrochloride) 0.1 % ophthalmic drops",TRUE,5,FALSE,1998-02-09,9000959,NA,NA
"zopiclone 5 mg oral tablet",TRUE,18,FALSE,1998-02-10,9000960,NA,NA
"salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",TRUE,2,FALSE,1998-02-11,9000961,NA,NA
"salmeterol (salmeterol xinafoate) 50 mcg oral powder",TRUE,1,FALSE,1998-02-11,9000962,NA,NA
"sumatriptan (sumatriptan succinate) 50 mg oral tablet",TRUE,12,FALSE,1998-02-11,9000963,NA,NA
"hydromorphone hydrochloride 30 mg prolonged-release oral capsule",TRUE,1,FALSE,1998-02-16,9000964,NA,NA
"trazodone hydrochloride 75 mg oral tablet",TRUE,1,FALSE,1998-02-17,9000965,NA,NA
"pramipexole dihydrochloride 0.25 mg oral tablet",TRUE,11,FALSE,1998-02-26,9000966,NA,NA
"pramipexole dihydrochloride 1.5 mg oral tablet",TRUE,9,FALSE,1998-02-26,9000967,NA,NA
