"","dpd_ingredient","active_ingredient_code","basis_of_strength_ing","precise_ing","ccdd","top250name","ing_stem","hydrate","ntp_ing"
"496","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)",11336,"VENLAFAXINE","VENLAFAXINE HYDROCHLORIDE","Y","VENLAFAXINE","VENLAFAXINE",FALSE,"venlafaxine (venlafaxine hydrochloride)"
"497","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 1 MAHONEY",7655,"INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 1 MAHONEY","V.C.O.","","","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 1 MAHONEY",FALSE,"inactivated poliomyelitis vaccine (v.c.o.) type 1 mahoney"
"498","ATORVASTATIN (ATORVASTATIN CALCIUM)",11366,"ATORVASTATIN","ATORVASTATIN CALCIUM","Y","ATORVASTATIN","ATORVASTATIN",FALSE,"atorvastatin (atorvastatin calcium)"
"499","TEMSIROLIMUS",20180,"TEMSIROLIMUS","TEMSIROLIMUS","","","TEMSIROLIMUS",FALSE,"temsirolimus"
"500","OCTISALATE",12048,"OCTISALATE","OCTISALATE","","","OCTISALATE",FALSE,"octisalate"
"501","Regorafenib",22042,"Regorafenib","Regorafenib","","","Regorafenib",FALSE,"regorafenib"
"502","METHYLPREDNISOLONE ACETATE",7624,"METHYLPREDNISOLONE ACETATE","METHYLPREDNISOLONE ACETATE","","","METHYLPREDNISOLONE ACETATE",FALSE,"methylprednisolone acetate"
"503","CEFADROXIL",8348,"CEFADROXIL","CEFADROXIL","","","CEFADROXIL",FALSE,"cefadroxil"
"504","ESTRADIOL",7419,"ESTRADIOL","ESTRADIOL","Y","ESTRADIOL","ESTRADIOL",FALSE,"estradiol"
"505","MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)",11188,"MIDAZOLAM","MIDAZOLAM HYDROCHLORIDE","","","MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)",FALSE,"midazolam (midazolam hydrochloride)"
"506","CHLORPROMAZINE HYDROCHLORIDE",20237,"CHLORPROMAZINE HYDROCHLORIDE","CHLORPROMAZINE HYDROCHLORIDE","","","CHLORPROMAZINE HYDROCHLORIDE",FALSE,"chlorpromazine hydrochloride"
"507","PROPAFENONE HYDROCHLORIDE",1893,"PROPAFENONE HYDROCHLORIDE","PROPAFENONE HYDROCHLORIDE","","","PROPAFENONE HYDROCHLORIDE",FALSE,"propafenone hydrochloride"
"508","FLUPENTIXOL (FLUPENTIXOL DIHYDROCHLORIDE)",11347,"FLUPENTIXOL","FLUPENTIXOL DIHYDROCHLORIDE","","","FLUPENTIXOL (FLUPENTIXOL DIHYDROCHLORIDE)",FALSE,"flupentixol (flupentixol dihydrochloride)"
"509","PHENYLEPHRINE (PHENYLEPHRINE HYDROCHLORIDE)",6500,"PHENYLEPHRINE","PHENYLEPHRINE HYDROCHLORIDE","","","PHENYLEPHRINE (PHENYLEPHRINE HYDROCHLORIDE)",FALSE,"phenylephrine (phenylephrine hydrochloride)"
"510","ATROPINE SULFATE",8970,"ATROPINE SULFATE","ATROPINE SULFATE","","","ATROPINE SULFATE",FALSE,"atropine sulfate"
"511","CLIDINIUM BROMIDE",6301,"CLIDINIUM BROMIDE","CLIDINIUM BROMIDE","","","CLIDINIUM BROMIDE",FALSE,"clidinium bromide"
"512","FLUOROMETHOLONE ACETATE",7577,"FLUOROMETHOLONE ACETATE","FLUOROMETHOLONE ACETATE",NA,NA,NA,NA,NA
"513","BROMPHENIRAMINE MALEATE",10205,"BROMPHENIRAMINE MALEATE","BROMPHENIRAMINE MALEATE","","","BROMPHENIRAMINE MALEATE",FALSE,"brompheniramine maleate"
"514","PILOCARPINE NITRATE",6598,"PILOCARPINE NITRATE","PILOCARPINE NITRATE","","","PILOCARPINE NITRATE",FALSE,"pilocarpine nitrate"
"515","ISOSORBIDE-5-MONONITRATE",1298,"ISOSORBIDE-5-MONONITRATE","ISOSORBIDE-5-MONONITRATE","Y","ISOSORBIDE-5-MONONITRATE","ISOSORBIDE MONONITRATE",FALSE,"isosorbide-5-mononitrate"
"516","MOROCTOCOG ALFA",12787,"MOROCTOCOG ALFA","MOROCTOCOG ALFA","","","MOROCTOCOG ALFA",FALSE,"moroctocog alfa"
"517","CEFTAZIDIME (CEFTAZIDIME PENTAHYDRATE)",8344,"CEFTAZIDIME","CEFTAZIDIME PENTAHYDRATE","","","CEFTAZIDIME (CEFTAZIDIME PENTAHYDRATE)",TRUE,"ceftazidime (ceftazidime pentahydrate)"
"518","NITROGLYCERIN",9412,"NITROGLYCERIN","NITROGLYCERIN","Y","NITROGLYCERIN","NITROGLYCERIN",FALSE,"nitroglycerin"
"519","PREDNISOLONE (PREDNISOLONE SODIUM PHOSPHATE)",7630,"PREDNISOLONE","PREDNISOLONE SODIUM PHOSPHATE","Y","PREDNISOLONE","PREDNISOLONE",FALSE,"prednisolone (prednisolone sodium phosphate)"
"520","ERYTHROMYCIN",8618,"ERYTHROMYCIN","ERYTHROMYCIN","Y","ERYTHROMYCIN","ERYTHROMYCIN",FALSE,"erythromycin"
"521","ETHOPROPAZINE (ETHOPROPAZINE HYDROCHLORIDE)",7948,"ETHOPROPAZINE","ETHOPROPAZINE HYDROCHLORIDE","","","ETHOPROPAZINE (ETHOPROPAZINE HYDROCHLORIDE)",FALSE,"ethopropazine (ethopropazine hydrochloride)"
"522","HYDROCORTISONE ACETATE",7531,"HYDROCORTISONE ACETATE","HYDROCORTISONE ACETATE","Y","HYDROCORTISONE","HYDROCORTISONE",FALSE,"hydrocortisone acetate"
"523","VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE)",701,"VITAMIN E","DL-ALPHA TOCOPHERYL ACETATE","","","VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE)",FALSE,"vitamin e (dl-alpha tocopheryl acetate)"
"524","ANETHOLE TRITHIONE",5080,"ANETHOLE TRITHIONE","ANETHOLE TRITHIONE","","","ANETHOLE TRITHIONE",FALSE,"anethole trithione"
"525","ALBUMIN",3275,"ALBUMIN","ALBUMIN","","","ALBUMIN",FALSE,"albumin"
"526","INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 2 MEF1",128,"INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 2 MEF1","D.C.O.","","","INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 2 MEF1",FALSE,"inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1"
"527","ESMOLOL HYDROCHLORIDE",20260,"ESMOLOL HYDROCHLORIDE","ESMOLOL HYDROCHLORIDE","","","ESMOLOL HYDROCHLORIDE",FALSE,"esmolol hydrochloride"
"528","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE)",5000,"D-PANTOTHENIC ACID","CALCIUM D-PANTOTHENATE","","","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE)",FALSE,"d-pantothenic acid (calcium d-pantothenate)"
"529","ACAMPROSATE CALCIUM",20124,"ACAMPROSATE CALCIUM","ACAMPROSATE CALCIUM","","","ACAMPROSATE CALCIUM",FALSE,"acamprosate calcium"
"530","ACITRETIN",1209,"ACITRETIN","ACITRETIN",NA,NA,NA,NA,NA
"531","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F",20656,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F",FALSE,"pneumococcal polysaccharide serotype 22f"
"532","CEFOTAXIME SODIUM",8349,"CEFOTAXIME SODIUM","CEFOTAXIME SODIUM","","","CEFOTAXIME SODIUM",FALSE,"cefotaxime sodium"
"533","DESONIDE",7512,"DESONIDE","DESONIDE","","","DESONIDE",FALSE,"desonide"
"534","CEFUROXIME (CEFUROXIME SODIUM)",11118,"CEFUROXIME","CEFUROXIME SODIUM","","","CEFUROXIME (CEFUROXIME SODIUM)",FALSE,"cefuroxime (cefuroxime sodium)"
"535","CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE)",8551,"CLINDAMYCIN","CLINDAMYCIN HYDROCHLORIDE","Y","CLINDAMYCIN","CLINDAMYCIN",FALSE,"clindamycin (clindamycin hydrochloride)"
"536","BREXPIPRAZOLE",22853,"BREXPIPRAZOLE","BREXPIPRAZOLE","","","BREXPIPRAZOLE",FALSE,"brexpiprazole"
"537","TADALAFIL",12346,"TADALAFIL","TADALAFIL","Y","TADALAFIL","TADALAFIL",FALSE,"tadalafil"
"538","INACTIVATED POLIOVIRUS TYPE I",11933,"INACTIVATED POLIOVIRUS TYPE I","INACTIVATED POLIOVIRUS TYPE I","","","INACTIVATED POLIOVIRUS TYPE I",FALSE,"inactivated poliovirus type i"
"539","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE HYDROCHLORIDE)",8029,"METHOTRIMEPRAZINE","METHOTRIMEPRAZINE HYDROCHLORIDE","","","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE HYDROCHLORIDE)",FALSE,"methotrimeprazine (methotrimeprazine hydrochloride)"
"540","Nebivolol (Nebivolol Hydrochloride)",21534,"Nebivolol","Nebivolol Hydrochloride","","","Nebivolol (Nebivolol Hydrochloride)",FALSE,"nebivolol (nebivolol hydrochloride)"
"541","ARGATROBAN",12184,"ARGATROBAN","ARGATROBAN",NA,NA,NA,NA,NA
"542","FLUVOXAMINE MALEATE",1212,"FLUVOXAMINE MALEATE","FLUVOXAMINE MALEATE","","","FLUVOXAMINE MALEATE",FALSE,"fluvoxamine maleate"
"543","HEPARIN SODIUM",9060,"HEPARIN SODIUM","HEPARIN SODIUM","","","HEPARIN SODIUM",FALSE,"heparin sodium"
"544","NITROFURANTOIN",10196,"NITROFURANTOIN","NITROFURANTOIN","Y","NITROFURANTOIN","NITROFURANTOIN",FALSE,"nitrofurantoin"
"545","OCTREOTIDE (OCTREOTIDE ACETATE)",1255,"OCTREOTIDE","OCTREOTIDE ACETATE","","","OCTREOTIDE (OCTREOTIDE ACETATE)",FALSE,"octreotide (octreotide acetate)"
"546","OXYBUTYNIN CHLORIDE",10040,"OXYBUTYNIN CHLORIDE","OXYBUTYNIN CHLORIDE","Y","OXYBUTYNIN","OXYBUTYNIN",FALSE,"oxybutynin chloride"
"547","AZITHROMYCIN",424,"AZITHROMYCIN","AZITHROMYCIN","Y","AZITHROMYCIN","AZITHROMYCIN",FALSE,"azithromycin"
"548","AMPICILLIN",8450,"AMPICILLIN","AMPICILLIN","","","AMPICILLIN",FALSE,"ampicillin"
"549","ACETYLCHOLINE CHLORIDE",4957,"ACETYLCHOLINE CHLORIDE","ACETYLCHOLINE CHLORIDE","","","ACETYLCHOLINE CHLORIDE",FALSE,"acetylcholine chloride"
"550","DELAVIRDINE MESYLATE",11786,"DELAVIRDINE MESYLATE","DELAVIRDINE MESYLATE","","","DELAVIRDINE MESYLATE",FALSE,"delavirdine mesylate"
"551","OLSALAZINE SODIUM",1226,"OLSALAZINE SODIUM","OLSALAZINE SODIUM","","","OLSALAZINE SODIUM",FALSE,"olsalazine sodium"
"552","SODIUM TETRADECYL SULFATE",6212,"SODIUM TETRADECYL SULFATE","SODIUM TETRADECYL SULFATE","","","SODIUM TETRADECYL SULFATE",FALSE,"sodium tetradecyl sulfate"
"553","Vilanterol (Vilanterol trifenatate)",22120,"Vilanterol","Vilanterol trifenatate","","","Vilanterol (Vilanterol trifenatate)",FALSE,"vilanterol (vilanterol trifenatate)"
"554","TIZANIDINE (TIZANIDINE HYDROCHLORIDE)",11821,"TIZANIDINE","TIZANIDINE HYDROCHLORIDE","","","TIZANIDINE (TIZANIDINE HYDROCHLORIDE)",FALSE,"tizanidine (tizanidine hydrochloride)"
"555","PROCAINAMIDE HYDROCHLORIDE",9702,"PROCAINAMIDE HYDROCHLORIDE","PROCAINAMIDE HYDROCHLORIDE","","","PROCAINAMIDE HYDROCHLORIDE",FALSE,"procainamide hydrochloride"
"556","POLYSORBATE 80",6497,"POLYSORBATE 80","POLYSORBATE 80","","","POLYSORBATE 80",FALSE,"polysorbate 80"
"557","SOLIFENACIN SUCCINATE",18175,"SOLIFENACIN SUCCINATE","SOLIFENACIN SUCCINATE","Y","SOLIFENACIN","SOLIFENACIN",FALSE,"solifenacin succinate"
"558","TETRACAINE HYDROCHLORIDE",6788,"TETRACAINE HYDROCHLORIDE","TETRACAINE HYDROCHLORIDE","","","TETRACAINE HYDROCHLORIDE",FALSE,"tetracaine hydrochloride"
"559","HYDROXYZINE HYDROCHLORIDE",8008,"HYDROXYZINE HYDROCHLORIDE","HYDROXYZINE HYDROCHLORIDE","Y","HYDROXYZINE","HYDROXYZINE",FALSE,"hydroxyzine hydrochloride"
"560","COLESTIPOL HYDROCHLORIDE",2118,"COLESTIPOL HYDROCHLORIDE","COLESTIPOL HYDROCHLORIDE","","","COLESTIPOL HYDROCHLORIDE",FALSE,"colestipol hydrochloride"
"561","TOPOTECAN (TOPOTECAN HYDROCHLORIDE)",11431,"TOPOTECAN","TOPOTECAN HYDROCHLORIDE","","","TOPOTECAN",FALSE,"topotecan (topotecan hydrochloride)"
"562","GADOBENATE DIMEGLUMINE",12297,"GADOBENATE DIMEGLUMINE","GADOBENATE DIMEGLUMINE","","","GADOBENATE DIMEGLUMINE",FALSE,"gadobenate dimeglumine"
"563","CAFFEINE CITRATE",9357,"CAFFEINE CITRATE","CAFFEINE CITRATE","Y","CAFFEINE","CAFFEINE",FALSE,"caffeine citrate"
"564","FOSINOPRIL SODIUM",1744,"FOSINOPRIL SODIUM","FOSINOPRIL SODIUM","Y","FOSINOPRIL","FOSINOPRIL",FALSE,"fosinopril sodium"
"565","AMOXICILLIN (AMOXICILLIN TRIHYDRATE)",11101,"AMOXICILLIN","AMOXICILLIN TRIHYDRATE","Y","AMOXICILLIN","AMOXICILLIN",TRUE,"amoxicillin"
"566","PHENAZOPYRIDINE HYDROCHLORIDE",20246,"PHENAZOPYRIDINE HYDROCHLORIDE","PHENAZOPYRIDINE HYDROCHLORIDE","","","PHENAZOPYRIDINE HYDROCHLORIDE",FALSE,"phenazopyridine hydrochloride"
"567","CANNABIDIOL (CANNABIS SATIVA EXTRACT)",14448,"CANNABIDIOL","CANNABIS SATIVA EXTRACT","","","CANNABIDIOL (CANNABIS SATIVA EXTRACT)",FALSE,"cannabidiol (cannabis sativa extract)"
"568","EVOLOCUMAB",22637,"EVOLOCUMAB","EVOLOCUMAB","","","EVOLOCUMAB",FALSE,"evolocumab"
"569","CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE, CIPROFLOXACIN)",93,"CIPROFLOXACIN","CIPROFLOXACIN HYDROCHLORIDE, CIPROFLOXACIN","Y","CIPROFLOXACIN","CIPROFLOXACIN",FALSE,"ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin)"
"570","DIAZOXIDE",9557,"DIAZOXIDE","DIAZOXIDE","","","DIAZOXIDE",FALSE,"diazoxide"
"571","TERIPARATIDE",13330,"TERIPARATIDE","TERIPARATIDE","","","TERIPARATIDE",FALSE,"teriparatide"
"572","DOXORUBICIN HYDROCHLORIDE",2298,"DOXORUBICIN HYDROCHLORIDE","DOXORUBICIN HYDROCHLORIDE","","","DOXORUBICIN HYDROCHLORIDE",FALSE,"doxorubicin hydrochloride"
"573","DISODIUM EDETATE",3836,"DISODIUM EDETATE","DISODIUM EDETATE","","","DISODIUM EDETATE",FALSE,"disodium edetate"
"574","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN",22570,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN","","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN",FALSE,"recombinant human papillomavirus type 31 l1 protein"
"575","Azilsartan Medoxomil (Azilsartan Medoxomil Potassium)",21230,"Azilsartan Medoxomil","Azilsartan Medoxomil Potassium","","","Azilsartan Medoxomil (Azilsartan Medoxomil Potassium)",FALSE,"azilsartan medoxomil (azilsartan medoxomil potassium)"
"576","ALANINE",2963,"ALANINE","ALANINE","","","ALANINE",FALSE,"alanine"
"577","GANCICLOVIR (GANCICLOVIR SODIUM)",135,"GANCICLOVIR","GANCICLOVIR SODIUM","","","GANCICLOVIR (GANCICLOVIR SODIUM)",FALSE,"ganciclovir (ganciclovir sodium)"
"578","PRAZIQUANTEL",2092,"PRAZIQUANTEL","PRAZIQUANTEL","","","PRAZIQUANTEL",FALSE,"praziquantel"
"579","TETANUS TOXOID",7935,"TETANUS TOXOID","TETANUS TOXOID","","","TETANUS TOXOID",FALSE,"tetanus toxoid"
"580","SENNOSIDES (SENNA)",5190,"SENNOSIDES","SENNA","","","SENNOSIDES (SENNA)",FALSE,"sennosides (senna)"
"581","CHLORTHALIDONE",10135,"CHLORTHALIDONE","CHLORTHALIDONE","","","CHLORTHALIDONE",FALSE,"chlorthalidone"
"582","CALCIPOTRIOL (CALCIPOTRIOL MONOHYDRATE)",894,"CALCIPOTRIOL","CALCIPOTRIOL MONOHYDRATE","","","CALCIPOTRIOL (CALCIPOTRIOL MONOHYDRATE)",TRUE,"calcipotriol (calcipotriol monohydrate)"
"583","MEPOLIZUMAB",12884,"MEPOLIZUMAB","MEPOLIZUMAB","","","MEPOLIZUMAB",FALSE,"mepolizumab"
"584","AMANTADINE HYDROCHLORIDE",9905,"AMANTADINE HYDROCHLORIDE","AMANTADINE HYDROCHLORIDE","","","AMANTADINE HYDROCHLORIDE",FALSE,"amantadine hydrochloride"
"585","LISDEXAMFETAMINE DIMESYLATE",20437,"LISDEXAMFETAMINE DIMESYLATE","LISDEXAMFETAMINE DIMESYLATE","Y","LISDEXAMFETAMINE","LISDEXAMFETAMINE",FALSE,"lisdexamfetamine dimesylate"
"586","INSULIN",7326,"INSULIN","INSULIN","","","INSULIN",FALSE,"insulin"
"587","AMPHETAMINE SULFATE",8309,"AMPHETAMINE SULFATE","AMPHETAMINE SULFATE","Y","AMPHETAMINE","AMPHETAMINE",FALSE,"amphetamine sulfate"
"588","PEGASPARGASE",11706,"PEGASPARGASE","PEGASPARGASE","","","PEGASPARGASE",FALSE,"pegaspargase"
"589","MEMANTINE HYDROCHLORIDE",13366,"MEMANTINE HYDROCHLORIDE","MEMANTINE HYDROCHLORIDE","","","MEMANTINE HYDROCHLORIDE",FALSE,"memantine hydrochloride"
"590","MARAVIROC",20160,"MARAVIROC","MARAVIROC","","","MARAVIROC",FALSE,"maraviroc"
"591","PALONOSETRON (PALONOSETRON HYDROCHLORIDE)",21240,"PALONOSETRON","PALONOSETRON HYDROCHLORIDE","","","PALONOSETRON (PALONOSETRON HYDROCHLORIDE)",FALSE,"palonosetron (palonosetron hydrochloride)"
"592","ALIROCUMAB",22706,"ALIROCUMAB","ALIROCUMAB","","","ALIROCUMAB",FALSE,"alirocumab"
"593","PENICILLIN G (PENICILLIN G SODIUM)",8447,"PENICILLIN G","PENICILLIN G SODIUM","","","PENICILLIN G (PENICILLIN G SODIUM)",FALSE,"penicillin g (penicillin g sodium)"
"594","Elvitegravir",21507,"Elvitegravir","Elvitegravir","","","Elvitegravir",FALSE,"elvitegravir"
"595","RAMIPRIL",932,"RAMIPRIL","RAMIPRIL","Y","RAMIPRIL","RAMIPRIL",FALSE,"ramipril"
"596","MITOTANE",2100,"MITOTANE","MITOTANE","","","MITOTANE",FALSE,"mitotane"
"597","ALUMINUM HYDROXIDE (DRIED ALUMINUM HYDROXIDE GEL)",721,"ALUMINUM HYDROXIDE","DRIED ALUMINUM HYDROXIDE GEL","","","ALUMINUM HYDROXIDE (DRIED ALUMINUM HYDROXIDE GEL)",FALSE,"aluminum hydroxide (dried aluminum hydroxide gel)"
"598","ERYTHROMYCIN (ERYTHROMYCIN LACTOBIONATE)",8618,"ERYTHROMYCIN","ERYTHROMYCIN LACTOBIONATE","Y","ERYTHROMYCIN","ERYTHROMYCIN",FALSE,"erythromycin (erythromycin lactobionate)"
"599","EVEROLIMUS",13238,"EVEROLIMUS","EVEROLIMUS","","","EVEROLIMUS",FALSE,"everolimus"
"600","SODIUM SULFATE",7247,"SODIUM SULFATE","SODIUM SULFATE","","","SODIUM SULFATE",FALSE,"sodium sulfate"
"601","ALLERGEN EXTRACT - ALUM PRECIPITATED",12020,"ALLERGEN EXTRACT - ALUM PRECIPITATED","ALLERGEN EXTRACT - ALUM PRECIPITATED","","","ALLERGEN EXTRACT - ALUM PRECIPITATED",FALSE,"allergen extract - alum precipitated"
"602","STANDARDIZED CAT HAIR ACETONE PRECIPITATED",256,"STANDARDIZED CAT HAIR ACETONE PRECIPITATED","STANDARDIZED CAT HAIR ACETONE PRECIPITATED","","","STANDARDIZED CAT HAIR ACETONE PRECIPITATED",FALSE,"standardized cat hair acetone precipitated"
"603","PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE)",11340,"PAROXETINE","PAROXETINE HYDROCHLORIDE HEMIHYDRATE","Y","PAROXETINE","PAROXETINE",TRUE,"paroxetine (paroxetine hydrochloride)"
"604","CARBON MONOXIDE",1938,"CARBON MONOXIDE","CARBON MONOXIDE","","","CARBON MONOXIDE",FALSE,"carbon monoxide"
"605","FESOTERODINE FUMARATE",21178,"FESOTERODINE FUMARATE","FESOTERODINE FUMARATE","","","FESOTERODINE FUMARATE",FALSE,"fesoterodine fumarate"
"606","DEXAMETHASONE (DEXAMETHASONE SODIUM METASULPHOBENZOATE)",7600,"DEXAMETHASONE","DEXAMETHASONE SODIUM METASULPHOBENZOATE","Y","DEXAMETHASONE","DEXAMETHASONE (BASE)",FALSE,"dexamethasone (dexamethasone sodium metasulphobenzoate)"
"607","GRANISETRON (GRANISETRON HYDROCHLORIDE)",11382,"GRANISETRON","GRANISETRON HYDROCHLORIDE","","","GRANISETRON (GRANISETRON HYDROCHLORIDE)",FALSE,"granisetron (granisetron hydrochloride)"
"608","HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE)",7532,"HYDROCORTISONE","HYDROCORTISONE SODIUM SUCCINATE","Y","HYDROCORTISONE","HYDROCORTISONE",FALSE,"hydrocortisone (hydrocortisone sodium succinate)"
"609","BIOTIN",4962,"BIOTIN","BIOTIN","","","BIOTIN",FALSE,"biotin"
"610","CALCIUM CHLORIDE",51,"CALCIUM CHLORIDE","CALCIUM CHLORIDE","","","CALCIUM CHLORIDE",FALSE,"calcium chloride"
"611","VASOPRESSIN",7387,"VASOPRESSIN","VASOPRESSIN","","","VASOPRESSIN",FALSE,"vasopressin"
"612","TETRACOSACTIDE (Tetracosactide zinc hydroxide)",7516,"TETRACOSACTIDE","Tetracosactide zinc hydroxide","","","TETRACOSACTIDE (Tetracosactide zinc hydroxide)",FALSE,"tetracosactide (tetracosactide zinc hydroxide)"
"613","FORMOTEROL FUMARATE DIHYDRATE",12633,"FORMOTEROL FUMARATE DIHYDRATE","FORMOTEROL FUMARATE DIHYDRATE","Y","FORMOTEROL","FORMOTEROL",TRUE,"formoterol fumarate"
"614","DOXYLAMINE SUCCINATE",10224,"DOXYLAMINE SUCCINATE","DOXYLAMINE SUCCINATE","","","DOXYLAMINE SUCCINATE",FALSE,"doxylamine succinate"
"615","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y",19044,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y","","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y",FALSE,"meningococcal polysaccharide-diphtheria toxoid conjugate, group y"
"616","INTERFERON BETA-1A",11746,"INTERFERON BETA-1A","INTERFERON BETA-1A","","","INTERFERON BETA-1A",FALSE,"interferon beta-1a"
"617","ACETYLCYSTEINE",10303,"ACETYLCYSTEINE","ACETYLCYSTEINE","","","ACETYLCYSTEINE",FALSE,"acetylcysteine"
"618","PROTEASE",648,"PROTEASE","PROTEASE","","","PROTEASE",FALSE,"protease"
"619","AMIODARONE HYDROCHLORIDE",1400,"AMIODARONE HYDROCHLORIDE","AMIODARONE HYDROCHLORIDE","Y","AMIODARONE","AMIODARONE",FALSE,"amiodarone hydrochloride"
"620","Aclidinium bromide",22129,"Aclidinium bromide","Aclidinium bromide","","","Aclidinium bromide",FALSE,"aclidinium bromide"
"621","SENNOSIDES",5190,"SENNOSIDES","SENNOSIDES","","","SENNOSIDES",FALSE,"sennosides"
"622","Pertuzumab",22051,"Pertuzumab","Pertuzumab","","","Pertuzumab",FALSE,"pertuzumab"
"623","GENTAMICIN (GENTAMICIN SULFATE)",8632,"GENTAMICIN","GENTAMICIN SULFATE","","","GENTAMICIN (GENTAMICIN SULFATE)",FALSE,"gentamicin (gentamicin sulfate)"
"624","CAPECITABINE",11787,"CAPECITABINE","CAPECITABINE","","","CAPECITABINE",FALSE,"capecitabine"
"625","STANDARDIZED CAT PELT",11607,"STANDARDIZED CAT PELT","STANDARDIZED CAT PELT","","","STANDARDIZED CAT PELT",FALSE,"standardized cat pelt"
"626","PODOPHYLLOTOXIN",910,"PODOPHYLLOTOXIN","PODOPHYLLOTOXIN","","","PODOPHYLLOTOXIN",FALSE,"podophyllotoxin"
"627","LACTIC ACID",6777,"LACTIC ACID","LACTIC ACID","","","LACTIC ACID",FALSE,"lactic acid"
"628","ABCIXIMAB",61,"ABCIXIMAB","ABCIXIMAB","","","ABCIXIMAB",FALSE,"abciximab"
"629","L-CYSTEINE (L-CYSTEINE HYDROCHLORIDE)",5416,"L-CYSTEINE","L-CYSTEINE HYDROCHLORIDE","","","L-CYSTEINE (L-CYSTEINE HYDROCHLORIDE)",FALSE,"l-cysteine (l-cysteine hydrochloride)"
"630","Ombitasvir",22554,"Ombitasvir","Ombitasvir","","","Ombitasvir",FALSE,"ombitasvir"
"631","FIMBRIAE TYPES 2 AND 3 (FIM)",20594,"FIMBRIAE TYPES 2 AND 3","FIM","","","FIMBRIAE TYPES 2 AND 3 (FIM)",FALSE,"fimbriae types 2 and 3 (fim)"
"632","Canagliflozin",22295,"Canagliflozin","Canagliflozin","","","Canagliflozin",FALSE,"canagliflozin"
"633","DESMOPRESSIN ACETATE",2155,"DESMOPRESSIN ACETATE","DESMOPRESSIN ACETATE","","","DESMOPRESSIN ACETATE",FALSE,"desmopressin acetate"
"634","HYDROXOCOBALAMIN",4971,"HYDROXOCOBALAMIN","HYDROXOCOBALAMIN","","","HYDROXOCOBALAMIN",FALSE,"hydroxocobalamin"
"635","HELIUM",2334,"HELIUM","HELIUM","","","HELIUM",FALSE,"helium"
"636","KETOCONAZOLE",1855,"KETOCONAZOLE","KETOCONAZOLE","","","KETOCONAZOLE",FALSE,"ketoconazole"
"637","GOLIMUMAB",20450,"GOLIMUMAB","GOLIMUMAB","","","GOLIMUMAB",FALSE,"golimumab"
"638","LANREOTIDE (LANREOTIDE ACETATE)",19728,"LANREOTIDE","LANREOTIDE ACETATE","","","LANREOTIDE (LANREOTIDE ACETATE)",FALSE,"lanreotide (lanreotide acetate)"
"639","PROXYMETACAINE HYDROCHLORIDE",20365,"PROXYMETACAINE HYDROCHLORIDE","PROXYMETACAINE HYDROCHLORIDE",NA,NA,NA,NA,NA
"640","HYDROXYETHYL STARCH 130/0.4",12794,"HYDROXYETHYL STARCH 130/0.4","HYDROXYETHYL STARCH 130/0.4","","","HYDROXYETHYL STARCH 130/0.4",FALSE,"hydroxyethyl starch 130/0.4"
