"","tm_set","ccdd","n_dins","n_ntps","status","tm_status_effective_time"
"1676","quinagolide (quinagolide hydrochloride)",FALSE,4,1,"active",2004-12-29
"1677","quinapril",TRUE,20,1,"active",1992-12-31
"1678","quinidine sulfate",FALSE,1,1,"active",1981-12-31
"1679","quinine",TRUE,11,2,"active",1966-12-31
"1680","rabeprazole",TRUE,23,1,"active",2002-04-02
"1681","rabies immune globulin human",FALSE,2,1,"active",1997-10-09
"1682","rabies vaccine inactivated (human diploid-cell culture)",FALSE,1,1,"active",1999-08-13
"1683","rabies vaccine inactivated (purified chick embryo cell culture)",FALSE,1,1,"active",2005-05-16
"1684","raloxifene hydrochloride",FALSE,6,1,"active",1998-11-20
"1685","raltegravir (raltegravir potassium)",FALSE,3,2,"active",2007-11-28
"1686","raltitrexed (raltitrexed disodium)",FALSE,1,1,"active",1996-11-18
"1687","ramipril",TRUE,76,2,"active",1997-03-24
"1688","ramucirumab",FALSE,1,1,"active",2015-09-10
"1689","ranibizumab",FALSE,2,1,"active",2007-07-26
"1690","ranitidine",TRUE,42,3,"active",1987-12-31
"1691","rasagiline (rasagiline mesylate)",FALSE,6,1,"active",2006-09-14
"1692","rasburicase",FALSE,1,1,"active",2004-09-21
"1693","recombinant cholera toxin b subunit, vibrio cholerae inaba 48 classical biotype, heat inactivated, vibrio cholerae inaba 6973 e1 tor biotype, formalin inactivated, vibrio cholerae ogawa 50 classical biotype, formalin inactivated, vibrio cholerae ogawa 50 classical biotype, heat inactivated",FALSE,1,1,"active",2003-04-15
"1694","recombinant human papillomavirus type 11 l1 protein, recombinant human papillomavirus type 16 l1 protein, recombinant human papillomavirus type 18 l1 protein, recombinant human papillomavirus type 31 l1 protein, recombinant human papillomavirus type 33 l1 protein, recombinant human papillomavirus type 45 l1 protein, recombinant human papillomavirus type 52 l1 protein, recombinant human papillomavirus type 58 l1 protein, recombinant human papillomavirus type 6 l1 protein",FALSE,1,1,"active",2015-03-18
"1695","recombinant human papillomavirus type 11 l1 protein, recombinant human papillomavirus type 16 l1 protein, recombinant human papillomavirus type 18 l1 protein, recombinant human papillomavirus type 6 l1 protein",FALSE,1,1,"active",2006-08-16
"1696","recombinant human papillomavirus type 16 l1 protein, recombinant human papillomavirus type 18 l1 protein",FALSE,1,1,"active",2010-02-10
"1697","regorafenib",FALSE,1,1,"active",2013-04-02
"1698","remifentanil (remifentanil hydrochloride)",FALSE,2,1,"active",2011-09-27
"1699","repaglinide",TRUE,21,1,"active",1999-06-21
"1700","reslizumab",FALSE,1,1,"active",2016-12-19
"1701","rho d immune globulin human",FALSE,3,1,"active",2008-06-16
"1702","ribavirin",FALSE,7,2,"active",1996-12-05
"1703","rifabutin",FALSE,1,1,"active",1995-12-31
"1704","rifampin",FALSE,4,1,"active",1977-12-31
"1705","rifaximin",FALSE,1,1,"active",2013-11-07
"1706","rilpivirine (rilpivirine hydrochloride)",FALSE,1,1,"active",2011-08-31
"1707","riluzole",FALSE,3,1,"active",2000-10-26
"1708","riociguat",FALSE,5,1,"active",2013-09-25
"1709","risedronate",TRUE,25,2,"active",1999-09-07
"1710","risperidone",TRUE,113,5,"active",1993-12-31
"1711","ritonavir",FALSE,2,2,"active",1996-09-25
"1712","rituximab",FALSE,2,1,"active",2000-03-20
"1713","rivaroxaban",TRUE,3,1,"active",2008-09-16
"1714","rivaroxaban, rivaroxaban",TRUE,1,1,"active",2015-11-02
"1715","rivastigmine",TRUE,44,3,"active",2000-05-15
"1716","rizatriptan",TRUE,37,2,"active",1999-08-31
"1717","rocuronium bromide",FALSE,4,1,"active",1995-12-31
"1718","romidepsin",FALSE,1,2,"active",2014-02-05
"1719","romiplostim",FALSE,2,1,"active",2009-04-15
"1720","ropinirole (ropinirole hydrochloride)",FALSE,23,1,"active",1997-09-25
"1721","ropivacaine hydrochloride",FALSE,5,1,"active",1997-04-30
"1722","rosiglitazone (rosiglitazone maleate)",FALSE,6,1,"active",2000-03-21
"1723","rosuvastatin",TRUE,82,1,"active",2003-02-19
"1724","rotavirus vaccine (rix4414 strain), live, oral, attenuated (human)",FALSE,1,1,"active",2008-12-16
"1725","rotigotine",FALSE,6,1,"active",2013-06-27
"1726","rufinamide",FALSE,3,1,"active",2011-08-29
"1727","rupatadine (rupatadine fumarate)",FALSE,2,2,"active",2017-01-16
"1728","ruxolitinib (ruxolitinib phosphate)",FALSE,4,1,"active",2012-07-19
"1729","salbutamol",TRUE,32,6,"active",1989-12-31
"1730","salmeterol",TRUE,2,2,"active",1998-02-11
"1731","salmonella typhi vi capsular polysaccharide vaccine",FALSE,2,1,"active",1995-12-31
"1732","sapropterin dihydrochloride",FALSE,1,1,"active",2010-07-05
"1733","saquinavir (saquinavir mesylate)",FALSE,2,2,"active",1996-12-31
"1734","sarilumab",FALSE,2,1,"active",2017-02-08
"1735","saxagliptin",TRUE,2,1,"active",2009-10-29
"1736","scopolamine hydrobromide",FALSE,4,1,"active",1981-12-31
"1737","secukinumab",FALSE,1,1,"active",2015-04-10
"1738","selegiline hydrochloride",FALSE,3,1,"active",1994-12-31
"1739","selenium (selenious acid)",FALSE,1,1,"active",1993-12-31
"1740","selexipag",FALSE,8,1,"active",2016-04-21
"1741","sertraline",TRUE,63,1,"active",1992-12-31
"1742","sevelamer carbonate",FALSE,1,1,"active",2010-11-25
"1743","sevelamer hydrochloride",FALSE,1,1,"active",2001-11-21
"1744","sevoflurane",FALSE,3,1,"active",1995-12-31
"1745","sildenafil",TRUE,48,2,"active",1999-03-09
"1746","silicon dioxide, sodium fluoride, triclosan",FALSE,2,1,"active",2012-07-23
"1747","silicone",FALSE,1,1,"active",1997-04-01
"1748","siltuximab",FALSE,2,1,"active",2015-03-03
"1749","silver sulfadiazine",FALSE,1,1,"active",1974-12-31
"1750","simeprevir (simeprevir sodium)",FALSE,1,1,"active",2013-11-25
"1751","simethicone",FALSE,16,7,"active",1963-12-31
"1752","simoctocog alfa, water",FALSE,4,2,"active",2015-12-22
"1753","simvastatin",TRUE,102,1,"active",1990-12-31
"1754","sincalide",FALSE,1,1,"active",1998-07-08
"1755","sinecatechins",FALSE,1,1,"active",2014-07-04
"1756","sirolimus",FALSE,2,2,"active",2001-05-15
"1757","sitagliptin",TRUE,3,1,"active",2008-01-02
"1758","sodium acetate",FALSE,2,1,"active",1996-08-14
"1759","sodium ascorbate",FALSE,1,1,"active",1981-12-31
"1760","sodium bicarbonate",FALSE,13,3,"active",1974-12-31
"1761","sodium bicarbonate, sodium chloride",FALSE,1,2,"active",2016-02-22
"1762","sodium carboxymethyl cellulose",FALSE,8,1,"active",1991-12-31
"1763","sodium carboxymethyl cellulose, sodium carboxymethyl cellulose",FALSE,1,2,"active",2009-01-27
"1764","sodium chloride",FALSE,31,6,"active",1951-12-31
"1765","sodium chloride, sodium phosphate dibasic, sodium phosphate monobasic",FALSE,1,1,"active",1984-12-31
"1766","sodium chloride, somatropin",FALSE,1,1,"active",1996-10-17
"1767","sodium citrate",FALSE,2,1,"active",1990-12-31
"1768","sodium citrate, sodium lauryl sulfoacetate, sorbitol",FALSE,1,2,"active",1995-12-31
"1769","sodium fluoride, triclosan",FALSE,3,1,"active",1993-12-31
"1770","sodium hypochlorite",FALSE,3,2,"active",1986-12-31
"1771","sodium nitrite",FALSE,1,1,"active",2016-07-20
"1772","sodium nitroprusside",FALSE,1,1,"active",2011-05-17
"1773","sodium oxybate",FALSE,1,1,"active",2007-08-03
"1774","sodium phenylbutyrate",FALSE,1,1,"active",2015-01-27
"1775","sodium phosphate dibasic, sodium phosphate monobasic",FALSE,1,1,"active",1991-12-31
"1776","sodium polystyrene sulfonate",FALSE,5,6,"active",1961-12-31
"1777","sodium salicylate",FALSE,1,1,"active",1985-12-31
"1778","sodium tetradecyl sulfate",FALSE,2,1,"active",1987-12-31
"1779","sodium thiosulfate",FALSE,3,1,"active",1998-07-13
"1780","sofosbuvir",FALSE,1,1,"active",2014-01-06
"1781","sofosbuvir, velpatasvir",FALSE,1,1,"active",2016-08-02
"1782","solifenacin",TRUE,26,1,"active",2006-06-23
"1783","somatropin",FALSE,25,2,"active",1987-12-31
"1784","somatropin, water",FALSE,1,1,"active",1999-07-28
"1785","sorafenib (sorafenib tosylate)",FALSE,1,1,"active",2006-07-31
"1786","sotalol hydrochloride",FALSE,20,1,"active",1995-12-31
"1787","soybean oil",FALSE,3,1,"active",1995-12-31
"1788","spiramycin",FALSE,2,1,"active",1957-12-31
"1789","spironolactone",TRUE,4,1,"active",1959-12-31
"1790","standardized bermuda grass pollen",FALSE,1,1,"active",2001-03-26
"1791","standardized cat hair acetone precipitated",FALSE,1,1,"active",1998-08-28
"1792","standardized cat pelt",FALSE,1,1,"active",1998-01-29
"1793","standardized cat pelt acetone precipitated",FALSE,1,1,"active",1998-02-09
"1794","standardized kentucky blue/june grass pollen",FALSE,4,1,"active",2000-09-26
"1795","standardized kentucky blue/june grass pollen, standardized meadow fescue grass pollen, standardized orchard grass pollen, standardized perennial rye grass pollen, standardized redtop grass pollen, standardized sweet vernal grass pollen, standardized timothy grass pollen",FALSE,2,1,"active",2014-06-02
"1796","standardized kentucky blue/june grass pollen, standardized orchard grass pollen, standardized redtop grass pollen, standardized sweet vernal grass pollen, standardized timothy grass pollen",FALSE,1,1,"active",2009-07-30
"1797","standardized kentucky blue/june grass pollen, standardized orchard grass pollen, standardized redtop grass pollen, standardized timothy grass pollen",FALSE,2,1,"active",2011-03-22
"1798","standardized meadow fescue grass pollen",FALSE,4,1,"active",2000-10-03
"1799","standardized orchard grass pollen",FALSE,4,1,"active",2000-09-06
"1800","standardized perennial rye grass pollen",FALSE,5,1,"active",2000-08-29
"1801","standardized redtop grass pollen",FALSE,4,1,"active",2000-10-30
"1802","standardized sweet vernal grass pollen",FALSE,2,1,"active",2000-10-30
"1803","standardized timothy grass pollen",FALSE,6,2,"active",2000-10-30
"1804","stavudine",FALSE,4,1,"active",1996-07-30
"1805","stiripentol",FALSE,4,2,"active",2013-05-01
"1806","streptomycin (streptomycin sulfate)",FALSE,1,1,"active",2001-10-15
"1807","streptozocin",FALSE,1,1,"active",1985-12-31
"1808","succinylcholine chloride",FALSE,4,1,"active",1952-12-31
"1809","sucralfate",FALSE,5,2,"active",1993-12-31
"1810","sufentanil (sufentanil citrate)",FALSE,2,1,"active",2001-08-01
"1811","sugammadex (sugammadex sodium)",FALSE,1,1,"active",2016-02-19
"1812","sulfacetamide sodium",FALSE,2,1,"active",1951-12-31
"1813","sulfamethoxazole",FALSE,1,1,"active",1978-12-31
"1814","sulfamethoxazole, trimethoprim",TRUE,9,3,"active",1979-12-31
"1815","sulfasalazine",FALSE,5,2,"active",1978-12-31
"1816","sulfinpyrazone",FALSE,1,1,"active",1978-12-31
"1817","sulfisoxazole",FALSE,1,1,"active",1977-12-31
"1818","sulfur hexafluoride",FALSE,1,1,"active",2016-09-22
"1819","sulindac",FALSE,4,1,"active",1988-12-31
"1820","sumatriptan",TRUE,35,3,"active",1997-02-11
"1821","sunitinib (sunitinib malate)",FALSE,3,1,"active",2006-06-22
"1822","sweet vernal grass",FALSE,2,1,"active",2000-10-18
"1823","tacrolimus",TRUE,13,4,"active",1996-08-14
"1824","tadalafil",TRUE,53,1,"active",2003-11-25
"1825","taliglucerase alfa",FALSE,1,1,"active",2014-09-08
"1826","tamoxifen (tamoxifen citrate)",FALSE,5,1,"active",1989-12-31
"1827","tamsulosin",TRUE,10,2,"active",2005-10-11
"1828","tazarotene",FALSE,4,2,"active",1997-04-10
"1829","telavancin (telavancin hydrochloride)",FALSE,1,1,"active",2016-01-06
"1830","telbivudine",FALSE,1,1,"active",2006-12-14
"1831","telmisartan",TRUE,30,1,"active",1999-09-01
"1832","temazepam",TRUE,10,1,"active",1980-12-31
"1833","temozolomide",FALSE,21,1,"active",1999-11-12
"1834","temsirolimus",FALSE,1,1,"active",2008-01-11
"1835","tenecteplase",FALSE,1,1,"active",2001-10-18
"1836","teniposide",FALSE,1,1,"active",1984-12-31
"1837","tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,1,1,"active",2017-06-20
"1838","tenofovir disoproxil fumarate",FALSE,1,1,"active",2004-03-15
"1839","tenoxicam",FALSE,1,1,"active",1997-02-21
"1840","terazosin",TRUE,28,1,"active",1997-09-26
"1841","terbinafine",TRUE,15,3,"active",1993-12-31
"1842","terbutaline sulfate",FALSE,1,1,"active",1990-12-31
"1843","terconazole",FALSE,1,1,"active",2004-09-21
"1844","teriflunomide",FALSE,1,1,"active",2013-11-15
"1845","teriparatide",FALSE,1,1,"active",2004-07-15
"1846","tesamorelin (tesamorelin acetate)",FALSE,1,2,"active",2015-06-23
"1847","testosterone",TRUE,16,6,"active",1953-12-31
"1848","tetanus immune globulin (human)",FALSE,1,1,"active",1997-07-08
"1849","tetrabenazine",FALSE,4,1,"active",1996-12-09
"1850","tetracaine hydrochloride",FALSE,4,2,"active",1995-12-31
"1851","tetracaine (tetracaine hydrochloride)",FALSE,1,1,"active",1998-03-16
"1852","tetracosactide",FALSE,1,1,"active",1974-12-31
"1853","tetracosactide (tetracosactide zinc hydroxide)",FALSE,1,1,"active",1973-12-31
"1854","tetracycline hydrochloride",FALSE,2,2,"active",1983-12-31
"1855","tetrahydrozoline hydrochloride",FALSE,3,1,"active",1960-12-31
"1856","tetrahydrozoline hydrochloride, zinc sulfate",FALSE,4,1,"active",1996-12-31
"1857","thalidomide",FALSE,3,1,"active",2010-11-01
"1858","theophylline",FALSE,13,3,"active",1979-12-31
"1859","thiamazole",FALSE,3,1,"active",1951-12-31
"1860","thiamine hydrochloride",FALSE,4,1,"active",1979-12-31
"1861","thiopental sodium",FALSE,5,1,"active",1951-12-31
"1862","thioproperazine (thioproperazine mesylate)",FALSE,1,1,"active",1962-12-31
"1863","thiothixene",FALSE,1,1,"active",1969-12-31
"1864","thyroid",FALSE,3,1,"active",1951-12-31
"1865","thyrotropin alfa",FALSE,1,1,"active",2002-08-12
"1866","tiaprofenic acid",FALSE,7,1,"active",1994-12-31
"1867","ticagrelor",FALSE,2,1,"active",2011-06-01
"1868","ticlopidine hydrochloride",FALSE,2,1,"active",1998-03-30
"1869","tigecycline",FALSE,2,1,"active",2006-11-30
"1870","timolol",TRUE,21,3,"active",1979-12-31
"1871","timolol, NA",TRUE,1,1,"active",2009-08-25
"1872","timolol, travoprost",TRUE,1,1,"active",2006-04-11
"1873","tinzaparin sodium",FALSE,11,1,"active",1995-12-31
"1874","tiotropium",TRUE,2,2,"active",2002-11-21
"1875","tipranavir",FALSE,1,1,"active",2005-12-01
"1876","tirofiban (tirofiban hydrochloride)",FALSE,1,1,"active",2002-05-01
"1877","tizanidine (tizanidine hydrochloride)",FALSE,2,1,"active",1999-10-29
"1878","tobramycin",TRUE,17,6,"active",1981-12-31
"1879","tocilizumab",FALSE,4,1,"active",2010-05-26
"1880","tofacitinib (tofacitinib citrate)",FALSE,1,1,"active",2014-06-03
"1881","tolbutamide",FALSE,1,1,"active",1975-12-31
"1882","tolnaftate",FALSE,16,6,"active",1965-12-31
"1883","tolterodine",TRUE,16,2,"active",1998-11-23
"1884","tolvaptan",FALSE,2,1,"active",2011-09-22
"1885","tolvaptan, tolvaptan",FALSE,3,1,"active",2015-06-01
"1886","topiramate",TRUE,62,2,"active",1997-03-25
"1887","topotecan",FALSE,10,2,"active",1997-06-18
"1888","trabectedin",FALSE,1,1,"active",2010-08-05
"1889","tramadol",TRUE,20,3,"active",2006-12-07
"1890","trametinib",FALSE,2,1,"active",2013-08-28
"1891","trandolapril",TRUE,4,1,"active",1998-01-07
"1892","trandolapril, verapamil",TRUE,2,1,"active",2002-07-15
"1893","tranexamic acid",FALSE,7,2,"active",1995-12-31
"1894","tranylcypromine (tranylcypromine sulfate)",FALSE,1,1,"active",1992-12-31
"1895","trastuzumab",FALSE,1,1,"active",1999-08-23
"1896","trastuzumab emtansine",FALSE,1,1,"active",2013-10-09
"1897","travoprost",TRUE,5,1,"active",2008-11-10
"1898","trazodone",TRUE,24,2,"active",1993-12-31
"1899","treprostinil (treprostinil sodium)",FALSE,4,1,"active",2004-04-30
"1900","tretinoin",FALSE,15,3,"active",1978-12-31
"1901","triamcinolone",TRUE,16,5,"active",1966-12-31
"1902","triazolam",FALSE,1,1,"active",1989-12-31
"1903","triclosan",FALSE,75,5,"active",1973-12-31
"1904","trifluoperazine (trifluoperazine hydrochloride)",FALSE,5,1,"active",1975-12-31
"1905","trifluridine",FALSE,2,1,"active",1987-12-31
"1906","trihexyphenidyl hydrochloride",FALSE,5,2,"active",1982-12-31
"1907","trimebutine maleate",FALSE,3,1,"active",1991-12-31
"1908","trimeprazine (trimeprazine tartrate)",FALSE,2,1,"active",1959-12-31
"1909","trimethoprim",TRUE,2,1,"active",2001-01-01
"1910","trimipramine (trimipramine maleate)",FALSE,5,2,"active",1987-12-31
"1911","tripelennamine hydrochloride",FALSE,1,1,"active",2001-08-01
"1912","triptorelin acetate",FALSE,1,1,"active",2012-08-09
"1913","triptorelin (triptorelin pamoate)",FALSE,3,1,"active",2005-12-15
"1914","trolamine salicylate",FALSE,10,1,"active",1984-12-31
"1915","trometamol",FALSE,1,1,"active",1972-12-31
"1916","tropicamide",FALSE,5,1,"active",1951-12-31
"1917","trospium chloride",FALSE,1,1,"active",2006-04-04
"1918","trypan blue",FALSE,1,1,"active",2006-09-06
"1919","tryptophan",FALSE,15,2,"active",1986-12-31
"1920","typhoid vaccine (salmonella typhi ty21a)",FALSE,1,1,"active",1993-01-01
"1921","ulipristal acetate",FALSE,2,1,"active",2013-07-04
"1922","umeclidinium (umeclidinium bromide)",FALSE,1,1,"active",2015-04-27
"1923","umeclidinium (umeclidinium bromide), vilanterol (vilanterol trifenatate)",FALSE,1,1,"active",2014-03-14
"1924","ursodiol",FALSE,8,1,"active",1998-11-08
"1925","ustekinumab",FALSE,3,1,"active",2009-01-05
"1926","valacyclovir",TRUE,21,1,"active",1996-12-31
"1927","valganciclovir (valganciclovir hydrochloride)",FALSE,5,2,"active",2002-07-16
"1928","valproic acid",TRUE,10,2,"active",1995-12-31
"1929","valproic acid (divalproex)",TRUE,24,1,"active",1984-12-31
"1930","valproic acid (valproate)",TRUE,5,2,"active",1978-12-31
"1931","valsartan",TRUE,54,2,"active",1997-12-15
"1932","vancomycin hydrochloride",FALSE,1,1,"active",2015-03-18
"1933","vancomycin (vancomycin hydrochloride)",FALSE,33,2,"active",1989-12-31
"1934","vardenafil (vardenafil hydrochloride)",FALSE,4,2,"active",2004-03-17
"1935","varenicline",TRUE,2,1,"active",2007-04-11
"1936","varenicline, varenicline",TRUE,1,2,"active",2007-10-02
"1937","varicella zoster immune globulin human",FALSE,1,1,"active",2015-08-14
"1938","varicella-zoster virus vaccine live attenuated (oka/merck strain)",FALSE,2,2,"active",2002-12-02
"1939","varicella-zoster virus vaccine live attenuated (oka/merck strain), water",FALSE,1,1,"active",2003-04-09
"1940","vasopressin",FALSE,2,1,"active",1996-08-14
"1941","vecuronium bromide",FALSE,2,1,"active",2000-01-28
"1942","vedolizumab",FALSE,1,1,"active",2015-04-21
"1943","velaglucerase alfa",FALSE,1,1,"active",2010-11-22
"1944","vemurafenib",FALSE,1,1,"active",2012-03-05
"1945","venetoclax",FALSE,3,1,"active",2016-10-31
"1946","venetoclax, venetoclax, venetoclax",FALSE,1,2,"active",2016-10-31
"1947","venlafaxine",TRUE,48,1,"active",1998-03-04
"1948","verapamil",TRUE,28,4,"active",1988-12-31
"1949","verteporfin",FALSE,1,1,"active",2000-06-26
"1950","vespula spp venom protein extract",FALSE,3,1,"active",1992-12-31
"1951","vigabatrin",FALSE,2,2,"active",1994-12-31
"1952","vinblastine sulfate",FALSE,2,1,"active",1998-04-14
"1953","vincristine sulfate",FALSE,2,1,"active",1995-12-31
"1954","vinorelbine (vinorelbine tartrate)",FALSE,3,1,"active",2004-12-22
"1955","vismodegib",FALSE,1,1,"active",2013-08-09
"1956","vitamin a (retinyl palmitate), vitamin e (dl-alpha tocopheryl acetate)",FALSE,2,1,"active",2017-05-26
"1957","vitamin b12",FALSE,8,1,"active",1978-12-31
"1958","vitamin b12 (cyanocobalamin)",FALSE,2,1,"active",1981-12-31
"1959","vitamin b2 (riboflavin 5'-phosphate sodium)",FALSE,1,1,"active",1979-12-31
"1960","vitamin c",FALSE,2,1,"active",1987-12-31
"1961","vitamin c (ascorbic acid)",FALSE,2,1,"active",2002-05-29
"1962","vitamin c (sodium ascorbate)",FALSE,1,1,"active",1989-12-31
"1963","vitamin d",FALSE,2,1,"active",2012-05-02
"1964","vitamin d2",FALSE,2,1,"active",1999-12-30
"1965","vitamin d3",TRUE,12,2,"active",1992-12-31
"1966","vitamin e (dl-alpha tocopheryl acetate)",FALSE,1,1,"active",1986-12-31
"1967","vitamin k1",FALSE,4,2,"active",1981-12-31
"1968","voriconazole",FALSE,11,3,"active",2004-11-12
"1969","vorinostat",FALSE,1,1,"active",2009-06-29
"1970","vortioxetine (vortioxetine hydrobromide)",FALSE,3,1,"active",2014-10-28
"1971","warfarin",TRUE,24,1,"active",1957-12-31
"1972","wasp venom protein",FALSE,2,1,"active",1997-12-16
"1973","water",FALSE,19,3,"active",1951-12-31
"1974","white faced hornet venom protein",FALSE,2,1,"active",1997-12-06
"1975","white faced hornet venom protein, yellow hornet venom protein, yellow jacket venom protein",FALSE,5,1,"active",1992-12-31
"1976","white petrolatum",FALSE,12,3,"active",1951-12-31
"1977","white petrolatum, zinc oxide",FALSE,7,2,"active",1999-11-06
"1978","xylometazoline hydrochloride",FALSE,17,2,"active",1960-12-31
"1979","yellow fever vaccine",FALSE,1,1,"active",1978-12-31
"1980","yellow hornet venom protein",FALSE,2,1,"active",1997-12-16
"1981","yellow jacket venom protein",FALSE,2,1,"active",1997-12-16
"1982","yohimbine hydrochloride",FALSE,3,1,"active",1991-12-31
"1983","zafirlukast",FALSE,1,1,"active",1997-11-17
"1984","zanamivir",FALSE,1,2,"active",1999-12-07
"1985","zidovudine",FALSE,4,3,"active",1990-12-31
"1986","zinc (zinc sulfate)",FALSE,2,1,"active",1992-12-31
"1987","ziprasidone (ziprasidone hydrochloride monohydrate)",FALSE,4,1,"active",2008-01-04
"1988","zoledronic acid (zoledronic acid monohydrate)",FALSE,14,1,"active",2004-10-14
"1989","zolmitriptan",FALSE,28,4,"active",1998-09-30
"1990","zolpidem tartrate",FALSE,6,1,"active",2011-11-29
"1991","zopiclone",TRUE,40,1,"active",1990-12-31
"1992","zuclopenthixol acetate",FALSE,1,1,"active",1997-05-02
"1993","zuclopenthixol decanoate",FALSE,1,1,"active",1997-05-02
"1994","zuclopenthixol (zuclopenthixol hydrochloride)",FALSE,2,1,"active",1997-05-02
