"","drug_code","ccdd","n_ing","ai_code_set","tm_set","str_set","precise_ing_set","ntp_ing_group","ntp_ing_formal_name"
"1232",10496,TRUE,1,"3776","metoclopramide","10 MG","METOCLOPRAMIDE HYDROCHLORIDE","metoclopramide hydrochloride","metoclopramide hydrochloride 10 mg"
"1233",10497,FALSE,1,"10290","sodium citrate","4 G per 100 ML","SODIUM CITRATE","sodium citrate","sodium citrate 4 g per 100 mL"
"1234",10509,FALSE,2,"5319, 6337","potassium phosphate dibasic, potassium phosphate monobasic","236 MG per ML, 224 MG per ML","POTASSIUM PHOSPHATE DIBASIC, POTASSIUM PHOSPHATE MONOBASIC","potassium phosphate dibasic, potassium phosphate monobasic","potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL"
"1235",10511,FALSE,1,"42","dextrose","5 G per 100 ML","DEXTROSE","dextrose","dextrose 5 g per 100 mL"
"1236",10512,FALSE,5,"51, 42, 49, 55, 1074","calcium chloride, dextrose, magnesium chloride, sodium chloride, sodium lactate","23.9 MG per 100 ML, 500 MG per 100 ML, 15.2 MG per 100 ML, 567 MG per 100 ML, 392 MG per 100 ML","CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, dextrose, magnesium chloride, sodium chloride, sodium lactate","calcium chloride 23.9 mg per 100 mL and dextrose 500 mg per 100 mL and magnesium chloride 15.2 mg per 100 mL and sodium chloride 567 mg per 100 mL and sodium lactate 392 mg per 100 mL"
"1237",10515,FALSE,2,"42, 55","dextrose, sodium chloride","3.3 G per 100 ML, 300 MG per 100 ML","DEXTROSE, SODIUM CHLORIDE","dextrose, sodium chloride","dextrose 3.3 g per 100 mL and sodium chloride 300 mg per 100 mL"
"1238",10516,FALSE,1,"9547","mannitol","20 G per 100 ML","MANNITOL","mannitol","mannitol 20 g per 100 mL"
"1239",10517,FALSE,1,"9547","mannitol","10 G per 100 ML","MANNITOL","mannitol","mannitol 10 g per 100 mL"
"1240",10519,FALSE,2,"42, 10225","dextrose, lidocaine hydrochloride","50 MG per ML, 4 MG per ML","DEXTROSE, LIDOCAINE HYDROCHLORIDE","dextrose, lidocaine hydrochloride","dextrose 50 mg per mL and lidocaine hydrochloride 4 mg per mL"
"1241",10521,FALSE,2,"11364, 55","heparin (heparin sodium), sodium chloride","2 UNIT per ML, 9 MG per ML","HEPARIN SODIUM, SODIUM CHLORIDE","heparin (heparin sodium), sodium chloride","heparin (heparin sodium) 2 unit per mL and sodium chloride 9 mg per mL"
"1242",10523,FALSE,1,"1236","cefixime","100 MG per 5 ML","CEFIXIME","cefixime","cefixime 100 mg per 5 mL"
"1243",10525,FALSE,1,"1236","cefixime","400 MG","CEFIXIME","cefixime","cefixime 400 mg"
"1244",10526,FALSE,1,"9060","heparin sodium","1000 UNIT per ML","HEPARIN SODIUM","heparin sodium","heparin sodium 1000 unit per mL"
"1245",10533,FALSE,1,"1299","loratadine","10 MG","LORATADINE","loratadine","loratadine 10 mg"
"1246",10535,TRUE,2,"8174, 8452","sulfamethoxazole, trimethoprim","40 MG per 5 ML, 8 MG per 5 ML","SULFAMETHOXAZOLE, TRIMETHOPRIM","sulfamethoxazole, trimethoprim","sulfamethoxazole 40 mg per 5 mL and trimethoprim 8 mg per 5 mL"
"1247",10565,FALSE,1,"7145","cetrimonium bromide","0.5 %","CETRIMONIUM BROMIDE","cetrimonium bromide","cetrimonium bromide 0.5 %"
"1248",10567,FALSE,1,"6296","pyridostigmine bromide","60 MG","PYRIDOSTIGMINE BROMIDE","pyridostigmine bromide","pyridostigmine bromide 60 mg"
"1249",10569,FALSE,1,"9150","docusate calcium","240 MG","DOCUSATE CALCIUM","docusate calcium","docusate calcium 240 mg"
"1250",10575,FALSE,1,"9152","docusate sodium","50 MG per ML","DOCUSATE SODIUM","docusate sodium","docusate sodium 50 mg per mL"
"1251",10602,FALSE,1,"8683","tetracycline hydrochloride","10 MG per G","TETRACYCLINE HYDROCHLORIDE","tetracycline hydrochloride","tetracycline hydrochloride 10 mg per g"
"1252",10664,FALSE,1,"11164","tamoxifen (tamoxifen citrate)","10 MG","TAMOXIFEN CITRATE","tamoxifen (tamoxifen citrate)","tamoxifen (tamoxifen citrate) 10 mg"
"1253",10665,FALSE,1,"2345","terbutaline sulfate","0.5 MG per ACTUATION","TERBUTALINE SULFATE","terbutaline sulfate","terbutaline sulfate 0.5 mg per actuation"
"1254",10666,TRUE,1,"7581","budesonide","200 MCG per ACTUATION","BUDESONIDE","budesonide","budesonide 200 mcg per actuation"
"1255",10667,TRUE,1,"7581","budesonide","100 MCG per ACTUATION","BUDESONIDE","budesonide","budesonide 100 mcg per actuation"
"1256",10668,TRUE,1,"626","chlorhexidine","4 %","CHLORHEXIDINE GLUCONATE","chlorhexidine gluconate","chlorhexidine gluconate 4 %"
"1257",10669,TRUE,1,"626","chlorhexidine","2 %","CHLORHEXIDINE GLUCONATE","chlorhexidine gluconate","chlorhexidine gluconate 2 %"
"1258",10705,TRUE,1,"9412","nitroglycerin","1 MG per ML","NITROGLYCERIN","nitroglycerin","nitroglycerin 1 mg per mL"
"1259",10706,TRUE,1,"9412","nitroglycerin","5 MG per ML","NITROGLYCERIN","nitroglycerin","nitroglycerin 5 mg per mL"
"1260",10707,TRUE,1,"8618","erythromycin","333 MG","ERYTHROMYCIN","erythromycin","erythromycin 333 mg"
"1261",10708,FALSE,1,"5440","bethanechol chloride","25 MG","BETHANECHOL CHLORIDE","bethanechol chloride","bethanechol chloride 25 mg"
"1262",10709,FALSE,1,"5440","bethanechol chloride","10 MG","BETHANECHOL CHLORIDE","bethanechol chloride","bethanechol chloride 10 mg"
"1263",10710,FALSE,1,"5440","bethanechol chloride","50 MG","BETHANECHOL CHLORIDE","bethanechol chloride","bethanechol chloride 50 mg"
"1264",10711,FALSE,1,"150","acetylsalicylic acid","150 MG","ACETYLSALICYLIC ACID","acetylsalicylic acid","acetylsalicylic acid 150 mg"
"1265",10712,FALSE,1,"150","acetylsalicylic acid","650 MG","ACETYLSALICYLIC ACID","acetylsalicylic acid","acetylsalicylic acid 650 mg"
"1266",10748,TRUE,2,"7610, 2375","betamethasone (base), clotrimazole","0.05 %, 1 %","BETAMETHASONE DIPROPIONATE, CLOTRIMAZOLE","betamethasone (betamethasone dipropionate), clotrimazole","betamethasone (betamethasone dipropionate) 0.05 % and clotrimazole 1 %"
"1267",10762,FALSE,1,"11164","tamoxifen (tamoxifen citrate)","20 MG","TAMOXIFEN CITRATE","tamoxifen (tamoxifen citrate)","tamoxifen (tamoxifen citrate) 20 mg"
"1268",10767,TRUE,1,"626","chlorhexidine","20 %","CHLORHEXIDINE GLUCONATE","chlorhexidine gluconate","chlorhexidine gluconate 20 %"
"1269",10770,FALSE,1,"51","calcium chloride","100 MG per ML","CALCIUM CHLORIDE","calcium chloride","calcium chloride 100 mg per mL"
"1270",10772,TRUE,1,"2013","diclofenac","50 MG","DICLOFENAC SODIUM","diclofenac sodium","diclofenac sodium 50 mg"
"1271",10790,FALSE,1,"11164","tamoxifen (tamoxifen citrate)","10 MG","TAMOXIFEN CITRATE","tamoxifen (tamoxifen citrate)","tamoxifen (tamoxifen citrate) 10 mg"
"1272",10791,FALSE,1,"11164","tamoxifen (tamoxifen citrate)","20 MG","TAMOXIFEN CITRATE","tamoxifen (tamoxifen citrate)","tamoxifen (tamoxifen citrate) 20 mg"
"1273",10806,TRUE,2,"20230, 10234","amiloride hydrochloride, hydrochlorothiazide","5 MG, 50 MG","AMILORIDE HYDROCHLORIDE, HYDROCHLOROTHIAZIDE","amiloride hydrochloride, hydrochlorothiazide","amiloride hydrochloride 5 mg and hydrochlorothiazide 50 mg"
"1274",10820,FALSE,6,"47, 51, 42, 49, 53, 55","acetic acid, calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium chloride","10.8 G per L, 7.49 G per L, 45 G per L, 2.14 G per L, 10.05 G per L, 263 G per L","ACETIC ACID, CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","acetic acid, calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium chloride","acetic acid 10.8 g per l and calcium chloride 7.49 g per l and dextrose 45 g per l and magnesium chloride 2.14 g per l and potassium chloride 10.05 g per l and sodium chloride 263 g per l"
"1275",10828,FALSE,1,"11108","prazosin (prazosin hydrochloride)","1 MG","PRAZOSIN HYDROCHLORIDE","prazosin (prazosin hydrochloride)","prazosin (prazosin hydrochloride) 1 mg"
"1276",10829,FALSE,1,"11108","prazosin (prazosin hydrochloride)","2 MG","PRAZOSIN HYDROCHLORIDE","prazosin (prazosin hydrochloride)","prazosin (prazosin hydrochloride) 2 mg"
"1277",10830,FALSE,1,"11108","prazosin (prazosin hydrochloride)","5 MG","PRAZOSIN HYDROCHLORIDE","prazosin (prazosin hydrochloride)","prazosin (prazosin hydrochloride) 5 mg"
"1278",10832,FALSE,1,"11175","ketotifen (ketotifen fumarate)","1 MG","KETOTIFEN FUMARATE","ketotifen (ketotifen fumarate)","ketotifen (ketotifen fumarate) 1 mg"
"1279",10834,TRUE,1,"4007","glyburide","5 MG","GLYBURIDE","glyburide","glyburide 5 mg"
"1280",10860,FALSE,1,"11175","ketotifen (ketotifen fumarate)","1 MG per 5 ML","KETOTIFEN FUMARATE","ketotifen (ketotifen fumarate)","ketotifen (ketotifen fumarate) 1 mg per 5 mL"
"1281",10863,FALSE,5,"51, 42, 49, 55, 1074","calcium chloride, dextrose, magnesium chloride, sodium chloride, sodium lactate","18.3 MG per 100 ML, 1.5 G per 100 ML, 5.08 MG per 100 ML, 538 MG per 100 ML, 448 MG per 100 ML","CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, dextrose, magnesium chloride, sodium chloride, sodium lactate","calcium chloride 18.3 mg per 100 mL and dextrose 1.5 g per 100 mL and magnesium chloride 5.08 mg per 100 mL and sodium chloride 538 mg per 100 mL and sodium lactate 448 mg per 100 mL"
"1282",10864,FALSE,5,"51, 42, 49, 55, 1074","calcium chloride, dextrose, magnesium chloride, sodium chloride, sodium lactate","18.3 MG per 100 ML, 2.5 G per 100 ML, 5.08 MG per 100 ML, 538 MG per 100 ML, 448 MG per 100 ML","CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, dextrose, magnesium chloride, sodium chloride, sodium lactate","calcium chloride 18.3 mg per 100 mL and dextrose 2.5 g per 100 mL and magnesium chloride 5.08 mg per 100 mL and sodium chloride 538 mg per 100 mL and sodium lactate 448 mg per 100 mL"
"1283",10865,FALSE,5,"51, 42, 49, 55, 1074","calcium chloride, dextrose, magnesium chloride, sodium chloride, sodium lactate","18.3 MG per 100 ML, 4.25 G per 100 ML, 5.08 MG per 100 ML, 538 MG per 100 ML, 448 MG per 100 ML","CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, dextrose, magnesium chloride, sodium chloride, sodium lactate","calcium chloride 18.3 mg per 100 mL and dextrose 4.25 g per 100 mL and magnesium chloride 5.08 mg per 100 mL and sodium chloride 538 mg per 100 mL and sodium lactate 448 mg per 100 mL"
"1284",10866,FALSE,3,"42, 53, 55","dextrose, potassium chloride, sodium chloride","5 G per 100 ML, 150 MG per 100 ML, 900 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","dextrose, potassium chloride, sodium chloride","dextrose 5 g per 100 mL and potassium chloride 150 mg per 100 mL and sodium chloride 900 mg per 100 mL"
"1285",10867,FALSE,3,"42, 53, 55","dextrose, potassium chloride, sodium chloride","5 G per 100 ML, 300 MG per 100 ML, 900 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","dextrose, potassium chloride, sodium chloride","dextrose 5 g per 100 mL and potassium chloride 300 mg per 100 mL and sodium chloride 900 mg per 100 mL"
"1286",10871,TRUE,1,"9880","metronidazole","5 MG per ML","METRONIDAZOLE","metronidazole","metronidazole 5 mg per mL"
"1287",10874,FALSE,1,"182","diphenhydramine hydrochloride","25 MG","DIPHENHYDRAMINE HYDROCHLORIDE","diphenhydramine hydrochloride","diphenhydramine hydrochloride 25 mg"
"1288",10875,FALSE,1,"182","diphenhydramine hydrochloride","50 MG","DIPHENHYDRAMINE HYDROCHLORIDE","diphenhydramine hydrochloride","diphenhydramine hydrochloride 50 mg"
"1289",10876,FALSE,1,"10010","neostigmine methylsulfate","0.5 MG per ML","NEOSTIGMINE METHYLSULFATE","neostigmine methylsulfate","neostigmine methylsulfate 0.5 mg per mL"
"1290",10877,FALSE,1,"10010","neostigmine methylsulfate","1 MG per ML","NEOSTIGMINE METHYLSULFATE","neostigmine methylsulfate","neostigmine methylsulfate 1 mg per mL"
"1291",10878,FALSE,1,"9152","docusate sodium","10 MG per ML","DOCUSATE SODIUM","docusate sodium","docusate sodium 10 mg per mL"
"1292",10883,TRUE,1,"12708","conjugated estrogens","2.5 MG","CONJUGATED ESTROGENS","conjugated estrogens","conjugated estrogens 2.5 mg"
"1293",10884,TRUE,1,"12708","conjugated estrogens","1.25 MG","CONJUGATED ESTROGENS","conjugated estrogens","conjugated estrogens 1.25 mg"
"1294",10885,TRUE,1,"12708","conjugated estrogens","0.9 MG","CONJUGATED ESTROGENS","conjugated estrogens","conjugated estrogens 0.9 mg"
"1295",10886,TRUE,1,"12708","conjugated estrogens","0.625 MG","CONJUGATED ESTROGENS","conjugated estrogens","conjugated estrogens 0.625 mg"
"1296",10887,TRUE,1,"12708","conjugated estrogens","0.3 MG","CONJUGATED ESTROGENS","conjugated estrogens","conjugated estrogens 0.3 mg"
"1297",10897,TRUE,1,"8642","doxycycline","100 MG","DOXYCYCLINE HYCLATE","doxycycline (doxycycline hyclate)","doxycycline (doxycycline hyclate) 100 mg"
"1298",10899,FALSE,1,"2495","clorazepate dipotassium","15 MG","CLORAZEPATE DIPOTASSIUM","clorazepate dipotassium","clorazepate dipotassium 15 mg"
"1299",10900,FALSE,1,"1983","captopril","100 MG","CAPTOPRIL","captopril","captopril 100 mg"
"1300",10902,FALSE,1,"2495","clorazepate dipotassium","3.75 MG","CLORAZEPATE DIPOTASSIUM","clorazepate dipotassium","clorazepate dipotassium 3.75 mg"
"1301",10903,FALSE,1,"2495","clorazepate dipotassium","7.5 MG","CLORAZEPATE DIPOTASSIUM","clorazepate dipotassium","clorazepate dipotassium 7.5 mg"
"1302",10904,TRUE,1,"2072","alprazolam","0.25 MG","ALPRAZOLAM","alprazolam","alprazolam 0.25 mg"
"1303",10905,TRUE,1,"2072","alprazolam","0.5 MG","ALPRAZOLAM","alprazolam","alprazolam 0.5 mg"
"1304",10906,FALSE,1,"1983","captopril","12.5 MG","CAPTOPRIL","captopril","captopril 12.5 mg"
"1305",10907,FALSE,1,"1983","captopril","25 MG","CAPTOPRIL","captopril","captopril 25 mg"
"1306",10908,FALSE,1,"1983","captopril","50 MG","CAPTOPRIL","captopril","captopril 50 mg"
"1307",10909,TRUE,1,"2564","clonidine","0.1 MG","CLONIDINE HYDROCHLORIDE","clonidine hydrochloride","clonidine hydrochloride 0.1 mg"
"1308",10910,TRUE,1,"2564","clonidine","0.2 MG","CLONIDINE HYDROCHLORIDE","clonidine hydrochloride","clonidine hydrochloride 0.2 mg"
"1309",10912,FALSE,2,"10225, 8519","lidocaine hydrochloride, polymyxin b sulfate","50 MG per ML, 10000 UNIT per ML","LIDOCAINE HYDROCHLORIDE, POLYMYXIN B SULFATE","lidocaine hydrochloride, polymyxin b sulfate","lidocaine hydrochloride 50 mg per mL and polymyxin b sulfate 10000 unit per mL"
"1310",10913,TRUE,2,"20170, 10234","enalapril, hydrochlorothiazide","8 MG, 25 MG","ENALAPRIL SODIUM, HYDROCHLOROTHIAZIDE","enalapril sodium, hydrochlorothiazide","enalapril sodium 8 mg and hydrochlorothiazide 25 mg"
"1311",10918,TRUE,1,"1327","gliclazide","80 MG","GLICLAZIDE","gliclazide","gliclazide 80 mg"
"1312",10924,FALSE,2,"8890, 42","alcohol anhydrous, dextrose","5 ML per 100 ML, 5 G per 100 ML","ALCOHOL ANHYDROUS, DEXTROSE","alcohol anhydrous, dextrose","alcohol anhydrous 5 mL per 100 mL and dextrose 5 g per 100 mL"
"1313",10926,FALSE,2,"42, 55","dextrose, sodium chloride","5 G per 100 ML, 330 MG per 100 ML","DEXTROSE, SODIUM CHLORIDE","dextrose, sodium chloride","dextrose 5 g per 100 mL and sodium chloride 330 mg per 100 mL"
"1314",10927,FALSE,2,"42, 53","dextrose, potassium chloride","5 G per 100 ML, 75 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE","dextrose, potassium chloride","dextrose 5 g per 100 mL and potassium chloride 75 mg per 100 mL"
"1315",10928,FALSE,2,"42, 53","dextrose, potassium chloride","5 G per 100 ML, 224 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE","dextrose, potassium chloride","dextrose 5 g per 100 mL and potassium chloride 224 mg per 100 mL"
"1316",10929,FALSE,3,"42, 53, 55","dextrose, potassium chloride, sodium chloride","5 G per 100 ML, 75 MG per 100 ML, 200 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","dextrose, potassium chloride, sodium chloride","dextrose 5 g per 100 mL and potassium chloride 75 mg per 100 mL and sodium chloride 200 mg per 100 mL"
"1317",10930,FALSE,3,"42, 53, 55","dextrose, potassium chloride, sodium chloride","5 G per 100 ML, 224 MG per 100 ML, 200 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","dextrose, potassium chloride, sodium chloride","dextrose 5 g per 100 mL and potassium chloride 224 mg per 100 mL and sodium chloride 200 mg per 100 mL"
"1318",10931,FALSE,3,"42, 53, 55","dextrose, potassium chloride, sodium chloride","5 G per 100 ML, 300 MG per 100 ML, 200 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","dextrose, potassium chloride, sodium chloride","dextrose 5 g per 100 mL and potassium chloride 300 mg per 100 mL and sodium chloride 200 mg per 100 mL"
"1319",10932,FALSE,3,"42, 53, 55","dextrose, potassium chloride, sodium chloride","5 G per 100 ML, 150 MG per 100 ML, 330 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","dextrose, potassium chloride, sodium chloride","dextrose 5 g per 100 mL and potassium chloride 150 mg per 100 mL and sodium chloride 330 mg per 100 mL"
"1320",10933,FALSE,3,"42, 53, 55","dextrose, potassium chloride, sodium chloride","5 G per 100 ML, 224 MG per 100 ML, 330 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","dextrose, potassium chloride, sodium chloride","dextrose 5 g per 100 mL and potassium chloride 224 mg per 100 mL and sodium chloride 330 mg per 100 mL"
"1321",10934,FALSE,3,"42, 53, 55","dextrose, potassium chloride, sodium chloride","5 G per 100 ML, 300 MG per 100 ML, 330 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","dextrose, potassium chloride, sodium chloride","dextrose 5 g per 100 mL and potassium chloride 300 mg per 100 mL and sodium chloride 330 mg per 100 mL"
"1322",10935,FALSE,3,"42, 53, 55","dextrose, potassium chloride, sodium chloride","5 G per 100 ML, 224 MG per 100 ML, 450 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","dextrose, potassium chloride, sodium chloride","dextrose 5 g per 100 mL and potassium chloride 224 mg per 100 mL and sodium chloride 450 mg per 100 mL"
"1323",10936,FALSE,5,"51, 42, 53, 55, 1074","calcium chloride, dextrose, potassium chloride, sodium chloride, sodium lactate","20 MG per 100 ML, 5 G per 100 ML, 179 MG per 100 ML, 600 MG per 100 ML, 310 MG per 100 ML","CALCIUM CHLORIDE, DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, dextrose, potassium chloride, sodium chloride, sodium lactate","calcium chloride 20 mg per 100 mL and dextrose 5 g per 100 mL and potassium chloride 179 mg per 100 mL and sodium chloride 600 mg per 100 mL and sodium lactate 310 mg per 100 mL"
"1324",10937,FALSE,5,"51, 42, 53, 55, 1074","calcium chloride, dextrose, potassium chloride, sodium chloride, sodium lactate","20 MG per 100 ML, 5 G per 100 ML, 328 MG per 100 ML, 600 MG per 100 ML, 310 MG per 100 ML","CALCIUM CHLORIDE, DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, dextrose, potassium chloride, sodium chloride, sodium lactate","calcium chloride 20 mg per 100 mL and dextrose 5 g per 100 mL and potassium chloride 328 mg per 100 mL and sodium chloride 600 mg per 100 mL and sodium lactate 310 mg per 100 mL"
"1325",10938,FALSE,3,"42, 53, 55","dextrose, potassium chloride, sodium chloride","5 G per 100 ML, 75 MG per 100 ML, 450 MG per 100 ML","DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","dextrose, potassium chloride, sodium chloride","dextrose 5 g per 100 mL and potassium chloride 75 mg per 100 mL and sodium chloride 450 mg per 100 mL"
"1326",10939,FALSE,5,"8750, 53, 6337, 55, 4759","magnesium sulfate, potassium chloride, potassium phosphate monobasic, sodium chloride, sodium phosphate dibasic","20 MG per 100 ML, 40 MG per 100 ML, 6.25 MG per 100 ML, 800 MG per 100 ML, 8.75 MG per 100 ML","MAGNESIUM SULFATE, POTASSIUM CHLORIDE, POTASSIUM PHOSPHATE MONOBASIC, SODIUM CHLORIDE, SODIUM PHOSPHATE DIBASIC","magnesium sulfate, potassium chloride, potassium phosphate monobasic, sodium chloride, sodium phosphate dibasic","magnesium sulfate 20 mg per 100 mL and potassium chloride 40 mg per 100 mL and potassium phosphate monobasic 6.25 mg per 100 mL and sodium chloride 800 mg per 100 mL and sodium phosphate dibasic 8.75 mg per 100 mL"
"1327",10940,TRUE,1,"7610","betamethasone (base)","0.05 %","BETAMETHASONE DIPROPIONATE","betamethasone (betamethasone dipropionate)","betamethasone (betamethasone dipropionate) 0.05 %"
"1328",10941,TRUE,1,"7610","betamethasone (base)","0.05 %","BETAMETHASONE DIPROPIONATE","betamethasone (betamethasone dipropionate)","betamethasone (betamethasone dipropionate) 0.05 %"
"1329",10947,TRUE,1,"1221","simvastatin","10 MG","SIMVASTATIN","simvastatin","simvastatin 10 mg"
