"tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name","Health_Canada_identifier","Health_Canada_description"
"8000291","moxifloxacin","9000923","moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet","02383381","SANDOZ MOXIFLOXACIN (moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet) SANDOZ CANADA INCORPORATED","02383381",""
"8000291","moxifloxacin","9001032","moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bag","02433087","MOXIFLOXACIN INJECTION (moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bag) FRESENIUS KABI CANADA LTD","02433087",""
"8000301","hydrochlorothiazide and telmisartan","9000950","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","02244344","MICARDIS PLUS (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE","02244344",""
"8000301","hydrochlorothiazide and telmisartan","9000950","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","02393557","SANDOZ TELMISARTAN HCT (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) SANDOZ CANADA INCORPORATED","02393557",""
"8000301","hydrochlorothiazide and telmisartan","9000950","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","02395355","TELMISARTAN/HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) SANIS HEALTH INC","02395355",""
"8000301","hydrochlorothiazide and telmisartan","9000950","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","02395525","TELMISARTAN-HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) PRO DOC LIMITEE","02395525",""
"8000301","hydrochlorothiazide and telmisartan","9000950","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","02401665","PMS-TELMISARTAN-HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) PHARMASCIENCE INC","02401665",""
"8000301","hydrochlorothiazide and telmisartan","9000950","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","02419114","ACH-TELMISARTAN HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) ACCORD HEALTHCARE INC","02419114",""
"8000301","hydrochlorothiazide and telmisartan","9000950","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","02420023","APO-TELMISARTAN/HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) APOTEX INC","02420023",""
"8000301","hydrochlorothiazide and telmisartan","9000950","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","02433214","TELMISARTAN-HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) PHARMASCIENCE INC","02433214",""
"8000301","hydrochlorothiazide and telmisartan","9000950","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","02456389","AURO-TELMISARTAN HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) AURO PHARMA INC","02456389",""
"8000301","hydrochlorothiazide and telmisartan","9001261","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet","02318709","MICARDIS PLUS (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE","02318709",""
"8000301","hydrochlorothiazide and telmisartan","9001261","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet","02393565","SANDOZ TELMISARTAN HCT (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) SANDOZ CANADA INCORPORATED","02393565",""
"8000301","hydrochlorothiazide and telmisartan","9001261","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet","02395363","TELMISARTAN/HCTZ (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) SANIS HEALTH INC","02395363",""
"8000301","hydrochlorothiazide and telmisartan","9001261","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet","02395533","TELMISARTAN-HCTZ (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) PRO DOC LIMITEE","02395533",""
"8000301","hydrochlorothiazide and telmisartan","9001261","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet","02401673","PMS-TELMISARTAN-HCTZ (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) PHARMASCIENCE INC","02401673",""
"8000301","hydrochlorothiazide and telmisartan","9001261","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet","02419122","ACH-TELMISARTAN HCTZ (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) ACCORD HEALTHCARE INC","02419122",""
"8000301","hydrochlorothiazide and telmisartan","9001261","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet","02420031","APO-TELMISARTAN/HCTZ (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) APOTEX INC","02420031",""
"8000301","hydrochlorothiazide and telmisartan","9001261","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet","02433222","TELMISARTAN-HCTZ (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) PHARMASCIENCE INC","02433222",""
"8000301","hydrochlorothiazide and telmisartan","9001261","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet","02456397","AURO-TELMISARTAN HCTZ (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) AURO PHARMA INC","02456397",""
"8000301","hydrochlorothiazide and telmisartan","9001376","hydrochlorothiazide 25 mg and telmisartan (telmisartan sodium) 80 mg oral tablet","02379252","TEVA-TELMISARTAN HCTZ (hydrochlorothiazide 25 mg and telmisartan (telmisartan sodium) 80 mg oral tablet) TEVA CANADA LIMITED","02379252",""
"8000301","hydrochlorothiazide and telmisartan","9001376","hydrochlorothiazide 25 mg and telmisartan (telmisartan sodium) 80 mg oral tablet","02390310","TELMISARTAN HCTZ (hydrochlorothiazide 25 mg and telmisartan (telmisartan sodium) 80 mg oral tablet) SIVEM PHARMACEUTICALS ULC","02390310",""
"8000301","hydrochlorothiazide and telmisartan","9001378","hydrochlorothiazide 12.5 mg and telmisartan (telmisartan sodium) 80 mg oral tablet","02330288","TEVA-TELMISARTAN HCTZ (hydrochlorothiazide 12.5 mg and telmisartan (telmisartan sodium) 80 mg oral tablet) TEVA CANADA LIMITED","02330288",""
"8000301","hydrochlorothiazide and telmisartan","9001378","hydrochlorothiazide 12.5 mg and telmisartan (telmisartan sodium) 80 mg oral tablet","02390302","TELMISARTAN HCTZ (hydrochlorothiazide 12.5 mg and telmisartan (telmisartan sodium) 80 mg oral tablet) SIVEM PHARMACEUTICALS ULC","02390302",""
"8000317","insulin glargine","9012385","insulin glargine 100 unit per mL solution for injection","02461528","BASAGLAR (insulin glargine 100 unit per mL solution for injection) ELI LILLY CANADA INC","02461528","KWIKPEN - 80 UNITS PER INJECTION DELIVERY"
"8000326","ezetimibe","9001031","ezetimibe 10 mg oral tablet","02467437","M-EZETIMIBE (ezetimibe 10 mg oral tablet) MANTRA PHARMA INC","02467437",""
"8000328","levetiracetam","9001035","levetiracetam 250 mg oral tablet","02461986","SANDOZ LEVETIRACETAM (levetiracetam 250 mg oral tablet) SANDOZ CANADA INCORPORATED","02461986",""
"8000328","levetiracetam","9001036","levetiracetam 500 mg oral tablet","02461994","SANDOZ LEVETIRACETAM (levetiracetam 500 mg oral tablet) SANDOZ CANADA INCORPORATED","02461994",""
"8000328","levetiracetam","9001037","levetiracetam 750 mg oral tablet","02462001","SANDOZ LEVETIRACETAM (levetiracetam 750 mg oral tablet) SANDOZ CANADA INCORPORATED","02462001",""
"8000347","atomoxetine","9001104","atomoxetine (atomoxetine hydrochloride) 10 mg oral capsule","02467747","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 10 mg oral capsule) SANIS HEALTH INC","02467747",""
"8000347","atomoxetine","9001105","atomoxetine (atomoxetine hydrochloride) 18 mg oral capsule","02467755","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 18 mg oral capsule) SANIS HEALTH INC","02467755",""
"8000347","atomoxetine","9001106","atomoxetine (atomoxetine hydrochloride) 25 mg oral capsule","02467763","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 25 mg oral capsule) SANIS HEALTH INC","02467763",""
"8000347","atomoxetine","9001107","atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule","02467771","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule) SANIS HEALTH INC","02467771",""
"8000347","atomoxetine","9001108","atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule","02467798","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule) SANIS HEALTH INC","02467798",""
"8000347","atomoxetine","9001302","atomoxetine (atomoxetine hydrochloride) 80 mg oral capsule","02467801","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 80 mg oral capsule) SANIS HEALTH INC","02467801",""
"8000347","atomoxetine","9001303","atomoxetine (atomoxetine hydrochloride) 100 mg oral capsule","02467828","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 100 mg oral capsule) SANIS HEALTH INC","02467828",""
"8000348","pregabalin","9001119","pregabalin 75 mg oral capsule","02467313","M-PREGABALIN (pregabalin 75 mg oral capsule) MANTRA PHARMA INC","02467313",""
"8000372","buprenorphine and naloxone","9001226","buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride) 0.5 mg sublingual tablet","02453908","ACT BUPRENORPHINE/NALOXONE (buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg sublingual tablet) ACTAVIS PHARMA COMPANY","02453908",""
"8000372","buprenorphine and naloxone","9001227","buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride) 2 mg sublingual tablet","02453916","ACT BUPRENORPHINE/NALOXONE (buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg sublingual tablet) ACTAVIS PHARMA COMPANY","02453916",""
"8000792","betamethasone valerate","9000119","betamethasone (betamethasone valerate) 0.05 % cutaneous cream","00535427","RATIO-ECTOSONE MILD CREAM 0.05% (betamethasone (betamethasone valerate) 0.05 % cutaneous cream) TEVA CANADA LIMITED","00535427",""
"8000792","betamethasone valerate","9000119","betamethasone (betamethasone valerate) 0.05 % cutaneous cream","00716618","BETADERM CRM 0.05% (betamethasone (betamethasone valerate) 0.05 % cutaneous cream) TARO PHARMACEUTICALS INC","00716618",""
"8000792","betamethasone valerate","9000119","betamethasone (betamethasone valerate) 0.05 % cutaneous cream","02357860","CELESTODERM V/2 (betamethasone (betamethasone valerate) 0.05 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.","02357860",""
"8000792","betamethasone valerate","9000120","betamethasone (betamethasone valerate) 0.05 % cutaneous ointment","00716642","BETADERM ONT 0.05% (betamethasone (betamethasone valerate) 0.05 % cutaneous ointment) TARO PHARMACEUTICALS INC","00716642",""
"8000792","betamethasone valerate","9000120","betamethasone (betamethasone valerate) 0.05 % cutaneous ointment","02357879","CELESTODERM V/2 (betamethasone (betamethasone valerate) 0.05 % cutaneous ointment) VALEANT CANADA LP/VALEANT CANADA S.E.C.","02357879",""
"8000792","betamethasone valerate","9000121","betamethasone (betamethasone valerate) 0.1 % lotion","00027944","VALISONE SCALP LOTION (betamethasone (betamethasone valerate) 0.1 % lotion) VALEANT CANADA LP/VALEANT CANADA S.E.C.","00027944",""
"8000792","betamethasone valerate","9000121","betamethasone (betamethasone valerate) 0.1 % lotion","00653217","RATIO-ECTOSONE (betamethasone (betamethasone valerate) 0.1 % lotion) TEVA CANADA LIMITED","00653217",""
"8000792","betamethasone valerate","9000121","betamethasone (betamethasone valerate) 0.1 % lotion","00716634","BETADERM LOTION 0.1% (betamethasone (betamethasone valerate) 0.1 % lotion) TARO PHARMACEUTICALS INC","00716634",""
"8000792","betamethasone valerate","9000121","betamethasone (betamethasone valerate) 0.1 % lotion","00750050","RATIO-ECTOSONE REGULAR LOTION 0.1% (betamethasone (betamethasone valerate) 0.1 % lotion) TEVA CANADA LIMITED","00750050",""
"8000792","betamethasone valerate","9000163","betamethasone (betamethasone valerate) 0.1 % cutaneous cream","00535435","RATIO-ECTOSONE REGULAR CREAM 0.1% (betamethasone (betamethasone valerate) 0.1 % cutaneous cream) TEVA CANADA LIMITED","00535435",""
"8000792","betamethasone valerate","9000163","betamethasone (betamethasone valerate) 0.1 % cutaneous cream","00716626","BETADERM CRM 0.1% (betamethasone (betamethasone valerate) 0.1 % cutaneous cream) TARO PHARMACEUTICALS INC","00716626",""
"8000792","betamethasone valerate","9000163","betamethasone (betamethasone valerate) 0.1 % cutaneous cream","02357844","CELESTODERM V (betamethasone (betamethasone valerate) 0.1 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.","02357844",""
"8000792","betamethasone valerate","9000244","betamethasone (betamethasone valerate) 0.05 % lotion","00653209","RATIO-ECTOSONE MILD LOTION 0.05% (betamethasone (betamethasone valerate) 0.05 % lotion) TEVA CANADA LIMITED","00653209",""
"8000792","betamethasone valerate","9001366","betamethasone (betamethasone valerate) 0.1 % cutaneous ointment","00716650","BETADERM ONT 0.1% (betamethasone (betamethasone valerate) 0.1 % cutaneous ointment) TARO PHARMACEUTICALS INC","00716650",""
"8000792","betamethasone valerate","9001366","betamethasone (betamethasone valerate) 0.1 % cutaneous ointment","02357852","CELESTODERM V (betamethasone (betamethasone valerate) 0.1 % cutaneous ointment) VALEANT CANADA LP/VALEANT CANADA S.E.C.","02357852",""
"8000792","betamethasone valerate","9001377","betamethasone valerate 0.12 % cutaneous foam","02366924","LUXIQ (betamethasone valerate 0.12 % cutaneous foam) GLAXOSMITHKLINE INC","02366924","EMULSION"
"8000792","betamethasone valerate","9006616","betamethasone valerate 0.1 % cutaneous patch","02449773","BETEFLAM (betamethasone valerate 0.1 % cutaneous patch) CIPHER PHARMACEUTICALS INC","02449773",""
"8000795","acetylsalicylic acid","9001498","acetylsalicylic acid 325 mg gastro-resistant tablet","00010332","ENTROPHEN 325MG TABLETS (acetylsalicylic acid 325 mg gastro-resistant tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","00010332",""
"8000795","acetylsalicylic acid","9001498","acetylsalicylic acid 325 mg gastro-resistant tablet","00216666","NOVASEN (acetylsalicylic acid 325 mg gastro-resistant tablet) TEVA CANADA LIMITED","00216666",""
"8000795","acetylsalicylic acid","9001498","acetylsalicylic acid 325 mg gastro-resistant tablet","00510696","ENTERIC COATED ASA TABLETS 325MG (acetylsalicylic acid 325 mg gastro-resistant tablet) APOTEX INC","00510696",""
"8000795","acetylsalicylic acid","9001498","acetylsalicylic acid 325 mg gastro-resistant tablet","02050161","ENTROPHEN 325MG CAPLETS (acetylsalicylic acid 325 mg gastro-resistant tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","02050161",""
"8000795","acetylsalicylic acid","9001498","acetylsalicylic acid 325 mg gastro-resistant tablet","02150417","ASPIRIN COATED FOR DELAYED RELEASE REGULAR STRENGTH (acetylsalicylic acid 325 mg gastro-resistant tablet) BAYER INC","02150417",""
"8000795","acetylsalicylic acid","9001498","acetylsalicylic acid 325 mg gastro-resistant tablet","02264706","ENTERIC COATED A.S.A (acetylsalicylic acid 325 mg gastro-resistant tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","02264706",""
"8000795","acetylsalicylic acid","9001498","acetylsalicylic acid 325 mg gastro-resistant tablet","02284529","PMS-ASA EC (acetylsalicylic acid 325 mg gastro-resistant tablet) PHARMASCIENCE INC","02284529",""
"8000795","acetylsalicylic acid","9001498","acetylsalicylic acid 325 mg gastro-resistant tablet","02285371","PMS-ASA EC (acetylsalicylic acid 325 mg gastro-resistant tablet) PHARMASCIENCE INC","02285371",""
"8000795","acetylsalicylic acid","9001498","acetylsalicylic acid 325 mg gastro-resistant tablet","02292726","ENTERIC COATED ASA 325 MG (acetylsalicylic acid 325 mg gastro-resistant tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","02292726",""
"8000795","acetylsalicylic acid","9001623","acetylsalicylic acid 650 mg gastro-resistant tablet","00010340","ENTROPHEN ECT 650MG (acetylsalicylic acid 650 mg gastro-resistant tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","00010340",""
"8000795","acetylsalicylic acid","9001623","acetylsalicylic acid 650 mg gastro-resistant tablet","00229296","NOVASEN (acetylsalicylic acid 650 mg gastro-resistant tablet) TEVA CANADA LIMITED","00229296",""
"8000795","acetylsalicylic acid","9001623","acetylsalicylic acid 650 mg gastro-resistant tablet","01905392","ENTROPHEN 650MG CAPLET ECT (acetylsalicylic acid 650 mg gastro-resistant tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","01905392",""
"8000795","acetylsalicylic acid","9001623","acetylsalicylic acid 650 mg gastro-resistant tablet","02264722","ENTERIC COATED A.S.A (acetylsalicylic acid 650 mg gastro-resistant tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","02264722",""
"8000795","acetylsalicylic acid","9001623","acetylsalicylic acid 650 mg gastro-resistant tablet","02284537","PMS-ASA EC (acetylsalicylic acid 650 mg gastro-resistant tablet) PHARMASCIENCE INC","02284537",""
"8000795","acetylsalicylic acid","9001640","acetylsalicylic acid 325 mg oral tablet","00040851","PMS-ASA (acetylsalicylic acid 325 mg oral tablet) PHARMASCIENCE INC","00040851",""
"8000795","acetylsalicylic acid","9001640","acetylsalicylic acid 325 mg oral tablet","00530336","ASA 325MG (acetylsalicylic acid 325 mg oral tablet) VITA HEALTH PRODUCTS INC","00530336",""
"8000795","acetylsalicylic acid","9001640","acetylsalicylic acid 325 mg oral tablet","02150328","ASPIRIN REGULAR STRENGTH (acetylsalicylic acid 325 mg oral tablet) BAYER INC","02150328",""
"8000795","acetylsalicylic acid","9001640","acetylsalicylic acid 325 mg oral tablet","02252856","ACETYLSALICYLIC ACID 325MG TABLETS USP (acetylsalicylic acid 325 mg oral tablet) PHARMETICS (2011) INC","02252856",""
"8000795","acetylsalicylic acid","9001799","acetylsalicylic acid 975 mg gastro-resistant tablet","00419508","ENTROPHEN ECT 975MG (acetylsalicylic acid 975 mg gastro-resistant tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","00419508",""
