"","dpd_ingredient","active_ingredient_code","hydrate","ccdd","top250name","ing_stem"
"1360","DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE)",20565,FALSE,"","","DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE)"
"1361","CLOTRIMAZOLE",2375,FALSE,"","","CLOTRIMAZOLE"
"1362","ASUNAPREVIR",22694,FALSE,"","","ASUNAPREVIR"
"1363","DONEPEZIL HYDROCHLORIDE (DONEPEZIL HYDROCHLORIDE MONOHYDRATE)",11485,TRUE,"Y","DONEPEZIL","DONEPEZIL"
"1364","Bilastine",22707,FALSE,"","","Bilastine"
"1365","IRON (IRON DEXTRAN COMPLEX)",309,FALSE,"","","IRON (IRON DEXTRAN COMPLEX)"
"1366","FLUTICASONE FUROATE",20155,FALSE,"Y","FLUTICASONE","FLUTICASONE"
"1367","IRON (IRON SUCROSE)",309,FALSE,"","","IRON (IRON SUCROSE)"
"1368","FLUMETHASONE PIVALATE",7568,FALSE,"","","FLUMETHASONE PIVALATE"
"1369","Tolvaptan",20872,FALSE,"","","Tolvaptan"
"1370","PERTACTIN",17,FALSE,"","","PERTACTIN"
"1371","AMOXICILLIN",11101,FALSE,"Y","AMOXICILLIN","AMOXICILLIN"
"1372","GLYCERINE",7104,FALSE,"","","GLYCERINE"
"1373","FLUMAZENIL",1227,FALSE,"","","FLUMAZENIL"
"1374","SUCRALFATE",2023,FALSE,"","","SUCRALFATE"
"1375","MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE)",12034,FALSE,"Y","MOXIFLOXACIN","MOXIFLOXACIN"
"1376","DEGARELIX (DEGARELIX ACETATE)",20557,FALSE,"","","DEGARELIX (DEGARELIX ACETATE)"
"1377","PINAVERIUM BROMIDE",2097,FALSE,"","","PINAVERIUM BROMIDE"
"1378","Difluprednate",22159,FALSE,NA,NA,NA
"1379","PROPYL ALCOHOL",8887,FALSE,"","","PROPYL ALCOHOL"
"1380","CEFADROXIL (CEFADROXIL MONOHYDRATE)",8348,TRUE,"","","CEFADROXIL (CEFADROXIL MONOHYDRATE)"
"1381","TENECTEPLASE",12468,FALSE,"","","TENECTEPLASE"
"1382","ATEZOLIZUMAB",22863,FALSE,"","","ATEZOLIZUMAB"
"1383","DIPHENHYDRAMINE HYDROCHLORIDE",182,FALSE,"","","DIPHENHYDRAMINE HYDROCHLORIDE"
"1384","LACTIC ACID",3487,FALSE,"","","LACTIC ACID"
"1385","VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE)",11114,FALSE,"Y","VALACYCLOVIR","VALACYCLOVIR"
"1386","OLOPATADINE (OLOPATADINE HYDROCHLORIDE)",11561,FALSE,"Y","OLOPATADINE","OLOPATADINE"
"1387","INDAPAMIDE",1960,FALSE,"Y","INDAPAMIDE","INDAPAMIDE"
"1388","ANAKINRA",12604,FALSE,"","","ANAKINRA"
"1389","AGALSIDASE BETA",13296,FALSE,"","","AGALSIDASE BETA"
"1390","DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM)",21556,FALSE,"","","DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM)"
"1391","LISINOPRIL",1253,FALSE,"Y","LISINOPRIL","LISINOPRIL"
"1392","SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE",12267,FALSE,"","","SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE"
"1393","OXYQUINOLINE SULFATE",6977,FALSE,"","","OXYQUINOLINE SULFATE"
"1394","HYDRALAZINE HYDROCHLORIDE",6436,FALSE,"","","HYDRALAZINE HYDROCHLORIDE"
"1395","VITAMIN B1 (THIAMINE HYDROCHLORIDE)",11170,FALSE,"","","VITAMIN B1 (THIAMINE HYDROCHLORIDE)"
"1396","DEXAMETHASONE",7600,FALSE,"Y","DEXAMETHASONE","DEXAMETHASONE (BASE)"
"1397","NICOTINAMIDE",5015,FALSE,"","","NICOTINAMIDE"
"1398","ETHACRYNIC ACID",10170,FALSE,"","","ETHACRYNIC ACID"
"1399","VIBRIO CHOLERAE INABA 48 CLASSICAL BIOTYPE, HEAT INACTIVATED",12358,FALSE,"","","VIBRIO CHOLERAE INABA 48 CLASSICAL BIOTYPE, HEAT INACTIVATED"
"1400","CHLORAL HYDRATE",10068,FALSE,"","","CHLORAL HYDRATE"
"1401","VITAMIN B1",11170,FALSE,"","","VITAMIN B1"
"1402","DEXTROMETHORPHAN HYDROBROMIDE",10247,FALSE,"","","DEXTROMETHORPHAN HYDROBROMIDE"
"1403","POTASSIUM (POTASSIUM CHLORIDE, POTASSIUM CITRATE)",6485,FALSE,"","","POTASSIUM (POTASSIUM CHLORIDE, POTASSIUM CITRATE)"
"1404","ITRACONAZOLE",901,FALSE,"","","ITRACONAZOLE"
"1405","CLODRONATE DISODIUM",925,FALSE,"","","CLODRONATE DISODIUM"
"1406","PHENELZINE (PHENELZINE SULFATE)",11355,FALSE,"","","PHENELZINE (PHENELZINE SULFATE)"
"1407","RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)",11987,FALSE,"","","RIVASTIGMINE"
"1408","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM)",12371,FALSE,"Y","ESOMEPRAZOLE","ESOMEPRAZOLE"
"1409","VITAMIN B12 (VITAMIN B12)",781,FALSE,"","","VITAMIN B12 (VITAMIN B12)"
"1410","SULFACETAMIDE SODIUM",8145,FALSE,"","","SULFACETAMIDE SODIUM"
"1411","RANITIDINE (RANITIDINE HYDROCHLORIDE)",11096,FALSE,"Y","RANITIDINE","RANITIDINE"
"1412","DEXTROSE",42,FALSE,"","","DEXTROSE"
"1413","DIPHENOXYLATE HYDROCHLORIDE",20254,FALSE,"","","DIPHENOXYLATE HYDROCHLORIDE"
"1414","AMPHETAMINE ASPARTATE MONOHYDRATE",8300,TRUE,"Y","AMPHETAMINE","AMPHETAMINE"
"1415","FLUOCINONIDE",7579,FALSE,"","","FLUOCINONIDE"
"1416","TEMOZOLOMIDE",11923,FALSE,"","","TEMOZOLOMIDE"
"1417","ESTRONE",7445,FALSE,"","","ESTRONE"
"1418","ZOPICLONE",1200,FALSE,"Y","ZOPICLONE","ZOPICLONE"
"1419","PERINDOPRIL ERBUMINE",232,FALSE,"Y","PERINDOPRIL","PERINDOPRIL"
"1420","INACT.JAPANESE ENCEPHAL VIRUS(ATTENUAT. STRAIN SA14-14-2 PRODUCED IN VERO CELLS)",20523,FALSE,"","","INACT.JAPANESE ENCEPHAL VIRUS(ATTENUAT. STRAIN SA14-14-2 PRODUCED IN VERO CELLS)"
"1421","LABETALOL HYDROCHLORIDE",1896,FALSE,"","","LABETALOL HYDROCHLORIDE"
"1422","IODIDE (SODIUM IODIDE)",11394,FALSE,"","","IODIDE (SODIUM IODIDE)"
"1423","DIPHTHERIA TOXOID ADSORBED",7940,FALSE,"","","DIPHTHERIA TOXOID ADSORBED"
"1424","PORFIMER SODIUM",7644,FALSE,NA,NA,NA
"1425","Abiraterone acetate",20883,FALSE,"","","Abiraterone acetate"
"1426","DUTASTERIDE",12580,FALSE,"Y","DUTASTERIDE","DUTASTERIDE"
"1427","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A",20654,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A"
"1428","USTEKINUMAB",20422,FALSE,"","","USTEKINUMAB"
"1429","FUROSEMIDE",10091,FALSE,"Y","FUROSEMIDE","FUROSEMIDE"
"1430","YELLOW HORNET VENOM PROTEIN",2031,FALSE,"","","YELLOW HORNET VENOM PROTEIN"
"1431","Crizotinib",21291,FALSE,"","","Crizotinib"
"1432","CYTARABINE",2953,FALSE,"","","CYTARABINE"
"1433","CEFOTAXIME (CEFOTAXIME SODIUM)",11268,FALSE,"","","CEFOTAXIME (CEFOTAXIME SODIUM)"
"1434","ALECTINIB (ALECTINIB HYDROCHLORIDE)",22813,FALSE,"","","ALECTINIB (ALECTINIB HYDROCHLORIDE)"
"1435","MANGANESE (MANGANESE GLUCONATE)",10194,FALSE,"","","MANGANESE (MANGANESE GLUCONATE)"
"1436","TOLTERODINE TARTRATE",20821,FALSE,"Y","TOLTERODINE","TOLTERODINE"
"1437","TEMAZEPAM",2014,FALSE,"Y","TEMAZEPAM","TEMAZEPAM"
"1438","PRAMOXINE HYDROCHLORIDE",6343,FALSE,"","","PRAMOXINE HYDROCHLORIDE"
"1439","STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN",22652,FALSE,"","","STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN"
"1440","INOSITOL",4959,FALSE,"","","INOSITOL"
"1441","APROTININ (BOVINE)",11567,FALSE,"","","APROTININ (BOVINE)"
"1442","TETRACOSACTIDE",7516,FALSE,"","","TETRACOSACTIDE"
"1443","MERCAPTOPURINE",11804,FALSE,"","","MERCAPTOPURINE"
"1444","TAURINE",1366,FALSE,"","","TAURINE"
"1445","YELLOW JACKET VENOM PROTEIN",2030,FALSE,"","","YELLOW JACKET VENOM PROTEIN"
"1446","Efinaconazole",22151,FALSE,"","","Efinaconazole"
"1447","RIOCIGUAT",22148,FALSE,"","","RIOCIGUAT"
"1448","AMMONIUM CHLORIDE",318,FALSE,"","","AMMONIUM CHLORIDE"
"1449","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y",7668,FALSE,"","","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y"
"1450","AMINOPHYLLINE",9963,FALSE,"","","AMINOPHYLLINE"
"1451","PANTOPRAZOLE (Pantoprazole magnesium hemipentahydrate)",11086,TRUE,"Y","PANTOPRAZOLE","PANTOPRAZOLE"
"1452","Mirabegron",22029,FALSE,"","","Mirabegron"
"1453","COAGULATION FACTOR IX (HUMAN)",90,FALSE,"","","COAGULATION FACTOR IX (HUMAN)"
"1454","ENTECAVIR (ENTECAVIR MONOHYDRATE)",13030,TRUE,"","","ENTECAVIR (ENTECAVIR MONOHYDRATE)"
"1455","ALFACALCIDOL",4892,FALSE,"","","ALFACALCIDOL"
"1456","BOSENTAN (BOSENTAN MONOHYDRATE)",12538,TRUE,"","","BOSENTAN (BOSENTAN MONOHYDRATE)"
"1457","NINTEDANIB (NINTEDANIB ESILATE)",22614,FALSE,"","","NINTEDANIB (NINTEDANIB ESILATE)"
"1458","ERYTHROMYCIN (ERYTHROMYCIN STEARATE)",8618,FALSE,"Y","ERYTHROMYCIN","ERYTHROMYCIN"
"1459","FOSPHENYTOIN SODIUM",11411,FALSE,"","","FOSPHENYTOIN SODIUM"
"1460","DIPHTHERIA TOXOID",7941,FALSE,"","","DIPHTHERIA TOXOID"
"1461","HALOBETASOL PROPIONATE",7555,FALSE,"","","HALOBETASOL PROPIONATE"
"1462","CLADRIBINE",1739,FALSE,"","","CLADRIBINE"
"1463","IDARUCIZUMAB",22710,FALSE,"","","IDARUCIZUMAB"
"1464","ETHACRYNIC ACID (ETHACRYNATE SODIUM)",10170,FALSE,"","","ETHACRYNIC ACID (ETHACRYNATE SODIUM)"
"1465","Elosulfase Alfa",22450,FALSE,"","","Elosulfase Alfa"
"1466","OXYBENZONE",33,FALSE,"","","OXYBENZONE"
"1467","PROPIVERINE HYDROCHLORIDE",22838,FALSE,"","","PROPIVERINE HYDROCHLORIDE"
"1468","MEBENDAZOLE",2434,FALSE,"","","MEBENDAZOLE"
"1469","STORAX",6944,FALSE,"","","STORAX"
"1470","Vemurafenib",21189,FALSE,"","","Vemurafenib"
"1471","RIVASTIGMINE",11987,FALSE,"Y","RIVASTIGMINE","RIVASTIGMINE"
"1472","SODIUM HYPOCHLORITE",539,FALSE,"","","SODIUM HYPOCHLORITE"
"1473","DOXYCYCLINE (DOXYCYCLINE HYCLATE)",8642,FALSE,"Y","DOXYCYCLINE","DOXYCYCLINE"
"1474","GLUTAMIC ACID",8872,FALSE,"","","GLUTAMIC ACID"
"1475","SODIUM GLYCEROPHOSPHATE",4771,FALSE,"","","SODIUM GLYCEROPHOSPHATE"
"1476","MEPIVACAINE HYDROCHLORIDE",10271,FALSE,"","","MEPIVACAINE HYDROCHLORIDE"
"1477","ROTAVIRUS VACCINE (RIX4414 STRAIN), LIVE, ORAL, ATTENUATED (HUMAN)",20167,FALSE,"","","ROTAVIRUS VACCINE (RIX4414 STRAIN), LIVE, ORAL, ATTENUATED (HUMAN)"
"1478","VORTIOXETINE (VORTIOXETINE HYDROBROMIDE)",22527,FALSE,"","","VORTIOXETINE (VORTIOXETINE HYDROBROMIDE)"
"1479","BUTANEDIOL",12774,FALSE,"","","BUTANEDIOL"
"1480","L-TYROSINE",897,FALSE,"","","L-TYROSINE"
"1481","FLUPENTIXOL DECANOATE",1997,FALSE,"","","FLUPENTIXOL DECANOATE"
"1482","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5",20541,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5"
"1483","ENALAPRIL SODIUM",20170,FALSE,"Y","ENALAPRIL","ENALAPRIL"
"1484","SULISOBENZONE",5184,FALSE,"","","SULISOBENZONE"
"1485","GENTIAN VIOLET",6820,FALSE,"","","GENTIAN VIOLET"
"1486","MICONAZOLE NITRATE",2373,FALSE,"","","MICONAZOLE NITRATE"
"1487","NALOXONE HYDROCHLORIDE",2474,FALSE,"Y","NALOXONE","NALOXONE"
"1488","LINAGLIPTIN",20882,FALSE,"","","LINAGLIPTIN"
"1489","L-PHENYLALANINE",942,FALSE,"","","L-PHENYLALANINE"
"1490","ALUMINUM HYDROXIDE",721,FALSE,"","","ALUMINUM HYDROXIDE"
"1491","RECOMBINANT CHOLERA TOXIN B SUBUNIT",12361,FALSE,"","","RECOMBINANT CHOLERA TOXIN B SUBUNIT"
"1492","IMIQUIMOD",11834,FALSE,"","","IMIQUIMOD"
"1493","ZINC SULFATE",8746,FALSE,"","","ZINC SULFATE"
"1494","PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)",11086,TRUE,"Y","PANTOPRAZOLE","PANTOPRAZOLE"
"1495","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN",19707,FALSE,"","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN"
"1496","GUAIACOL CARBONATE",6896,FALSE,"","","GUAIACOL CARBONATE"
"1497","RISPERIDONE",723,FALSE,"Y","RISPERIDONE","RISPERIDONE"
"1498","STANDARDIZED REDTOP GRASS POLLEN",5789,FALSE,"","","STANDARDIZED REDTOP GRASS POLLEN"
"1499","TOBRAMYCIN",8565,FALSE,"Y","TOBRAMYCIN","TOBRAMYCIN"
"1500","PEGINTERFERON ALFA-2B",12036,FALSE,"","","PEGINTERFERON ALFA-2B"
"1501","RALOXIFENE HYDROCHLORIDE",11811,FALSE,"","","RALOXIFENE HYDROCHLORIDE"
"1502","IOPROMIDE",521,FALSE,"","","IOPROMIDE"
"1503","REMIFENTANIL (REMIFENTANIL HYDROCHLORIDE)",11311,FALSE,"","","REMIFENTANIL (REMIFENTANIL HYDROCHLORIDE)"
"1504","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F",20657,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F"
"1505","TETRACAINE",2958,FALSE,"","","TETRACAINE"
"1506","CETYLPYRIDINIUM CHLORIDE",7152,FALSE,"","","CETYLPYRIDINIUM CHLORIDE"
"1507","OMEPRAZOLE (OMEPRAZOLE MAGNESIUM)",1250,FALSE,"Y","OMEPRAZOLE","OMEPRAZOLE"
"1508","FOSFOMYCIN (FOSFOMYCIN TROMETHAMINE)",11861,FALSE,"","","FOSFOMYCIN (FOSFOMYCIN TROMETHAMINE)"
"1509","LIDOCAINE (LIDOCAINE HYDROCHLORIDE)",9471,FALSE,"","","LIDOCAINE (LIDOCAINE HYDROCHLORIDE)"
"1510","Tesamorelin (Tesamorelin acetate)",22270,FALSE,"","","Tesamorelin (Tesamorelin acetate)"
"1511","ALLERGENIC EXTRACTS",3876,FALSE,"","","ALLERGENIC EXTRACTS"
"1512","HYOSCINE BUTYLBROMIDE",9008,FALSE,"","","HYOSCINE BUTYLBROMIDE"
"1513","SOMATROPIN",7364,FALSE,"","","SOMATROPIN"
"1514","SELEGILINE HYDROCHLORIDE",1294,FALSE,"","","SELEGILINE HYDROCHLORIDE"
"1515","FLUPHENAZINE DECANOATE",8007,FALSE,"","","FLUPHENAZINE DECANOATE"
"1516","CALCIUM POLYCARBOPHIL",9921,FALSE,NA,NA,NA
"1517","CODEINE PHOSPHATE",9131,FALSE,"Y","CODEINE","CODEINE"
"1518","SODIUM PICOSULFATE",13334,FALSE,"","","SODIUM PICOSULFATE"
"1519","PERINDOPRIL ARGININE",16100,FALSE,"Y","PERINDOPRIL","PERINDOPRIL"
"1520","SILICON DIOXIDE",443,FALSE,"","","SILICON DIOXIDE"
"1521","VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE MONOHYDRATE)",11114,TRUE,"Y","VALACYCLOVIR","VALACYCLOVIR"
"1522","TRASTUZUMAB",11905,FALSE,"","","TRASTUZUMAB"
"1523","ALBUMIN (HUMAN)",7867,FALSE,"","","ALBUMIN (HUMAN)"
"1524","DOCUSATE SODIUM",9152,FALSE,"","","DOCUSATE SODIUM"
"1525","DEXTROSE (DEXTROSE MONOHYDRATE)",42,TRUE,"","","DEXTROSE (DEXTROSE MONOHYDRATE)"
"1526","PACLITAXEL",732,FALSE,"","","PACLITAXEL"
"1527","BETAMETHASONE DIPROPIONATE",7603,FALSE,"Y","BETAMETHASONE","BETAMETHASONE DIPROPIONATE"
"1528","MENTHOL",265,FALSE,"","","MENTHOL"
"1529","ZINC SULFATE HEPTAHYDRATE",20479,TRUE,"","","ZINC SULFATE HEPTAHYDRATE"
"1530","DESOXIMETASONE",7592,FALSE,"","","DESOXIMETASONE"
"1531","Ofatumumab",21236,FALSE,NA,NA,NA
"1532","LEVONORGESTREL",7490,FALSE,"Y","LEVONORGESTREL","LEVONORGESTREL"
"1533","IPRATROPIUM BROMIDE (IPRATROPIUM BROMIDE MONOHYDRATE)",1945,TRUE,"Y","IPRATROPIUM","IPRATROPIUM"
"1534","OIL OF TURPENTINE",3510,FALSE,"","","OIL OF TURPENTINE"
"1535","GATIFLOXACIN",12056,FALSE,"","","GATIFLOXACIN"
"1536","VITAMIN B12 (CYANOCOBALAMIN)",781,FALSE,"","","VITAMIN B12 (CYANOCOBALAMIN)"
"1537","VITAMIN B2 (RIBOFLAVIN 5'-PHOSPHATE SODIUM)",11171,FALSE,"","","VITAMIN B2 (RIBOFLAVIN 5'-PHOSPHATE SODIUM)"
"1538","DL-METHIONINE",7216,FALSE,"","","DL-METHIONINE"
"1539","CAMPHOR",9125,FALSE,"","","CAMPHOR"
"1540","VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)",8541,FALSE,"","","VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)"
"1541","AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE)",424,TRUE,"Y","AZITHROMYCIN","AZITHROMYCIN"
"1542","VITAMIN D3",4922,FALSE,"Y","VITAMIN D3","VITAMIN D3"
"1543","DEXRAZOXANE",215,FALSE,"","","DEXRAZOXANE"
"1544","DOCOSANOL",12720,FALSE,"","","DOCOSANOL"
"1545","PIROXICAM",1996,FALSE,"","","PIROXICAM"
"1546","FUSIDATE SODIUM",8505,FALSE,"","","FUSIDATE SODIUM"
"1547","CEPHALEXIN",8376,FALSE,"Y","CEPHALEXIN","CEPHALEXIN"
"1548","COAGULATION FACTOR II (HUMAN)",2931,FALSE,"","","COAGULATION FACTOR II (HUMAN)"
"1549","LIDOCAINE HYDROCHLORIDE (LIDOCAINE HYDROCHLORIDE MONOHYDRATE)",10225,TRUE,"","","LIDOCAINE HYDROCHLORIDE (LIDOCAINE HYDROCHLORIDE MONOHYDRATE)"
"1550","TACROLIMUS (Tacrolimus Monohydrate)",167,TRUE,"Y","TACROLIMUS","TACROLIMUS"
"1551","ALEMTUZUMAB",12491,FALSE,"","","ALEMTUZUMAB"
"1552","TACROLIMUS",167,FALSE,"Y","TACROLIMUS","TACROLIMUS"
"1553","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B",20652,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B"
"1554","TERAZOSIN (TERAZOSIN HYDROCHLORIDE)",11368,FALSE,"Y","TERAZOSIN","TERAZOSIN"
"1555","DEXTROMETHORPHAN HYDROBROMIDE (DEXTROMETHORPHAN POLISTIREX)",10247,FALSE,"","","DEXTROMETHORPHAN HYDROBROMIDE (DEXTROMETHORPHAN POLISTIREX)"
"1556","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C",7669,FALSE,"","","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C"
"1557","ADENOSINE",4732,FALSE,"","","ADENOSINE"
"1558","Triptorelin Acetate",21395,FALSE,"","","Triptorelin Acetate"
"1559","HISTAMINE PHOSPHATE",6216,FALSE,"","","HISTAMINE PHOSPHATE"
"1560","VARDENAFIL (VARDENAFIL HYDROCHLORIDE)",13311,FALSE,"","","VARDENAFIL (VARDENAFIL HYDROCHLORIDE)"
"1561","PIPERONYL BUTOXIDE",6438,FALSE,"","","PIPERONYL BUTOXIDE"
"1562","DOCUSATE CALCIUM",9150,FALSE,"","","DOCUSATE CALCIUM"
"1563","DONEPEZIL HYDROCHLORIDE",11485,FALSE,"Y","DONEPEZIL","DONEPEZIL"
"1564","ORCIPRENALINE SULFATE",9867,FALSE,"","","ORCIPRENALINE SULFATE"
"1565","ARTICAINE HYDROCHLORIDE",308,FALSE,"","","ARTICAINE HYDROCHLORIDE"
"1566","FULVESTRANT",13276,FALSE,"","","FULVESTRANT"
"1567","STANDARDIZED ORCHARD GRASS POLLEN",5784,FALSE,"","","STANDARDIZED ORCHARD GRASS POLLEN"
"1568","PYRIDOXINE HYDROCHLORIDE",5008,FALSE,"","","PYRIDOXINE HYDROCHLORIDE"
"1569","NAFARELIN (NAFARELIN ACETATE)",11439,FALSE,"","","NAFARELIN (NAFARELIN ACETATE)"
"1570","CETIRIZINE HYDROCHLORIDE",7942,FALSE,"Y","CETIRIZINE","CETIRIZINE"
"1571","D-PENICILLAMINE",10302,FALSE,"","","D-PENICILLAMINE"
"1572","CORBADRINE (CORBADRINE HYDROCHLORIDE)",5645,FALSE,"","","CORBADRINE (CORBADRINE HYDROCHLORIDE)"
"1573","DESVENLAFAXINE (DESVENLAFAXINE SUCCINATE)",20430,FALSE,"Y","DESVENLAFAXINE","DESVENLAFAXINE"
"1574","VITAMIN D3 (CHOLECALCIFEROL)",4922,FALSE,"Y","VITAMIN D3","VITAMIN D3"
"1575","BENDAMUSTINE HYDROCHLORIDE",13270,FALSE,"","","BENDAMUSTINE HYDROCHLORIDE"
"1576","MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE)",11182,FALSE,"Y","MINOCYCLINE","MINOCYCLINE"
"1577","FLURBIPROFEN",1914,FALSE,"","","FLURBIPROFEN"
"1578","LENALIDOMIDE",20185,FALSE,"","","LENALIDOMIDE"
"1579","Lurasidone Hydrochloride",21372,FALSE,"","","Lurasidone Hydrochloride"
"1580","QUININE SULFATE",7234,FALSE,"Y","QUININE","QUININE"
"1581","PERFLUTREN",12053,FALSE,"","","PERFLUTREN"
"1582","APREMILAST",22541,FALSE,"","","APREMILAST"
"1583","ETHINYL ESTRADIOL",7426,FALSE,"Y","ETHINYL ESTRADIOL","ETHINYL ESTRADIOL"
"1584","CISPLATIN",13121,FALSE,"","","CISPLATIN"
"1585","PROPOFOL",8209,FALSE,"","","PROPOFOL"
"1586","DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE)",11213,FALSE,"Y","DORZOLAMIDE","DORZOLAMIDE"
"1587","MILRINONE (MILRINONE LACTATE)",1216,FALSE,"","","MILRINONE (MILRINONE LACTATE)"
"1588","ZUCLOPENTHIXOL DECANOATE",190,FALSE,"","","ZUCLOPENTHIXOL DECANOATE"
"1589","MYCOPHENOLATE MOFETIL",118,FALSE,"","","MYCOPHENOLATE MOFETIL"
"1590","CALCIUM LEVULINATE",4809,FALSE,"","","CALCIUM LEVULINATE"
"1591","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135",7667,FALSE,"","","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135"
"1592","IMIPENEM",1390,FALSE,"","","IMIPENEM"
"1593","CHROMIUM (CHROMIC CHLORIDE)",2001,FALSE,"","","CHROMIUM (CHROMIC CHLORIDE)"
"1594","OXTRIPHYLLINE",10278,FALSE,"","","OXTRIPHYLLINE"
"1595","CHLORZOXAZONE",5883,FALSE,"","","CHLORZOXAZONE"
"1596","TELMISARTAN",11907,FALSE,"Y","TELMISARTAN","TELMISARTAN"
"1597","DEXTRAN 40",3054,FALSE,"","","DEXTRAN 40"
"1598","DILTIAZEM HYDROCHLORIDE",1926,FALSE,"Y","DILTIAZEM","DILTIAZEM"
"1599","ACARBOSE",917,FALSE,"","","ACARBOSE"
"1600","EPROSARTAN (EPROSARTAN MESYLATE)",11894,FALSE,"","","EPROSARTAN (EPROSARTAN MESYLATE)"
"1601","Prasugrel (Prasugrel Hydrochloride)",20588,FALSE,"","","Prasugrel (Prasugrel Hydrochloride)"
"1602","GLIMEPIRIDE",12597,FALSE,"","","GLIMEPIRIDE"
"1603","NADROPARIN CALCIUM",11714,FALSE,NA,NA,NA
"1604","APIS MELLIFERA VENOM PROTEIN EXTRACT",7640,FALSE,"","","APIS MELLIFERA VENOM PROTEIN EXTRACT"
"1605","LISINOPRIL (LISINOPRIL DIHYDRATE)",1253,TRUE,"Y","LISINOPRIL","LISINOPRIL"
"1606","ROCURONIUM BROMIDE",349,FALSE,"","","ROCURONIUM BROMIDE"
"1607","CHLORAMBUCIL",10153,FALSE,NA,NA,NA
"1608","HOMOSALATE",1970,FALSE,"","","HOMOSALATE"
"1609","ZAFIRLUKAST",11685,FALSE,"","","ZAFIRLUKAST"
"1610","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED",12360,FALSE,"","","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED"
"1611","Ibrutinib",22542,FALSE,"","","Ibrutinib"
"1612","TESTOSTERONE ENANTHATE",7486,FALSE,"Y","TESTOSTERONE","TESTOSTERONE"
"1613","DIMETHICONE",433,FALSE,"","","DIMETHICONE"
"1614","SACUBITRIL (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX)",22647,TRUE,NA,NA,NA
"1615","CAT (FELIS DOMESTICUS) PELT AND CAT DANDER",11833,FALSE,"","","CAT (FELIS DOMESTICUS) PELT AND CAT DANDER"
"1616","ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE)",13584,FALSE,"Y","ATOMOXETINE","ATOMOXETINE"
"1617","LUMACAFTOR",22685,FALSE,"","","LUMACAFTOR"
"1618","LOSARTAN POTASSIUM",144,FALSE,"Y","LOSARTAN","LOSARTAN"
"1619","IOHEXOL",8092,FALSE,"","","IOHEXOL"
"1620","PYRILAMINE MALEATE",7155,FALSE,"","","PYRILAMINE MALEATE"
"1621","PODOPHYLLIN",6689,FALSE,"","","PODOPHYLLIN"
"1622","CHORIONIC GONADOTROPIN",7358,FALSE,"","","CHORIONIC GONADOTROPIN"
"1623","SUMATRIPTAN (SUMATRIPTAN HEMISULFATE)",11323,FALSE,"Y","SUMATRIPTAN","SUMATRIPTAN"
"1624","PARACHLOROPHENOL",17827,FALSE,"","","PARACHLOROPHENOL"
