"tm_set","ccdd","n_dins","n_ntps","status","tm_status_effective_time","tm_code","en_display","fr_display"
"deferasirox",FALSE,12,2,"active",2006-11-10,8001492,NA,NA
"ensulizole, octinoxate",FALSE,4,1,"active",2006-11-13,8001493,NA,NA
"natalizumab",FALSE,1,1,"active",2006-11-21,8001494,NA,NA
"idarubicin hydrochloride",FALSE,3,1,"active",2006-11-25,8001495,NA,NA
"avobenzone, octinoxate, octisalate, oxybenzone",FALSE,14,3,"active",2006-11-28,8001496,NA,NA
"tigecycline",FALSE,2,1,"active",2006-11-30,8001497,NA,NA
"alglucosidase alfa",FALSE,1,1,"active",2006-12-06,8001498,NA,NA
"lanthanum (lanthanum carbonate hydrate)",FALSE,4,1,"active",2006-12-06,8001499,NA,NA
"telbivudine",FALSE,1,1,"active",2006-12-14,8001500,NA,NA
"avobenzone, homosalate, octisalate, octocrylene, oxybenzone",FALSE,193,9,"active",2007-01-29,8001501,NA,NA
"homosalate, octinoxate, octisalate, oxybenzone",FALSE,16,5,"active",2007-02-15,8001502,NA,NA
"lanreotide (lanreotide acetate)",FALSE,3,1,"active",2007-02-22,8001503,NA,NA
"ceftriaxone (ceftriaxone sodium)",FALSE,19,1,"active",2007-02-23,8001504,NA,NA
"avobenzone, drometrizole trisiloxane, octocrylene, terephthalylidene dicamphor sulfonic acid, titanium dioxide",FALSE,8,2,"active",2007-03-01,8001505,NA,NA
"avobenzone, drometrizole trisiloxane, octocrylene, titanium dioxide",FALSE,3,1,"active",2007-03-01,8001506,NA,NA
"diphenhydramine hydrochloride, zinc acetate",FALSE,2,2,"active",2007-03-09,8001507,NA,NA
"inactivated poliomyelitis vaccine (v.c.o.) type 1 mahoney, inactivated poliomyelitis vaccine (v.c.o.) type 2 mef1, inactivated poliomyelitis vaccine (v.c.o.) type 3 saukett",FALSE,1,1,"active",2007-03-22,8001508,NA,NA
"hexylresorcinol, l-menthol",FALSE,1,1,"active",2007-03-23,8001509,NA,NA
"avobenzone, octisalate, octocrylene, oxybenzone",FALSE,13,4,"active",2007-03-27,8001510,NA,NA
"avobenzone, homosalate, octisalate, oxybenzone, titanium dioxide",FALSE,4,1,"active",2007-03-30,8001511,NA,NA
"dasatinib (dasatinib monohydrate)",FALSE,6,1,"active",2007-04-13,8001512,NA,NA
"coagulation factor ix (recombinant)",FALSE,5,1,"active",2007-04-14,8001513,NA,NA
"octinoxate, octocrylene, oxybenzone, sulisobenzone, titanium dioxide",FALSE,2,1,"active",2007-05-05,8001514,NA,NA
"diphtheria toxoid, filamentous haemagglutinin, pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",2007-05-29,8001515,NA,NA
"dyclonine hydrochloride, menthol",FALSE,1,1,"active",2007-05-31,8001516,NA,NA
"posaconazole",FALSE,3,3,"active",2007-06-06,8001517,NA,NA
"oxaliplatin",FALSE,8,1,"active",2007-07-17,8001518,NA,NA
"ranibizumab",FALSE,2,1,"active",2007-07-26,8001519,NA,NA
"acamprosate calcium",FALSE,1,1,"active",2007-07-30,8001520,NA,NA
"idursulfase",FALSE,1,1,"active",2007-08-01,8001521,NA,NA
"sodium oxybate",FALSE,1,1,"active",2007-08-03,8001522,NA,NA
"alemtuzumab",FALSE,2,1,"active",2007-09-07,8001523,NA,NA
"micafungin sodium",FALSE,2,1,"active",2007-09-18,8001524,NA,NA
"aprepitant",FALSE,3,2,"active",2007-09-24,8001525,NA,NA
"maraviroc",FALSE,2,1,"active",2007-09-26,8001526,NA,NA
"paliperidone",FALSE,3,1,"active",2007-10-02,8001527,NA,NA
"efavirenz, emtricitabine, tenofovir disoproxil fumarate",FALSE,1,1,"active",2007-10-23,8001528,NA,NA
"calcium chloride, dextrose anhydrous, magnesium chloride, potassium chloride, sodium bicarbonate, sodium chloride",FALSE,1,1,"active",2007-10-31,8001529,NA,NA
"calcium chloride, magnesium chloride, sodium bicarbonate, sodium chloride",FALSE,1,1,"active",2007-10-31,8001530,NA,NA
"piperacillin (piperacillin sodium), tazobactam (tazobactam sodium)",FALSE,19,1,"active",2007-11-05,8001531,NA,NA
"gemcitabine (gemcitabine hydrochloride)",FALSE,15,2,"active",2007-11-20,8001532,NA,NA
"aliskiren (aliskiren fumarate)",FALSE,2,1,"active",2007-11-26,8001533,NA,NA
"raltegravir (raltegravir potassium)",FALSE,3,2,"active",2007-11-28,8001534,NA,NA
"daptomycin",FALSE,1,1,"active",2007-12-03,8001535,NA,NA
"frovatriptan (frovatriptan succinate)",FALSE,2,1,"active",2008-01-04,8001536,NA,NA
"ziprasidone (ziprasidone hydrochloride monohydrate)",FALSE,4,1,"active",2008-01-04,8001537,NA,NA
"temsirolimus",FALSE,1,1,"active",2008-01-11,8001538,NA,NA
"nelarabine",FALSE,1,1,"active",2008-01-17,8001539,NA,NA
"desmopressin acetate (desmopressin acetate trihydrate)",FALSE,2,1,"active",2008-01-23,8001540,NA,NA
"lenalidomide",FALSE,6,1,"active",2008-02-19,8001541,NA,NA
"phenobarbital sodium",FALSE,2,1,"active",2008-02-29,8001542,NA,NA
"polyvinyl alcohol, povidone, tetrahydrozoline hydrochloride",FALSE,1,1,"active",2008-03-26,8001543,NA,NA
"etravirine",FALSE,3,1,"active",2008-03-27,8001544,NA,NA
"avobenzone, homosalate, octisalate, oxybenzone",FALSE,20,3,"active",2008-04-03,8001545,NA,NA
"calcium (calcium carbonate), etidronate disodium",FALSE,3,2,"active",2008-04-10,8001546,NA,NA
"ondansetron (ondansetron hydrochloride)",FALSE,10,1,"active",2008-04-23,8001547,NA,NA
"antihemophilic factor (human), human plasma proteins, von willebrand factor (human)",FALSE,2,1,"active",2008-04-29,8001548,NA,NA
"avobenzone, ensulizole, homosalate, octisalate, octocrylene, oxybenzone",FALSE,2,1,"active",2008-05-07,8001549,NA,NA
"methylnaltrexone bromide",FALSE,1,1,"active",2008-05-07,8001550,NA,NA
"panitumumab",FALSE,2,1,"active",2008-05-27,8001551,NA,NA
"measles virus vaccine live attenuated, mumps virus vaccine live attenuated (jeryl lynn strain), rubella virus vaccine live attenuated (wistar ra27/3 strain), varicella-zoster virus vaccine live attenuated (oka/merck strain)",FALSE,1,1,"active",2008-06-04,8001552,NA,NA
"penicillin g benzathine",FALSE,1,1,"active",2008-06-11,8001553,NA,NA
"rho d immune globulin human",FALSE,3,1,"active",2008-06-16,8001554,NA,NA
"ambrisentan",FALSE,2,1,"active",2008-06-24,8001555,NA,NA
"coagulation factor ii (human), coagulation factor ix (human), coagulation factor vii (human), coagulation factor x (human), protein c, protein s",FALSE,4,2,"active",2008-07-08,8001556,NA,NA
"homosalate, meradimate, octinoxate, octisalate, oxybenzone",FALSE,2,1,"active",2008-07-22,8001557,NA,NA
"octinoxate, octisalate",FALSE,4,2,"active",2008-07-24,8001558,NA,NA
"avobenzone, octinoxate, octisalate, octocrylene",FALSE,14,4,"active",2008-08-01,8001559,NA,NA
"avobenzone, octinoxate, octisalate, octocrylene, padimate o",FALSE,2,2,"active",2008-08-01,8001560,NA,NA
"avobenzone, octinoxate, octisalate, padimate o",FALSE,1,1,"active",2008-08-01,8001561,NA,NA
"insulin glulisine (recombinant dna origin)",FALSE,3,1,"active",2008-09-22,8001562,NA,NA
"nilotinib (nilotinib hydrochloride monohydrate)",FALSE,2,1,"active",2008-09-30,8001563,NA,NA
"cetuximab",FALSE,1,1,"active",2008-10-28,8001564,NA,NA
"avobenzone, octinoxate, octocrylene",FALSE,12,4,"active",2008-12-04,8001565,NA,NA
"diphtheria toxoid, filamentous haemagglutinin, haemophilus influenzae type b-prp, hepatitis b surface antigen (recombinant), inactivated poliovirus type i, inactivated poliovirus type ii, inactivated poliovirus type iii, pertactin, pertussis toxoid, tetanus toxoid, tetanus toxoid adsorbed",FALSE,1,1,"active",2008-12-04,8001566,NA,NA
"polyethylene glycol 3350",FALSE,11,2,"active",2008-12-10,8001567,NA,NA
"rotavirus vaccine (rix4414 strain), live, oral, attenuated (human)",FALSE,1,1,"active",2008-12-16,8001568,NA,NA
"ustekinumab",FALSE,3,1,"active",2009-01-05,8001569,NA,NA
"diphenhydramine citrate",FALSE,1,1,"active",2009-01-20,8001570,NA,NA
"octinoxate, octisalate, octocrylene, oxybenzone, titanium dioxide",FALSE,1,1,"active",2009-01-21,8001571,NA,NA
"bacitracin zinc, gramicidin, lidocaine, polymyxin b sulfate",FALSE,1,1,"active",2009-01-23,8001572,NA,NA
"moroctocog alfa",FALSE,7,2,"active",2009-01-23,8001573,NA,NA
"ensulizole, octinoxate, octocrylene",FALSE,1,1,"active",2009-02-02,8001574,NA,NA
"granisetron (granisetron hydrochloride)",FALSE,5,2,"active",2009-02-20,8001575,NA,NA
"dimethicone, menthol, pramoxine hydrochloride",FALSE,1,1,"active",2009-03-05,8001576,NA,NA
"avobenzone, drometrizole trisiloxane, octisalate, octocrylene, terephthalylidene dicamphor sulfonic acid, titanium dioxide",FALSE,4,2,"active",2009-03-13,8001577,NA,NA
"avobenzone, homosalate, octisalate, octocrylene",FALSE,91,7,"active",2009-03-17,8001578,NA,NA
"darunavir (darunavir ethanolate)",FALSE,5,2,"active",2009-03-17,8001579,NA,NA
"cefepime (cefepime hydrochloride)",FALSE,1,1,"active",2009-03-19,8001580,NA,NA
"homosalate, meradimate, octinoxate, oxybenzone",FALSE,1,1,"active",2009-04-03,8001581,NA,NA
"romiplostim",FALSE,2,1,"active",2009-04-15,8001582,NA,NA
"avobenzone, octocrylene, oxybenzone",FALSE,15,6,"active",2009-05-01,8001583,NA,NA
"eplerenone",FALSE,2,1,"active",2009-05-05,8001584,NA,NA
"lidocaine hydrochloride, menthol",FALSE,1,1,"active",2009-05-05,8001585,NA,NA
"dimethicone, zinc oxide",FALSE,3,1,"active",2009-05-20,8001586,NA,NA
"eculizumab",FALSE,1,1,"active",2009-05-25,8001587,NA,NA
"lapatinib (lapatinib ditosylate monohydrate)",FALSE,1,1,"active",2009-06-05,8001588,NA,NA
"methyl aminolevulinate (methyl aminolevulinate hydrochloride)",FALSE,1,1,"active",2009-06-16,8001589,NA,NA
"avobenzone, octinoxate, octisalate, octocrylene, oxybenzone",FALSE,10,5,"active",2009-06-22,8001590,NA,NA
"golimumab",FALSE,5,1,"active",2009-06-22,8001591,NA,NA
"loteprednol etabonate",FALSE,4,3,"active",2009-06-24,8001592,NA,NA
"vorinostat",FALSE,1,1,"active",2009-06-29,8001593,NA,NA
"cladribine",FALSE,1,1,"active",2009-06-30,8001594,NA,NA
"homosalate, octinoxate, octisalate, titanium dioxide",FALSE,1,1,"active",2009-07-08,8001595,NA,NA
"avobenzone, ensulizole, octinoxate, octocrylene, oxybenzone, titanium dioxide",FALSE,1,1,"active",2009-07-13,8001596,NA,NA
"incobotulinumtoxina",FALSE,3,1,"active",2009-07-21,8001597,NA,NA
"nimodipine",FALSE,1,1,"active",2009-07-24,8001598,NA,NA
"gramicidin, lidocaine hydrochloride, polymyxin b sulfate",FALSE,5,1,"active",2009-07-30,8001599,NA,NA
"standardized kentucky blue/june grass pollen, standardized orchard grass pollen, standardized redtop grass pollen, standardized sweet vernal grass pollen, standardized timothy grass pollen",FALSE,1,1,"active",2009-07-30,8001600,NA,NA
"avobenzone, ensulizole, homosalate, octocrylene",FALSE,1,1,"active",2009-08-04,8001601,NA,NA
"hydroquinone, octocrylene, oxybenzone, padimate o",FALSE,1,1,"active",2009-08-19,8001602,NA,NA
"certolizumab pegol",FALSE,1,1,"active",2009-08-31,8001603,NA,NA
"dronedarone (dronedarone hydrochloride)",FALSE,1,1,"active",2009-09-28,8001604,NA,NA
"avobenzone, octinoxate, octocrylene, oxybenzone",FALSE,7,4,"active",2009-10-08,8001605,NA,NA
"avobenzone, drometrizole trisiloxane, octisalate, octocrylene",FALSE,2,1,"active",2009-11-02,8001606,NA,NA
"aztreonam",FALSE,1,1,"active",2009-11-11,8001607,NA,NA
"degarelix (degarelix acetate)",FALSE,2,1,"active",2009-11-24,8001608,NA,NA
"bacitracin zinc, gramicidin, polymyxin b sulfate",FALSE,1,1,"active",2009-12-23,8001609,NA,NA
"glucagon (recombinant dna origin) (glucagon hydrochloride)",FALSE,2,2,"active",2009-12-23,8001610,NA,NA
"gramicidin, polymyxin b sulfate",FALSE,4,3,"active",2009-12-23,8001611,NA,NA
"inact.japanese encephal virus(attenuat. strain sa14-14-2 produced in vero cells)",FALSE,1,1,"active",2009-12-29,8001612,NA,NA
"azacitidine",FALSE,1,1,"active",2010-01-04,8001613,NA,NA
"chlorpheniramine maleate, phenylephrine hydrochloride",FALSE,1,1,"active",2010-01-11,8001614,NA,NA
"diphenhydramine hydrochloride, phenylephrine hydrochloride",FALSE,4,3,"active",2010-01-11,8001615,NA,NA
"everolimus",FALSE,7,2,"active",2010-01-19,8001616,NA,NA
"anidulafungin",FALSE,1,1,"active",2010-01-25,8001617,NA,NA
"besifloxacin",FALSE,1,1,"active",2010-01-27,8001618,NA,NA
"octocrylene, oxybenzone",FALSE,2,1,"active",2010-01-29,8001619,NA,NA
"desloratadine, pseudoephedrine sulfate",FALSE,1,1,"active",2010-02-01,8001620,NA,NA
"gadoxetate disodium",FALSE,1,1,"active",2010-02-04,8001621,NA,NA
"clofarabine",FALSE,1,1,"active",2010-02-10,8001622,NA,NA
"recombinant human papillomavirus type 16 l1 protein, recombinant human papillomavirus type 18 l1 protein",FALSE,1,1,"active",2010-02-10,8001623,NA,NA
"homosalate, hydroquinone, octinoxate, octocrylene, oxybenzone",FALSE,1,1,"active",2010-02-15,8001624,NA,NA
"dexmedetomidine (dexmedetomidine hydrochloride)",FALSE,2,1,"active",2010-02-24,8001625,NA,NA
"corynebacterium diphtheriae crm-197 protein, pneumococcal polysaccharide serotype 1, pneumococcal polysaccharide serotype 14, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19a, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 3, pneumococcal polysaccharide serotype 4, pneumococcal polysaccharide serotype 5, pneumococcal polysaccharide serotype 6a, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 7f, pneumococcal polysaccharide serotype 9v",FALSE,1,1,"active",2010-03-01,8001626,NA,NA
"homosalate, octinoxate, octisalate, octocrylene, oxybenzone",FALSE,1,1,"active",2010-03-01,8001627,NA,NA
"clotrimazole, fluconazole",FALSE,3,4,"active",2010-03-10,8001628,NA,NA
"octinoxate, octisalate, zinc oxide",FALSE,8,2,"active",2010-03-30,8001629,NA,NA
"canakinumab",FALSE,1,1,"active",2010-04-27,8001630,NA,NA
"avobenzone, bemotrizinol, drometrizole trisiloxane, octisalate, octocrylene, terephthalylidene dicamphor sulfonic acid, titanium dioxide",FALSE,1,1,"active",2010-05-04,8001631,NA,NA
"prasugrel (prasugrel hydrochloride)",FALSE,1,1,"active",2010-05-17,8001632,NA,NA
"bemotrizinol, bisoctrizole, octinoxate",FALSE,3,2,"active",2010-05-25,8001633,NA,NA
"tocilizumab",FALSE,4,1,"active",2010-05-26,8001634,NA,NA
"liraglutide",FALSE,2,1,"active",2010-05-27,8001635,NA,NA
"bisacodyl, polyethylene glycol 3350, potassium chloride, sodium bicarbonate, sodium chloride, sodium sulfate",FALSE,1,3,"active",2010-06-06,8001636,NA,NA
"azelaic acid",FALSE,1,1,"active",2010-06-15,8001637,NA,NA
"sapropterin dihydrochloride",FALSE,1,1,"active",2010-07-05,8001638,NA,NA
"cefotaxime (cefotaxime sodium)",FALSE,3,1,"active",2010-07-06,8001639,NA,NA
"paliperidone (paliperidone palmitate)",FALSE,8,1,"active",2010-07-21,8001640,NA,NA
"corynebacterium diphtheriae crm-197 protein, meningococcal group a oligosaccharide, meningococcal group c oligosaccharide, meningococcal group w-135 oligosaccharide, meningococcal group y oligosaccharide",FALSE,1,2,"active",2010-07-29,8001641,NA,NA
"eptacog alfa (activated)",FALSE,6,2,"active",2010-08-05,8001642,NA,NA
"trabectedin",FALSE,1,1,"active",2010-08-05,8001643,NA,NA
"denosumab",FALSE,2,1,"active",2010-08-12,8001644,NA,NA
"pazopanib (pazopanib hydrochloride)",FALSE,1,1,"active",2010-08-13,8001645,NA,NA
"dextromethorphan hydrobromide, doxylamine succinate",FALSE,1,1,"active",2010-08-19,8001646,NA,NA
"febuxostat",FALSE,1,1,"active",2010-09-30,8001647,NA,NA
"c1 esterase inhibitor (human)",FALSE,3,2,"active",2010-10-06,8001648,NA,NA
"lacosamide",FALSE,5,2,"active",2010-10-21,8001649,NA,NA
"diphtheria toxoid adsorbed, filamentous haemagglutinin adsorbed, inactivated poliovirus type i, inactivated poliovirus type ii, inactivated poliovirus type iii, pertactin adsorbed, pertussis toxoid adsorbed, tetanus toxoid adsorbed",FALSE,1,1,"active",2010-10-22,8001650,NA,NA
"thalidomide",FALSE,3,1,"active",2010-11-01,8001651,NA,NA
"alitretinoin",FALSE,2,1,"active",2010-11-19,8001652,NA,NA
"velaglucerase alfa",FALSE,1,1,"active",2010-11-22,8001653,NA,NA
"sevelamer carbonate",FALSE,1,1,"active",2010-11-25,8001654,NA,NA
"avobenzone, homosalate, octisalate",FALSE,6,3,"active",2011-01-01,8001655,NA,NA
"avobenzone, octisalate",FALSE,8,2,"active",2011-01-01,8001656,NA,NA
"alanine, calcium chloride, dextrose, glutamic acid, glycine, histidine, l-arginine, l-aspartic acid, l-isoleucine, l-leucine, l-phenylalanine, l-proline, l-threonine, l-tyrosine, l-valine, lysine (l-lysine acetate), magnesium chloride, methionine, olive oil, potassium chloride, serine, sodium acetate trihydrate, sodium glycerophosphate, soybean oil, tryptophan",FALSE,3,1,"active",2011-01-19,8001657,NA,NA
"bacitracin zinc",FALSE,2,1,"active",2011-02-01,8001658,NA,NA
"antipyrine, benzocaine",FALSE,1,1,"active",2011-02-28,8001659,NA,NA
"alanine, dextrose, glutamic acid, glycine, histidine, l-arginine, l-aspartic acid, l-isoleucine, l-leucine, l-phenylalanine, l-proline, l-threonine, l-tyrosine, l-valine, lysine (l-lysine acetate), methionine, olive oil, serine, soybean oil, tryptophan",FALSE,2,1,"active",2011-03-01,8001660,NA,NA
"fibrinogen (human), thrombin (human)",FALSE,1,2,"active",2011-03-01,8001661,NA,NA
"diphtheria toxoid, filamentous haemagglutinin, fimbriae types 2 and 3 (fim), inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1, inactivated poliomyelitis vaccine (v.c.o.) type 1 mahoney, inactivated poliomyelitis vaccine (v.c.o.) type 3 saukett, pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",2011-03-11,8001662,NA,NA
"standardized kentucky blue/june grass pollen, standardized orchard grass pollen, standardized redtop grass pollen, standardized timothy grass pollen",FALSE,2,1,"active",2011-03-22,8001663,NA,NA
"fingolimod (fingolimod hydrochloride)",FALSE,1,1,"active",2011-03-28,8001664,NA,NA
"eltrombopag (eltrombopag olamine)",FALSE,2,1,"active",2011-04-01,8001665,NA,NA
"fosaprepitant (fosaprepitant dimeglumine)",FALSE,1,1,"active",2011-04-04,8001666,NA,NA
"avobenzone, ensulizole, octocrylene",FALSE,4,2,"active",2011-04-06,8001667,NA,NA
"avobenzone, homosalate, octisalate, octocrylene, oxybenzone, terephthalylidene dicamphor sulfonic acid",FALSE,5,2,"active",2011-04-13,8001668,NA,NA
"glycerine, hypromellose",FALSE,5,1,"active",2011-04-19,8001669,NA,NA
"glycerine, naphazoline hydrochloride",FALSE,1,1,"active",2011-04-27,8001670,NA,NA
"polyethylene glycol 3350, potassium chloride, sodium ascorbate, sodium chloride, sodium sulfate anhydrous, vitamin c",FALSE,1,1,"active",2011-04-28,8001671,NA,NA
"sodium nitroprusside",FALSE,1,1,"active",2011-05-17,8001672,NA,NA
"irinotecan hydrochloride (irinotecan hydrochloride trihydrate)",FALSE,3,1,"active",2011-05-27,8001673,NA,NA
"exenatide",FALSE,3,2,"active",2011-05-31,8001674,NA,NA
"ticagrelor",FALSE,2,1,"active",2011-06-01,8001675,NA,NA
"calcium chloride, citric acid, dextrose, magnesium chloride, potassium chloride, sodium acetate, sodium chloride",FALSE,7,1,"active",2011-07-04,8001676,NA,NA
"abiraterone acetate",FALSE,2,1,"active",2011-07-28,8001677,NA,NA
"cabazitaxel",FALSE,1,1,"active",2011-08-23,8001678,NA,NA
"belimumab",FALSE,2,1,"active",2011-08-24,8001679,NA,NA
"rufinamide",FALSE,3,1,"active",2011-08-29,8001680,NA,NA
"rilpivirine (rilpivirine hydrochloride)",FALSE,1,1,"active",2011-08-31,8001681,NA,NA
"linagliptin",FALSE,1,1,"active",2011-09-13,8001682,NA,NA
"octocrylene, titanium dioxide",FALSE,1,1,"active",2011-09-15,8001683,NA,NA
"tolvaptan",FALSE,5,1,"active",2011-09-22,8001684,NA,NA
"remifentanil (remifentanil hydrochloride)",FALSE,2,1,"active",2011-09-27,8001685,NA,NA
"emtricitabine, rilpivirine (rilpivirine hydrochloride), tenofovir disoproxil fumarate",FALSE,1,1,"active",2011-10-20,8001686,NA,NA
"dienogest",FALSE,1,1,"active",2011-10-25,8001687,NA,NA
"digoxin immune fab (ovine)",FALSE,1,1,"active",2011-11-04,8001688,NA,NA
"zolpidem tartrate",FALSE,6,1,"active",2011-11-29,8001689,NA,NA
"asenapine (asenapine maleate)",FALSE,2,1,"active",2011-12-19,8001690,NA,NA
"avobenzone, octinoxate, octocrylene, sulisobenzone",FALSE,2,2,"active",2011-12-22,8001691,NA,NA
"prucalopride (prucalopride succinate)",FALSE,2,1,"active",2012-01-12,8001692,NA,NA
"meropenem (meropenem trihydrate)",FALSE,4,1,"active",2012-01-26,8001693,NA,NA
"apixaban",FALSE,2,1,"active",2012-02-01,8001694,NA,NA
"colesevelam hydrochloride",FALSE,2,2,"active",2012-02-06,8001695,NA,NA
"avobenzone, bemotrizinol, bisoctrizole, octocrylene",FALSE,2,1,"active",2012-02-08,8001696,NA,NA
"avobenzone, bisoctrizole, octocrylene",FALSE,1,1,"active",2012-02-08,8001697,NA,NA
"avobenzone, drometrizole trisiloxane, homosalate, octisalate, octocrylene",FALSE,6,2,"active",2012-02-15,8001698,NA,NA
"fampridine",FALSE,1,1,"active",2012-02-24,8001699,NA,NA
"indacaterol (indacaterol maleate)",FALSE,1,1,"active",2012-03-05,8001700,NA,NA
"vemurafenib",FALSE,1,1,"active",2012-03-05,8001701,NA,NA
"ipilimumab",FALSE,1,1,"active",2012-03-08,8001702,NA,NA
"acetic acid, sodium acetate",FALSE,1,1,"active",2012-03-09,8001703,NA,NA
"calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium bicarbonate, sodium chloride",FALSE,1,1,"active",2012-03-09,8001704,NA,NA
"eribulin mesylate",FALSE,1,1,"active",2012-03-19,8001705,NA,NA
"plerixafor",FALSE,1,1,"active",2012-03-26,8001706,NA,NA
"olive oil, soybean oil",FALSE,1,1,"active",2012-03-28,8001707,NA,NA
"fesoterodine fumarate",FALSE,2,1,"active",2012-04-19,8001708,NA,NA
"vitamin d",FALSE,2,1,"active",2012-05-02,8001709,NA,NA
"polymyxin b (polymyxin b sulfate)",FALSE,1,2,"active",2012-05-03,8001710,NA,NA
"crizotinib",FALSE,2,1,"active",2012-05-10,8001711,NA,NA
"human plasma proteins",FALSE,1,1,"active",2012-05-31,8001712,NA,NA
"fidaxomicin",FALSE,1,1,"active",2012-06-21,8001713,NA,NA
"amylmetacresol, dichlorobenzyl alcohol",FALSE,6,1,"active",2012-07-19,8001714,NA,NA
"amylmetacresol, dichlorobenzyl alcohol, menthol",FALSE,3,1,"active",2012-07-19,8001715,NA,NA
"ruxolitinib (ruxolitinib phosphate)",FALSE,4,1,"active",2012-07-19,8001716,NA,NA
"silicon dioxide, sodium fluoride, triclosan",FALSE,2,1,"active",2012-07-23,8001717,NA,NA
"grass pollen allergen extract",FALSE,2,1,"active",2012-07-26,8001718,NA,NA
"palonosetron (palonosetron hydrochloride)",FALSE,1,1,"active",2012-08-07,8001719,NA,NA
"triptorelin acetate",FALSE,1,1,"active",2012-08-09,8001720,NA,NA
"axitinib",FALSE,2,1,"active",2012-08-17,8001721,NA,NA
"lurasidone hydrochloride",FALSE,5,1,"active",2012-09-05,8001722,NA,NA
"bendamustine hydrochloride",FALSE,2,1,"active",2012-09-12,8001723,NA,NA
"avobenzone, octisalate, octocrylene, terephthalylidene dicamphor sulfonic acid",FALSE,2,1,"active",2012-09-19,8001724,NA,NA
"diphtheria toxoid, filamentous haemagglutinin, haemophilus influenzae type b-prp and tetanus toxoid conjugate (prp-t), inactivated poliovirus type i, inactivated poliovirus type ii, inactivated poliovirus type iii, pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",2012-10-25,8001725,NA,NA
"diphtheria toxoid, filamentous haemagglutinin, inactivated poliovirus type i, inactivated poliovirus type ii, inactivated poliovirus type iii, pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",2012-10-25,8001726,NA,NA
"fluconazole, miconazole nitrate",FALSE,1,3,"active",2012-10-25,8001727,NA,NA
"haemophilus influenzae type b-prp and tetanus toxoid conjugate (prp-t)",FALSE,1,1,"active",2012-10-25,8001728,NA,NA
"azilsartan medoxomil (azilsartan medoxomil potassium)",FALSE,2,1,"active",2012-11-08,8001729,NA,NA
"ensulizole",FALSE,2,1,"active",2012-11-13,8001730,NA,NA
"avobenzone, homosalate, octinoxate, octocrylene",FALSE,2,2,"active",2012-11-16,8001731,NA,NA
"ivacaftor",FALSE,3,2,"active",2012-11-27,8001732,NA,NA
"cobicistat, elvitegravir, emtricitabine, tenofovir disoproxil fumarate",FALSE,1,1,"active",2012-12-20,8001733,NA,NA
"ensulizole, octinoxate, oxybenzone",FALSE,5,2,"active",2013-01-04,8001734,NA,NA
"pirfenidone",FALSE,1,1,"active",2013-01-08,8001735,NA,NA
"glycopyrronium (glycopyrronium bromide)",FALSE,1,1,"active",2013-01-14,8001736,NA,NA
"catridecacog",FALSE,1,1,"active",2013-01-30,8001737,NA,NA
"fibrinogen (human)",FALSE,1,1,"active",2013-01-31,8001738,NA,NA
"homosalate, oxybenzone",FALSE,1,1,"active",2013-02-03,8001739,NA,NA
"abobotulinumtoxina",FALSE,3,1,"active",2013-02-19,8001740,NA,NA
"brentuximab vedotin",FALSE,1,1,"active",2013-02-19,8001741,NA,NA
"calcium chloride, citric acid, dextrose, magnesium chloride, sodium acetate, sodium chloride",FALSE,1,1,"active",2013-03-04,8001742,NA,NA
"glycerine, polysorbate 80, sodium carboxymethyl cellulose",FALSE,2,1,"active",2013-03-06,8001743,NA,NA
"azilsartan medoxomil (azilsartan medoxomil potassium), chlorthalidone",FALSE,3,1,"active",2013-03-21,8001744,NA,NA
"ingenol mebutate",FALSE,2,1,"active",2013-03-21,8001745,NA,NA
"mirabegron",FALSE,2,1,"active",2013-03-28,8001746,NA,NA
"nebivolol (nebivolol hydrochloride)",FALSE,4,1,"active",2013-04-02,8001747,NA,NA
"regorafenib",FALSE,1,1,"active",2013-04-02,8001748,NA,NA
"avobenzone, drometrizole trisiloxane, homosalate, octisalate, octocrylene, terephthalylidene dicamphor sulfonic acid",FALSE,10,2,"active",2013-04-08,8001749,NA,NA
"dimethyl fumarate",FALSE,2,1,"active",2013-04-12,8001750,NA,NA
"avobenzone, homosalate, octinoxate, octisalate, octocrylene, oxybenzone",FALSE,7,3,"active",2013-05-01,8001751,NA,NA
"stiripentol",FALSE,4,2,"active",2013-05-01,8001752,NA,NA
"fish oil, medium chain triglycerides (mct), olive oil, soybean oil",FALSE,1,1,"active",2013-05-08,8001753,NA,NA
"pertuzumab",FALSE,1,1,"active",2013-05-08,8001754,NA,NA
"pertuzumab, trastuzumab",FALSE,1,3,"active",2013-05-09,8001755,NA,NA
"perampanel",FALSE,6,1,"active",2013-05-17,8001756,NA,NA
