"","DRUG_CODE","DRUG_IDENTIFICATION_NUMBER","ai_set_str","ai_set","ai_group","AI_GROUP_NO"
"2468","36481","02204274","DEXAMETHASONE PHOSPHATE 10 MG","DEXAMETHASONE PHOSPHATE","0106305","0106305005"
"2469","3656","00414247","OXAZEPAM 10 MG","OXAZEPAM","0102420","0102420003"
"2470","3657","00414255","OXAZEPAM 15 MG","OXAZEPAM","0102420","0102420002"
"2471","3658","00414263","OXAZEPAM 30 MG","OXAZEPAM","0102420","0102420001"
"2472","36721","02208164","ALLANTOIN .2 %|CHLOROXYLENOL .2 %","ALLANTOIN|CHLOROXYLENOL","0206840","0206840001"
"2473","36767","02208903","XYLOMETAZOLINE HYDROCHLORIDE 0.1 %","XYLOMETAZOLINE HYDROCHLORIDE","0107655","0107655001"
"2474","3677","00445266","SULFAMETHOXAZOLE 100 MG|TRIMETHOPRIM 20 MG","SULFAMETHOXAZOLE|TRIMETHOPRIM","0208901","0208901004"
"2475","3678","00445274","SULFAMETHOXAZOLE 400 MG|TRIMETHOPRIM 80 MG","SULFAMETHOXAZOLE|TRIMETHOPRIM","0208901","0208901001"
"2476","36788","02209594","HAMAMELIS VIRGINIANA 50 %|PHENYLEPHRINE HYDROCHLORIDE 0.25 %","HAMAMELIS VIRGINIANA|PHENYLEPHRINE HYDROCHLORIDE","0228450","0228450001"
"2477","36788","02209594","HAMAMELIS VIRGINIANA 50 %|PHENYLEPHRINE HYDROCHLORIDE 0.25 %","HAMAMELIS VIRGINIANA|PHENYLEPHRINE HYDROCHLORIDE","0228450","0228450001"
"2478","3679","00445282","SULFAMETHOXAZOLE 800 MG|TRIMETHOPRIM 160 MG","SULFAMETHOXAZOLE|TRIMETHOPRIM","0208901","0208901003"
"2479","36794","02209713","DEXTROSE 5 G|HEPARIN SODIUM 4000 UNIT","DEXTROSE|HEPARIN SODIUM","0220064","0220064001"
"2480","36795","02209721","DEXTROSE 5 G|HEPARIN SODIUM 10000 UNIT","DEXTROSE|HEPARIN SODIUM","0220064","0220064003"
"2481","36798","02209764","HYDROCORTISONE ACETATE 0.5 %|ZINC SULFATE 0.5 %","HYDROCORTISONE ACETATE|ZINC SULFATE","0214222","0214222001"
"2482","36798","02209764","HYDROCORTISONE ACETATE 0.5 %|ZINC SULFATE 0.5 %","HYDROCORTISONE ACETATE|ZINC SULFATE","0214222","0214222001"
"2483","36799","02210517","HYDROCORTISONE ACETATE 10 MG|ZINC SULFATE 10 MG","HYDROCORTISONE ACETATE|ZINC SULFATE","0214222","0214222002"
"2484","36814","02210134","ACETIC ACID 5.4 G|CALCIUM CHLORIDE 2.5 G|DEXTROSE 112.53 G|MAGNESIUM CHLORIDE 3.21 G|POTASSIUM CHLORIDE 8.39 G|SODIUM CHLORIDE 262.98 G","ACETIC ACID|CALCIUM CHLORIDE|DEXTROSE|MAGNESIUM CHLORIDE|POTASSIUM CHLORIDE|SODIUM CHLORIDE","0617386","0617386268"
"2485","36824","02210657","DIPHENHYDRAMINE HYDROCHLORIDE 50 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639001"
"2486","36836","02210835","ACETIC ACID 10.81 G|CALCIUM CHLORIDE 6.24 G|DEXTROSE 89.99 G|MAGNESIUM CHLORIDE 1.61 G|POTASSIUM CHLORIDE 10.06 G|SODIUM CHLORIDE 262.98 G","ACETIC ACID|CALCIUM CHLORIDE|DEXTROSE|MAGNESIUM CHLORIDE|POTASSIUM CHLORIDE|SODIUM CHLORIDE","0617386","0617386266"
"2487","36945","02213192","LEVOTHYROXINE SODIUM 50 MCG","LEVOTHYROXINE SODIUM","0107794","0107794001"
"2488","36946","02213206","LEVOTHYROXINE SODIUM 100 MCG","LEVOTHYROXINE SODIUM","0107794","0107794005"
"2489","36947","02213214","LEVOTHYROXINE SODIUM 150 MCG","LEVOTHYROXINE SODIUM","0107794","0107794004"
"2490","36948","02213222","LEVOTHYROXINE SODIUM 200 MCG","LEVOTHYROXINE SODIUM","0107794","0107794003"
"2491","36949","02213230","LEVOTHYROXINE SODIUM 300 MCG","LEVOTHYROXINE SODIUM","0107794","0107794002"
"2492","36952","02213265","CLOBETASOL PROPIONATE 0.05 %","CLOBETASOL PROPIONATE","0110995","0110995001"
"2493","36953","02213273","CLOBETASOL PROPIONATE .05 %","CLOBETASOL PROPIONATE","0110995","0110995001"
"2494","36954","02213281","CLOBETASOL PROPIONATE .05 %","CLOBETASOL PROPIONATE","0110995","0110995001"
"2495","3698","00000299","ERYTHROMYCIN 40 MG","ERYTHROMYCIN","0105708","0105708009"
"2496","36988","02214261","SALMETEROL 50 MCG","SALMETEROL","0126960","0126960002"
"2497","36988","02214261","SALMETEROL 50 MCG","SALMETEROL","0126960","0126960002"
"2498","37001","02214415","CLOBETASONE BUTYRATE 0.05 %","CLOBETASONE BUTYRATE","0113261","0113261001"
"2499","37037","02215241","ACETAMINOPHEN 500 MG|DIPHENHYDRAMINE HYDROCHLORIDE 25 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","ACETAMINOPHEN|DIPHENHYDRAMINE HYDROCHLORIDE|PSEUDOEPHEDRINE HYDROCHLORIDE","0327704","0327704004"
"2500","37038","02215268","DEXTROMETHORPHAN HYDROBROMIDE 7.5 MG","DEXTROMETHORPHAN HYDROBROMIDE","0100807","0100807004"
"2501","37051","02215403","ACETAMINOPHEN 650 MG|PHENIRAMINE MALEATE 20 MG|PHENYLEPHRINE HYDROCHLORIDE 10 MG","ACETAMINOPHEN|PHENIRAMINE MALEATE|PHENYLEPHRINE HYDROCHLORIDE","0312118","0312118007"
"2502","37084","02216051","DEXTRAN 70 0.1 %|HYPROMELLOSE 0.3 %","DEXTRAN 70|HYPROMELLOSE","0228553","0228553001"
"2503","37090","02216728","BENOXINATE HYDROCHLORIDE 0.4 %|FLUORESCEIN SODIUM 0.25 %","BENOXINATE HYDROCHLORIDE|FLUORESCEIN SODIUM","0207547","0207547001"
"2504","37097","02216817","ACETAMINOPHEN 500 MG","ACETAMINOPHEN","0102009","0102009002"
"2505","371","00028053","SULFACETAMIDE SODIUM 100 MG","SULFACETAMIDE SODIUM","0106092","0106092001"
"2506","37105","02217147","ACETAMINOPHEN 1000 MG|CHLORPHENIRAMINE MALEATE 4 MG|DEXTROMETHORPHAN HYDROBROMIDE 30 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 60 MG","ACETAMINOPHEN|CHLORPHENIRAMINE MALEATE|DEXTROMETHORPHAN HYDROBROMIDE|PSEUDOEPHEDRINE HYDROCHLORIDE","0414717","0414717011"
"2507","37150","02218186","ACETAMINOPHEN 500 MG|DEXTROMETHORPHAN HYDROBROMIDE 15 MG|GUAIFENESIN 100 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","ACETAMINOPHEN|DEXTROMETHORPHAN HYDROBROMIDE|GUAIFENESIN|PSEUDOEPHEDRINE HYDROCHLORIDE","0421980","0421980007"
"2508","37161","02219190","BISACODYL 5 MG","BISACODYL","0101506","0101506001"
"2509","37164","02218607","CETRIMIDE 150 MG|LIDOCAINE 15 G","CETRIMIDE|LIDOCAINE","0228602","0228602001"
"2510","37164","02218607","CETRIMIDE 150 MG|LIDOCAINE 15 G","CETRIMIDE|LIDOCAINE","0228602","0228602001"
"2511","3718","00417254","BETAMETHASONE 0.05 %|GENTAMICIN 0.1 %","BETAMETHASONE|GENTAMICIN","0205697","0205697005"
"2512","37183","02218836","ACETAMINOPHEN 1 G|DEXTROMETHORPHAN HYDROBROMIDE 30 MG|DOXYLAMINE SUCCINATE 12.5 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 60 MG","ACETAMINOPHEN|DEXTROMETHORPHAN HYDROBROMIDE|DOXYLAMINE SUCCINATE|PSEUDOEPHEDRINE HYDROCHLORIDE","0419805","0419805002"
"2513","37185","02218887","PRAMOXINE HYDROCHLORIDE 1.0 %|Zinc sulfate monohydrate 0.5 %","PRAMOXINE HYDROCHLORIDE|Zinc sulfate monohydrate","0253370","0253370001"
"2514","3719","00417262","BETAMETHASONE 0.05 %|GENTAMICIN 0.1 %","BETAMETHASONE|GENTAMICIN","0205697","0205697005"
"2515","37198","02219336","DIPHENHYDRAMINE HYDROCHLORIDE 50 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639001"
"2516","37198","02219336","DIPHENHYDRAMINE HYDROCHLORIDE 50 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639001"
"2517","3721","00399728","DIAZEPAM 5 MG","DIAZEPAM","0103614","0103614001"
"2518","3721","00399728","DIAZEPAM 5 MG","DIAZEPAM","0103614","0103614001"
"2519","37223","02219727","BENZTROPINE MESYLATE 0.4 MG","BENZTROPINE MESYLATE","0107632","0107632003"
"2520","37239","02219905","PERMETHRIN 5 %","PERMETHRIN","0120085","0120085002"
"2521","37244","02220261","PENICILLIN G 1000000 UNIT","PENICILLIN G","0131382","0131382004"
"2522","37244","02220261","PENICILLIN G 1000000 UNIT","PENICILLIN G","0131382","0131382004"
"2523","37245","02220288","PENICILLIN G 5000000 UNIT","PENICILLIN G","0131382","0131382003"
"2524","37245","02220288","PENICILLIN G 5000000 UNIT","PENICILLIN G","0131382","0131382003"
"2525","37246","02220296","PENICILLIN G 10000000 UNIT","PENICILLIN G","0131382","0131382002"
"2526","37246","02220296","PENICILLIN G 10000000 UNIT","PENICILLIN G","0131382","0131382002"
"2527","3725","00253952","TETRACOSACTIDE 1 MG","TETRACOSACTIDE","0106365","0106365001"
"2528","37257","02220806","MACROGOL 15 %|PROPYLENE GLYCOL 20 %","MACROGOL|PROPYLENE GLYCOL","0215107","0215107001"
"2529","37283","02221616","SODIUM BICARBONATE 650 G","SODIUM BICARBONATE","0104153","0104153006"
"2530","37334","02223252","DIBUCAINE HYDROCHLORIDE 5 MG|ESCULIN 10 MG|FRAMYCETIN SULFATE 10 MG|HYDROCORTISONE 5 MG","DIBUCAINE HYDROCHLORIDE|ESCULIN|FRAMYCETIN SULFATE|HYDROCORTISONE","0404592","0404592001"
"2531","37335","02223260","DIBUCAINE HYDROCHLORIDE 5 MG|ESCULIN 10 MG|FRAMYCETIN SULFATE 10 MG|HYDROCORTISONE 5 MG","DIBUCAINE HYDROCHLORIDE|ESCULIN|FRAMYCETIN SULFATE|HYDROCORTISONE","0404592","0404592002"
"2532","37348","02223929","HAEMAGGLUTININ-STRAIN A 15 MCG|HAEMAGGLUTININ-STRAIN A 15 MCG|HAEMAGGLUTININ-STRAIN B 15 MCG","HAEMAGGLUTININ-STRAIN A|HAEMAGGLUTININ-STRAIN A|HAEMAGGLUTININ-STRAIN B","0324197","0324197001"
"2533","37349","02223937","DERMATOPHAGOIDES PTERONYSSINUS 10000 UNIT","DERMATOPHAGOIDES PTERONYSSINUS","0123337","0123337002"
"2534","37349","02223937","DERMATOPHAGOIDES PTERONYSSINUS 10000 UNIT","DERMATOPHAGOIDES PTERONYSSINUS","0123337","0123337002"
"2535","37350","02223945","DERMATOPHAGOIDES PTERONYSSINUS 30000 UNIT","DERMATOPHAGOIDES PTERONYSSINUS","0123337","0123337001"
"2536","37350","02223945","DERMATOPHAGOIDES PTERONYSSINUS 30000 UNIT","DERMATOPHAGOIDES PTERONYSSINUS","0123337","0123337001"
"2537","37351","02223953","DERMATOPHAGOIDES FARINAE 10000 UNIT","DERMATOPHAGOIDES FARINAE","0123338","0123338001"
"2538","37351","02223953","DERMATOPHAGOIDES FARINAE 10000 UNIT","DERMATOPHAGOIDES FARINAE","0123338","0123338001"
"2539","37352","02223961","DERMATOPHAGOIDES FARINAE 30000 UNIT","DERMATOPHAGOIDES FARINAE","0123338","0123338002"
"2540","37352","02223961","DERMATOPHAGOIDES FARINAE 30000 UNIT","DERMATOPHAGOIDES FARINAE","0123338","0123338002"
"2541","37353","02223988","DERMATOPHAGOIDES FARINAE 15000 UNIT|DERMATOPHAGOIDES PTERONYSSINUS 15000 UNIT","DERMATOPHAGOIDES FARINAE|DERMATOPHAGOIDES PTERONYSSINUS","0223339","0223339001"
"2542","37353","02223988","DERMATOPHAGOIDES FARINAE 15000 UNIT|DERMATOPHAGOIDES PTERONYSSINUS 15000 UNIT","DERMATOPHAGOIDES FARINAE|DERMATOPHAGOIDES PTERONYSSINUS","0223339","0223339001"
"2543","37354","02223996","DERMATOPHAGOIDES FARINAE 5000 UNIT|DERMATOPHAGOIDES PTERONYSSINUS 5000 UNIT","DERMATOPHAGOIDES FARINAE|DERMATOPHAGOIDES PTERONYSSINUS","0223339","0223339002"
"2544","37354","02223996","DERMATOPHAGOIDES FARINAE 5000 UNIT|DERMATOPHAGOIDES PTERONYSSINUS 5000 UNIT","DERMATOPHAGOIDES FARINAE|DERMATOPHAGOIDES PTERONYSSINUS","0223339","0223339002"
"2545","37356","02224550","GLYBURIDE 2.5 MG","GLYBURIDE","0108708","0108708002"
"2546","37357","02224569","GLYBURIDE 5 MG","GLYBURIDE","0108708","0108708001"
"2547","37358","02224577","NORMETHADONE HYDROCHLORIDE 10 MG|P-HYDROXYEPHEDRINE HYDROCHLORIDE 20 MG","NORMETHADONE HYDROCHLORIDE|P-HYDROXYEPHEDRINE HYDROCHLORIDE","0204869","0204869001"
"2548","37362","02224615","PROTIRELIN 200 MCG","PROTIRELIN","0111428","0111428001"
"2549","37363","02224623","DEXAMETHASONE 0.5 MG|FRAMYCETIN SULFATE 5 MG|GRAMICIDIN 0.05 MG","DEXAMETHASONE|FRAMYCETIN SULFATE|GRAMICIDIN","0305701","0305701001"
"2550","37363","02224623","DEXAMETHASONE 0.5 MG|FRAMYCETIN SULFATE 5 MG|GRAMICIDIN 0.05 MG","DEXAMETHASONE|FRAMYCETIN SULFATE|GRAMICIDIN","0305701","0305701001"
"2551","37372","02224720","FUROSEMIDE 10 MG","FUROSEMIDE","0101944","0101944003"
"2552","37375","02224755","FUROSEMIDE 500 MG","FUROSEMIDE","0101944","0101944006"
"2553","37379","02224801","DISOPYRAMIDE 100 MG","DISOPYRAMIDE","0111559","0111559001"
"2554","37384","02224860","FRAMYCETIN SULFATE 12.5 MG|GRAMICIDIN 0.05 MG|PHENYLEPHRINE HYDROCHLORIDE 2.5 MG","FRAMYCETIN SULFATE|GRAMICIDIN|PHENYLEPHRINE HYDROCHLORIDE","0300763","0300763001"
"2555","37385","02224879","FRAMYCETIN SULFATE 15 MG|GRAMICIDIN 50 MCG","FRAMYCETIN SULFATE|GRAMICIDIN","0205699","0205699001"
"2556","37386","02224887","FRAMYCETIN SULFATE 5 MG","FRAMYCETIN SULFATE","0105698","0105698001"
"2557","37387","02224895","FRAMYCETIN SULFATE 5 MG","FRAMYCETIN SULFATE","0105698","0105698001"
"2558","3743","00481408","NAPHAZOLINE HYDROCHLORIDE 0.025 %|PHENIRAMINE MALEATE 0.3 %","NAPHAZOLINE HYDROCHLORIDE|PHENIRAMINE MALEATE","0213722","0213722002"
"2559","37436","02226197","HONEY BEE VENOM PROTEIN 120 MCG","HONEY BEE VENOM PROTEIN","0114085","0114085004"
"2560","37436","02226197","HONEY BEE VENOM PROTEIN 120 MCG","HONEY BEE VENOM PROTEIN","0114085","0114085004"
"2561","37438","02226219","WASP VENOM PROTEIN 120 MCG","WASP VENOM PROTEIN","0114083","0114083005"
"2562","37438","02226219","WASP VENOM PROTEIN 120 MCG","WASP VENOM PROTEIN","0114083","0114083005"
"2563","37440","02226235","WHITE FACED HORNET VENOM PROTEIN 120 MCG","WHITE FACED HORNET VENOM PROTEIN","0114084","0114084005"
"2564","37440","02226235","WHITE FACED HORNET VENOM PROTEIN 120 MCG","WHITE FACED HORNET VENOM PROTEIN","0114084","0114084005"
"2565","37442","02226251","YELLOW HORNET VENOM PROTEIN 120 MCG","YELLOW HORNET VENOM PROTEIN","0114081","0114081004"
"2566","37442","02226251","YELLOW HORNET VENOM PROTEIN 120 MCG","YELLOW HORNET VENOM PROTEIN","0114081","0114081004"
"2567","37444","02226286","YELLOW JACKET VENOM PROTEIN 120 MCG","YELLOW JACKET VENOM PROTEIN","0114082","0114082004"
"2568","37444","02226286","YELLOW JACKET VENOM PROTEIN 120 MCG","YELLOW JACKET VENOM PROTEIN","0114082","0114082004"
"2569","37445","02226294","WHITE FACED HORNET VENOM PROTEIN 120 MCG|YELLOW HORNET VENOM PROTEIN 120 MCG|YELLOW JACKET VENOM PROTEIN 120 MCG","WHITE FACED HORNET VENOM PROTEIN|YELLOW HORNET VENOM PROTEIN|YELLOW JACKET VENOM PROTEIN","0315776","0315776006"
"2570","37445","02226294","WHITE FACED HORNET VENOM PROTEIN 120 MCG|YELLOW HORNET VENOM PROTEIN 120 MCG|YELLOW JACKET VENOM PROTEIN 120 MCG","WHITE FACED HORNET VENOM PROTEIN|YELLOW HORNET VENOM PROTEIN|YELLOW JACKET VENOM PROTEIN","0315776","0315776006"
"2571","37454","02226383","DIBUCAINE HYDROCHLORIDE 5 MG|ESCULIN 10 MG|FRAMYCETIN SULFATE 10 MG|HYDROCORTISONE 5 MG","DIBUCAINE HYDROCHLORIDE|ESCULIN|FRAMYCETIN SULFATE|HYDROCORTISONE","0404592","0404592001"
"2572","37455","02226391","DIBUCAINE HYDROCHLORIDE 5 MG|ESCULIN 10 MG|FRAMYCETIN SULFATE 10 MG|HYDROCORTISONE 5 MG","DIBUCAINE HYDROCHLORIDE|ESCULIN|FRAMYCETIN SULFATE|HYDROCORTISONE","0404592","0404592002"
"2573","3747","00037966","DEXTROSE 200 MG","DEXTROSE","0102181","0102181004"
"2574","37484","02226928","POLLEN 40000 UNIT","POLLEN","0107826","0107826007"
"2575","37484","02226928","POLLEN 40000 UNIT","POLLEN","0107826","0107826007"
"2576","37484","02226928","POLLEN 40000 UNIT","POLLEN","0107826","0107826007"
"2577","37486","02226944","NON POLLEN 500 UNIT","NON POLLEN","0109346","0109346003"
"2578","37486","02226944","NON POLLEN 500 UNIT","NON POLLEN","0109346","0109346003"
"2579","37486","02226944","NON POLLEN 500 UNIT","NON POLLEN","0109346","0109346003"
"2580","37491","02226995","AMPICILLIN 2 G","AMPICILLIN","0105872","0105872005"
"2581","37492","02227002","AMPICILLIN 1 G","AMPICILLIN","0105872","0105872003"
"2582","37492","02227002","AMPICILLIN 1 G","AMPICILLIN","0105872","0105872003"
"2583","37493","02227010","AMPICILLIN 500 MG","AMPICILLIN","0105872","0105872001"
"2584","37493","02227010","AMPICILLIN 500 MG","AMPICILLIN","0105872","0105872001"
"2585","37494","02227029","AMPICILLIN 250 MG","AMPICILLIN","0105872","0105872002"
"2586","37494","02227029","AMPICILLIN 250 MG","AMPICILLIN","0105872","0105872002"
"2587","3756","00473618","ESTERIFIED ESTROGENS 0.3 MG","ESTERIFIED ESTROGENS","0106444","0106444003"
"2588","37569","02228556","MEGLUMINE IODIPAMIDE 52 %","MEGLUMINE IODIPAMIDE","0103118","0103118001"
"2589","37570","02228564","DIATRIZOATE MEGLUMINE 66 %|DIATRIZOATE SODIUM 10 %","DIATRIZOATE MEGLUMINE|DIATRIZOATE SODIUM","0201807","0201807001"
"2590","37573","02228599","DIATRIZOATE MEGLUMINE 52.7 %|MEGLUMINE IODIPAMIDE 26.9 %","DIATRIZOATE MEGLUMINE|MEGLUMINE IODIPAMIDE","0201810","0201810001"
"2591","37574","02228602","SINCALIDE 5 MCG","SINCALIDE","0113162","0113162001"
"2592","37625","02171651","TRICLOSAN 0.6 %","TRICLOSAN","0108865","0108865011"
"2593","3769","00493392","DIMETHYL SULFOXIDE 500 MG","DIMETHYL SULFOXIDE","0103075","0103075002"
"2594","3775","00489867","DIPHENHYDRAMINE HYDROCHLORIDE 50 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639001"
"2595","3778","00498777","FOLIC ACID 5 MG","FOLIC ACID","0108418","0108418001"
"2596","37795","02207389","PYRITHIONE ZINC 2 %","PYRITHIONE ZINC","0108628","0108628002"
"2597","3781","00505005","FLUORESCEIN SODIUM 10 %","FLUORESCEIN SODIUM","0107752","0107752002"
"2598","37844","02215551","TRICLOSAN 0.1 %","TRICLOSAN","0108865","0108865005"
"2599","37869","02219433","TRICLOSAN 0.5 %","TRICLOSAN","0108865","0108865001"
"2600","3794","00337757","CLOXACILLIN SODIUM 125 MG","CLOXACILLIN SODIUM","0105904","0105904003"
"2601","37941","02226707","TOLNAFTATE 1 %","TOLNAFTATE","0102537","0102537001"
"2602","3804","00479934","MEPIVACAINE HYDROCHLORIDE 30 MG","MEPIVACAINE HYDROCHLORIDE","0100583","0100583001"
"2603","3805","00479942","EPINEPHRINE .01 MG|MEPIVACAINE HYDROCHLORIDE 20 MG","EPINEPHRINE|MEPIVACAINE HYDROCHLORIDE","0213700","0213700001"
"2604","38054","00695432","QUININE SULFATE 300 MG","QUININE SULFATE","0106604","0106604002"
"2605","38055","00695440","QUININE SULFATE 200 MG","QUININE SULFATE","0106604","0106604001"
"2606","38056","00695459","QUININE SULFATE 300 MG","QUININE SULFATE","0106604","0106604002"
"2607","3806","00497754","OXAZEPAM 10 MG","OXAZEPAM","0102420","0102420003"
"2608","3807","00497762","OXAZEPAM 15 MG","OXAZEPAM","0102420","0102420002"
"2609","3808","00497770","OXAZEPAM 30 MG","OXAZEPAM","0102420","0102420001"
"2610","3809","00496723","FUROSEMIDE 20 MG","FUROSEMIDE","0101944","0101944002"
"2611","3810","00402753","PROPRANOLOL HYDROCHLORIDE 40 MG","PROPRANOLOL HYDROCHLORIDE","0101831","0101831004"
"2612","3811","00402761","PROPRANOLOL HYDROCHLORIDE 80 MG","PROPRANOLOL HYDROCHLORIDE","0101831","0101831002"
"2613","3812","00402788","PROPRANOLOL HYDROCHLORIDE 10 MG","PROPRANOLOL HYDROCHLORIDE","0101831","0101831003"
"2614","3819","00470953","DEXTROSE 400 MG","DEXTROSE","0102181","0102181016"
"2615","3822","00498785","WATER 100 %","WATER","0105143","0105143002"
"2616","3822","00498785","WATER 100 %","WATER","0105143","0105143002"
"2617","3823","00498807","MANNITOL 5.4 MG|SORBITOL 27 MG","MANNITOL|SORBITOL","0203278","0203278001"
"2618","38260","00703486","LACTULOSE 667 MG","LACTULOSE","0113020","0113020001"
"2619","3837","00038083","SODIUM BICARBONATE 75 MG","SODIUM BICARBONATE","0104153","0104153004"
"2620","3865","00498793","GLYCINE 15 MG","GLYCINE","0105118","0105118001"
"2621","3883","00509558","EPINEPHRINE 1 MG","EPINEPHRINE","0104871","0104871002"
"2622","3891","00502790","AMYLASE 42000 UNIT|LIPASE 10800 UNIT|PROTEASE 45000 UNIT","AMYLASE|LIPASE|PROTEASE","0302964","0302964031"
"2623","3906","00042544","CARBACHOL .01 %","CARBACHOL","0103177","0103177004"
"2624","3918","00396796","HALOPERIDOL .5 MG","HALOPERIDOL","0101774","0101774002"
"2625","3919","00396818","HALOPERIDOL 1 MG","HALOPERIDOL","0101774","0101774003"
"2626","3920","00402699","CARBAMAZEPINE 200 MG","CARBAMAZEPINE","0108674","0108674001"
"2627","3921","00504483","NICOTINAMIDE 100 MG","NICOTINAMIDE","0108401","0108401002"
"2628","3921","00504483","NICOTINAMIDE 100 MG","NICOTINAMIDE","0108401","0108401002"
"2629","3922","00504513","MAGNESIUM SULFATE 500 MG","MAGNESIUM SULFATE","0105356","0105356002"
"2630","3930","00477095","IOTHALAMATE MEGLUMINE 430 MG","IOTHALAMATE MEGLUMINE","0102763","0102763003"
"2631","3944","00013803","DIMENHYDRINATE 50 MG","DIMENHYDRINATE","0102747","0102747004"
"2632","3945","00342084","CEPHALEXIN 250 MG","CEPHALEXIN","0105911","0105911004"
"2633","3946","00342114","CEPHALEXIN 500 MG","CEPHALEXIN","0105911","0105911003"
"2634","39484","00525103","EPINEPHRINE RACEMIC 22.5 MG","EPINEPHRINE RACEMIC","0104885","0104885006"
"2635","3966","00476366","OXTRIPHYLLINE 100 MG","OXTRIPHYLLINE","0100551","0100551005"
"2636","3991","00511528","NITRAZEPAM 5 MG","NITRAZEPAM","0114345","0114345001"
"2637","3992","00511536","NITRAZEPAM 10 MG","NITRAZEPAM","0114345","0114345002"
"2638","3996","00443948","OXYCODONE HYDROCHLORIDE 10 MG","OXYCODONE HYDROCHLORIDE","0107552","0107552002"
"2639","4008","00513997","CARBIDOPA 25 MG|LEVODOPA 100 MG","CARBIDOPA|LEVODOPA","0210315","0210315003"
"2640","4010","00514500","MINOXIDIL 10 MG","MINOXIDIL","0114429","0114429003"
"2641","4011","00514497","MINOXIDIL 2.5 MG","MINOXIDIL","0114429","0114429002"
"2642","4037","00510335","COAL TAR 10 %|SALICYLIC ACID 3 %","COAL TAR|SALICYLIC ACID","0202927","0202927001"
"2643","40419","00757705","DIMENHYDRINATE 3 MG","DIMENHYDRINATE","0102747","0102747007"
"2644","40420","00757713","CYPROHEPTADINE HYDROCHLORIDE 4 MG","CYPROHEPTADINE HYDROCHLORIDE","0102134","0102134002"
"2645","4043","00514012","DICLOFENAC SODIUM 50 MG","DICLOFENAC SODIUM","0114417","0114417002"
"2646","405","00178799","PHENOBARBITAL 15 MG","PHENOBARBITAL","0105950","0105950003"
"2647","406","00178802","PHENOBARBITAL 30 MG","PHENOBARBITAL","0105950","0105950005"
"2648","407","00178810","PHENOBARBITAL 60 MG","PHENOBARBITAL","0105950","0105950004"
"2649","4071","00504335","PROPRANOLOL HYDROCHLORIDE 120 MG","PROPRANOLOL HYDROCHLORIDE","0101831","0101831001"
"2650","408","00178829","PHENOBARBITAL 100 MG","PHENOBARBITAL","0105950","0105950002"
"2651","4092","00037842","SODIUM CHLORIDE 9 MG","SODIUM CHLORIDE","0100053","0100053002"
"2652","4109","00514462","DIPHTHERIA TOXOID ADSORBED 2 LF|TETANUS TOXOID ADSORBED 5 LF","DIPHTHERIA TOXOID ADSORBED|TETANUS TOXOID ADSORBED","0214427","0214427001"
"2653","4114","00500895","CROMOLYN SODIUM 100 MG","CROMOLYN SODIUM","0108810","0108810001"
"2654","4124","00472549","CHLORPHENIRAMINE MALEATE 2 MG|HYDROCODONE BITARTRATE 2.5 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","CHLORPHENIRAMINE MALEATE|HYDROCODONE BITARTRATE|PSEUDOEPHEDRINE HYDROCHLORIDE","0313582","0313582001"
"2655","4129","00337420","INDOMETHACIN 25 MG","INDOMETHACIN","0101832","0101832001"
"2656","4130","00337439","INDOMETHACIN 50 MG","INDOMETHACIN","0101832","0101832002"
"2657","4133","00525189","SODIUM ASCORBATE 250 MG","SODIUM ASCORBATE","0131240","0131240001"
"2658","41367","00365351","WHITE PETROLATUM 100 %","WHITE PETROLATUM","0148022","0148022001"
"2659","41477","00373435","CHLOROXYLENOL 4.8 %","CHLOROXYLENOL","0106942","0106942019"
"2660","415","00027243","DIHYDROERGOTAMINE MESYLATE 1 MG","DIHYDROERGOTAMINE MESYLATE","0108813","0108813001"
"2661","415","00027243","DIHYDROERGOTAMINE MESYLATE 1 MG","DIHYDROERGOTAMINE MESYLATE","0108813","0108813001"
"2662","415","00027243","DIHYDROERGOTAMINE MESYLATE 1 MG","DIHYDROERGOTAMINE MESYLATE","0108813","0108813001"
"2663","41536","00485802","MINERAL OIL 100 %","MINERAL OIL","0136741","0136741002"
"2664","41558","00538493","CALAMINE 8 %|DIPHENHYDRAMINE HYDROCHLORIDE 1 %","CALAMINE|DIPHENHYDRAMINE HYDROCHLORIDE","0210943","0210943001"
"2665","41564","00524484","WHITE PETROLATUM 99.96 %","WHITE PETROLATUM","0148022","0148022001"
"2666","4157","00518123","BROMAZEPAM 3 MG","BROMAZEPAM","0114488","0114488003"
"2667","41578","00545279","ALOE 2 G|BENZOIN 10 G|MYROXYLON BALSAMUM 4 G|STORAX 8 G","ALOE|BENZOIN|MYROXYLON BALSAMUM|STORAX","0444601","0444601001"
