"","DRUG_CODE","DRUG_IDENTIFICATION_NUMBER","DPD_BRAND_NAME","ai_set_str","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","COMPANY_NAME","ai_set","ai_group","AI_GROUP_NO"
"1497","88076","02395681","FENTANYL PATCH","FENTANYL 75 MCG","PATCH","TRANSDERMAL","PRO DOC LIMITEE","FENTANYL","0123302","0123302013"
"1498","88175","02396734","MYLAN-FENTANYL MATRIX PATCH","FENTANYL 75 MCG","PATCH","TRANSDERMAL","MYLAN PHARMACEUTICALS ULC","FENTANYL","0123302","0123302013"
"1499","84915","02364220","ABSTRAL","FENTANYL 800 MCG","TABLET","SUBLINGUAL","PALADIN LABS INC","FENTANYL","0123302","0123302020"
"1500","89274","02408058","FENTORA","FENTANYL 800 MCG","TABLET (EFFERVESCENT)","BUCCAL","TEVA CANADA LIMITED","FENTANYL","0123302","0123302020"
"1501","89274","02408058","FENTORA","FENTANYL 800 MCG","TABLET (EFFERVESCENT)","SUBLINGUAL","TEVA CANADA LIMITED","FENTANYL","0123302","0123302020"
"1502","61606","02238213","PROPECIA","FINASTERIDE 1 MG","TABLET","ORAL","MERCK CANADA INC","FINASTERIDE","0124110","0124110002"
"1503","80561","02320169","PMS-FINASTERIDE","FINASTERIDE 1 MG","TABLET","ORAL","PHARMASCIENCE INC","FINASTERIDE","0124110","0124110002"
"1504","82509","02339471","SANDOZ FINASTERIDE A","FINASTERIDE 1 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","FINASTERIDE","0124110","0124110002"
"1505","87789","02392631","MYLAN-FINASTERIDE HG","FINASTERIDE 1 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","FINASTERIDE","0124110","0124110002"
"1506","91262","02428148","AURO-FINASTERIDE 1MG","FINASTERIDE 1 MG","TABLET","ORAL","AURO PHARMA INC","FINASTERIDE","0124110","0124110002"
"1507","93029","02445085","FINASTERIDE","FINASTERIDE 1 MG","TABLET","ORAL","SANIS HEALTH INC","FINASTERIDE","0124110","0124110002"
"1508","93314","02447568","FINASTERIDE","FINASTERIDE 1 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","FINASTERIDE","0124110","0124110002"
"1509","13370","02010909","PROSCAR","FINASTERIDE 5 MG","TABLET","ORAL","MERCK CANADA INC","FINASTERIDE","0124110","0124110001"
"1510","79259","02306905","RATIO-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","TEVA CANADA LIMITED","FINASTERIDE","0124110","0124110001"
"1511","79578","02310112","PMS-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","PHARMASCIENCE INC","FINASTERIDE","0124110","0124110001"
"1512","80802","02322579","SANDOZ FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","FINASTERIDE","0124110","0124110001"
"1513","83386","02348500","TEVA-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","TEVA CANADA LIMITED","FINASTERIDE","0124110","0124110001"
"1514","83549","02350270","FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","PRO DOC LIMITEE","FINASTERIDE","0124110","0124110001"
"1515","83963","02354462","ACT FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","FINASTERIDE","0124110","0124110001"
"1516","84031","02355043","ACH-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","ACCORD HEALTHCARE INC","FINASTERIDE","0124110","0124110001"
"1517","84122","02356058","MYLAN-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","FINASTERIDE","0124110","0124110001"
"1518","84235","02357224","JAMP-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","FINASTERIDE","0124110","0124110001"
"1519","85029","02365383","APO-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","APOTEX INC","FINASTERIDE","0124110","0124110001"
"1520","85695","02371820","RAN-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","FINASTERIDE","0124110","0124110001"
"1521","86225","02376709","DOM-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","DOMINION PHARMACAL","FINASTERIDE","0124110","0124110001"
"1522","87534","02389878","MINT-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","FINASTERIDE","0124110","0124110001"
"1523","89058","02405814","AURO-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","AURO PHARMA INC","FINASTERIDE","0124110","0124110001"
"1524","91321","02428741","VAN-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","VANC PHARMACEUTICALS INC","FINASTERIDE","0124110","0124110001"
"1525","93028","02445077","FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","SANIS HEALTH INC","FINASTERIDE","0124110","0124110001"
"1526","93313","02447541","FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","FINASTERIDE","0124110","0124110001"
"1527","94182","02455013","RIVA-FINASTERIDE","FINASTERIDE 5 MG","TABLET","ORAL","LABORATOIRE RIVA INC","FINASTERIDE","0124110","0124110001"
"1528","13723","02018985","PROZAC CAPSULES 10MG","FLUOXETINE 10 MG","CAPSULE","ORAL","ELI LILLY CANADA INC","FLUOXETINE","0116847","0116847003"
"1529","19073","02177617","DOM-FLUOXETINE - CAP 10MG","FLUOXETINE 10 MG","CAPSULE","ORAL","DOMINION PHARMACAL","FLUOXETINE","0116847","0116847003"
"1530","19074","02177579","PMS-FLUOXETINE - CAP 10MG","FLUOXETINE 10 MG","CAPSULE","ORAL","PHARMASCIENCE INC","FLUOXETINE","0116847","0116847003"
"1531","19916","02216582","TEVA-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","FLUOXETINE","0116847","0116847003"
"1532","19962","02216353","APO-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","APOTEX INC","FLUOXETINE","0116847","0116847003"
"1533","43365","02223481","PHL-FLUOXETINE - CAP 10MG","FLUOXETINE 10 MG","CAPSULE","ORAL","PHARMEL INC","FLUOXETINE","0116847","0116847003"
"1534","61172","02237813","MYLAN-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","MYLAN PHARMACEUTICALS ULC","FLUOXETINE","0116847","0116847003"
"1535","63304","02239817","FLUOXETINE CAPSULES","FLUOXETINE 10 MG","CAPSULE","ORAL","PHARMASCIENCE INC","FLUOXETINE","0116847","0116847003"
"1536","65856","02242177","ACT FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","DR REDDYS LABORATORIES INC","FLUOXETINE","0116847","0116847003"
"1537","67397","02243486","SANDOZ FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","SANDOZ CANADA INCORPORATED","FLUOXETINE","0116847","0116847003"
"1538","77154","02286068","FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","SANIS HEALTH INC","FLUOXETINE","0116847","0116847003"
"1539","79103","02305461","RIVA-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","LABORATOIRE RIVA INC","FLUOXETINE","0116847","0116847003"
"1540","80053","02314991","PRO-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","PRO DOC LIMITEE","FLUOXETINE","0116847","0116847003"
"1541","85969","02374447","FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","SIVEM PHARMACEUTICALS ULC","FLUOXETINE","0116847","0116847003"
"1542","86635","02380560","MINT-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","MINT PHARMACEUTICALS INC","FLUOXETINE","0116847","0116847003"
"1543","87125","02385627","AURO-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","AURO PHARMA INC","FLUOXETINE","0116847","0116847003"
"1544","87817","02392909","MAR-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","MARCAN PHARMACEUTICALS INC","FLUOXETINE","0116847","0116847003"
"1545","87867","02393441","ACH-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","ACCORD HEALTHCARE INC","FLUOXETINE","0116847","0116847003"
"1546","88520","02400391","ACCEL-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","ACCEL PHARMA INC","FLUOXETINE","0116847","0116847003"
"1547","88677","02401894","JAMP-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","JAMP PHARMA CORPORATION","FLUOXETINE","0116847","0116847003"
"1548","89046","02405695","RAN-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","FLUOXETINE","0116847","0116847003"
"1549","91688","02432412","VAN-FLUOXETINE","FLUOXETINE 10 MG","CAPSULE","ORAL","VANC PHARMACEUTICALS INC","FLUOXETINE","0116847","0116847003"
"1550","19064","02177587","PMS-FLUOXETINE - CAP 20MG","FLUOXETINE 20 MG","CAPSULE","ORAL","PHARMASCIENCE INC","FLUOXETINE","0116847","0116847001"
"1551","19071","02177625","DOM-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","DOMINION PHARMACAL","FLUOXETINE","0116847","0116847001"
"1552","19895","02216590","TEVA-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","FLUOXETINE","0116847","0116847001"
"1553","19961","02216361","APO-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","APOTEX INC","FLUOXETINE","0116847","0116847001"
"1554","43366","02223503","PHL-FLUOXETINE - CAP 20MG","FLUOXETINE 20 MG","CAPSULE","ORAL","PHARMEL INC","FLUOXETINE","0116847","0116847001"
"1555","61173","02237814","MYLAN-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","MYLAN PHARMACEUTICALS ULC","FLUOXETINE","0116847","0116847001"
"1556","63305","02239818","FLUOXETINE CAPSULES","FLUOXETINE 20 MG","CAPSULE","ORAL","PHARMASCIENCE INC","FLUOXETINE","0116847","0116847001"
"1557","65857","02242178","ACT FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","DR REDDYS LABORATORIES INC","FLUOXETINE","0116847","0116847001"
"1558","67398","02243487","SANDOZ FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","SANDOZ CANADA INCORPORATED","FLUOXETINE","0116847","0116847001"
"1559","77155","02286076","FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","SANIS HEALTH INC","FLUOXETINE","0116847","0116847001"
"1560","79104","02305488","RIVA-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","LABORATOIRE RIVA INC","FLUOXETINE","0116847","0116847001"
"1561","80054","02315009","PRO-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","PRO DOC LIMITEE","FLUOXETINE","0116847","0116847001"
"1562","85980","02374455","FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","SIVEM PHARMACEUTICALS ULC","FLUOXETINE","0116847","0116847001"
"1563","86636","02380579","MINT-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","MINT PHARMACEUTICALS INC","FLUOXETINE","0116847","0116847001"
"1564","86901","02383241","ACH-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","ACCORD HEALTHCARE INC","FLUOXETINE","0116847","0116847001"
"1565","87126","02385635","AURO-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","AURO PHARMA INC","FLUOXETINE","0116847","0116847001"
"1566","87199","02386402","JAMP-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","JAMP PHARMA CORPORATION","FLUOXETINE","0116847","0116847001"
"1567","87818","02392917","MAR-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","MARCAN PHARMACEUTICALS INC","FLUOXETINE","0116847","0116847001"
"1568","88521","02400405","ACCEL-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","ACCEL PHARMA INC","FLUOXETINE","0116847","0116847001"
"1569","89047","02405709","RAN-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","FLUOXETINE","0116847","0116847001"
"1570","91689","02432420","VAN-FLUOXETINE","FLUOXETINE 20 MG","CAPSULE","ORAL","VANC PHARMACEUTICALS INC","FLUOXETINE","0116847","0116847001"
"1571","9703","00636622","PROZAC CAPSULES 20MG","FLUOXETINE 20 MG","CAPSULE","ORAL","ELI LILLY CANADA INC","FLUOXETINE","0116847","0116847001"
"1572","43418","02225174","PHL-FLUOXETINE - SOLUTION 20MG/5ML","FLUOXETINE 20 MG","SOLUTION","ORAL","PHARMEL INC","FLUOXETINE","0116847","0116847002"
"1573","44218","02177595","PMS-FLUOXETINE LIQUID - 20MG/5ML","FLUOXETINE 20 MG","SOLUTION","ORAL","PHARMASCIENCE INC","FLUOXETINE","0116847","0116847002"
"1574","50635","02231328","FLUOXETINE","FLUOXETINE 20 MG","SOLUTION","ORAL","AA PHARMA INC","FLUOXETINE","0116847","0116847002"
"1575","2283","00356557","FOLIC ACID TAB 25MG","FOLIC ACID 25 MG","TABLET","ORAL","KRIPPS PHARMACY LTD.","FOLIC ACID","0108418","0108418006"
"1576","10312","00816086","FOLIC ACID INJECTION USP","FOLIC ACID 5 MG","LIQUID","INTRAMUSCULAR","SANDOZ CANADA INCORPORATED","FOLIC ACID","0108418","0108418001"
"1577","10312","00816086","FOLIC ACID INJECTION USP","FOLIC ACID 5 MG","LIQUID","INTRAVENOUS","SANDOZ CANADA INCORPORATED","FOLIC ACID","0108418","0108418001"
"1578","10312","00816086","FOLIC ACID INJECTION USP","FOLIC ACID 5 MG","LIQUID","SUBCUTANEOUS","SANDOZ CANADA INCORPORATED","FOLIC ACID","0108418","0108418001"
"1579","31358","02139480","FOLIC ACID INJECTION","FOLIC ACID 5 MG","SOLUTION","INTRAMUSCULAR","FRESENIUS KABI CANADA LTD","FOLIC ACID","0108418","0108418001"
"1580","31358","02139480","FOLIC ACID INJECTION","FOLIC ACID 5 MG","SOLUTION","INTRAVENOUS","FRESENIUS KABI CANADA LTD","FOLIC ACID","0108418","0108418001"
"1581","31358","02139480","FOLIC ACID INJECTION","FOLIC ACID 5 MG","SOLUTION","SUBCUTANEOUS","FRESENIUS KABI CANADA LTD","FOLIC ACID","0108418","0108418001"
"1582","3002","00426849","APO FOLIC ACID TAB 5MG","FOLIC ACID 5 MG","TABLET","ORAL","APOTEX INC","FOLIC ACID","0108418","0108418001"
"1583","3778","00498777","FOLIC ACID TAB 5MG","FOLIC ACID 5 MG","TABLET","ORAL","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","FOLIC ACID","0108418","0108418001"
"1584","77118","02285673","EURO-FOLIC 5MG","FOLIC ACID 5 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","FOLIC ACID","0108418","0108418001"
"1585","85094","02366061","JAMP-FOLIC ACID","FOLIC ACID 5 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","FOLIC ACID","0108418","0108418001"
"1586","4431","00527033","FUROSEMIDE INJ USP","FUROSEMIDE 10 MG","LIQUID","INTRAMUSCULAR","SANDOZ CANADA INCORPORATED","FUROSEMIDE","0101944","0101944003"
"1587","84533","02360365","FUROSEMIDE INJECTION","FUROSEMIDE 10 MG","LIQUID","INTRAMUSCULAR","OMEGA LABORATORIES LTD","FUROSEMIDE","0101944","0101944003"
"1588","4431","00527033","FUROSEMIDE INJ USP","FUROSEMIDE 10 MG","LIQUID","INTRAVENOUS","SANDOZ CANADA INCORPORATED","FUROSEMIDE","0101944","0101944003"
"1589","84533","02360365","FUROSEMIDE INJECTION","FUROSEMIDE 10 MG","LIQUID","INTRAVENOUS","OMEGA LABORATORIES LTD","FUROSEMIDE","0101944","0101944003"
"1590","84539","02360446","FUROSEMIDE SPECIAL INJECTION","FUROSEMIDE 10 MG","LIQUID","INTRAVENOUS","OMEGA LABORATORIES LTD","FUROSEMIDE","0101944","0101944003"
"1591","86837","02382539","FUROSEMIDE INJECTION SDZ","FUROSEMIDE 10 MG","SOLUTION","INTRAMUSCULAR","SANDOZ CANADA INCORPORATED","FUROSEMIDE","0101944","0101944003"
"1592","86984","02384094","FUROSEMIDE INJECTION USP","FUROSEMIDE 10 MG","SOLUTION","INTRAMUSCULAR","TELIGENT OU","FUROSEMIDE","0101944","0101944003"
"1593","12218","00401633","FUROSEMIDE SPECIAL","FUROSEMIDE 10 MG","SOLUTION","INTRAVENOUS","SANDOZ CANADA INCORPORATED","FUROSEMIDE","0101944","0101944003"
"1594","4910","00565040","FUROSEMIDE INJECTION USP","FUROSEMIDE 10 MG","SOLUTION","INTRAVENOUS","HOSPIRA HEALTHCARE CORPORATION","FUROSEMIDE","0101944","0101944003"
"1595","86837","02382539","FUROSEMIDE INJECTION SDZ","FUROSEMIDE 10 MG","SOLUTION","INTRAVENOUS","SANDOZ CANADA INCORPORATED","FUROSEMIDE","0101944","0101944003"
"1596","86984","02384094","FUROSEMIDE INJECTION USP","FUROSEMIDE 10 MG","SOLUTION","INTRAVENOUS","TELIGENT OU","FUROSEMIDE","0101944","0101944003"
"1597","37372","02224720","LASIX ORAL SOLUTION 10MG/ML","FUROSEMIDE 10 MG","SOLUTION","ORAL","SANOFI-AVENTIS CANADA INC","FUROSEMIDE","0101944","0101944003"
"1598","2333","00337730","TEVA-FUROSEMIDE","FUROSEMIDE 20 MG","TABLET","ORAL","TEVA CANADA LIMITED","FUROSEMIDE","0101944","0101944002"
"1599","2798","00396788","APO FUROSEMIDE TAB 20MG","FUROSEMIDE 20 MG","TABLET","ORAL","APOTEX INC","FUROSEMIDE","0101944","0101944002"
"1600","3809","00496723","FUROSEMIDE 20 TAB","FUROSEMIDE 20 MG","TABLET","ORAL","PRO DOC LIMITEE","FUROSEMIDE","0101944","0101944002"
"1601","71616","02247371","BIO-FUROSEMIDE","FUROSEMIDE 20 MG","TABLET","ORAL","BIOMED PHARMA","FUROSEMIDE","0101944","0101944002"
"1602","71743","02247493","PMS-FUROSEMIDE","FUROSEMIDE 20 MG","TABLET","ORAL","PHARMASCIENCE INC","FUROSEMIDE","0101944","0101944002"
"1603","83669","02351420","FUROSEMIDE","FUROSEMIDE 20 MG","TABLET","ORAL","SANIS HEALTH INC","FUROSEMIDE","0101944","0101944002"
"1604","2447","00337749","TEVA-FUROSEMIDE","FUROSEMIDE 40 MG","TABLET","ORAL","TEVA CANADA LIMITED","FUROSEMIDE","0101944","0101944001"
"1605","2472","00362166","APO FUROSEMIDE TAB 40MG","FUROSEMIDE 40 MG","TABLET","ORAL","APOTEX INC","FUROSEMIDE","0101944","0101944001"
"1606","2851","00397792","FUROSEMIDE 40MG","FUROSEMIDE 40 MG","TABLET","ORAL","PRO DOC LIMITEE","FUROSEMIDE","0101944","0101944001"
"1607","71617","02247372","BIO-FUROSEMIDE","FUROSEMIDE 40 MG","TABLET","ORAL","BIOMED PHARMA","FUROSEMIDE","0101944","0101944001"
"1608","71744","02247494","PMS-FUROSEMIDE","FUROSEMIDE 40 MG","TABLET","ORAL","PHARMASCIENCE INC","FUROSEMIDE","0101944","0101944001"
"1609","83670","02351439","FUROSEMIDE","FUROSEMIDE 40 MG","TABLET","ORAL","SANIS HEALTH INC","FUROSEMIDE","0101944","0101944001"
"1610","37375","02224755","LASIX SPECIAL","FUROSEMIDE 500 MG","TABLET","ORAL","SANOFI-AVENTIS CANADA INC","FUROSEMIDE","0101944","0101944006"
"1611","19189","00667080","FUROSEMIDE-80 TAB 80MG","FUROSEMIDE 80 MG","TABLET","ORAL","PRO DOC LIMITEE","FUROSEMIDE","0101944","0101944004"
"1612","6827","00707570","APO FUROSEMIDE TAB 80MG","FUROSEMIDE 80 MG","TABLET","ORAL","APOTEX INC","FUROSEMIDE","0101944","0101944004"
"1613","83671","02351447","FUROSEMIDE","FUROSEMIDE 80 MG","TABLET","ORAL","SANIS HEALTH INC","FUROSEMIDE","0101944","0101944004"
"1614","9240","00765953","TEVA-FUROSEMIDE","FUROSEMIDE 80 MG","TABLET","ORAL","TEVA CANADA LIMITED","FUROSEMIDE","0101944","0101944004"
"1615","67802","02243861","FUCITHALMIC","FUSIDIC ACID 1 %","DROPS","OPHTHALMIC","AMDIPHARM LIMITED","FUSIDIC ACID","0114230","0114230001"
"1616","67803","02243862","FUCITHALMIC","FUSIDIC ACID 1 %","DROPS","OPHTHALMIC","AMDIPHARM LIMITED","FUSIDIC ACID","0114230","0114230001"
"1617","5637","00586668","FUCIDIN CREAM 2%","FUSIDIC ACID 2 %","CREAM","TOPICAL","LEO PHARMA INC","FUSIDIC ACID","0114230","0114230003"
"1618","15944","02084260","NEURONTIN CAP 100MG","GABAPENTIN 100 MG","CAPSULE","ORAL","PFIZER CANADA INC","GABAPENTIN","0125929","0125929001"
"1619","67356","02243446","PMS-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","PHARMASCIENCE INC","GABAPENTIN","0125929","0125929001"
"1620","67676","02243743","DOM-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","DOMINION PHARMACAL","GABAPENTIN","0125929","0125929001"
"1621","68271","02244304","APO-GABAPENTIN CAPSULES","GABAPENTIN 100 MG","CAPSULE","ORAL","APOTEX INC","GABAPENTIN","0125929","0125929001"
"1622","68490","02244513","TEVA-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","GABAPENTIN","0125929","0125929001"
"1623","70477","02246314","GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","SIVEM PHARMACEUTICALS ULC","GABAPENTIN","0125929","0125929001"
"1624","72596","02248259","MYLAN-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","MYLAN PHARMACEUTICALS ULC","GABAPENTIN","0125929","0125929001"
"1625","73612","02251167","RIVA-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","LABORATOIRE RIVA INC","GABAPENTIN","0125929","0125929001"
"1626","74137","02256142","ACT GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","ACTAVIS PHARMA COMPANY","GABAPENTIN","0125929","0125929001"
"1627","77130","02285819","GD-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","GENMED A DIVISION OF PFIZER CANADA INC","GABAPENTIN","0125929","0125929001"
"1628","79608","02310449","PRO-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","PRO DOC LIMITEE","GABAPENTIN","0125929","0125929001"
"1629","80454","02319055","RAN-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","GABAPENTIN","0125929","0125929001"
"1630","80660","02321203","AURO-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","AURO PHARMA INC","GABAPENTIN","0125929","0125929001"
"1631","83846","02353245","GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","SANIS HEALTH INC","GABAPENTIN","0125929","0125929001"
"1632","84654","02361469","JAMP-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","JAMP PHARMA CORPORATION","GABAPENTIN","0125929","0125929001"
"1633","87682","02391473","MAR-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","MARCAN PHARMACEUTICALS INC","GABAPENTIN","0125929","0125929001"
"1634","90145","02416840","GABAPENTIN CAPSULES USP","GABAPENTIN 100 MG","CAPSULE","ORAL","ACCORD HEALTHCARE INC","GABAPENTIN","0125929","0125929001"
"1635","91582","02431408","VAN-GABAPENTIN","GABAPENTIN 100 MG","CAPSULE","ORAL","VANC PHARMACEUTICALS INC","GABAPENTIN","0125929","0125929001"
"1636","15945","02084279","NEURONTIN CAP 300MG","GABAPENTIN 300 MG","CAPSULE","ORAL","PFIZER CANADA INC","GABAPENTIN","0125929","0125929003"
"1637","67357","02243447","PMS-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","PHARMASCIENCE INC","GABAPENTIN","0125929","0125929003"
"1638","67677","02243744","DOM-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","DOMINION PHARMACAL","GABAPENTIN","0125929","0125929003"
"1639","68273","02244305","APO-GABAPENTIN CAPSULES","GABAPENTIN 300 MG","CAPSULE","ORAL","APOTEX INC","GABAPENTIN","0125929","0125929003"
"1640","68491","02244514","TEVA-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","GABAPENTIN","0125929","0125929003"
"1641","70478","02246315","GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","SIVEM PHARMACEUTICALS ULC","GABAPENTIN","0125929","0125929003"
"1642","72597","02248260","MYLAN-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","MYLAN PHARMACEUTICALS ULC","GABAPENTIN","0125929","0125929003"
"1643","73613","02251175","RIVA-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","LABORATOIRE RIVA INC","GABAPENTIN","0125929","0125929003"
"1644","74138","02256150","ACT GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","ACTAVIS PHARMA COMPANY","GABAPENTIN","0125929","0125929003"
"1645","77131","02285827","GD-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","GENMED A DIVISION OF PFIZER CANADA INC","GABAPENTIN","0125929","0125929003"
"1646","79609","02310457","PRO-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","PRO DOC LIMITEE","GABAPENTIN","0125929","0125929003"
"1647","80455","02319063","RAN-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","GABAPENTIN","0125929","0125929003"
"1648","80661","02321211","AURO-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","AURO PHARMA INC","GABAPENTIN","0125929","0125929003"
"1649","83847","02353253","GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","SANIS HEALTH INC","GABAPENTIN","0125929","0125929003"
"1650","84656","02361485","JAMP-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","JAMP PHARMA CORPORATION","GABAPENTIN","0125929","0125929003"
"1651","87683","02391481","MAR-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","MARCAN PHARMACEUTICALS INC","GABAPENTIN","0125929","0125929003"
"1652","90146","02416859","GABAPENTIN CAPSULES USP","GABAPENTIN 300 MG","CAPSULE","ORAL","ACCORD HEALTHCARE INC","GABAPENTIN","0125929","0125929003"
"1653","91583","02431416","VAN-GABAPENTIN","GABAPENTIN 300 MG","CAPSULE","ORAL","VANC PHARMACEUTICALS INC","GABAPENTIN","0125929","0125929003"
"1654","16210","02084287","NEURONTIN CAP 400MG","GABAPENTIN 400 MG","CAPSULE","ORAL","PFIZER CANADA INC","GABAPENTIN","0125929","0125929002"
