"","ai_set_str","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"1208","NAPHAZOLINE HYDROCHLORIDE .1 %","LIQUID","OPHTHALMIC","1",1,"0103282",1,1,"0103282001"
"1209","SODIUM POLYSTYRENE SULFONATE 100 %","POWDER","ORAL","1",1,"0108701",1,1,"0108701002"
"1210","SODIUM POLYSTYRENE SULFONATE 100 %","POWDER","RECTAL","1",1,"0108701",1,1,"0108701002"
"1211","LANOLIN 2 %|MINERAL OIL 42.5 %|PETROLATUM 55 %","OINTMENT","OPHTHALMIC","3",2,"0336802",1,1,"0336802001"
"1212","PROPRANOLOL HYDROCHLORIDE 60 MG","CAPSULE (SUSTAINED-RELEASE)","ORAL","1",1,"0101831",1,1,"0101831008"
"1213","FLUCONAZOLE 150 MG","CAPSULE","ORAL","1",16,"0122529",1,1,"0122529004"
"1214","ROCURONIUM BROMIDE 10 MG","SOLUTION","INTRAVENOUS","1",3,"0126317",1,1,"0126317001"
"1215","CYCLOSPORIN 100 MG","CAPSULE","ORAL","1",2,"0115996",1,1,"0115996001"
"1216","MEGLUMINE IOXITALAMATE 513 MG|SODIUM IOXITALAMATE 255 MG","SOLUTION","ORAL","2",1,"0226824",1,1,"0226824001"
"1217","CYCLOSPORIN 100 MG","SOLUTION","ORAL","1",2,"0115996",1,1,"0115996001"
"1218","CYCLOSPORIN 25 MG","CAPSULE","ORAL","1",2,"0115996",1,1,"0115996002"
"1219","CYCLOSPORIN 50 MG","CAPSULE","ORAL","1",2,"0115996",1,1,"0115996003"
"1220","LORAZEPAM 0.5 MG","TABLET","SUBLINGUAL","1",2,"0110731",1,1,"0110731003"
"1221","METRONIDAZOLE 0.75 %","GEL","TOPICAL","1",1,"0102572",1,1,"0102572005"
"1222","CARBOPLATIN 10 MG","LIQUID","INTRAVENOUS","1",1,"0117892",1,1,"0117892002"
"1223","METOPROLOL TARTRATE 100 MG","TABLET","ORAL","1",16,"0111923",1,1,"0111923003"
"1224","METOPROLOL TARTRATE 50 MG","TABLET","ORAL","1",16,"0111923",1,1,"0111923002"
"1225","DICYCLOMINE HYDROCHLORIDE 10 MG","SYRUP","ORAL","1",1,"0107449",1,1,"0107449003"
"1226","DICYCLOMINE HYDROCHLORIDE 20 MG","TABLET","ORAL","1",2,"0107449",1,1,"0107449002"
"1227","FENOFIBRATE 200 MG","CAPSULE","ORAL","1",8,"0118895",1,1,"0118895001"
"1228","SUCRALFATE 1 G","SUSPENSION","ORAL","1",1,"0114237",1,1,"0114237003"
"1229","ACETAMINOPHEN 500 MG|DEXTROMETHORPHAN HYDROBROMIDE 15 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","TABLET","ORAL","3",5,"0319503",1,1,"0319503001"
"1230","ACETAMINOPHEN 500 MG|CHLORPHENIRAMINE MALEATE 2 MG|DEXTROMETHORPHAN HYDROBROMIDE 15 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","TABLET","ORAL","4",4,"0414717",1,1,"0414717004"
"1231","OLSALAZINE SODIUM 250 MG","CAPSULE","ORAL","1",1,"0122225",1,1,"0122225002"
"1232","BACITRACIN 500 UNIT","OINTMENT","TOPICAL","1",3,"0105859",1,2,"0105859002, 0105859006"
"1233","EPINEPHRINE 0.01 MG|LIDOCAINE HYDROCHLORIDE 20 MG","LIQUID","BLOCK/INFILTRATION","2",2,"0201284",1,1,"0201284005"
"1234","HYDROCHLOROTHIAZIDE 25 MG|LISINOPRIL 20 MG","TABLET","ORAL","2",7,"0222417",1,1,"0222417002"
"1235","ATENOLOL 100 MG|CHLORTHALIDONE 25 MG","TABLET","ORAL","2",3,"0216877",1,1,"0216877001"
"1236","ATENOLOL 50 MG","TABLET","ORAL","1",17,"0113847",1,1,"0113847002"
"1237","ATENOLOL 100 MG","TABLET","ORAL","1",17,"0113847",1,1,"0113847001"
"1238","TRICLOSAN .3 %","LIQUID","TOPICAL","1",1,"0108865",1,1,"0108865003"
"1239","BACLOFEN 0.5 MG","SOLUTION","INTRATHECAL","1",2,"0113246",1,1,"0113246005"
"1240","BETAMETHASONE DIPROPIONATE .05 %","OINTMENT","TOPICAL","1",2,"0110156",1,1,"0110156002"
"1241","BETAMETHASONE DIPROPIONATE .05 %","LOTION","TOPICAL","1",2,"0110156",1,1,"0110156002"
"1242","SERTRALINE 25 MG","CAPSULE","ORAL","1",18,"0123417",1,1,"0123417003"
"1243","BETAMETHASONE DIPROPIONATE .05 %","CREAM","TOPICAL","1",2,"0110156",1,1,"0110156002"
"1244","FLUCONAZOLE 50 MG","POWDER FOR SOLUTION","ORAL","1",1,"0122529",1,1,"0122529007"
"1245","LIDOCAINE HYDROCHLORIDE 20 MG","SOLUTION","BLOCK/INFILTRATION","1",3,"0101280",1,1,"0101280001"
"1246","LIDOCAINE HYDROCHLORIDE 0.5 %","GEL","TOPICAL","1",2,"0101280",1,1,"0101280003"
"1247","CORTISONE ACETATE 25 MG","TABLET","ORAL","1",1,"0106358",1,1,"0106358002"
"1248","NALOXONE HYDROCHLORIDE 1 MG","LIQUID","INTRAMUSCULAR","1",1,"0108981",1,1,"0108981001"
"1249","NALOXONE HYDROCHLORIDE 1 MG","LIQUID","INTRAVENOUS","1",1,"0108981",1,1,"0108981001"
"1250","NALOXONE HYDROCHLORIDE 1 MG","LIQUID","SUBCUTANEOUS","1",1,"0108981",1,1,"0108981001"
"1251","NALOXONE HYDROCHLORIDE 0.4 MG","LIQUID","INTRAMUSCULAR","1",1,"0108981",1,1,"0108981002"
"1252","NALOXONE HYDROCHLORIDE 0.4 MG","LIQUID","INTRAVENOUS","1",1,"0108981",1,1,"0108981002"
"1253","NALOXONE HYDROCHLORIDE 0.4 MG","LIQUID","SUBCUTANEOUS","1",1,"0108981",1,1,"0108981002"
"1254","CALCIUM CHLORIDE .48 MG|MAGNESIUM CHLORIDE .3 MG|POTASSIUM CHLORIDE .75 MG|SODIUM ACETATE 3.9 MG|SODIUM CHLORIDE 6.4 MG|SODIUM CITRATE 1.7 MG","SOLUTION","ORAL","6",1,"0600055",1,1,"0600055001"
"1255","TRAZODONE HYDROCHLORIDE 150 MG","TABLET","ORAL","1",5,"0115713",1,1,"0115713003"
"1256","TRAZODONE HYDROCHLORIDE 50 MG","TABLET","ORAL","1",8,"0115713",1,1,"0115713001"
"1257","INDAPAMIDE 2.5 MG","TABLET","ORAL","1",11,"0115402",1,1,"0115402001"
"1258","CLARITHROMYCIN 125 MG","GRANULES FOR SUSPENSION","ORAL","1",3,"0123752",1,1,"0123752003"
"1259","SALBUTAMOL 4 MG","TABLET","ORAL","1",1,"0108887",1,1,"0108887002"
"1260","SALBUTAMOL 2 MG","TABLET","ORAL","1",1,"0108887",1,1,"0108887001"
"1261","LOPERAMIDE HYDROCHLORIDE 2 MG","TABLET","ORAL","1",17,"0111332",1,1,"0111332001"
"1262","TRANEXAMIC ACID 500 MG","TABLET","ORAL","1",3,"0114760",1,1,"0114760001"
"1263","TRETINOIN 10 MG","CAPSULE","ORAL","1",1,"0112395",1,1,"0112395005"
"1264","RIFABUTIN 150 MG","CAPSULE","ORAL","1",1,"0124092",1,1,"0124092001"
"1265","DEXTROSE 5 G|NITROGLYCERIN 40 MG","SOLUTION","INTRAVENOUS","2",1,"0227179",1,1,"0227179003"
"1266","DEXTROSE 5 G|NITROGLYCERIN 20 MG","SOLUTION","INTRAVENOUS","2",1,"0227179",1,1,"0227179001"
"1267","THIOGUANINE 40 MG","TABLET","ORAL","1",1,"0109268",1,1,"0109268001"
"1268","ATENOLOL 50 MG|CHLORTHALIDONE 25 MG","TABLET","ORAL","2",3,"0216877",1,1,"0216877002"
"1269","ACETIC ACID 10.8 G|CALCIUM CHLORIDE 7.49 G|DEXTROSE 45 G|MAGNESIUM CHLORIDE 1.61 G|SODIUM CHLORIDE 263 G","SOLUTION","DIALYSIS","5",1,"0517387",1,1,"0517387069"
"1270","ALUMINUM HYDROXIDE 300 MG|MAGNESIUM HYDROXIDE 100 MG|OXETACAINE 10 MG","SUSPENSION","ORAL","3",1,"0324587",1,1,"0324587001"
"1271","ACETIC ACID 8.11 G|CALCIUM CHLORIDE 7.49 G|DEXTROSE 45 G|MAGNESIUM CHLORIDE 2.14 G|POTASSIUM CHLORIDE 5.02 G|SODIUM CHLORIDE 263 G","SOLUTION","DIALYSIS","6",1,"0617386",1,1,"0617386314"
"1272","ACETIC ACID 5.41 G|CALCIUM CHLORIDE 6.24 G|DEXTROSE 45 G|MAGNESIUM CHLORIDE 2.14 G|POTASSIUM CHLORIDE 5.02 G|SODIUM CHLORIDE 263 G","SOLUTION","DIALYSIS","6",1,"0617386",1,1,"0617386315"
"1273","ACETIC ACID 10.8 G|CALCIUM CHLORIDE 7.49 G|DEXTROSE 90 G|MAGNESIUM CHLORIDE 1.61 G|POTASSIUM CHLORIDE 3.35 G|SODIUM CHLORIDE 263 G","SOLUTION","DIALYSIS","6",1,"0617386",1,1,"0617386270"
"1274","ACETIC ACID 10.8 G|CALCIUM CHLORIDE 7.49 G|DEXTROSE 45 G|MAGNESIUM CHLORIDE 1.61 G|POTASSIUM CHLORIDE 3.35 G|SODIUM CHLORIDE 263 G","SOLUTION","DIALYSIS","6",1,"0617386",1,1,"0617386313"
"1275","CHLOROXYLENOL 0.6 %","LIQUID","TOPICAL","1",1,"0106942",1,1,"0106942007"
"1276","LEUCOVORIN 10 MG","SOLUTION","INTRAMUSCULAR","1",1,"0108436",1,1,"0108436002"
"1277","LEUCOVORIN 10 MG","SOLUTION","INTRAVENOUS","1",1,"0108436",1,1,"0108436002"
"1278","FENOTEROL HYDROBROMIDE 0.3125 MG|IPRATROPIUM BROMIDE 0.125 MG","SOLUTION","INHALATION","2",1,"0227239",1,1,"0227239001"
"1279","FENOTEROL HYDROBROMIDE 0.3125 MG|IPRATROPIUM BROMIDE 0.125 MG","SOLUTION","ORAL","2",1,"0227239",1,1,"0227239001"
"1280","MESALAZINE 500 MG","SUPPOSITORY","RECTAL","1",1,"0116808",1,1,"0116808002"
"1281","DICYCLOMINE HYDROCHLORIDE 10 MG","TABLET","ORAL","1",2,"0107449",1,1,"0107449001"
"1282","APRACLONIDINE .5 %","LIQUID","OPHTHALMIC","1",1,"0122471",1,1,"0122471002"
"1283","PENTAZOCINE 50 MG","TABLET","ORAL","1",1,"0108852",1,1,"0108852002"
"1284","DALTEPARIN SODIUM 10000 UNIT","SOLUTION","INTRAVENOUS","1",2,"0126861",1,2,"0126861003, 0126861002"
"1285","DALTEPARIN SODIUM 10000 UNIT","SOLUTION","SUBCUTANEOUS","1",2,"0126861",1,2,"0126861003, 0126861002"
"1286","DICLOFENAC SODIUM 75 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",7,"0114417",1,1,"0114417005"
"1287","HYDROCORTISONE ACETATE 0.5 %|ZINC SULFATE 0.5 %","OINTMENT","RECTAL","2",4,"0214222",1,1,"0214222001"
"1288","HYDROCORTISONE ACETATE 0.5 %|ZINC SULFATE 0.5 %","OINTMENT","TOPICAL","2",3,"0214222",1,1,"0214222001"
"1289","GENTAMICIN 1 MG","SOLUTION","INTRAVENOUS","1",1,"0105695",1,1,"0105695001"
"1290","GENTAMICIN 1.6 MG","SOLUTION","INTRAVENOUS","1",1,"0105695",1,1,"0105695010"
"1291","ACETIC ACID 10.8 G|CALCIUM CHLORIDE 7.49 G|DEXTROSE 90 G|MAGNESIUM CHLORIDE 1.61 G|POTASSIUM CHLORIDE 6.7 G|SODIUM CHLORIDE 263 G","SOLUTION","DIALYSIS","6",1,"0617386",1,1,"0617386273"
"1292","PYRAZINAMIDE 500 MG","TABLET","ORAL","1",2,"0107627",1,1,"0107627001"
"1293","DESMOPRESSIN ACETATE 15 MCG","LIQUID","INTRAVENOUS","1",1,"0112050",1,1,"0112050002"
"1294","DESMOPRESSIN ACETATE 15 MCG","LIQUID","SUBCUTANEOUS","1",1,"0112050",1,1,"0112050002"
"1295","HYDROCHLOROTHIAZIDE 50 MG","TABLET","ORAL","1",7,"0101048",1,1,"0101048001"
"1296","SODIUM CITRATE 90 MG|SODIUM LAURYL SULFOACETATE 9 MG|SORBITOL 625 MG","ENEMA","RECTAL","3",1,"0317360",1,1,"0317360001"
"1297","SODIUM CITRATE 90 MG|SODIUM LAURYL SULFOACETATE 9 MG|SORBITOL 625 MG","LIQUID","RECTAL","3",1,"0317360",1,1,"0317360001"
"1298","EPINEPHRINE 5 MCG|LIDOCAINE HYDROCHLORIDE 20 MG","LIQUID","EPIDURAL","2",1,"0201284",1,1,"0201284006"
"1299","DALTEPARIN SODIUM 5000 UNIT","SOLUTION","INTRAVENOUS","1",1,"0126861",1,1,"0126861002"
"1300","DALTEPARIN SODIUM 5000 UNIT","SOLUTION","SUBCUTANEOUS","1",1,"0126861",1,1,"0126861002"
"1301","DALTEPARIN SODIUM 2500 UNIT","SOLUTION","INTRAVENOUS","1",2,"0126861",1,1,"0126861001"
"1302","DALTEPARIN SODIUM 2500 UNIT","SOLUTION","SUBCUTANEOUS","1",2,"0126861",1,1,"0126861001"
"1303","CALCIUM CHLORIDE 7.45 G","POWDER","DIALYSIS","1",2,"0108565",1,1,"0108565027"
"1304","ALDESLEUKIN 22000000 UNIT","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0126785",1,1,"0126785001"
"1305","HYDROMORPHONE HYDROCHLORIDE 2 MG","SOLUTION","INTRAMUSCULAR","1",1,"0108698",1,1,"0108698003"
"1306","HYDROMORPHONE HYDROCHLORIDE 2 MG","SOLUTION","INTRAVENOUS","1",1,"0108698",1,1,"0108698003"
"1307","HYDROMORPHONE HYDROCHLORIDE 2 MG","SOLUTION","SUBCUTANEOUS","1",1,"0108698",1,1,"0108698003"
"1308","MEPERIDINE HYDROCHLORIDE 50 MG","TABLET","ORAL","1",1,"0104542",1,1,"0104542001"
"1309","DEXTROSE 222.7 G","POWDER","DIALYSIS","1",1,"0102181",1,1,"0102181007"
"1310","CALCIUM CHLORIDE 14.9 G","POWDER","DIALYSIS","1",1,"0108565",1,1,"0108565025"
"1311","HYDROMORPHONE HYDROCHLORIDE 10 MG","SOLUTION","INTRAMUSCULAR","1",2,"0108698",1,1,"0108698001"
"1312","HYDROMORPHONE HYDROCHLORIDE 10 MG","SOLUTION","INTRAVENOUS","1",2,"0108698",1,1,"0108698001"
"1313","HYDROMORPHONE HYDROCHLORIDE 10 MG","SOLUTION","SUBCUTANEOUS","1",2,"0108698",1,1,"0108698001"
"1314","HYDROMORPHONE HYDROCHLORIDE 50 MG","SOLUTION","INTRAMUSCULAR","1",1,"0108698",1,1,"0108698008"
"1315","HYDROMORPHONE HYDROCHLORIDE 50 MG","SOLUTION","INTRAVENOUS","1",1,"0108698",1,1,"0108698008"
"1316","HYDROMORPHONE HYDROCHLORIDE 50 MG","SOLUTION","SUBCUTANEOUS","1",1,"0108698",1,1,"0108698008"
"1317","HYDROMORPHONE HYDROCHLORIDE 20 MG","SOLUTION","INTRAMUSCULAR","1",1,"0108698",1,1,"0108698009"
"1318","HYDROMORPHONE HYDROCHLORIDE 20 MG","SOLUTION","INTRAVENOUS","1",1,"0108698",1,1,"0108698009"
"1319","HYDROMORPHONE HYDROCHLORIDE 20 MG","SOLUTION","SUBCUTANEOUS","1",1,"0108698",1,1,"0108698009"
"1320","PRIMAQUINE PHOSPHATE 26.3 MG","TABLET","ORAL","1",1,"0152571",1,1,"0152571001"
"1321","ACETYLSALICYLIC ACID 80 MG","TABLET (CHEWABLE)","ORAL","1",7,"0101169",1,1,"0101169013"
"1322","OXYBUTYNIN CHLORIDE 5 MG","TABLET","ORAL","1",8,"0114692",1,1,"0114692001"
"1323","TRANEXAMIC ACID 100 MG","SOLUTION","INTRAVENOUS","1",4,"0114760",1,1,"0114760002"
"1324","INDIGO CARMINE 0.8 %","SOLUTION","INTRAMUSCULAR","1",1,"0107536",1,1,"0107536001"
"1325","INDIGO CARMINE 0.8 %","SOLUTION","INTRAVENOUS","1",1,"0107536",1,1,"0107536001"
"1326","INDOCYANINE GREEN 25 MG","POWDER","INTRAVENOUS","1",1,"0150962",1,1,"0150962001"
"1327","SODIUM CHLORIDE 146 MG","SOLUTION","INTRAVENOUS","1",1,"0100053",1,1,"0100053006"
"1328","DEXRAZOXANE 250 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0152586",1,1,"0152586001"
"1329","DEXRAZOXANE 500 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0152586",1,1,"0152586002"
"1330","SOYBEAN OIL 10 %","EMULSION","INTRAVENOUS","1",1,"0124460",1,1,"0124460002"
"1331","MAPROTILINE HYDROCHLORIDE 75 MG","TABLET","ORAL","1",1,"0111022",1,1,"0111022001"
"1332","MAPROTILINE HYDROCHLORIDE 50 MG","TABLET","ORAL","1",1,"0111022",1,1,"0111022004"
"1333","MAPROTILINE HYDROCHLORIDE 25 MG","TABLET","ORAL","1",1,"0111022",1,1,"0111022003"
"1334","OFLOXACIN 0.3 %","SOLUTION","OPHTHALMIC","1",3,"0122759",1,1,"0122759007"
"1335","MESALAZINE 1 G","SUPPOSITORY","RECTAL","1",1,"0116808",1,1,"0116808009"
"1336","MESALAZINE 4 G","ENEMA","RECTAL","1",1,"0116808",1,1,"0116808004"
"1337","MESALAZINE 4 G","LIQUID","RECTAL","1",1,"0116808",1,1,"0116808004"
"1338","MESALAZINE 1 G","ENEMA","RECTAL","1",1,"0116808",1,1,"0116808005"
"1339","MESALAZINE 1 G","LIQUID","RECTAL","1",1,"0116808",1,1,"0116808005"
"1340","PROGESTERONE 100 MG","CAPSULE","ORAL","1",2,"0106327",1,1,"0106327002"
"1341","EPIRUBICIN HYDROCHLORIDE 2 MG","SOLUTION","INTRAVENOUS","1",4,"0116901",1,1,"0116901002"
"1342","MESALAZINE 4 G","SUSPENSION","RECTAL","1",1,"0116808",1,1,"0116808007"
"1343","MESALAZINE 2 G","SUSPENSION","RECTAL","1",1,"0116808",1,1,"0116808006"
"1344","NITROUS OXIDE 50 %|OXYGEN 50 %","GAS","INHALATION","2",3,"0213352",1,1,"0213352001"
"1345","LANSOPRAZOLE 15 MG","CAPSULE (DELAYED RELEASE)","ORAL","1",11,"0127666",1,2,"0127666002, 0127666003"
"1346","LANSOPRAZOLE 30 MG","CAPSULE (DELAYED RELEASE)","ORAL","1",12,"0127666",1,2,"0127666001, 0127666004"
"1347","CALCIPOTRIOL 50 MCG","CREAM","TOPICAL","1",1,"0123661",1,1,"0123661001"
"1348","PANCURONIUM BROMIDE 2 MG","SOLUTION","INTRAVENOUS","1",1,"0108894",1,1,"0108894001"
"1349","DEXTROSE 20 G|GLYCINE 1.04 G|HISTIDINE 220 MG|L-ALANINE 1.04 G|L-ARGININE 520 MG|L-ISOLEUCINE 240 MG|L-LEUCINE HYDROCHLORIDE 310 MG|L-LYSINE HYDROCHLORIDE 290 MG|L-PHENYLALANINE HYDROCHLORIDE 310 MG|L-PROLINE 210 MG|L-THREONINE 210 MG|L-TYROSINE 20 MG|L-VALINE 230 MG|METHIONINE 290 MG|TRYPTOPHAN 90 MG","SOLUTION","INTRAVENOUS","15",1,"1550853",1,1,"1550853014"
"1350","COLESTIPOL HYDROCHLORIDE 5 G","GRANULES","ORAL","1",2,"0113064",1,2,"0113064005, 0113064001"
"1351","AVOBENZONE 2 %|OCTINOXATE 7.5 %|OXYBENZONE 3 %","CREAM","TOPICAL","3",1,"0322013",1,1,"0322013005"
"1352","HYDROMORPHONE HYDROCHLORIDE 3 MG","CAPSULE (SUSTAINED-RELEASE)","ORAL","1",1,"0108698",1,1,"0108698002"
"1353","HYDROMORPHONE HYDROCHLORIDE 6 MG","CAPSULE (SUSTAINED-RELEASE)","ORAL","1",1,"0108698",1,1,"0108698010"
"1354","DICYCLOMINE HYDROCHLORIDE 10 MG","CAPSULE","ORAL","1",3,"0107449",1,1,"0107449001"
"1355","BENZOCAINE 7.5 MG|CETALKONIUM CHLORIDE 5 MG","LOZENGE","ORAL","2",1,"0202486",1,1,"0202486001"
"1356","CHOLINE 2.222 MG|INOSITOL 2.222 MG|NICOTINAMIDE 1.111 MG|PIPRADROL HYDROCHLORIDE 0.044 MG|PYRIDOXINE HYDROCHLORIDE 0.042 MG|THIAMINE HYDROCHLORIDE 0.222 MG|VITAMIN B2 0.111 MG","ELIXIR","ORAL","7",1,"0707644",1,1,"0707644001"
"1357","DROPERIDOL 2.5 MG","SOLUTION","INTRAMUSCULAR","1",1,"0101836",1,1,"0101836001"
"1358","DROPERIDOL 2.5 MG","SOLUTION","INTRAVENOUS","1",1,"0101836",1,1,"0101836001"
"1359","VERAPAMIL HYDROCHLORIDE 2.5 MG","LIQUID","INTRAVENOUS","1",1,"0113846",1,1,"0113846005"
"1360","COLESTIPOL HYDROCHLORIDE 1 G","TABLET","ORAL","1",1,"0113064",1,1,"0113064002"
"1361","PIPERONYL BUTOXIDE 3 %|PYRETHRINS 0.33 %","SHAMPOO","TOPICAL","2",1,"0207439",1,1,"0207439002"
"1362","ESTRADIOL 2 MG","RING (SLOW-RELEASE)","VAGINAL","1",1,"0106457",1,1,"0106457001"
"1363","GLUTAMIC ACID 738 MG|GLYCINE 500 MG|HISTIDINE 300 MG|L-ALANINE 993 MG|L-ARGININE 1.018 G|L-ASPARTIC ACID 700 MG|L-ISOLEUCINE 660 MG|L-LEUCINE 1 G|L-LYSINE 1.05 G|L-PHENYLALANINE 298 MG|L-PROLINE 722 MG|L-THREONINE 400 MG|L-VALINE 500 MG|METHIONINE 172 MG|N-ACETYL-L-TYROSINE 270 MG|SERINE 530 MG|TRYPTOPHAN 200 MG","SOLUTION","INTRAVENOUS","17",1,"1750888",1,1,"1750888006"
"1364","SOYBEAN OIL 20 %","EMULSION","INTRAVENOUS","1",1,"0124460",1,1,"0124460003"
"1365","OXYGEN 100 %","GAS","INHALATION","1",4,"0110469",1,1,"0110469001"
"1366","DOXORUBICIN HYDROCHLORIDE 2 MG","SOLUTION","INTRAVENOUS","1",7,"0110825",1,1,"0110825002"
"1367","DOXORUBICIN HYDROCHLORIDE 2 MG","SOLUTION","INTRAVESICAL","1",6,"0110825",1,1,"0110825002"
"1368","IODIXANOL 550 MG","SOLUTION","INTRA-ARTERIAL","1",1,"0126988",1,1,"0126988001"
"1369","IODIXANOL 550 MG","SOLUTION","INTRAVENOUS","1",1,"0126988",1,1,"0126988001"
"1370","DEXTROSE 70 G","SOLUTION","INTRAVENOUS","1",1,"0102181",1,1,"0102181015"
"1371","D&C RED NO. 28 5 MG","TABLET","DENTAL","1",1,"0118102",1,1,"0118102001"
"1372","IODIXANOL 652 MG","SOLUTION","INTRA-ARTERIAL","1",1,"0126988",1,1,"0126988002"
"1373","IODIXANOL 652 MG","SOLUTION","INTRAVENOUS","1",1,"0126988",1,1,"0126988002"
"1374","ALUMINUM HYDROXIDE 165 MG|MAGNESIUM HYDROXIDE 200 MG|SIMETHICONE 25 MG","SUSPENSION","ORAL","3",1,"0331160",1,1,"0331160009"
"1375","FLUPENTIXOL DECANOATE 100 MG","SOLUTION","INTRAMUSCULAR","1",2,"0114584",1,1,"0114584002"
"1376","FLUPENTIXOL 0.5 MG","TABLET","ORAL","1",1,"0131297",1,1,"0131297001"
"1377","FLUPENTIXOL 3 MG","TABLET","ORAL","1",1,"0131297",1,1,"0131297002"
"1378","PILOCARPINE NITRATE 2 %","DROPS","OPHTHALMIC","1",1,"0107359",1,1,"0107359002"
"1379","FLUORESCEIN SODIUM 2 %","SOLUTION","OPHTHALMIC","1",1,"0107752",1,1,"0107752004"
"1380","TETRACAINE HYDROCHLORIDE 1 %","DROPS","OPHTHALMIC","1",1,"0107246",1,1,"0107246002"
"1381","PREDNISOLONE SODIUM PHOSPHATE 0.5 %","DROPS","OPHTHALMIC","1",1,"0106288",1,1,"0106288003"
"1382","PREDNISOLONE SODIUM PHOSPHATE 0.5 %","DROPS","TOPICAL","1",1,"0106288",1,1,"0106288003"
"1383","TETRACAINE HYDROCHLORIDE 0.5 %","DROPS","OPHTHALMIC","1",1,"0107246",1,1,"0107246001"
"1384","ETHINYL ESTRADIOL 30 MCG|LEVONORGESTREL 150 MCG","TABLET","ORAL","2",4,"0220415",1,2,"0220415004, 0220415001"
"1385","TROPICAMIDE 1 %","DROPS","OPHTHALMIC","1",1,"0107663",1,1,"0107663001"
"1386","PHENYLEPHRINE HYDROCHLORIDE 10 %","DROPS","OPHTHALMIC","1",1,"0100662",1,1,"0100662005"
"1387","FAMCICLOVIR 500 MG","TABLET","ORAL","1",6,"0127885",1,1,"0127885002"
"1388","DOCUSATE SODIUM 4 MG","SYRUP","ORAL","1",5,"0104351",1,1,"0104351003"
"1389","TIMOLOL 0.25 %","SOLUTION (LONG-ACTING)","OPHTHALMIC","1",1,"0131275",1,1,"0131275001"
"1390","TIMOLOL 0.5 %","SOLUTION (LONG-ACTING)","OPHTHALMIC","1",1,"0131275",1,1,"0131275002"
"1391","SOTALOL HYDROCHLORIDE 160 MG","TABLET","ORAL","1",12,"0113778",1,1,"0113778001"
"1392","BUFFER SOLUTION 10 ML|MELPHALAN 50 MG","KIT","INTRAVENOUS","2",1,"0225962",1,1,"0225962001"
"1393","BUFFER SOLUTION 10 ML|MELPHALAN 50 MG","LIQUID","INTRAVENOUS","2",1,"0225962",1,1,"0225962001"
"1394","BUFFER SOLUTION 10 ML|MELPHALAN 50 MG","POWDER FOR SOLUTION","INTRAVENOUS","2",1,"0225962",1,1,"0225962001"
"1395","POLYVINYL ALCOHOL 1.4 %","DROPS","OPHTHALMIC","1",1,"0107589",1,1,"0107589001"
"1396","ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL 300 MG|MAGNESIUM HYDROXIDE 100 MG|SIMETHICONE 25 MG","TABLET","ORAL","3",1,"0348121",1,1,"0348121001"
"1397","FLUPENTIXOL DECANOATE 20 MG","SOLUTION","INTRAMUSCULAR","1",1,"0114584",1,1,"0114584001"
"1398","VALPROIC ACID 250 MG","CAPSULE","ORAL","1",7,"0112996",1,1,"0112996001"
"1399","TRICLOSAN 0.1 %","LOTION","TOPICAL (HOUSEHOLD)","1",1,"0108865",1,1,"0108865005"
"1400","DIMERCAPROL 100 MG","SOLUTION","INTRAMUSCULAR","1",1,"0107719",1,1,"0107719001"
"1401","DEXTROSE 40 G","SOLUTION","INTRAVENOUS","1",1,"0102181",1,1,"0102181016"
"1402","DEXTROSE 50 G","SOLUTION","INTRAVENOUS","1",1,"0102181",1,1,"0102181001"
"1403","DEXTROSE 33.3 G","SOLUTION","INTRAVENOUS","1",1,"0102181",1,1,"0102181005"
"1404","DEXTROSE 20 G","SOLUTION","INTRAVENOUS","1",1,"0102181",1,1,"0102181004"
"1405","METFORMIN HYDROCHLORIDE 850 MG","TABLET","ORAL","1",21,"0101773",1,1,"0101773002"
"1406","PHENYLEPHRINE HYDROCHLORIDE 2.5 %","DROPS","OPHTHALMIC","1",1,"0100662",1,1,"0100662002"
"1407","ATROPINE SULFATE 1 %","DROPS","OPHTHALMIC","1",1,"0104748",1,1,"0104748001"
"1408","DANAPAROID SODIUM 750 UNIT","SOLUTION","INTRAVENOUS","1",1,"0126753",1,1,"0126753002"
"1409","DANAPAROID SODIUM 750 UNIT","SOLUTION","SUBCUTANEOUS","1",1,"0126753",1,1,"0126753002"
"1410","BECLOMETHASONE DIPROPIONATE 50 MCG","METERED-DOSE AEROSOL","NASAL","1",2,"0106320",1,1,"0106320002"
"1411","BECLOMETHASONE DIPROPIONATE 50 MCG","SUSPENSION","NASAL","1",2,"0106320",1,1,"0106320002"
"1412","MORPHINE SULFATE 200 MG","CAPSULE (EXTENDED RELEASE)","ORAL","1",1,"0104545",1,1,"0104545013"
