"","ACTIVE_INGREDIENT_CODE","n_names","ingredient_names","basis_of_strength_ing","precise_ing"
"1147","12108",1,"BIMATOPROST","BIMATOPROST","BIMATOPROST"
"1148","6584",1,"POLYCARBOPHIL (CALCIUM POLYCARBOPHIL)","POLYCARBOPHIL","CALCIUM POLYCARBOPHIL"
"1149","5863",1,"METHAZOLAMIDE","METHAZOLAMIDE","METHAZOLAMIDE"
"1150","12770",1,"PALIVIZUMAB","PALIVIZUMAB","PALIVIZUMAB"
"1151","12604",1,"ANAKINRA","ANAKINRA","ANAKINRA"
"1152","1188",1,"CARVEDILOL","CARVEDILOL","CARVEDILOL"
"1153","12790",1,"THYROTROPIN ALFA","THYROTROPIN ALFA","THYROTROPIN ALFA"
"1154","12036",1,"PEGINTERFERON ALFA-2B","PEGINTERFERON ALFA-2B","PEGINTERFERON ALFA-2B"
"1155","11229",1,"FLUNARIZINE (FLUNARIZINE HYDROCHLORIDE)","FLUNARIZINE","FLUNARIZINE HYDROCHLORIDE"
"1156","6353",1,"ZINC ACETATE","ZINC ACETATE","ZINC ACETATE"
"1157","11349",1,"FLUDARABINE PHOSPHATE","FLUDARABINE PHOSPHATE","FLUDARABINE PHOSPHATE"
"1158","12945",1,"BIVALIRUDIN","BIVALIRUDIN","BIVALIRUDIN"
"1159","12594",1,"TREPROSTINIL (TREPROSTINIL SODIUM)","TREPROSTINIL","TREPROSTINIL SODIUM"
"1160","11241",1,"PIPERACILLIN (PIPERACILLIN SODIUM)","PIPERACILLIN","PIPERACILLIN SODIUM"
"1161","9921",1,"CALCIUM POLYCARBOPHIL","CALCIUM POLYCARBOPHIL","CALCIUM POLYCARBOPHIL"
"1162","13057",1,"TIOTROPIUM (TIOTROPIUM BROMIDE MONOHYDRATE)","TIOTROPIUM","TIOTROPIUM BROMIDE MONOHYDRATE"
"1163","12118",1,"ANTI-THYMOCYTE GLOBULIN (RABBIT)","ANTI-THYMOCYTE GLOBULIN","RABBIT"
"1164","13107",1,"LEVETIRACETAM","LEVETIRACETAM","LEVETIRACETAM"
"1165","12251",1,"TENOFOVIR DISOPROXIL FUMARATE","TENOFOVIR DISOPROXIL FUMARATE","TENOFOVIR DISOPROXIL FUMARATE"
"1166","13123",1,"ROSUVASTATIN (ROSUVASTATIN CALCIUM)","ROSUVASTATIN","ROSUVASTATIN CALCIUM"
"1167","12357",1,"VIBRIO CHOLERAE INABA 6973 E1 TOR BIOTYPE, FORMALIN INACTIVATED","VIBRIO CHOLERAE INABA 6973 E1 TOR BIOTYPE, FORMALIN INACTIVATED","VIBRIO CHOLERAE INABA 6973 E1 TOR BIOTYPE, FORMALIN INACTIVATED"
"1168","12358",1,"VIBRIO CHOLERAE INABA 48 CLASSICAL BIOTYPE, HEAT INACTIVATED","VIBRIO CHOLERAE INABA 48 CLASSICAL BIOTYPE, HEAT INACTIVATED","VIBRIO CHOLERAE INABA 48 CLASSICAL BIOTYPE, HEAT INACTIVATED"
"1169","12359",1,"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED"
"1170","12360",1,"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED"
"1171","12361",1,"RECOMBINANT CHOLERA TOXIN B SUBUNIT","RECOMBINANT CHOLERA TOXIN B SUBUNIT","RECOMBINANT CHOLERA TOXIN B SUBUNIT"
"1172","12077",1,"PIMECROLIMUS","PIMECROLIMUS","PIMECROLIMUS"
"1173","9260",1,"CROTAMITON","CROTAMITON","CROTAMITON"
"1174","5904",1,"DOMIPHEN BROMIDE","DOMIPHEN BROMIDE","DOMIPHEN BROMIDE"
"1175","9206",1,"DIBUCAINE","DIBUCAINE","DIBUCAINE"
"1176","4803",1,"CALCIUM (CALCIUM CARBONATE)","CALCIUM","CALCIUM CARBONATE"
"1177","13153",1,"ERTAPENEM (ERTAPENEM SODIUM)","ERTAPENEM","ERTAPENEM SODIUM"
"1178","1218",1,"BISOPROLOL FUMARATE","BISOPROLOL FUMARATE","BISOPROLOL FUMARATE"
"1179","12754",1,"EZETIMIBE","EZETIMIBE","EZETIMIBE"
"1180","10212",1,"POVIDONE","POVIDONE","POVIDONE"
"1181","13031",1,"ENFUVIRTIDE","ENFUVIRTIDE","ENFUVIRTIDE"
"1182","5642",1,"NAPHAZOLINE NITRATE","NAPHAZOLINE NITRATE","NAPHAZOLINE NITRATE"
"1183","13214",1,"ALLERGENIC EXTRACTS POLLENS","ALLERGENIC EXTRACTS POLLENS","ALLERGENIC EXTRACTS POLLENS"
"1184","13215",1,"ALLERGENIC EXTRACT NON-POLLEN","ALLERGENIC EXTRACT NON-POLLEN","ALLERGENIC EXTRACT NON-POLLEN"
"1185","13224",1,"CETRORELIX (CETRORELIX ACETATE)","CETRORELIX","CETRORELIX ACETATE"
"1186","7369",1,"MENOTROPINS","MENOTROPINS","MENOTROPINS"
"1187","1744",1,"FOSINOPRIL SODIUM","FOSINOPRIL SODIUM","FOSINOPRIL SODIUM"
"1188","12580",1,"DUTASTERIDE","DUTASTERIDE","DUTASTERIDE"
"1189","13233",1,"ADEFOVIR DIPIVOXIL","ADEFOVIR DIPIVOXIL","ADEFOVIR DIPIVOXIL"
"1190","13246",1,"PEGINTERFERON ALFA-2A","PEGINTERFERON ALFA-2A","PEGINTERFERON ALFA-2A"
"1191","12346",1,"TADALAFIL","TADALAFIL","TADALAFIL"
"1192","13247",1,"ALMOTRIPTAN (ALMOTRIPTAN MALATE)","ALMOTRIPTAN","ALMOTRIPTAN MALATE"
"1193","11457",1,"FOLLITROPIN ALFA","FOLLITROPIN ALFA","FOLLITROPIN ALFA"
"1194","11173",1,"ALFENTANIL (ALFENTANIL HYDROCHLORIDE)","ALFENTANIL","ALFENTANIL HYDROCHLORIDE"
"1195","12774",1,"BUTANEDIOL","BUTANEDIOL","BUTANEDIOL"
"1196","8887",1,"PROPYL ALCOHOL","PROPYL ALCOHOL","PROPYL ALCOHOL"
"1197","11705",2,"LEVOFLOXACIN|LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)","LEVOFLOXACIN","LEVOFLOXACIN HEMIHYDRATE"
"1198","12024",1,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","ZOLEDRONIC ACID","Zoledronic acid monohydrate"
"1199","12172",1,"NORELGESTROMIN","NORELGESTROMIN","NORELGESTROMIN"
"1200","12297",1,"GADOBENATE DIMEGLUMINE","GADOBENATE DIMEGLUMINE","GADOBENATE DIMEGLUMINE"
"1201","13268",1,"RASBURICASE","RASBURICASE","RASBURICASE"
"1202","1923",1,"TRIFLURIDINE","TRIFLURIDINE","TRIFLURIDINE"
"1203","13026",1,"ATAZANAVIR (ATAZANAVIR SULFATE)","ATAZANAVIR","ATAZANAVIR SULFATE"
"1204","13276",1,"FULVESTRANT","FULVESTRANT","FULVESTRANT"
"1205","234",1,"POLYETHYLENE GLYCOL 400","POLYETHYLENE GLYCOL 400","POLYETHYLENE GLYCOL 400"
"1206","13090",1,"GEFITINIB","GEFITINIB","GEFITINIB"
"1207","6363",1,"ETHOSUXIMIDE","ETHOSUXIMIDE","ETHOSUXIMIDE"
"1208","8295",1,"DEXTROAMPHETAMINE SACCHARATE","DEXTROAMPHETAMINE SACCHARATE","DEXTROAMPHETAMINE SACCHARATE"
"1209","8300",1,"AMPHETAMINE ASPARTATE MONOHYDRATE","AMPHETAMINE ASPARTATE MONOHYDRATE","AMPHETAMINE ASPARTATE MONOHYDRATE"
"1210","8309",1,"AMPHETAMINE SULFATE","AMPHETAMINE SULFATE","AMPHETAMINE SULFATE"
"1211","13296",1,"AGALSIDASE BETA","AGALSIDASE BETA","AGALSIDASE BETA"
"1212","1227",1,"FLUMAZENIL","FLUMAZENIL","FLUMAZENIL"
"1213","12313",1,"PEGFILGRASTIM","PEGFILGRASTIM","PEGFILGRASTIM"
"1214","11309",1,"CEFTRIAXONE (CEFTRIAXONE SODIUM)","CEFTRIAXONE","CEFTRIAXONE SODIUM"
"1215","13311",1,"VARDENAFIL (VARDENAFIL HYDROCHLORIDE)","VARDENAFIL","VARDENAFIL HYDROCHLORIDE"
"1216","13313",1,"MIGLUSTAT","MIGLUSTAT","MIGLUSTAT"
"1217","12378",1,"CICLOPIROX","CICLOPIROX","CICLOPIROX"
"1218","13317",1,"HYPROLOSE","HYPROLOSE","HYPROLOSE"
"1219","4922",2,"VITAMIN D3|VITAMIN D3 (CHOLECALCIFEROL)","VITAMIN D3","CHOLECALCIFEROL"
"1220","13323",1,"ETONOGESTREL","ETONOGESTREL","ETONOGESTREL"
"1221","12429",1,"IMATINIB (IMATINIB MESYLATE)","IMATINIB","IMATINIB MESYLATE"
"1222","13326",1,"PEMETREXED (PEMETREXED DISODIUM)","PEMETREXED","PEMETREXED DISODIUM"
"1223","13106",1,"LARONIDASE","LARONIDASE","LARONIDASE"
"1224","13330",1,"TERIPARATIDE","TERIPARATIDE","TERIPARATIDE"
"1225","13333",1,"OXYBUTYNIN","OXYBUTYNIN","OXYBUTYNIN"
"1226","13334",1,"SODIUM PICOSULFATE","SODIUM PICOSULFATE","SODIUM PICOSULFATE"
"1227","13346",1,"ELETRIPTAN (ELETRIPTAN HYDROBROMIDE)","ELETRIPTAN","ELETRIPTAN HYDROBROMIDE"
"1228","13348",1,"VORICONAZOLE","VORICONAZOLE","VORICONAZOLE"
"1229","13350",2,"FROVATRIPTAN (FROVATRIPTAN SUCCINATE)|FROVATRIPTAN (Frovatriptan Succinate Monohydrate)","FROVATRIPTAN","FROVATRIPTAN SUCCINATE|Frovatriptan Succinate Monohydrate"
"1230","13352",1,"CINACALCET (CINACALCET HYDROCHLORIDE)","CINACALCET","CINACALCET HYDROCHLORIDE"
"1231","12056",1,"GATIFLOXACIN","GATIFLOXACIN","GATIFLOXACIN"
"1232","11350",1,"VINORELBINE (VINORELBINE TARTRATE)","VINORELBINE","VINORELBINE TARTRATE"
"1233","13356",1,"ADALIMUMAB","ADALIMUMAB","ADALIMUMAB"
"1234","10011",1,"IODOFORM","IODOFORM","IODOFORM"
"1235","14593",1,"THIAMAZOLE","THIAMAZOLE","THIAMAZOLE"
"1236","13365",1,"OMALIZUMAB","OMALIZUMAB","OMALIZUMAB"
"1237","13366",1,"MEMANTINE HYDROCHLORIDE","MEMANTINE HYDROCHLORIDE","MEMANTINE HYDROCHLORIDE"
"1238","13371",1,"VON WILLEBRAND FACTOR (HUMAN)","VON WILLEBRAND FACTOR","HUMAN"
"1239","9847",1,"ANTIHEMOPHILIC FACTOR (HUMAN)","ANTIHEMOPHILIC FACTOR","HUMAN"
"1240","11268",1,"CEFOTAXIME (CEFOTAXIME SODIUM)","CEFOTAXIME","CEFOTAXIME SODIUM"
"1241","13372",1,"FOSAMPRENAVIR (FOSAMPRENAVIR CALCIUM)","FOSAMPRENAVIR","FOSAMPRENAVIR CALCIUM"
"1242","13375",1,"DROSPIRENONE","DROSPIRENONE","DROSPIRENONE"
"1243","12389",1,"CHORIOGONADOTROPIN ALPHA","CHORIOGONADOTROPIN ALPHA","CHORIOGONADOTROPIN ALPHA"
"1244","13053",1,"BORTEZOMIB (BORTEZOMIB MANNITOL BORONIC ESTER)","BORTEZOMIB","BORTEZOMIB MANNITOL BORONIC ESTER"
"1245","13584",1,"ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE)","ATOMOXETINE","ATOMOXETINE HYDROCHLORIDE"
"1246","13585",2,"ESCITALOPRAM|ESCITALOPRAM (ESCITALOPRAM OXALATE)","ESCITALOPRAM","ESCITALOPRAM OXALATE"
"1247","2139",1,"MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)","MYCOPHENOLIC ACID","MYCOPHENOLATE SODIUM"
"1248","13904",1,"TRAMADOL HYDROCHLORIDE","TRAMADOL HYDROCHLORIDE","TRAMADOL HYDROCHLORIDE"
"1249","20190",1,"INSULIN ASPART PROTAMINE","INSULIN ASPART PROTAMINE","INSULIN ASPART PROTAMINE"
"1250","13359",1,"DELTA-9-TETRAHYDROCANNABINOL (CANNABIS SATIVA EXTRACT)","DELTA-9-TETRAHYDROCANNABINOL","CANNABIS SATIVA EXTRACT"
"1251","14448",1,"CANNABIDIOL (CANNABIS SATIVA EXTRACT)","CANNABIDIOL","CANNABIS SATIVA EXTRACT"
"1252","12329",1,"GALANTAMINE (GALANTAMINE HYDROBROMIDE)","GALANTAMINE","GALANTAMINE HYDROBROMIDE"
"1253","15082",1,"RABIES VACCINE INACTIVATED (PURIFIED CHICK EMBRYO CELL CULTURE)","RABIES VACCINE INACTIVATED","PURIFIED CHICK EMBRYO CELL CULTURE"
"1254","306",1,"UROFOLLITROPIN","UROFOLLITROPIN","UROFOLLITROPIN"
"1255","15411",1,"SODIUM OXYBATE","SODIUM OXYBATE","SODIUM OXYBATE"
"1256","15568",1,"PREGABALIN","PREGABALIN","PREGABALIN"
"1257","12481",1,"ERLOTINIB (ERLOTINIB HYDROCHLORIDE)","ERLOTINIB","ERLOTINIB HYDROCHLORIDE"
"1258","15875",1,"LUTROPIN ALFA","LUTROPIN ALFA","LUTROPIN ALFA"
"1259","12888",1,"HUMAN PLASMA PROTEINS","HUMAN PLASMA PROTEINS","HUMAN PLASMA PROTEINS"
"1260","11780",1,"TAMSULOSIN HYDROCHLORIDE","TAMSULOSIN HYDROCHLORIDE","TAMSULOSIN HYDROCHLORIDE"
"1261","277",1,"AZELAIC ACID","AZELAIC ACID","AZELAIC ACID"
"1262","16163",1,"NITRIC OXIDE","NITRIC OXIDE","NITRIC OXIDE"
"1263","16200",1,"BEVACIZUMAB","BEVACIZUMAB","BEVACIZUMAB"
"1264","13175",1,"CETUXIMAB","CETUXIMAB","CETUXIMAB"
"1265","13104",1,"INSULIN DETEMIR","INSULIN DETEMIR","INSULIN DETEMIR"
"1266","16516",1,"EMTRICITABINE","EMTRICITABINE","EMTRICITABINE"
"1267","16581",1,"PEGVISOMANT","PEGVISOMANT","PEGVISOMANT"
"1268","17051",1,"DARIFENACIN (DARIFENACIN HYDROBROMIDE)","DARIFENACIN","DARIFENACIN HYDROBROMIDE"
"1269","12684",1,"TIPRANAVIR","TIPRANAVIR","TIPRANAVIR"
"1270","17368",1,"TROSPIUM CHLORIDE","TROSPIUM CHLORIDE","TROSPIUM CHLORIDE"
"1271","7650",1,"INSULIN ISOPHANE INJECTION PORK","INSULIN ISOPHANE INJECTION PORK","INSULIN ISOPHANE INJECTION PORK"
"1272","7659",1,"INSULIN INJECTION PORK","INSULIN INJECTION PORK","INSULIN INJECTION PORK"
"1273","18175",1,"SOLIFENACIN SUCCINATE","SOLIFENACIN SUCCINATE","SOLIFENACIN SUCCINATE"
"1274","20521",1,"DEXTROSE ANHYDROUS","DEXTROSE ANHYDROUS","DEXTROSE ANHYDROUS"
"1275","6777",1,"LACTIC ACID","LACTIC ACID","LACTIC ACID"
"1276","12794",1,"HYDROXYETHYL STARCH 130/0.4","HYDROXYETHYL STARCH 130/0.4","HYDROXYETHYL STARCH 130/0.4"
"1277","12477",1,"TRAVOPROST","TRAVOPROST","TRAVOPROST"
"1278","18561",1,"HISTRELIN ACETATE","HISTRELIN ACETATE","HISTRELIN ACETATE"
"1279","918",1,"MIDODRINE HYDROCHLORIDE","MIDODRINE HYDROCHLORIDE","MIDODRINE HYDROCHLORIDE"
"1280","7445",1,"ESTRONE","ESTRONE","ESTRONE"
"1281","18938",1,"INSULIN GLULISINE (RECOMBINANT DNA ORIGIN)","INSULIN GLULISINE","RECOMBINANT DNA ORIGIN"
"1282","18848",1,"TRYPAN BLUE","TRYPAN BLUE","TRYPAN BLUE"
"1283","6628",1,"ISOPROPYL MYRISTATE","ISOPROPYL MYRISTATE","ISOPROPYL MYRISTATE"
"1284","19042",1,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP A","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP A","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP A"
"1285","19043",1,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C"
"1286","19044",1,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y"
"1287","19045",1,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135"
"1288","19130",1,"DROMETRIZOLE TRISILOXANE","DROMETRIZOLE TRISILOXANE","DROMETRIZOLE TRISILOXANE"
"1289","19249",1,"SUNITINIB (SUNITINIB MALATE)","SUNITINIB","SUNITINIB MALATE"
"1290","15233",1,"ABATACEPT","ABATACEPT","ABATACEPT"
"1291","13030",2,"ENTECAVIR|ENTECAVIR (ENTECAVIR MONOHYDRATE)","ENTECAVIR","ENTECAVIR MONOHYDRATE"
"1292","1745",1,"IDARUBICIN HYDROCHLORIDE","IDARUBICIN HYDROCHLORIDE","IDARUBICIN HYDROCHLORIDE"
"1293","19707",1,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN"
"1294","19708",1,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN"
"1295","19709",1,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN"
"1296","19710",1,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN"
"1297","19728",1,"LANREOTIDE (LANREOTIDE ACETATE)","LANREOTIDE","LANREOTIDE ACETATE"
"1298","15231",1,"SORAFENIB (SORAFENIB TOSYLATE)","SORAFENIB","SORAFENIB TOSYLATE"
"1299","19827",1,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G1","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G1","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G1"
"1300","19828",1,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G2","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G2","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G2"
"1301","19829",1,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3"
"1302","19830",1,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4"
"1303","19831",1,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE P1(8)","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE P1","8"
"1304","19840",1,"RASAGILINE (RASAGILINE MESYLATE)","RASAGILINE","RASAGILINE MESYLATE"
"1305","19883",1,"ALGLUCOSIDASE ALFA","ALGLUCOSIDASE ALFA","ALGLUCOSIDASE ALFA"
"1306","19910",1,"DESMOPRESSIN (DESMOPRESSIN ACETATE)","DESMOPRESSIN","DESMOPRESSIN ACETATE"
"1307","19932",1,"TIGECYCLINE","TIGECYCLINE","TIGECYCLINE"
"1308","19961",1,"CICLESONIDE","CICLESONIDE","CICLESONIDE"
"1309","12577",1,"NATALIZUMAB","NATALIZUMAB","NATALIZUMAB"
"1310","6617",1,"THYROID","THYROID","THYROID"
"1311","20021",1,"LANTHANUM (LANTHANUM CARBONATE HYDRATE)","LANTHANUM","LANTHANUM CARBONATE HYDRATE"
"1312","20022",1,"DEFERASIROX","DEFERASIROX","DEFERASIROX"
"1313","12131",1,"SULFUR HEXAFLUORIDE","SULFUR HEXAFLUORIDE","SULFUR HEXAFLUORIDE"
"1314","20037",1,"TELBIVUDINE","TELBIVUDINE","TELBIVUDINE"
"1315","1240",1,"DIPHENHYDRAMINE CITRATE","DIPHENHYDRAMINE CITRATE","DIPHENHYDRAMINE CITRATE"
"1316","20061",1,"DICLOFENAC DIETHYLAMINE","DICLOFENAC DIETHYLAMINE","DICLOFENAC DIETHYLAMINE"
"1317","12491",1,"ALEMTUZUMAB","ALEMTUZUMAB","ALEMTUZUMAB"
"1318","20097",1,"VARENICLINE (VARENICLINE TARTRATE)","VARENICLINE","VARENICLINE TARTRATE"
"1319","11521",1,"PENICILLIN G BENZATHINE","PENICILLIN G BENZATHINE","PENICILLIN G BENZATHINE"
"1320","20122",1,"DASATINIB (DASATINIB MONOHYDRATE)","DASATINIB","DASATINIB MONOHYDRATE"
"1321","20124",1,"ACAMPROSATE CALCIUM","ACAMPROSATE CALCIUM","ACAMPROSATE CALCIUM"
"1322","20127",1,"POSACONAZOLE","POSACONAZOLE","POSACONAZOLE"
"1323","11417",1,"COAGULATION FACTOR IX (RECOMBINANT)","COAGULATION FACTOR IX","RECOMBINANT"
"1324","20128",1,"MICAFUNGIN SODIUM","MICAFUNGIN SODIUM","MICAFUNGIN SODIUM"
"1325","20131",1,"PROTEIN C","PROTEIN C","PROTEIN C"
"1326","20132",1,"PROTEIN S","PROTEIN S","PROTEIN S"
"1327","2931",1,"COAGULATION FACTOR II (HUMAN)","COAGULATION FACTOR II","HUMAN"
"1328","4229",1,"COAGULATION FACTOR X (HUMAN)","COAGULATION FACTOR X","HUMAN"
"1329","4235",1,"COAGULATION FACTOR VII (HUMAN)","COAGULATION FACTOR VII","HUMAN"
"1330","5184",1,"SULISOBENZONE","SULISOBENZONE","SULISOBENZONE"
"1331","12033",2,"BUPRENORPHINE|BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE)","BUPRENORPHINE","BUPRENORPHINE HYDROCHLORIDE"
"1332","20137",1,"NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE)","NALOXONE","NALOXONE HYDROCHLORIDE DIHYDRATE"
"1333","20139",1,"OXALIPLATIN","OXALIPLATIN","OXALIPLATIN"
"1334","20141",1,"IDURSULFASE","IDURSULFASE","IDURSULFASE"
"1335","20146",1,"RANIBIZUMAB","RANIBIZUMAB","RANIBIZUMAB"
"1336","20155",1,"FLUTICASONE FUROATE","FLUTICASONE FUROATE","FLUTICASONE FUROATE"
"1337","11753",1,"ZIPRASIDONE (ZIPRASIDONE HYDROCHLORIDE MONOHYDRATE)","ZIPRASIDONE","ZIPRASIDONE HYDROCHLORIDE MONOHYDRATE"
"1338","10039",1,"THIOTHIXENE","THIOTHIXENE","THIOTHIXENE"
"1339","20156",1,"APREPITANT","APREPITANT","APREPITANT"
"1340","11242",1,"TAZOBACTAM (TAZOBACTAM SODIUM)","TAZOBACTAM","TAZOBACTAM SODIUM"
"1341","20160",1,"MARAVIROC","MARAVIROC","MARAVIROC"
"1342","20161",1,"DAPTOMYCIN","DAPTOMYCIN","DAPTOMYCIN"
"1343","16030",1,"NELARABINE","NELARABINE","NELARABINE"
"1344","20163",2,"PALIPERIDONE|PALIPERIDONE (Paliperidone Palmitate)","PALIPERIDONE","Paliperidone Palmitate"
"1345","20167",1,"ROTAVIRUS VACCINE (RIX4414 STRAIN), LIVE, ORAL, ATTENUATED (HUMAN)","ROTAVIRUS VACCINE","RIX4414 STRAIN), LIVE, ORAL, ATTENUATED (HUMAN"
"1346","20171",1,"DULOXETINE (DULOXETINE HYDROCHLORIDE)","DULOXETINE","DULOXETINE HYDROCHLORIDE"
"1347","20173",1,"RALTEGRAVIR (RALTEGRAVIR POTASSIUM)","RALTEGRAVIR","RALTEGRAVIR POTASSIUM"
"1348","20175",1,"ALISKIREN (ALISKIREN FUMARATE)","ALISKIREN","ALISKIREN FUMARATE"
"1349","7768",1,"RHO D IMMUNE GLOBULIN HUMAN","RHO D IMMUNE GLOBULIN HUMAN","RHO D IMMUNE GLOBULIN HUMAN"
"1350","20179",1,"SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","SITAGLIPTIN","SITAGLIPTIN PHOSPHATE MONOHYDRATE"
"1351","8280",1,"PHENOBARBITAL SODIUM","PHENOBARBITAL SODIUM","PHENOBARBITAL SODIUM"
"1352","20180",1,"TEMSIROLIMUS","TEMSIROLIMUS","TEMSIROLIMUS"
"1353","11382",1,"GRANISETRON (GRANISETRON HYDROCHLORIDE)","GRANISETRON","GRANISETRON HYDROCHLORIDE"
"1354","20185",1,"LENALIDOMIDE","LENALIDOMIDE","LENALIDOMIDE"
"1355","20195",1,"ETRAVIRINE","ETRAVIRINE","ETRAVIRINE"
"1356","13310",1,"AMBRISENTAN","AMBRISENTAN","AMBRISENTAN"
"1357","20208",1,"METHYLNALTREXONE BROMIDE","METHYLNALTREXONE BROMIDE","METHYLNALTREXONE BROMIDE"
"1358","20210",1,"PANITUMUMAB","PANITUMUMAB","PANITUMUMAB"
"1359","20215",1,"NEPAFENAC","NEPAFENAC","NEPAFENAC"
"1360","12787",1,"MOROCTOCOG ALFA","MOROCTOCOG ALFA","MOROCTOCOG ALFA"
"1361","20301",1,"DABIGATRAN ETEXILATE (DABIGATRAN ETEXILATE MESILATE)","DABIGATRAN ETEXILATE","DABIGATRAN ETEXILATE MESILATE"
"1362","20305",1,"PERTUSSIS TOXOID ADSORBED","PERTUSSIS TOXOID ADSORBED","PERTUSSIS TOXOID ADSORBED"
"1363","20306",1,"FILAMENTOUS HAEMAGGLUTININ ADSORBED","FILAMENTOUS HAEMAGGLUTININ ADSORBED","FILAMENTOUS HAEMAGGLUTININ ADSORBED"
"1364","20307",1,"PERTACTIN ADSORBED","PERTACTIN ADSORBED","PERTACTIN ADSORBED"
"1365","3610",1,"CAPSAICIN","CAPSAICIN","CAPSAICIN"
"1366","20378",1,"NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)","NILOTINIB","NILOTINIB HYDROCHLORIDE MONOHYDRATE"
"1367","20387",1,"RIVAROXABAN","RIVAROXABAN","RIVAROXABAN"
"1368","20396",1,"OLMESARTAN  MEDOXOMIL","OLMESARTAN  MEDOXOMIL","OLMESARTAN  MEDOXOMIL"
"1369","11359",1,"CEFEPIME (CEFEPIME HYDROCHLORIDE)","CEFEPIME","CEFEPIME HYDROCHLORIDE"
