AI UNII,Active Ingredient,AM UNII,Active Moiety,Basis of Strength,RD UNII,Referenced Drug
431LFF7I7J,CEPHAPIRIN SODIUM,89B59H32VN,CEPHAPIRIN,,,
F1BC02I72W,CEPHRADINE,F1BC02I72W,CEPHRADINE,Active Ingredient,,
56PPJ9MMPE,CEPHRADINE DIHYDRATE,F1BC02I72W,CEPHRADINE,,,
4370DF050B,CERAMIDE 3,4370DF050B,CERAMIDE 3,Active Ingredient,,
TP69J995TW,CERATOSTIGMA WILLMOTTIANUM FLOWER,TP69J995TW,CERATOSTIGMA WILLMOTTIANUM FLOWER,Active Ingredient,,
Q1LS2UJO3A,CERESIN,Q1LS2UJO3A,CERESIN,Active Ingredient,,
VES82D23IB,CERICLAMINE,VES82D23IB,CERICLAMINE,Active Ingredient,,
K418KG2GET,CERITINIB,K418KG2GET,CERITINIB,Active Ingredient,,
30K4522N6T,CERIUM,30K4522N6T,CERIUM,Active Ingredient,,
AM91H2KS67,CERIVASTATIN,AM91H2KS67,CERIVASTATIN,Active Ingredient,,
6Q18G1060S,CERIVASTATIN SODIUM,AM91H2KS67,CERIVASTATIN,,,
X3MM60SOVP,CERONAPRIL,X3MM60SOVP,CERONAPRIL,Active Ingredient,,
7U25VKD7PW,CEROUS NITRATE,72Q4U60JWI,CEROUS CATION,,,
0UV74P3R0J,CEROUS OXALATE NONAHYDRATE,72Q4U60JWI,CEROUS CATION,,,
G6ADW90R16,CERTOLIZUMAB,G6ADW90R16,CERTOLIZUMAB,Active Ingredient,,
UMD07X179E,CERTOLIZUMAB PEGOL,UMD07X179E,CERTOLIZUMAB PEGOL,Active Ingredient,,
888Y08971B,CERULETIDE,888Y08971B,CERULETIDE,Active Ingredient,,
4E1MIA8QQL,CERULETIDE DIETHYLAMINE,888Y08971B,CERULETIDE,,,
7A7G0PQI12,CERVUS ELAPHUS HORN OIL,7A7G0PQI12,CERVUS ELAPHUS HORN OIL,Active Ingredient,,
Z608183YD0,CERVUS ELAPHUS VELVET,Z608183YD0,CERVUS ELAPHUS VELVET,Active Ingredient,,
1KSV9V4Y4I,CESIUM,1KSV9V4Y4I,CESIUM,Active Ingredient,,
GNR9HML8BA,CESIUM CHLORIDE,LCC4BG14DM,CESIUM CATION,,,
DTL5W0113X,CETABEN,DTL5W0113X,CETABEN,Active Ingredient,,
433YPU24B8,CETABEN SODIUM,DTL5W0113X,CETABEN,,,
85474O1N9D,CETALKONIUM CHLORIDE,FHG725432Z,CETALKONIUM,,,
Z0VD1633O8,CETAMOLOL,Z0VD1633O8,CETAMOLOL,Active Ingredient,,
5UNK5C6QM5,CETAMOLOL HYDROCHLORIDE,Z0VD1633O8,CETAMOLOL,,,
2RJS3559D3,CETEARETH-6,2RJS3559D3,CETEARETH-6,Active Ingredient,,
CFY01MZD5T,CETEFLOXACIN,CFY01MZD5T,CETEFLOXACIN,Active Ingredient,,
J0086219X6,CETHROMYCIN,J0086219X6,CETHROMYCIN,Active Ingredient,,
621RT200TO,CETIEDIL,621RT200TO,CETIEDIL,Active Ingredient,,
IE65P4OE02,CETIEDIL CITRATE,621RT200TO,CETIEDIL,,,
LC5G1JUA39,CETILISTAT,LC5G1JUA39,CETILISTAT,Active Ingredient,,
YO7261ME24,CETIRIZINE,YO7261ME24,CETIRIZINE,Active Ingredient,,
64O047KTOA,CETIRIZINE HYDROCHLORIDE,YO7261ME24,CETIRIZINE,Active Ingredient,,
N09QLW5PXU,CETOCYCLINE,N09QLW5PXU,CETOCYCLINE,Active Ingredient,,
535KJI966J,CETOCYCLINE HYDROCHLORIDE,N09QLW5PXU,CETOCYCLINE,,,
NS7PP85V4C,CETOHEXAZINE,NS7PP85V4C,CETOHEXAZINE,Active Ingredient,,
0WV2GT8PFE,CETOPHENICOL,0WV2GT8PFE,CETOPHENICOL,Active Ingredient,,
2DMT128M1S,CETOSTEARYL ALCOHOL,2DMT128M1S,CETOSTEARYL ALCOHOL,Active Ingredient,,
67IKV111BO,CETOTIAMINE,67IKV111BO,CETOTIAMINE,Active Ingredient,,
4Q9TEB340S,CETOTIAMINE HYDROCHLORIDE,67IKV111BO,CETOTIAMINE,,,
Y4LRJ01Q0O,CETOXIME,Y4LRJ01Q0O,CETOXIME,Active Ingredient,,
ZQK64LNS4N,CETOXIME HYDROCHLORIDE,Y4LRJ01Q0O,CETOXIME,,,
BJ7YPN79A1,CETRARIA ISLANDICA SUBSP. ISLANDICA,BJ7YPN79A1,CETRARIA ISLANDICA SUBSP. ISLANDICA,Active Ingredient,,
5VPA8CPF0N,CETRAXATE,5VPA8CPF0N,CETRAXATE,Active Ingredient,,
08IT6P8VHY,CETRAXATE HYDROCHLORIDE,5VPA8CPF0N,CETRAXATE,,,
L64N7M9BWR,CETRIMONIUM BROMIDE,Z7FF1XKL7A,CETRIMONIUM,,,
OON1HFZ4BA,CETRORELIX,OON1HFZ4BA,CETRORELIX,Active Ingredient,,
W9Y8L7GP4C,CETRORELIX ACETATE,OON1HFZ4BA,CETRORELIX,,,
PQX0D8J21J,CETUXIMAB,PQX0D8J21J,CETUXIMAB,Active Ingredient,,
CUB7JI0JV3,CETYLPYRIDINIUM,CUB7JI0JV3,CETYLPYRIDINIUM,Active Ingredient,,
6W29RZ7YU2,CETYLPYRIDINIUM ACETATE,CUB7JI0JV3,CETYLPYRIDINIUM,,,
D9OM4SK49P,CETYLPYRIDINIUM CHLORIDE,CUB7JI0JV3,CETYLPYRIDINIUM,Active Ingredient,,
K9V0CDQ56E,CEVIMELINE,K9V0CDQ56E,CEVIMELINE,Active Ingredient,,
P81Q6V85NP,CEVIMELINE HYDROCHLORIDE,K9V0CDQ56E,CEVIMELINE,Reference Drug,H0913EZ23C,CEVIMELINE HYDROCHLORIDE ANHYDROUS
P14M0DWS2J,CEVIPABULIN,P14M0DWS2J,CEVIPABULIN,Active Ingredient,,
Q380BYV049,CEVIPABULIN FUMARATE,P14M0DWS2J,CEVIPABULIN,,,
8XI0CX98LY,CEVIPABULIN SUCCINATE,P14M0DWS2J,CEVIPABULIN,,,
6D0JK5KM96,CEVOGLITAZAR,6D0JK5KM96,CEVOGLITAZAR,Active Ingredient,,
6S5Q1Q537Z,CHAENOMELES SPECIOSA FRUIT,6S5Q1Q537Z,CHAENOMELES SPECIOSA FRUIT,Active Ingredient,,
5016WB8B8A,CHAETOMIUM GLOBOSUM,5016WB8B8A,CHAETOMIUM GLOBOSUM,Active Ingredient,,
DQV54Y5H3U,CHAMAELIRIUM LUTEUM ROOT,DQV54Y5H3U,CHAMAELIRIUM LUTEUM ROOT,Active Ingredient,,
O2T154T6OG,CHAMAEMELUM NOBILE FLOWER,O2T154T6OG,CHAMAEMELUM NOBILE FLOWER,Active Ingredient,,
Z439UH6E5F,CHAMAZULENE,Z439UH6E5F,CHAMAZULENE,Active Ingredient,,
FGL3685T2X,CHAMOMILE,FGL3685T2X,CHAMOMILE,Active Ingredient,,
60F80Z61A9,CHAMOMILE FLOWER OIL,60F80Z61A9,CHAMOMILE FLOWER OIL,Active Ingredient,,
433OSF3U8A,CHASTE TREE,433OSF3U8A,CHASTE TREE,Active Ingredient,,
1S50W1WU8T,CHAULMOSULFONE,1S50W1WU8T,CHAULMOSULFONE,Active Ingredient,,
7E889U5RNN,CHELIDONIUM MAJUS,7E889U5RNN,CHELIDONIUM MAJUS,Active Ingredient,,
6G3UN932VF,CHELONE GLABRA,6G3UN932VF,CHELONE GLABRA,Active Ingredient,,
6V4571KSKE,"CHENODEOXYCHOLIC ACID, SODIUM SALT",0GEI24LG0J,CHENODIOL,,,
0GEI24LG0J,CHENODIOL,0GEI24LG0J,CHENODIOL,Active Ingredient,,
098LKX5NCN,CHENOPODIUM ALBUM POLLEN,098LKX5NCN,CHENOPODIUM ALBUM POLLEN,Active Ingredient,,
4H5RSU087I,CHENOPODIUM AMBROSIOIDES,4H5RSU087I,CHENOPODIUM AMBROSIOIDES,Active Ingredient,,
WIB701MW2H,CHENOPODIUM AMBROSIOIDES POLLEN,WIB701MW2H,CHENOPODIUM AMBROSIOIDES POLLEN,Active Ingredient,,
IVU789297D,CHENOPODIUM BOTRYS POLLEN,IVU789297D,CHENOPODIUM BOTRYS POLLEN,Active Ingredient,,
BUC5I9595W,CHERRY,BUC5I9595W,CHERRY,Active Ingredient,,
0X8Q245Y7B,CHICKEN,0X8Q245Y7B,CHICKEN,Active Ingredient,,
N91637DNW9,CHICKPEA,N91637DNW9,CHICKPEA,Active Ingredient,,
090CTY533N,CHICORY ROOT,090CTY533N,CHICORY ROOT,Active Ingredient,,
WCK21A9W9J,CHIMAPHILA UMBELLATA,WCK21A9W9J,CHIMAPHILA UMBELLATA,Active Ingredient,,
H4CV5T0B23,CHIMAPHILA UMBELLATA LEAF,H4CV5T0B23,CHIMAPHILA UMBELLATA LEAF,Active Ingredient,,
A4WO0626T5,CHINESE CINNAMON OIL,A4WO0626T5,CHINESE CINNAMON OIL,Active Ingredient,,
S9Y4B22U2E,CHIONANTHUS VIRGINICUS BARK,S9Y4B22U2E,CHIONANTHUS VIRGINICUS BARK,Active Ingredient,,
T6NI39QU44,CHLAMYDIA TRACHOMATIS,T6NI39QU44,CHLAMYDIA TRACHOMATIS,Active Ingredient,,
42C50P12AP,CHLOPHEDIANOL,42C50P12AP,CHLOPHEDIANOL,Active Ingredient,,
69QQ58998Y,CHLOPHEDIANOL HYDROCHLORIDE,42C50P12AP,CHLOPHEDIANOL,Active Ingredient,,
TZ913SWN6M,CHLORACYZINE,TZ913SWN6M,CHLORACYZINE,Active Ingredient,,
8680278NRH,CHLORAL BETAINE,418M5916WG,CHLORAL HYDRATE,Active Ingredient,,
418M5916WG,CHLORAL HYDRATE,418M5916WG,CHLORAL HYDRATE,Active Ingredient,,
238BZ29MUE,CHLORALOSE,238BZ29MUE,CHLORALOSE,Active Ingredient,,
18D0SL7309,CHLORAMBUCIL,18D0SL7309,CHLORAMBUCIL,Active Ingredient,,
66974FR9Q1,CHLORAMPHENICOL,66974FR9Q1,CHLORAMPHENICOL,Active Ingredient,,
43VU4207NW,CHLORAMPHENICOL PALMITATE,66974FR9Q1,CHLORAMPHENICOL,,,
872109HX6B,CHLORAMPHENICOL SODIUM SUCCINATE,66974FR9Q1,CHLORAMPHENICOL,Active Moiety,,
01W5X7N5XV,CHLORANIL,01W5X7N5XV,CHLORANIL,Active Ingredient,,
48SN4K3W0E,CHLORAZANIL,48SN4K3W0E,CHLORAZANIL,Active Ingredient,,
9961SL881J,CHLORAZANIL HYDROCHLORIDE,48SN4K3W0E,CHLORAZANIL,,,
N52918SLYN,CHLORBENZOXAMINE,N52918SLYN,CHLORBENZOXAMINE,Active Ingredient,,
I898I67K6S,CHLORBENZOXAMINE HYDROCHLORIDE,N52918SLYN,CHLORBENZOXAMINE,,,
3S489RFX0J,CHLORBETAMIDE,3S489RFX0J,CHLORBETAMIDE,Active Ingredient,,
M26C4IP44P,CHLORCYCLIZINE,M26C4IP44P,CHLORCYCLIZINE,Active Ingredient,,
NPB7A7874U,CHLORCYCLIZINE HYDROCHLORIDE,M26C4IP44P,CHLORCYCLIZINE,Active Ingredient,,
73R47NSS6P,CHLORCYCLIZINE PAMOATE,M26C4IP44P,CHLORCYCLIZINE,,,
A9RLM212CY,CHLORDANE,A9RLM212CY,CHLORDANE,Active Ingredient,,
W14Z7581PA,CHLORDANTOIN,W14Z7581PA,CHLORDANTOIN,Active Ingredient,,
6RZ6XEZ3CR,CHLORDIAZEPOXIDE,6RZ6XEZ3CR,CHLORDIAZEPOXIDE,Active Ingredient,,
MFM6K1XWDK,CHLORDIAZEPOXIDE HYDROCHLORIDE,6RZ6XEZ3CR,CHLORDIAZEPOXIDE,Active Ingredient,,
3SHS7PS4PL,CHLORDIMORINE,3SHS7PS4PL,CHLORDIMORINE,Active Ingredient,,
RYQ4R60M02,CHLORELLA VULGARIS,RYQ4R60M02,CHLORELLA VULGARIS,Active Ingredient,,
W8RD4N93R2,CHLORHEXADOL,W8RD4N93R2,CHLORHEXADOL,Active Ingredient,,
R4KO0DY52L,CHLORHEXIDINE,R4KO0DY52L,CHLORHEXIDINE,Active Ingredient,,
5908ZUF22Y,CHLORHEXIDINE ACETATE,R4KO0DY52L,CHLORHEXIDINE,,,
MOR84MUD8E,CHLORHEXIDINE GLUCONATE,R4KO0DY52L,CHLORHEXIDINE,Active Ingredient,,
E64XL9U38K,CHLORHEXIDINE HYDROCHLORIDE,R4KO0DY52L,CHLORHEXIDINE,,,
I20F29W4EO,CHLORHEXIDINE PHOSPHANILATE,R4KO0DY52L,CHLORHEXIDINE,,,
7902N03BH0,CHLORINDANOL,7902N03BH0,CHLORINDANOL,Active Ingredient,,
4R7X1O2820,CHLORINE,4R7X1O2820,CHLORINE,Active Ingredient,,
8061YMS4RM,CHLORINE DIOXIDE,8061YMS4RM,CHLORINE DIOXIDE,Active Ingredient,,
SDS4N642GG,CHLORMADINONE,SDS4N642GG,CHLORMADINONE,Active Ingredient,,
0SY050L61N,CHLORMADINONE ACETATE,SDS4N642GG,CHLORMADINONE,,,
99T5TWO621,CHLORMERODRIN,99T5TWO621,CHLORMERODRIN,Active Ingredient,,
1D6EFC579A,CHLORMERODRIN HG-197,1D6EFC579A,CHLORMERODRIN HG-197,Active Ingredient,,
GP568V9G19,CHLORMEZANONE,GP568V9G19,CHLORMEZANONE,Active Ingredient,,
8IKK64FJVX,CHLORMIDAZOLE,8IKK64FJVX,CHLORMIDAZOLE,Active Ingredient,,
0RH29TB951,CHLORMIDAZOLE HYDROCHLORIDE,8IKK64FJVX,CHLORMIDAZOLE,,,
U46E473275,CHLORNAPHAZINE,U46E473275,CHLORNAPHAZINE,Active Ingredient,,
5GD84Y125G,CHLOROACETIC ACID,5GD84Y125G,CHLOROACETIC ACID,Active Ingredient,,
SEF8X7MXO4,CHLOROAZODIN,SEF8X7MXO4,CHLOROAZODIN,Active Ingredient,,
HM4YQM8WRC,CHLOROBUTANOL,HM4YQM8WRC,CHLOROBUTANOL,Active Ingredient,,
3X4P6271OX,CHLOROBUTANOL HEMIHYDRATE,HM4YQM8WRC,CHLOROBUTANOL,,,
36W53O7109,CHLOROCRESOL,36W53O7109,CHLOROCRESOL,Active Ingredient,,
7V31YC746X,CHLOROFORM,7V31YC746X,CHLOROFORM,Active Ingredient,,
CIW5S16655,CHLOROPHENOTHANE,CIW5S16655,CHLOROPHENOTHANE,Active Ingredient,,
I4JTX7Z7U2,CHLOROPICRIN,I4JTX7Z7U2,CHLOROPICRIN,Active Ingredient,,
564IBO56IP,CHLOROPREDNISONE,564IBO56IP,CHLOROPREDNISONE,Active Ingredient,,
5YVB0POT2H,CHLOROPROCAINE,5YVB0POT2H,CHLOROPROCAINE,Active Ingredient,,
LT7Z1YW11H,CHLOROPROCAINE HYDROCHLORIDE,5YVB0POT2H,CHLOROPROCAINE,Active Ingredient,,
2K3L8O9SOV,CHLOROPYRAMINE,2K3L8O9SOV,CHLOROPYRAMINE,Active Ingredient,,
FWA92Z14NN,CHLOROPYRAMINE HYDROCHLORIDE,2K3L8O9SOV,CHLOROPYRAMINE,,,
886U3H6UFF,CHLOROQUINE,886U3H6UFF,CHLOROQUINE,Active Ingredient,,
1RO28BA0DO,CHLOROQUINE DIOROTATE,886U3H6UFF,CHLOROQUINE,,,
NT0J0815S5,CHLOROQUINE HYDROCHLORIDE,886U3H6UFF,CHLOROQUINE,,,
7FY24HE2G3,CHLOROQUINE MONOPHOSPHATE,886U3H6UFF,CHLOROQUINE,,,
6E17K3343P,CHLOROQUINE PHOSPHATE,886U3H6UFF,CHLOROQUINE,Active Ingredient,,
OE48649K6N,CHLOROQUINE SULFATE,886U3H6UFF,CHLOROQUINE,,,
98138WON55,CHLOROSERPIDINE,98138WON55,CHLOROSERPIDINE,Active Ingredient,,
J718M71A7A,CHLOROTHALONIL,J718M71A7A,CHLOROTHALONIL,Active Ingredient,,
Y6068K376I,CHLOROTHEN,Y6068K376I,CHLOROTHEN,Active Ingredient,,
77W477J15H,CHLOROTHIAZIDE,77W477J15H,CHLOROTHIAZIDE,Active Ingredient,,
SN86FG7N2K,CHLOROTHIAZIDE SODIUM,77W477J15H,CHLOROTHIAZIDE,Active Moiety,,
LJ25TI0CVT,CHLOROTHYMOL,LJ25TI0CVT,CHLOROTHYMOL,Active Ingredient,,
6V5034L121,CHLOROTRIANISENE,6V5034L121,CHLOROTRIANISENE,Active Ingredient,,
2I8BD50I8B,CHLOROXINE,2I8BD50I8B,CHLOROXINE,Active Ingredient,,
0F32U78V2Q,CHLOROXYLENOL,0F32U78V2Q,CHLOROXYLENOL,Active Ingredient,,
I670DAL4SZ,CHLORPHENESIN,I670DAL4SZ,CHLORPHENESIN,Active Ingredient,,
57U5YI11WP,CHLORPHENESIN CARBAMATE,3U6IO1965U,CHLORPHENIRAMINE,,,
3U6IO1965U,CHLORPHENIRAMINE,3U6IO1965U,CHLORPHENIRAMINE,Active Ingredient,,
79YPK3BAIT,CHLORPHENIRAMINE GLUCONATE,3U6IO1965U,CHLORPHENIRAMINE,,,
5S6VUP419V,CHLORPHENIRAMINE HYDROCHLORIDE,3U6IO1965U,CHLORPHENIRAMINE,,,
V1Q0O9OJ9Z,CHLORPHENIRAMINE MALEATE,3U6IO1965U,CHLORPHENIRAMINE,Active Ingredient,,
72JT935YTT,CHLORPHENIRAMINE TANNATE,3U6IO1965U,CHLORPHENIRAMINE,Active Ingredient,,
3UVD77BP8R,CHLORPHENOXAMINE,3UVD77BP8R,CHLORPHENOXAMINE,Active Ingredient,,
5I159322PY,CHLORPHENOXAMINE HYDROCHLORIDE,3UVD77BP8R,CHLORPHENOXAMINE,,,
NHW07912O7,CHLORPHENTERMINE,NHW07912O7,CHLORPHENTERMINE,Active Ingredient,,
RL11HOJ7DM,CHLORPHENTERMINE HYDROCHLORIDE,NHW07912O7,CHLORPHENTERMINE,,,
960NX27Z07,CHLORPROETHAZINE,960NX27Z07,CHLORPROETHAZINE,Active Ingredient,,
520P4U8V2Z,CHLORPROETHAZINE HYDROCHLORIDE,960NX27Z07,CHLORPROETHAZINE,,,
8O3249M729,CHLORPROGUANIL,8O3249M729,CHLORPROGUANIL,Active Ingredient,,
6T04V14CU9,CHLORPROGUANIL HYDROCHLORIDE,8O3249M729,CHLORPROGUANIL,,,
U42B7VYA4P,CHLORPROMAZINE,U42B7VYA4P,CHLORPROMAZINE,Active Ingredient,,
9WP59609J6,CHLORPROMAZINE HYDROCHLORIDE,U42B7VYA4P,CHLORPROMAZINE,Active Ingredient,,
WTM2C3IL2X,CHLORPROPAMIDE,WTM2C3IL2X,CHLORPROPAMIDE,Active Ingredient,,
9S7OD60EWP,CHLORPROTHIXENE,9S7OD60EWP,CHLORPROTHIXENE,Active Ingredient,,
268KCR965N,CHLORPROTHIXENE HYDROCHLORIDE,9S7OD60EWP,CHLORPROTHIXENE,,,
JCS58I644W,CHLORPYRIFOS,JCS58I644W,CHLORPYRIFOS,Active Ingredient,,
D6VHC87LLS,CHLORQUINALDOL,D6VHC87LLS,CHLORQUINALDOL,Active Ingredient,,
WCK1KIQ23Q,CHLORTETRACYCLINE,WCK1KIQ23Q,CHLORTETRACYCLINE,Active Ingredient,,
1D06KZ672I,CHLORTETRACYCLINE BISULFATE,WCK1KIQ23Q,CHLORTETRACYCLINE,Active Ingredient,,
NR4B2SX17S,CHLORTETRACYCLINE CALCIUM,WCK1KIQ23Q,CHLORTETRACYCLINE,Reference Drug,O1GX33ON8R,CHLORTETRACYCLINE HYDROCHLORIDE
O1GX33ON8R,CHLORTETRACYCLINE HYDROCHLORIDE,WCK1KIQ23Q,CHLORTETRACYCLINE,Active Ingredient,,
Q0MQD1073Q,CHLORTHALIDONE,Q0MQD1073Q,CHLORTHALIDONE,Active Ingredient,,
KA0B657LV3,CHLORTHENOXAZINE,KA0B657LV3,CHLORTHENOXAZINE,Active Ingredient,,
H0DE420U8G,CHLORZOXAZONE,H0DE420U8G,CHLORZOXAZONE,Active Ingredient,,
1C6V77QF41,CHOLECALCIFEROL,1C6V77QF41,CHOLECALCIFEROL,Active Ingredient,,
97C5T2UQ7J,CHOLESTEROL,97C5T2UQ7J,CHOLESTEROL,Active Ingredient,,
4B33BGI082,CHOLESTYRAMINE,4B33BGI082,CHOLESTYRAMINE,Active Ingredient,,
G1JO7801AE,CHOLIC ACID,G1JO7801AE,CHOLIC ACID,Active Ingredient,,
N91BDP6H0X,CHOLINE,N91BDP6H0X,CHOLINE,Active Ingredient,,
60M22SGW66,CHOLINE ALFOSCERATE,60M22SGW66,CHOLINE ALFOSCERATE,Active Ingredient,,
V23DAH2UHH,CHOLINE BICARBONATE,HN1ZRA3Q20,BICARBONATE ION,,,
6K2W7T9V6Y,CHOLINE BITARTRATE,N91BDP6H0X,CHOLINE,Active Moiety,,
45I14D8O27,CHOLINE CHLORIDE,N91BDP6H0X,CHOLINE,,,
4BMH7IZT98,CHOLINE FENOFIBRATE,BGF9MN2HU1,FENOFIBRIC ACID,Active Moiety,,
7THJ3EG9SY,CHOLINE HYDROXIDE,N91BDP6H0X,CHOLINE,,,
KD510K1IQW,CHOLINE SALICYLATE,O414PZ4LPZ,SALICYLIC ACID,,,
395A3P448Z,CHONDRODENDRON TOMENTOSUM ROOT,395A3P448Z,CHONDRODENDRON TOMENTOSUM ROOT,Active Ingredient,,
6IC1M3OG5Z,CHONDROITIN SULFATE (BOVINE),7SI2UZG934,CONDOLIASE,,,
8QTV3DTT8W,CHONDROITIN SULFATE SODIUM (BOVINE),6IC1M3OG5Z,CHONDROITIN SULFATE (BOVINE),Active Moiety,,
OQS23HUA1X,CHONDRUS CRISPUS,OQS23HUA1X,CHONDRUS CRISPUS,Active Ingredient,,
XR12Z4HLEA,CHONDRUS OCELLATUS,XR12Z4HLEA,CHONDRUS OCELLATUS,Active Ingredient,,
6413W06WR3,CHORIOGONADOTROPIN ALFA,6413W06WR3,CHORIOGONADOTROPIN ALFA,Active Ingredient,,
KB1PCR9DMW,CHROMIC CHLORIDE,X1N4508KF1,CHROMIC CATION,Active Moiety,,
Z310X5O5RP,CHROMIC CHLORIDE ANHYDROUS,X1N4508KF1,CHROMIC CATION,,,
U4M5Y13FGM,CHROMIC CHLORIDE CR-51,9QAU17N705,CHROMIUM CR-51,,,
X5Z09SU859,CHROMIC OXIDE,X5Z09SU859,CHROMIC OXIDE,Active Ingredient,,
QHO02LZ4H2,CHROMIC PHOSPHATE P-32,N27ADP50ER,PHOSPHATE ION P-32,,,
Y0C99N5TMZ,CHROMIC SULFATE,X1N4508KF1,CHROMIC CATION,,,
0R0008Q3JB,CHROMIUM,0R0008Q3JB,CHROMIUM,Active Ingredient,,
9QAU17N705,CHROMIUM CR-51,9QAU17N705,CHROMIUM CR-51,Active Ingredient,,
V236ZVR3RL,CHROMIUM GLUCONATE,X1N4508KF1,CHROMIC CATION,,,
A150AY412V,CHROMIUM NICOTINATE,2679MF687A,NIACIN,,,
A150AY412V,CHROMIUM NICOTINATE,X1N4508KF1,CHROMIC CATION,,,
S71T8B8Z6P,CHROMIUM PICOLINATE,X1N4508KF1,CHROMIC CATION,Active Moiety,,
FY38S0790W,CHROMOCARB,FY38S0790W,CHROMOCARB,Active Ingredient,,
R0O8TF63DH,CHROMOCARB DIETHYLAMINE,FY38S0790W,CHROMOCARB,,,
DVW027E7NL,CHROMOMYCIN A3,DVW027E7NL,CHROMOMYCIN A3,Active Ingredient,,
R0C9NIE5JJ,CHROMONAR,R0C9NIE5JJ,CHROMONAR,Active Ingredient,,
2GGZ8I3HGN,CHRYSANTHELLUM INDICUM SUBSP. AFROAMERICANUM,2GGZ8I3HGN,CHRYSANTHELLUM INDICUM SUBSP. AFROAMERICANUM,Active Ingredient,,
2GR3C1A0WV,CHRYSANTHEMUM X MORIFOLIUM FLOWER,2GR3C1A0WV,CHRYSANTHEMUM X MORIFOLIUM FLOWER,Active Ingredient,,
6307EF51M1,CHRYSAROBIN,6307EF51M1,CHRYSAROBIN,Active Ingredient,,
296FK85FY6,CHRYSONILIA SITOPHILA,296FK85FY6,CHRYSONILIA SITOPHILA,Active Ingredient,,
N1ST8V8RR2,CHRYSOPHANIC ACID,N1ST8V8RR2,CHRYSOPHANIC ACID,Active Ingredient,,
1UK146T40N,CHYMOPAPAIN,1UK146T40N,CHYMOPAPAIN,Active Ingredient,,
BVS505O332,CHYMOTRYPSIN,BVS505O332,CHYMOTRYPSIN,Active Ingredient,,
HX312O5UGN,CIADOX,HX312O5UGN,CIADOX,Active Ingredient,,
325PG708LF,CIAMEXON,325PG708LF,CIAMEXON,Active Ingredient,,
6337Z9RO7D,CIANERGOLINE,6337Z9RO7D,CIANERGOLINE,Active Ingredient,,
8R1V1STN48,CIANIDANOL,8R1V1STN48,CIANIDANOL,Active Ingredient,,
02MNR4P2PM,CIANOPRAMINE,02MNR4P2PM,CIANOPRAMINE,Active Ingredient,,
BX2MKR427K,CIAPILOME,BX2MKR427K,CIAPILOME,Active Ingredient,,
NE94J8CAMD,CICAPROST,NE94J8CAMD,CICAPROST,Active Ingredient,,
C65T2BG75L,CICARPERONE,C65T2BG75L,CICARPERONE,Active Ingredient,,
HW54500A89,CICHORIUM INTYBUS FLOWER,HW54500A89,CICHORIUM INTYBUS FLOWER,Active Ingredient,,
MYS6082G8G,CICLACTATE,MYS6082G8G,CICLACTATE,Active Ingredient,,
76HZX0GVCD,CICLAFRINE,76HZX0GVCD,CICLAFRINE,Active Ingredient,,
E8MZK2U45W,CICLAFRINE HYDROCHLORIDE,76HZX0GVCD,CICLAFRINE,,,
Y3I9520J7P,CICLAZINDOL,Y3I9520J7P,CICLAZINDOL,Active Ingredient,,
S59502J185,CICLESONIDE,S59502J185,CICLESONIDE,Active Ingredient,,
CHG7QC509W,CICLETANINE,CHG7QC509W,CICLETANINE,Active Ingredient,,
T0SY6373OQ,CICLETANINE HYDROCHLORIDE,CHG7QC509W,CICLETANINE,,,
GYU56H6EBV,CICLIOMENOL,GYU56H6EBV,CICLIOMENOL,Active Ingredient,,
7H634NXI03,CICLONICATE,7H634NXI03,CICLONICATE,Active Ingredient,,
19W019ZDRJ,CICLOPIROX,19W019ZDRJ,CICLOPIROX,Active Ingredient,,
50MD4SB4AP,CICLOPIROX OLAMINE,19W019ZDRJ,CICLOPIROX,Active Moiety,,
BXS8X8APGS,CICLOPRAMINE,BXS8X8APGS,CICLOPRAMINE,Active Ingredient,,
325708J22C,CICLOPROFEN,325708J22C,CICLOPROFEN,Active Ingredient,,
1K2ACH4U3R,CICLOPROLOL,1K2ACH4U3R,CICLOPROLOL,Active Ingredient,,
T355YD4791,CICLOPROLOL HYDROCHLORIDE,1K2ACH4U3R,CICLOPROLOL,,,
S7P608OW2O,CICLOSIDOMINE,S7P608OW2O,CICLOSIDOMINE,Active Ingredient,,
644XF6791D,CICLOSIDOMINE HYDROCHLORIDE,S7P608OW2O,CICLOSIDOMINE,,,
JK517QTN4Q,CICLOTIZOLAM,JK517QTN4Q,CICLOTIZOLAM,Active Ingredient,,
18WJ167MZN,CICLOXILIC ACID,18WJ167MZN,CICLOXILIC ACID,Active Ingredient,,
3F85I03NLO,CICLOXOLONE,3F85I03NLO,CICLOXOLONE,Active Ingredient,,
UL947A614K,CICORTONIDE,UL947A614K,CICORTONIDE,Active Ingredient,,
LMP5BMU9EF,CICROTOIC ACID,LMP5BMU9EF,CICROTOIC ACID,Active Ingredient,,
YEA9P21S8N,CICUTA VIROSA ROOT,YEA9P21S8N,CICUTA VIROSA ROOT,Active Ingredient,,
JIL713Q00N,CIDOFOVIR,768M1V522C,CIDOFOVIR ANHYDROUS,Active Moiety,,
768M1V522C,CIDOFOVIR ANHYDROUS,768M1V522C,CIDOFOVIR ANHYDROUS,Active Ingredient,,
