mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name,
2373033,DURELA (tramadol hydrochloride 300 mg prolonged-release oral capsule) CIPHER PHARMACEUTICALS INC,NA,NA,ACTIVE,20120319,DIN,2373033,DURELA,
2281635,DOM-SIMVASTATIN (simvastatin 20 mg oral tablet) DOMINION PHARMACAL,NA,NA,ACTIVE,20060802,DIN,2281635,DOM-SIMVASTATIN,
2240837,ADVAIR 500 DISKUS (fluticasone propionate 500 mcg per actuation and salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder) GLAXOSMITHKLINE INC,NA,NA,ACTIVE,19990924,DIN,2240837,ADVAIR 500 DISKUS,
2447541,FINASTERIDE (finasteride 5 mg oral tablet) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20151125,DIN,2447541,FINASTERIDE,
607142,ERYC DELAYED-RELEASE CAPSULES (erythromycin 250 mg gastro-resistant capsule) PFIZER CANADA INC,NA,NA,ACTIVE,19831231,DIN,607142,ERYC DELAYED-RELEASE CAPSULES,
2284065,PMS-AMLODIPINE (amlodipine (amlodipine besylate) 5 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20090709,DIN,2284065,PMS-AMLODIPINE,
2247946,TEVA-RAMIPRIL (ramipril 5 mg oral capsule) TEVA CANADA LIMITED,NA,NA,ACTIVE,20070502,DIN,2247946,TEVA-RAMIPRIL,
2342162,PMS-RAMIPRIL-HCTZ (hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20100203,DIN,2342162,PMS-RAMIPRIL-HCTZ,
2285614,ALVESCO (ciclesonide 200 mcg per actuation pressurised inhalation) ASTRAZENECA CANADA INC,NA,NA,ACTIVE,20060927,DIN,2285614,ALVESCO,
2253755,DOM-SIMVASTATIN (simvastatin 10 mg oral tablet) DOMINION PHARMACAL,NA,NA,INACTIVE,20170803,DIN,2253755,DOM-SIMVASTATIN,
885428,PMS-HYDROMORPHONE TAB 8MG (hydromorphone hydrochloride 8 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,19911231,DIN,885428,PMS-HYDROMORPHONE TAB 8MG,
2458411,JAMP-OLOPATADINE (olopatadine (olopatadine hydrochloride) 0.1 % ophthalmic drops) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20171006,DIN,2458411,JAMP-OLOPATADINE,
2300214,SEROQUEL XR (quetiapine (quetiapine fumarate) 400 mg prolonged-release oral tablet) ASTRAZENECA CANADA INC,NA,NA,ACTIVE,20070927,DIN,2300214,SEROQUEL XR,
2247166,BIO-AMITRIPTYLINE (amitriptyline hydrochloride 10 mg oral tablet) BIOMED PHARMA,NA,NA,INACTIVE,20170804,DIN,2247166,BIO-AMITRIPTYLINE,
2240684,RATIO-DEXAMETHASONE (dexamethasone 0.5 mg oral tablet) TEVA CANADA LIMITED,NA,NA,INACTIVE,20170901,DIN,2240684,RATIO-DEXAMETHASONE,
2019906,APO-ENALAPRIL TAB 20MG (enalapril maleate 20 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,19931231,DIN,2019906,APO-ENALAPRIL TAB 20MG,
2331683,APO-VENLAFAXINE XR (venlafaxine (venlafaxine hydrochloride) 37.5 mg prolonged-release oral capsule) APOTEX INC,NA,NA,ACTIVE,20130416,DIN,2331683,APO-VENLAFAXINE XR,
2403005,JAMP-LEVETIRACETAM (levetiracetam 250 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20130429,DIN,2403005,JAMP-LEVETIRACETAM,
2269422,SANDOZ PAROXETINE (paroxetine (paroxetine hydrochloride) 10 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170803,DIN,2269422,SANDOZ PAROXETINE,
2248728,APO-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20040510,DIN,2248728,APO-ALENDRONATE,
2387875,ALYSENA 21 (ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet) APOTEX INC,NA,NA,ACTIVE,20121119,DIN,2387875,ALYSENA 21,
2467410,M-PAROXETINE (paroxetine (paroxetine hydrochloride hemihydrate) 20 mg oral tablet) MANTRA PHARMA INC,NA,NA,ACTIVE,20180307,DIN,2467410,M-PAROXETINE,
2285657,RATIO-BUPROPION SR (bupropion hydrochloride 100 mg prolonged-release oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20061120,DIN,2285657,RATIO-BUPROPION SR,
2436736,CLÉO-35 (cyproterone acetate 2 mg and ethinyl estradiol 35 mcg oral tablet) ASPRI PHARMA CANADA INC,NA,NA,ACTIVE,20151030,DIN,2436736,CLÉO -35,
2298392,TEVA-RISEDRONATE (risedronate sodium (risedronate sodium monohydrate) 35 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20100127,DIN,2298392,TEVA-RISEDRONATE,
2213265,"DERMOVATE CREAM (clobetasol propionate 0.05 % cutaneous cream) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",NA,NA,ACTIVE,19990907,DIN,2213265,DERMOVATE CREAM,
1962817,ZOLOFT CAP 50MG (sertraline (sertraline hydrochloride) 50 mg oral capsule) PFIZER CANADA INC,NA,NA,ACTIVE,19921231,DIN,1962817,ZOLOFT CAP 50MG,
2248008,SANDOZ GLYBURIDE (glyburide 2.5 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170801,DIN,2248008,SANDOZ GLYBURIDE,
2222965,APO-DILTIAZ SR - 90MG/SRC (diltiazem hydrochloride 90 mg prolonged-release oral capsule) APOTEX INC,NA,NA,INACTIVE,20170804,DIN,2222965,APO-DILTIAZ SR - 90MG/SRC,
843792,NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acetaminophen 650 mg per pck and phenylephrine hydrochloride 10 mg per pck oral powder) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,NA,NA,ACTIVE,19891231,DIN,843792,NEOCITRAN EXTRA STRENGTH COLD & CONGESTION,
2242657,RATIO-CEFUROXIME (cefuroxime (cefuroxime axetil) 500 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20010830,DIN,2242657,RATIO-CEFUROXIME,
2310953,PRO-NAPROXEN EC - 500 (naproxen 500 mg gastro-resistant tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20080704,DIN,2310953,PRO-NAPROXEN EC - 500,
2310910,TEVA-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20100519,DIN,2310910,TEVA-ATORVASTATIN,
2439166,NAT-QUETIAPINE (quetiapine (quetiapine fumarate) 100 mg oral tablet) NATCO PHARMA (CANADA) INC,NA,NA,ACTIVE,20150722,DIN,2439166,NAT-QUETIAPINE,
2430797,TOPIRAMATE TABLETS USP (topiramate 25 mg oral tablet) ACCORD HEALTHCARE INC,NA,NA,ACTIVE,20141114,DIN,2430797,TOPIRAMATE TABLETS USP,
2434660,ACH-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) ACCORD HEALTHCARE INC,NA,NA,ACTIVE,20160610,DIN,2434660,ACH-ESCITALOPRAM,
2295504,ACT RAMIPRIL (ramipril 5 mg oral capsule) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20071002,DIN,2295504,ACT RAMIPRIL,
2408287,TEVA-DUTASTERIDE (dutasteride 0.5 mg oral capsule) TEVA CANADA LIMITED,NA,NA,ACTIVE,20140716,DIN,2408287,TEVA-DUTASTERIDE,
2330423,JAMP-QUETIAPINE (quetiapine (quetiapine fumarate) 100 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20100402,DIN,2330423,JAMP-QUETIAPINE,
312770,APO PREDNISONE TAB 5MG (prednisone 5 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,19821231,DIN,312770,APO PREDNISONE TAB 5MG,
2396688,TEVA-RIZATRIPTAN ODT (rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20141104,DIN,2396688,TEVA-RIZATRIPTAN ODT,
1992872,CYCLEN TABLETS (28 DAY) (ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet) JANSSEN INC,NA,NA,ACTIVE,19921231,DIN,1992872,CYCLEN TABLETS (28 DAY),
2408007,FENTORA (fentanyl (fentanyl citrate) 100 mcg buccal tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20140514,DIN,2408007,FENTORA,
2389037,ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 5 mg oral tablet) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20120711,DIN,2389037,ROSUVASTATIN,
2247164,CRESTOR - 40MG (rosuvastatin (rosuvastatin calcium) 40 mg oral tablet) ASTRAZENECA CANADA INC,NA,NA,ACTIVE,20030219,DIN,2247164,CRESTOR - 40MG,
2241710,TEVA-CLINDAMYCIN (clindamycin (clindamycin hydrochloride) 300 mg oral capsule) TEVA CANADA LIMITED,NA,NA,ACTIVE,20000218,DIN,2241710,TEVA-CLINDAMYCIN,
2470411,SANDOZ PERINDOPRIL ERBUMINE/ INDAPAMIDE LD (indapamide 0.625 mg and perindopril erbumine 2 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20180305,DIN,2470411,SANDOZ PERINDOPRIL ERBUMINE/ INDAPAMIDE LD,
2407523,MAXIMUM STRENGTH ACID REDUCER WITHOUT PRESCRIPTION (ranitidine (ranitidine hydrochloride) 150 mg oral tablet) DOMINION PHARMACAL,NA,NA,ACTIVE,20160726,DIN,2407523,MAXIMUM STRENGTH ACID REDUCER WITHOUT PRESCRIPTION,
2402920,ACT PREGABALIN (pregabalin 50 mg oral capsule) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20130306,DIN,2402920,ACT PREGABALIN,
2371499,PHARMA-D 10000 IU (vitamin D3 10000 unit oral capsule) PHARMASCIENCE INC,NA,NA,ACTIVE,20110829,DIN,2371499,PHARMA-D 10000 IU,
2146908,BIAXIN (clarithromycin 125 mg per 5 mL oral suspension) BGP PHARMA ULC,NA,NA,ACTIVE,19951231,DIN,2146908,BIAXIN,
405337,APO DIAZEPAM TAB 10MG (diazepam 10 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,19791231,DIN,405337,APO DIAZEPAM TAB 10MG,
2428636,ACT TADALAFIL (tadalafil 5 mg oral tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20160712,DIN,2428636,ACT TADALAFIL,
2397811,MINT-ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 20 mg oral tablet) MINT PHARMACEUTICALS INC,NA,NA,ACTIVE,20130702,DIN,2397811,MINT-ROSUVASTATIN,
2350971,CILAZAPRIL (cilazapril (cilazapril monohydrate) 2.5 mg oral tablet) SANIS HEALTH INC,NA,NA,INACTIVE,20170731,DIN,2350971,CILAZAPRIL,
2262746,ACT PAROXETINE (paroxetine (paroxetine hydrochloride) 10 mg oral tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20050314,DIN,2262746,ACT PAROXETINE,
2361485,JAMP-GABAPENTIN (gabapentin 300 mg oral capsule) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20110926,DIN,2361485,JAMP-GABAPENTIN,
2274930,TEVA-PIOGLITAZONE (pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20071205,DIN,2274930,TEVA-PIOGLITAZONE,
2422794,RIVA-ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20140320,DIN,2422794,RIVA-ATORVASTATIN,
786640,ISOSORBIDE TAB 30MG (isosorbide dinitrate 30 mg oral tablet) PHARMASCIENCE INC,NA,NA,INACTIVE,20170803,DIN,786640,ISOSORBIDE TAB 30MG,
2388146,ESME 28 (ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet with lactose oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20120705,DIN,2388146,ESME 28,
2241361,CHILDREN'S TYLENOL CHEWABLES (acetaminophen 160 mg chewable tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,NA,NA,ACTIVE,20000822,DIN,2241361,CHILDREN'S TYLENOL CHEWABLES,
2339587,ACH-PIOGLITAZONE (pioglitazone (pioglitazone hydrochloride) 30 mg oral tablet) ACCORD HEALTHCARE INC,NA,NA,ACTIVE,20100611,DIN,2339587,ACH-PIOGLITAZONE,
2282259,MYLAN-RISPERIDONE (risperidone 0.5 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20180207,DIN,2282259,MYLAN-RISPERIDONE,
2092832,METROGEL 0.75% (metronidazole 0.75 % cutaneous gel) GALDERMA CANADA INC,NA,NA,ACTIVE,19941231,DIN,2092832,METROGEL 0.75%,
653233,RATIO-LENOLTEC NO 1 (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,19861231,DIN,653233,RATIO-LENOLTEC NO 1,
2251221,RIVA-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,INACTIVE,20170705,DIN,2251221,RIVA-CIPROFLOXACIN,
2423502,MAR-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) MARCAN PHARMACEUTICALS INC,NA,NA,ACTIVE,20140910,DIN,2423502,MAR-ESCITALOPRAM,
2385171,INFANTS LITTLE REMEDIES FOR FEVERS (acetaminophen 80 mg per mL oral solution) PRESTIGE BRANDS INC,NA,NA,INACTIVE,20180315,DIN,2385171,INFANTS LITTLE REMEDIES FOR FEVERS,
2357283,EXTRA STRENGTH IBUPROFEN LIQUID CAPSULES (ibuprofen 400 mg oral capsule) VITA HEALTH PRODUCTS INC,NA,NA,ACTIVE,20110610,DIN,2357283,EXTRA STRENGTH IBUPROFEN LIQUID CAPSULES,
2315319,RIVA-METOPROLOL L (metoprolol tartrate 50 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20080910,DIN,2315319,RIVA-METOPROLOL L,
2385651,SANDOZ LANSOPRAZOLE (lansoprazole 30 mg gastro-resistant capsule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20120703,DIN,2385651,SANDOZ LANSOPRAZOLE,
2302209,PMS-RISEDRONATE (risedronate sodium (risedronate sodium hemi-pentahydrate) 35 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20100727,DIN,2302209,PMS-RISEDRONATE,
2439557,NAT-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) NATCO PHARMA (CANADA) INC,NA,NA,ACTIVE,20150722,DIN,2439557,NAT-DONEPEZIL,
2049961,TENORETIC 50/25MG TAB (atenolol 50 mg and chlorthalidone 25 mg oral tablet) ASTRAZENECA CANADA INC,NA,NA,ACTIVE,19951231,DIN,2049961,TENORETIC 50/25MG TAB,
2353326,CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20100726,DIN,2353326,CIPROFLOXACIN,
2274183,ACT LEVETIRACETAM (levetiracetam 250 mg oral tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20051207,DIN,2274183,ACT LEVETIRACETAM,
2372371,IRBESARTAN (irbesartan 150 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20111018,DIN,2372371,IRBESARTAN,
2247385,EURO-DOCUSATE (docusate sodium 100 mg oral capsule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20061120,DIN,2247385,EURO-DOCUSATE,
2445328,PRIVA-DOMPERIDONE (domperidone (domperidone maleate) 10 mg oral tablet) PHARMAPAR INC,NA,NA,ACTIVE,20170216,DIN,2445328,PRIVA-DOMPERIDONE,
2466325,TOPICAL HAPTEN GEL (haptens 50 % cutaneous gel) DORMER LABORATORIES INC.,NA,NA,ACTIVE,20170913,DIN,2466325,TOPICAL HAPTEN GEL,
2239714,SANDOZ VALPROIC (valproic acid 250 mg oral capsule) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170803,DIN,2239714,SANDOZ VALPROIC,
2356740,SANDOZ VALSARTAN (valsartan 40 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20110127,DIN,2356740,SANDOZ VALSARTAN,
870943,AMI-HYDRO TAB (amiloride hydrochloride 5 mg and hydrochlorothiazide 50 mg oral tablet) PRO DOC LIMITEE,NA,NA,INACTIVE,20170505,DIN,870943,AMI-HYDRO TAB,
2471361,RIVA-OLMESARTAN (olmesartan medoxomil 40 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20180119,DIN,2471361,RIVA-OLMESARTAN,
2345080,IRINOTECAN HYDROCHLORIDE TRIHYDRATE FOR INJECTION (irinotecan hydrochloride (irinotecan hydrochloride trihydrate) 20 mg per mL solution for injection) FRESENIUS KABI CANADA LTD,NA,NA,INACTIVE,20170803,DIN,2345080,IRINOTECAN HYDROCHLORIDE TRIHYDRATE FOR INJECTION,"should be removed, has been corrected and "
2045737,ZESTORETIC (hydrochlorothiazide 12.5 mg and lisinopril 20 mg oral tablet) ASTRAZENECA CANADA INC,NA,NA,ACTIVE,19941231,DIN,2045737,ZESTORETIC,
716650,BETADERM ONT 0.1% (betamethasone (betamethasone valerate) 0.1 % cutaneous ointment) TARO PHARMACEUTICALS INC,NA,NA,ACTIVE,19881231,DIN,716650,BETADERM ONT 0.1%,
2468018,M-AMLODIPINE (amlodipine (amlodipine besylate) 2.5 mg oral tablet) MANTRA PHARMA INC,NA,NA,ACTIVE,20180307,DIN,2468018,M-AMLODIPINE,
2441454,JAMP-VALACYCLOVIR (valacyclovir (valacyclovir hydrochloride) 500 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20151014,DIN,2441454,JAMP-VALACYCLOVIR,
2328526,PMS-IRBESARTAN-HCTZ (hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20110324,DIN,2328526,PMS-IRBESARTAN-HCTZ,
832030,DEXIDIN 20 (chlorhexidine gluconate 20 % cutaneous solution) LABORATOIRE ATLAS INC,NA,NA,ACTIVE,19891231,DIN,832030,DEXIDIN 20,
2416603,GALANTAMINE ER (galantamine (galantamine hydrobromide) 24 mg prolonged-release oral capsule) PRO DOC LIMITEE,NA,NA,ACTIVE,20131203,DIN,2416603,GALANTAMINE ER,
2380714,RAN-CANDESARTAN (candesartan cilexetil 32 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20130117,DIN,2380714,RAN-CANDESARTAN,
1953583,PHENYLEPHRINE HYDROCHLORIDE INJECTION USP (phenylephrine (phenylephrine hydrochloride) 10 mg per mL solution for injection) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,19921231,DIN,1953583,PHENYLEPHRINE HYDROCHLORIDE INJECTION USP,
2245697,MYLAN-FLUCONAZOLE (fluconazole 150 mg oral capsule) MYLAN PHARMACEUTICALS ULC,NA,NA,INACTIVE,20170804,DIN,2245697,MYLAN-FLUCONAZOLE,
2298074,RAN-RABEPRAZOLE (rabeprazole sodium 10 mg gastro-resistant tablet) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20071109,DIN,2298074,RAN-RABEPRAZOLE,
2247700,METADOL (methadone hydrochloride 10 mg oral tablet) PALADIN LABS INC,NA,NA,ACTIVE,20030729,DIN,2247700,METADOL,
2420473,MAR-RAMIPRIL (ramipril 5 mg oral capsule) MARCAN PHARMACEUTICALS INC,NA,NA,ACTIVE,20150109,DIN,2420473,MAR-RAMIPRIL,
2250055,APO-DEXAMETHASONE (dexamethasone 4 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20040308,DIN,2250055,APO-DEXAMETHASONE,
155365,ADRENALIN CHLORIDE SOL 1:1000 (epinephrine (epinephrine hydrochloride) 1 mg per mL nasal spray) ERFA CANADA 2012 INC,NA,NA,ACTIVE,19511231,DIN,155365,ADRENALIN CHLORIDE SOL 1:1000,
2429918,MAR-AMITRIPTYLINE (amitriptyline hydrochloride 75 mg oral tablet) MARCAN PHARMACEUTICALS INC,NA,NA,ACTIVE,20150427,DIN,2429918,MAR-AMITRIPTYLINE,
2445417,PRIVA-ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 5 mg oral tablet) PHARMAPAR INC,NA,NA,ACTIVE,20160629,DIN,2445417,PRIVA-ROSUVASTATIN,
2250179,TEVA-SIMVASTATIN (simvastatin 40 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20040322,DIN,2250179,TEVA-SIMVASTATIN,
2427796,VAN-SERTRALINE (sertraline (sertraline hydrochloride) 100 mg oral capsule) VANC PHARMACEUTICALS INC,NA,NA,ACTIVE,20150610,DIN,2427796,VAN-SERTRALINE,
2413744,PMS-METHYLPHENIDATE ER (methylphenidate hydrochloride 36 mg prolonged-release oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20140303,DIN,2413744,PMS-METHYLPHENIDATE ER,
2426153,TRAMADOL (tramadol hydrochloride 50 mg oral tablet) AA PHARMA INC,NA,NA,ACTIVE,20140623,DIN,2426153,TRAMADOL,
2312751,PRO-RISPERIDONE (risperidone 4 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20080709,DIN,2312751,PRO-RISPERIDONE,
2343037,LAMOTRIGINE (lamotrigine 150 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20100216,DIN,2343037,LAMOTRIGINE,
2372851,OLANZAPINE (olanzapine 15 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20111026,DIN,2372851,OLANZAPINE,
2172550,DOM-METOPROLOL-B - TAB 50MG (metoprolol tartrate 50 mg oral tablet) DOMINION PHARMACAL,NA,NA,INACTIVE,20170803,DIN,2172550,DOM-METOPROLOL-B - TAB 50MG,
2379562,MAR-ANASTROZOLE (anastrozole 1 mg oral tablet) MARCAN PHARMACEUTICALS INC,NA,NA,ACTIVE,20121025,DIN,2379562,MAR-ANASTROZOLE,
2448807,PRIVA-SILDENAFIL (sildenafil (sildenafil citrate) 100 mg oral tablet) PHARMAPAR INC,NA,NA,ACTIVE,20160921,DIN,2448807,PRIVA-SILDENAFIL,
2269430,SANDOZ PAROXETINE (paroxetine (paroxetine hydrochloride) 20 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20070727,DIN,2269430,SANDOZ PAROXETINE,
2255332,RAMIPRIL (ramipril 10 mg oral capsule) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20080314,DIN,2255332,RAMIPRIL,
2248453,GLICLAZIDE-80 (gliclazide 80 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20031210,DIN,2248453,GLICLAZIDE-80,
690783,RATIO-MORPHINE (morphine hydrochloride 10 mg per mL syrup) TEVA CANADA LIMITED,NA,NA,ACTIVE,19861231,DIN,690783,RATIO-MORPHINE,
2444917,BIO-PAROXETINE (paroxetine (paroxetine hydrochloride hemihydrate) 20 mg oral tablet) BIOMED PHARMA,NA,NA,ACTIVE,20161221,DIN,2444917,BIO-PAROXETINE,
2329433,MYLAN-OMEPRAZOLE (omeprazole 20 mg gastro-resistant capsule) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20090804,DIN,2329433,MYLAN-OMEPRAZOLE,
2252023,PMS-RISPERIDONE (risperidone 1 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20060705,DIN,2252023,PMS-RISPERIDONE,
2244021,ATACAND PLUS (candesartan cilexetil 16 mg and hydrochlorothiazide 12.5 mg oral tablet) ASTRAZENECA CANADA INC,NA,NA,ACTIVE,20010626,DIN,2244021,ATACAND PLUS,
578487,FLURAZEPAM 30 (flurazepam hydrochloride 30 mg oral capsule) PRO DOC LIMITEE,NA,NA,ACTIVE,19821231,DIN,578487,FLURAZEPAM 30,
2386844,CO FENTANYL (fentanyl 12 mcg per hour transdermal patch) COBALT PHARMACEUTICALS COMPANY,NA,NA,INACTIVE,20170801,DIN,2386844,CO FENTANYL,
2230095,TEVA-TEMAZEPAM (temazepam 15 mg oral capsule) TEVA CANADA LIMITED,NA,NA,ACTIVE,19961218,DIN,2230095,TEVA-TEMAZEPAM,
2356562,PRAVASTATIN (pravastatin sodium 40 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20101201,DIN,2356562,PRAVASTATIN,
2335700,TOLOXIN (digoxin 0.0625 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,NA,NA,ACTIVE,20091223,DIN,2335700,TOLOXIN,
2319055,RAN-GABAPENTIN (gabapentin 100 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20090107,DIN,2319055,RAN-GABAPENTIN,
2394871,MINT-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) MINT PHARMACEUTICALS INC,NA,NA,ACTIVE,20121121,DIN,2394871,MINT-ALENDRONATE,
2238817,DOM-VALPROIC ACID SYRUP (valproic acid (sodium valproate) 250 mg per 5 mL syrup) DOMINION PHARMACAL,NA,NA,INACTIVE,20170803,DIN,2238817,DOM-VALPROIC ACID SYRUP,
2338459,ACH-LETROZOLE (letrozole 2.5 mg oral tablet) ACCORD HEALTHCARE INC,NA,NA,ACTIVE,20100503,DIN,2338459,ACH-LETROZOLE,
2353342,LEVETIRACETAM (levetiracetam 250 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20100726,DIN,2353342,LEVETIRACETAM,
2165511,PREVACID (lansoprazole 30 mg gastro-resistant capsule) TAKEDA PHARMACEUTICALS AMERICA INC,NA,NA,ACTIVE,19951231,DIN,2165511,PREVACID,
2459523,KYLEENA (levonorgestrel 19.5 mg intrauterine delivery system) BAYER INC,NA,NA,ACTIVE,20170110,DIN,2459523,KYLEENA,
2351072,LORAZEPAM (lorazepam 0.5 mg oral tablet) SANIS HEALTH INC,NA,NA,INACTIVE,20180111,DIN,2351072,LORAZEPAM,
2359510,HYDROMORPH CONTIN (hydromorphone hydrochloride 9 mg prolonged-release oral capsule) PURDUE PHARMA,NA,NA,ACTIVE,20110414,DIN,2359510,HYDROMORPH CONTIN,
2379147,MYLAN-CANDESARTAN (candesartan cilexetil 16 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20120209,DIN,2379147,MYLAN-CANDESARTAN,
2382571,APO-VALSARTAN/HCTZ (hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet) APOTEX INC,NA,NA,INACTIVE,20170804,DIN,2382571,APO-VALSARTAN/HCTZ,
2365367,APO-CANDESARTAN (candesartan cilexetil 16 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20110426,DIN,2365367,APO-CANDESARTAN,
2184435,KADIAN (morphine sulfate 20 mg prolonged-release oral capsule) BGP PHARMA ULC,NA,NA,ACTIVE,19961025,DIN,2184435,KADIAN,
2385759,PANTOPRAZOLE (pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet) SIVEM PHARMACEUTICALS ULC,NA,NA,INACTIVE,20160629,DIN,2385759,PANTOPRAZOLE,
